REF_SITE_FROM_ID,REF_SITE_TO_ID,season,INJSVR,DOCTNMBR
10523,1661946,spring,O,1
1663587,2046795,winter,O,1
2058075,2058076,winter,O,1
2059734,1663464,spring,O,3
2059734,1663464,summer,A,1
2059734,1663464,summer,C,1
2059734,1663464,summer,O,1
2059734,1663464,winter,C,1
2059734,1663464,winter,O,2
1662513,1662491,spring,O,2
2097714,2082274,spring,C,1
2097714,2082274,spring,O,1
2114954,1661668,spring,O,1
2114954,1661668,winter,O,1
2115036,2115078,summer,O,1
1661878,1662290,fall,O,1
1661878,1662290,spring,C,1
1661878,1662290,spring,O,1
1661878,1662290,winter,C,4
1661878,1662290,winter,O,3
2120534,2129741,fall,O,1
10695,2113335,summer,C,1
1679415,1679419,spring,O,1
2156702,2156722,winter,O,2
2156821,1661556,winter,O,1
1662349,2157102,summer,O,1
1662192,1662201,summer,O,1
1662201,1662209,summer,O,1
1662201,1662209,winter,O,1
1662209,1662225,spring,B,1
1662209,1662225,spring,O,1
1662225,1662251,spring,O,2
1662225,1662251,summer,O,1
1662251,1662280,spring,O,1
1662251,1662280,summer,B,1
1662251,1662280,summer,O,1
1662251,1662280,winter,B,1
1662280,1662307,fall,O,2
1662280,1662307,spring,C,1
1662280,1662307,spring,O,1
1662280,1662307,winter,O,2
1662433,1662482,fall,O,1
1662433,1662482,summer,C,1
1662433,1662482,summer,O,3
10668,1663464,fall,B,1
10668,1663464,fall,O,1
10668,1663464,summer,O,1
10668,1663464,winter,O,1
1663464,1663569,fall,O,2
1663464,1663569,spring,K,1
1663464,1663569,winter,O,1
10698,10695,spring,O,1
10698,10695,winter,C,1
10698,10695,winter,O,1
10695,10691,fall,O,1
10695,10691,summer,O,1
10695,10691,winter,O,1
10691,1663401,fall,O,1
10691,1663401,spring,C,1
10691,1663401,spring,O,1
10691,1663401,summer,O,1
10691,1663401,winter,O,1
1663401,1663394,fall,C,2
1663394,1663378,fall,C,2
1663394,1663378,spring,O,1
1663394,1663378,summer,O,1
1663358,2176343,fall,O,1
1663358,2176343,winter,C,1
1663358,2176343,winter,O,2
1663345,1663358,fall,C,1
1663345,1663358,fall,O,3
1663345,1663358,spring,O,1
1663345,1663358,summer,B,1
1663345,1663358,summer,C,1
1663345,1663358,summer,O,4
1663345,1663358,winter,C,1
1663345,1663358,winter,O,1
1663320,2176384,fall,O,2
1663320,2176384,spring,C,1
1663320,2176384,winter,O,1
2176406,1663327,fall,C,1
2176406,1663327,fall,O,1
2176406,1663327,spring,C,2
2176406,1663327,spring,O,2
2176406,1663327,summer,C,2
2176406,1663327,summer,O,4
2176406,1663327,winter,C,1
2176406,1663327,winter,O,4
1663329,2176407,winter,O,1
2176407,1663328,fall,O,1
2176407,1663328,summer,O,1
2176407,15381,fall,O,1
2176407,15381,spring,O,1
2176407,15381,summer,C,1
2176407,15381,summer,O,4
2176407,15381,winter,O,5
2176544,1663087,winter,O,1
2026253,2176582,fall,C,1
2026253,2176582,spring,C,1
2026253,2176582,spring,O,1
2026253,2176582,summer,B,1
2026253,2176582,summer,O,1
2026253,2176582,winter,C,1
2026253,2176582,winter,O,3
1663328,2176582,fall,O,2
1663328,2176582,spring,O,2
1663328,2176582,summer,C,1
1663328,2176582,winter,O,5
2176608,2176609,fall,C,1
2176608,2176609,fall,O,1
2176608,2176609,spring,O,1
2176608,2176609,winter,B,1
2176608,2176609,winter,O,2
2176609,2176642,spring,O,2
2176609,2176642,summer,C,1
2176609,2176642,winter,O,2
2176642,2176544,summer,C,1
2176544,15381,fall,O,1
2176608,1663087,fall,O,4
2176608,1663087,spring,B,1
2176608,1663087,spring,C,1
2176608,1663087,summer,O,3
2176608,1663087,winter,O,1
2176609,2034248,fall,O,2
2176609,2034248,summer,O,2
2176609,2034248,winter,O,1
2180634,2180701,winter,O,1
2180701,2217756,fall,O,1
2180701,2217756,spring,O,1
2180701,2217756,summer,O,1
2026279,2026280,fall,O,1
2026262,2026263,spring,O,1
2026279,2180748,summer,C,1
2026279,2180748,winter,O,1
2180748,2180750,fall,O,1
2180748,2180750,spring,C,2
2180748,2180750,spring,O,3
2180748,2180750,summer,O,2
2026262,2182348,winter,O,2
2182348,2182349,fall,B,1
2182348,2182349,summer,O,2
2182348,2182349,winter,O,1
2216703,1662433,fall,O,3
2216703,1662433,spring,C,1
2216703,1662433,spring,O,3
2216703,1662433,summer,O,1
2216703,1662433,winter,O,2
1663611,1663439,summer,O,1
1679421,2204544,spring,A,1
1679421,2204544,spring,O,2
1679421,2204544,summer,C,1
1679421,2204544,winter,O,2
2204544,1666506,spring,O,1
2204544,1666506,summer,B,1
2212301,2212302,winter,O,1
2156722,2212301,summer,O,1
2156741,2212301,winter,O,1
1662430,2216703,fall,O,2
1662430,2216703,spring,O,3
1662430,2216703,summer,A,1
1662430,2216703,summer,O,2
1662430,2216703,winter,O,3
1662353,2216703,fall,O,1
1662353,2216703,spring,O,1
1662353,2216703,winter,O,1
2216703,1662252,fall,O,1
2216703,1662252,winter,B,1
2216703,1662252,winter,O,1
2026273,2217756,summer,O,1
2243561,2212303,summer,O,1
2212302,2243561,fall,O,1
2212301,2243561,fall,O,1
2252501,1661959,summer,O,1
2252501,1661959,winter,O,1
1663862,2024346,fall,O,3
1663862,2024346,spring,O,5
1663862,2024346,summer,O,3
1663862,2024346,winter,O,4
1661833,10492,fall,C,1
1661833,10492,fall,O,1
1661833,10492,spring,B,1
1661833,10492,spring,O,1
1661833,10492,summer,O,2
1662064,10503,spring,C,1
1662064,10503,winter,B,1
1662064,10503,winter,O,1
2026332,2180633,winter,B,1
2180634,2026268,fall,C,1
2180634,2026268,fall,O,1
2180634,2026268,summer,C,1
2180634,2026268,winter,O,1
1662482,1662528,spring,O,1
1662528,10668,fall,B,1
1662528,10668,fall,O,2
1662528,10668,spring,A,1
1662528,10668,summer,B,1
1662528,10668,summer,C,1
1662528,10668,winter,A,1
1662528,10668,winter,B,1
1662528,10668,winter,C,1
1662528,10668,winter,O,4
1663569,10698,spring,O,2
1663569,10698,winter,O,4
1663378,2176343,fall,A,1
1663378,2176343,fall,B,1
1663378,2176343,fall,O,1
1663378,2176343,spring,A,1
1663378,2176343,spring,O,1
1663378,2176343,summer,B,1
1663378,2176343,summer,O,1
1663378,2176343,winter,C,1
1663358,1663378,fall,O,2
1663358,1663378,winter,O,1
1666506,2156912,fall,B,2
1666506,2156912,fall,O,1
1666506,2156912,summer,C,1
1666506,2156912,summer,O,1
2290837,2176407,fall,O,1
2290837,2176407,summer,O,1
2290837,2176407,winter,O,1
1663327,2290838,fall,O,2
1663327,2290838,spring,B,1
1663327,2290838,spring,C,1
1663327,2290838,summer,C,1
1663327,2290838,summer,O,1
2290838,2290839,fall,B,1
2290838,2290839,winter,O,1
2290839,1663320,spring,C,1
2290839,1663320,spring,O,1
2290839,1663320,summer,O,2
2290839,1663320,winter,C,2
2290839,1663320,winter,O,2
2176384,2290840,winter,C,1
2176384,2290840,winter,O,1
2290840,2290837,spring,O,1
2290840,2290837,summer,B,1
2290840,2290837,winter,O,3
2176343,2290881,fall,O,1
2176343,2290881,spring,B,1
2176343,2290881,spring,C,1
2176343,2290881,spring,O,2
2176343,2290881,winter,O,1
2290881,2176384,fall,B,1
2290881,2176384,fall,C,3
2290881,2176384,fall,O,2
2290881,2176384,spring,B,1
2290881,2176384,spring,C,1
2290881,2176384,spring,O,3
2290881,2176384,summer,A,1
2290881,2176384,summer,C,1
2290881,2176384,summer,O,4
2290881,2176384,winter,O,4
1663320,2290882,spring,B,1
2296035,1663343,summer,O,1
1663661,2299535,fall,O,1
1663661,2299535,summer,O,2
1663661,2299535,winter,O,1
2299535,1663661,fall,O,1
2299535,1663661,winter,B,1
2304296,2304315,winter,O,1
2176642,2312017,fall,C,1
2176642,2312017,fall,O,2
2176642,2312017,summer,O,2
2176642,2312017,winter,C,2
2176642,2312017,winter,O,2
2312017,1663328,fall,A,1
2312017,1663328,fall,O,5
2312017,1663328,spring,C,1
2312017,1663328,spring,O,1
2312017,1663328,summer,B,2
2312017,1663328,summer,C,1
2312017,1663328,summer,O,3
2312017,1663328,winter,C,2
2312017,1663328,winter,O,6
2312116,2182527,fall,O,1
2312116,2182527,winter,C,1
2312116,2182527,winter,O,2
2182353,2312117,fall,O,1
2312117,15378,spring,O,1
2312117,15378,summer,O,1
2312118,2182518,fall,B,1
2182528,2312119,fall,A,1
2182528,2312119,spring,C,1
2182528,2312119,summer,C,1
2182528,2312119,winter,O,1
2312119,15377,fall,O,1
2312957,2026280,spring,O,1
2312957,2026280,summer,O,2
2312957,2026280,winter,O,1
2312959,2026263,fall,C,1
2312959,2026263,winter,O,1
2312963,2180633,winter,O,1
2182353,2314836,fall,B,1
2182353,2314836,spring,B,1
2182353,2314836,spring,O,1
2182353,2314836,summer,O,3
2182353,2314836,winter,B,1
2182353,2314836,winter,O,4
1662177,10503,spring,C,1
1662177,10503,summer,O,1
1663087,2026262,fall,O,1
1663087,2026262,winter,O,1
2026263,2180634,fall,O,1
2026263,2180634,summer,O,1
2026263,2180634,winter,C,1
2180633,2026279,spring,B,1
2180633,2026279,winter,O,3
2026280,2026253,fall,B,1
2026280,2026253,spring,B,1
2026280,2026253,winter,C,1
2026280,2026253,winter,O,4
2026253,2176406,spring,O,2
2026253,2176406,winter,O,2
2182527,2176608,spring,O,1
2182527,2176608,winter,O,1
2332015,1667520,fall,O,1
1664489,2332124,winter,B,1
1665132,2332125,summer,O,1
1663276,1663210,spring,O,1
