DOCTNMBR,REPTTYPE,CRSHDATE,NTFYHOUR,CNTYNAME,MUNINAME,MUNITYPE,LOCTYPE,ONHWY,ONHWYSYS,ONHWYDIR,ONHWYTYP,ONSTR,ATHWY,ATHWYSYS,ATHWYDIR,ATHWYTYP,ATSTR,INTDIR,INTDIS,LATDECDG,LONDECDG,CRSHTYPE,RLTNRDWY,MNRCOLL,HWYCLASS,INJSVR,TOTVEH,TOTMOT,TOTNMT,TOTINJ,TOTFATL,ALCFLAG,BIKEFLAG,BUSFLAG,CONSZONE,CMVFLAG,CYCLFLAG,DISTFLAG,DRUGFLAG,INJTRNS,MOPFLAG,PEDFLAG,SFTYFLAG,SPEEDFLAG,TEENDRVR,RDWY_LINK_ID,RDWY_LINK_OSET,LINK_HIST_FLAG
02L0Z0C3BM,DT4000,2/9/2017,16,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,WESTVIEW CT,S,0.1396,43.10746656,-89.63802515,TFSIGN,RTSH,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5315121,,
1KL05S26N7,DT4000,2/9/2017,16,DANE,MIDDLETON,C,N,,,,,PARMENTER ST,,,,,KENYON DR,N,0.0261,43.09075937,-89.51494779,PKVEH,ON,SSS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4820975,138,
1KL05S26N8,DT4000,2/9/2017,22,DANE,MIDDLETON,C,I,,,,,CTH M,,,,,PARMENTER ST,,0,43.11152757,-89.50960415,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819515,1267,
1KL05S26NB,DT4000,2/11/2017,15,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,CONNECTOR USH 14,,0,43.09673051,-89.51615252,MVIT,ON,FTR,U STH,O,2,4,0,0,0,,,,,,,Y,,,,,,,Y,5314677,908,
1KL0597RB9,DT4000,2/13/2017,13,DANE,MIDDLETON,C,I,,,,,CTH MS,,,,,BRISTOL ST,,0,43.09697011,-89.50661319,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841796,475,
1KL06RP3B2,DT4000,2/13/2017,17,DANE,MIDDLETON,C,I,,,,,CTH MS,,,,,PARMENTER ST,E,0.0419,43.0968751,-89.51069958,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,Y,,,,,,,,4841808,221,
02L0Z1L4G8,DT4000,2/14/2017,7,DANE,CROSS PLAINS,T,N,,,,,AIRPORT RD,,,,,ENCHANTED VALLEY RD,W,0.55,43.11472759,-89.61123793,TREE,O ROW,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,Y,5253202,4220,
24L04BTWRK,DT4000,2/14/2017,7,DANE,CROSS PLAINS,T,PP,,,,,AIRPORT RD,,,,,ENCHANTED VALLEY RD,W,0.1419,43.11336863,-89.60324737,DITCH,O ROW,NO,R TOWN,C,1,1,0,1,0,,,,,,,,,,,,,,,5253202,6392,
02L0Z1L4G9,DT4000,2/14/2017,8,DANE,CROSS PLAINS,T,N,,,,,AIRPORT RD,,,,,ENCHANTED VALLEY RD,W,0.62,43.11508831,-89.61240153,OVRTRN,O ROW,NO,R TOWN,C,1,1,0,1,0,,,,,,,,,Y,,,Y,,Y,5253202,3883,
1KL0713B0H,DT4000,2/15/2017,15,DANE,MIDDLETON,C,N,14,USH,EB,,,,,,,CROSSOVER USH 14,E,0.0545,43.0967377,-89.52247072,MVIT,ON,FTR,U STH,C,2,2,0,1,0,,,,,,,Y,,,,,,,Y,5488965,288,
02L0Z0C3BP,DT4000,2/15/2017,19,DANE,MIDDLETON,T,PP,,,,,EVERGREEN RD,,,,,WHITE CORAL WAY,W,0.0917,43.10505853,-89.54137821,TREE,R SIDE,NO,R TOWN,O,1,2,0,0,0,,,,,,,,,,,,,,,4819948,2215,
1KL0713B0J,DT4000,2/20/2017,9,DANE,MIDDLETON,C,N,,,,,CTH M,,,,,BRANCH ST,E,0.0186,43.1042205,-89.49229341,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819977,98,
1KL061GFB1,DT4000,2/23/2017,12,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,CAYUGA ST,W,0.0873,43.09586776,-89.51583364,CURB,ON,NO,U CITY,O,1,1,0,0,0,Y,,,,,,,,,,,,Y,,4885654,563,
1KL0713B0K,DT4000,2/24/2017,12,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,VALLEY RIDGE RD,,0,43.11046616,-89.47463927,MVIT,ON,RTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4819586,317,
1KL05BGSFN,DT4000,2/25/2017,1,DANE,MIDDLETON,C,N,,,,,N HIGH POINT RD,,,,,TERRACE AVE,N,0.0479,43.09568703,-89.51686075,CURB,ON,NO,U CITY,O,1,1,0,0,0,Y,,,,,,,,,,,,Y,,4885654,253,
1KL05BGSFP,DT4000,2/25/2017,1,DANE,MIDDLETON,C,PP,Q,CTH,,,,M,CTH,,,,E,0.1536,43.10281117,-89.48614234,FENCE,R SIDE,NO,U CITY,C,1,1,0,1,0,,,,,,,,,,,,,Y,,4841566,,
1KL05S26NF,DT4000,2/25/2017,13,DANE,MIDDLETON,C,N,,,,,MAYWOOD AVE,Q,CTH,,,,W,0.1074,43.10053375,-89.48844169,MVIT,ON,SSO,U CITY,O,2,1,0,0,0,,,,,,,,,,,,Y,,,4820204,567,
1KL05S26NG,DT4000,2/25/2017,21,DANE,MIDDLETON,C,N,,,,,MAYFLOWER DR,,,,,ELMWOOD AVE,,0,43.0959802,-89.49893646,PKVEH,ON,FTR,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4820484,370,
1KL0597RBD,DT4000,2/26/2017,21,DANE,CROSS PLAINS,T,N,,,,,TIMBER LN,,,,,NOLL VALLEY RD,S,0.0803,43.03845322,-89.60125697,TREE,O ROW,NO,R TOWN,C,1,1,0,1,0,,,,,,,,,Y,,,,,,4846879,422,
1KL06WD6N7,DT4000,2/27/2017,16,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,,,,,DEMING WAY,E,0.0153,43.09011211,-89.5268239,MVIT,ON,FTR,U CITY,C,3,3,0,1,0,,,,,,,,,,,,,,,4842408,81,
1KL0607D6Q,DT4000,2/28/2017,15,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,AURORA ST,E,0.0191,43.09683291,-89.51239271,MVIT,ON,FTR,U CITY,C,2,4,0,1,0,,,,,,,Y,,Y,,,,,,4841812,101,
24L049LVN3,DT4000,2/28/2017,20,DANE,CROSS PLAINS,V,N,,,,,CTH P,,,,,BOURBON RD,N,0.0269,43.1110794,-89.64546319,MVIT,ON,SSS,R CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5372925,142,
02L0XWW13L,DT4000,3/1/2017,7,DANE,CROSS PLAINS,T,N,P,CTH,,,,,,,,STAGECOACH RD,S,0.36,43.09223478,-89.65268758,GR END,RTSH,NO,R CTH,O,1,3,0,0,0,,,,,,,,,,,,,Y,,4848831,4824,
02L0Z90C3L,DT4000,3/1/2017,9,DANE,MIDDLETON,T,N,,,,,AIRPORT RD,,,,,HILLCREST DR,W,0.1434,43.11103594,-89.5978309,TFSIGN,RTSH,NO,R TOWN,O,1,2,0,0,0,,,,,,,,,,,,,Y,,4819528,1159,
1KL0597RBF,DT4000,3/1/2017,10,DANE,MIDDLETON,C,I,,,,,MURPHY DR,,,,,EAGLE DR,,0,43.09843166,-89.52775629,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841696,1214,
1KL05BGSFQ,DT4000,3/1/2017,15,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,TOMAHAWK CT,W,0.0299,43.10624391,-89.48332568,MVIT,ON,FTR,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,,Y,4841262,301,
1KL0597RBG,DT4000,3/2/2017,16,DANE,MIDDLETON,C,PL,,,,,JOHN Q HAMMONS DR,,,,,GREENWAY BLVD,N,0.043,43.09075258,-89.5246659,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4849516,227,
1KL0597RBH,DT4000,3/3/2017,16,DANE,MIDDLETON,C,I,,,,,PARMENTER ST,M,CTH,,,,,0,43.11160232,-89.50963234,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,Y,,,,,,4827336,950,
1KL072BC3H,DT4000,3/3/2017,16,DANE,MIDDLETON,C,I,,,,,AURORA ST,MS,CTH,,,,S,0.0116,43.09665932,-89.51277468,MVIT,ON,SSS,U CITY,O,2,5,0,0,0,,,,,,,,,,,,,,,4820498,61,
02L0XZ426W,DT4000,3/3/2017,23,DANE,MIDDLETON,T,PP,,,,,ROCKY DELL RD,,,,,HILLCREST DR,S,0.37,43.10663576,-89.59091814,FENCE,RTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,Y,5157272,,
1KL0607D6S,DT4000,3/4/2017,14,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,TERRACE AVE,,0,43.09507594,-89.51789862,MVIT,ON,SSS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5540644,168,
02L0Z1L4GK,DT4000,3/5/2017,15,DANE,CROSS PLAINS,T,N,,,,,AIRPORT RD,,,,,ENCHANTED VALLEY RD,,0,43.11246953,-89.60082749,FELL,ON,NO,R TOWN,B,1,1,0,1,0,,,,,,Y,,,Y,,,,,Y,4819528,250,
1KL072BC3J,DT4000,3/6/2017,2,DANE,MIDDLETON,C,N,14,USH,EB,,,,,,,PLEASANT VIEW RD,E,0.0919,43.09645255,-89.53301128,OT PST,LTSH,NO,U STH,C,1,1,0,1,0,,,,,,,,,,,,,Y,Y,5488969,485,
1KL061GFB2,DT4000,3/6/2017,8,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,,0,43.09013059,-89.52465651,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4842408,634,
1KL05BGSFR,DT4000,3/7/2017,7,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,DEMING WAY,,0,43.09693244,-89.52344163,MVIT,ON,FTS,U STH,C,2,2,0,1,0,,,,,,,,,,,,,,,5488964,497,
1KL05S26NJ,DT4000,3/7/2017,22,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,DEMING WAY,,0,43.09693499,-89.5235635,MVIT,ON,SSS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488964,497,
1KL05S26NK,DT4000,3/8/2017,13,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,GATEWAY NORTH,W,0.043,43.09284623,-89.49053779,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,4820804,824,
1KL05Z0C3N,DT4000,3/8/2017,19,DANE,MIDDLETON,C,I,M,CTH,,,,,,,,DONNA DR,,0,43.10641375,-89.49826576,PED,ON,NO,U CITY,A,1,1,1,1,0,,,,,,,,,Y,,Y,,,,4819929,528,
1KL05S26NS,DT4000,3/10/2017,12,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,MURPHY DR,E,0.0402,43.09848344,-89.52226808,MVIT,ON,FTR,U CITY,O,3,5,0,0,0,,,,,,,,,,,,,Y,Y,5120288,212,
1KL06WD6N8,DT4000,3/10/2017,15,DANE,MIDDLETON,C,I,,,,,ELMWOOD AVE,,,,,AURORA ST,,0,43.09594307,-89.51279273,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,Y,4841883,317,
1KL06WD6N9,DT4000,3/11/2017,13,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,OLD CREEK RD,,0,43.10504393,-89.49543198,MVIT,ON,FTR,U CITY,O,2,5,0,0,0,,,,,,,,,,,,,,,4819969,845,
1KL05BGSFS,DT4000,3/12/2017,12,DANE,MIDDLETON,C,I,M,CTH,,,,,,,,HIGH RD,,0,43.10898043,-89.50174641,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819644,370,
1KL0597RBL,DT4000,3/12/2017,22,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,BRANCH ST,,0,43.09650699,-89.49567563,TF SIG,R SIDE,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4830635,686,
1KL06WD6NB,DT4000,3/13/2017,14,DANE,MIDDLETON,C,I,Q,CTH,,,,,,,,MIDDLETON SPRINGS DR,,0,43.10318118,-89.48628392,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4820180,950,
1KL0597RBK,DT4000,3/13/2017,15,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,PARK ST,W,0.0134,43.0970709,-89.50196263,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841788,71,
02L0Z1L4GR,DT4000,3/14/2017,8,DANE,CROSS PLAINS,T,N,S,CTH,,,,P,CTH,,,,E,0.0318,43.06072635,-89.65511659,MVIT,ON,FTS,R CTH,C,2,2,0,1,0,,,,,,,,,,,,,,,4827427,168,
1KL0713B0L,DT4000,3/14/2017,8,DANE,MIDDLETON,C,I,,,,,CONNECTOR USH 12 TO AIRPORT RD,,,,,CONNECTOR USH 12 TO AIRPORT RD,S,0.0676,43.11149812,-89.51874633,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5321344,357,
1KL05BGSFT,DT4000,3/14/2017,9,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,BRISTOL ST,,0,43.09697011,-89.50661319,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4841796,475,
1KL0597RBM,DT4000,3/15/2017,9,DANE,MIDDLETON,C,PL,,,,,PARMENTER ST,,,,,GRABER RD,S,0.0348,43.11687046,-89.51237617,PKVEH,PARK,RTS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,5139948,2086,
1KL05S26NN,DT4000,3/17/2017,7,DANE,MIDDLETON,C,PL,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,E,0.0233,43.09013524,-89.52419668,MVIT,PARK,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4842406,123,
1KL05S26NM,DT4000,3/17/2017,8,DANE,MIDDLETON,C,I,,,,,RAMP USH 12 TO GREENWAY BLVD,,,,,RAMP GREENWAY BLVD TO USH 12,,0,43.09015509,-89.52211819,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5515744,59,
1KL05WRB07,DT4000,3/19/2017,11,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,OLD CREEK RD,E,0.0369,43.10485156,-89.49474827,MVIT,ON,RTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4819969,195,
1KL062PGFC,DT4000,3/21/2017,17,DANE,MIDDLETON,C,N,,,,,SWEENEY DR,,,,,FORTUNE DR,N,0.0955,43.08914496,-89.50547194,PKVEH,ON,NO,U CITY,O,2,1,0,0,0,,,,,,,,Y,,,,,Y,,4849532,625,
02L0Z90C3N,DT4000,3/22/2017,7,DANE,MIDDLETON,T,PL,S,CTH,,,,,,,,CARDINAL POINT TRL,S,0.25,43.06012252,-89.58217236,MVIT,PARK,FTR,R CTH,O,2,3,0,0,0,,,,,,,,,,,,,,,5355365,,
1KL0761GFC,DT4000,3/24/2017,16,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,PLEASANT VIEW RD,E,0.09,43.09662694,-89.53305264,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314261,1411,
24L04BTWRL,DT4000,3/27/2017,12,DANE,CROSS PLAINS,V,I,14,USH,WB,,,P,CTH,,,,,0,43.11137671,-89.64513668,MVIT,ON,FTS,R STH,O,2,3,0,0,0,,,,,,,,,,,,,,,5372931,241,
1KL0713B0Q,DT4000,3/28/2017,8,DANE,MIDDLETON,C,I,,,,,PLEASANT VIEW RD,14,USH,WB,,,,0,43.09655369,-89.53488041,TF SIG,RTSH,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4820452,264,
1KL072BC3K,DT4000,3/28/2017,16,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,TOMAHAWK CT,E,0.0246,43.10667652,-89.48242134,MVIT,ON,SSS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,5064494,130,
1KL05S26NQ,DT4000,3/31/2017,8,DANE,MIDDLETON,C,PL,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,W,0.0487,43.09011987,-89.52561973,MVIT,PARK,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4842408,402,
1KL06WD6NC,DT4000,4/2/2017,16,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,MARKET ST,S,0.0438,43.09246181,-89.52707112,PKVEH,ON,RTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5451777,49,
1KL05BGSFV,DT4000,4/3/2017,13,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,PARMENTER ST,W,0.029,43.09683824,-89.51210234,MVIT,ON,FTR,U CITY,C,2,3,0,2,0,,,,,,,,,,,,,,,4841812,178,
1KL05BGSFW,DT4000,4/6/2017,11,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,GREENWAY BLVD,S,0.0369,43.08965874,-89.52081925,OBNFX,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5542154,372,Y
02L0Z0C3C2,DT4000,4/7/2017,16,DANE,CROSS PLAINS,T,N,P,CTH,,,,,,,,STAGECOACH RD,S,0.45,43.0911836,-89.65399034,MVIT,ON,FTS,R CTH,O,2,3,0,0,0,,,,,,,,,,,,,,,4848831,4370,
1KL05S26NT,DT4000,4/7/2017,16,DANE,MIDDLETON,C,I,,,,,MURPHY DR,,,,,EAGLE DR,,0,43.09843166,-89.52775629,MVIT,ON,FTF,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841696,1214,
1KL05BGSFX,DT4000,4/10/2017,13,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,CAYUGA ST,,0,43.09678724,-89.51412356,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841813,370,
1KL0607D6T,DT4000,4/11/2017,11,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,MAPLE ST,,0,43.0953399,-89.49407161,PED,ON,NO,U CITY,A,1,1,1,1,0,,,,,,,Y,,,,Y,,,,4820543,422,
1KL05BGSFZ,DT4000,4/11/2017,16,DANE,MIDDLETON,C,I,14,USH,EB,,,,,,,DEMING WAY,,0,43.09675967,-89.52355169,MVIT,ON,FTS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488970,461,
1KL0597RBR,DT4000,4/12/2017,18,DANE,MIDDLETON,C,N,,,,,PARK ST,MS,CTH,,,,,0,43.09707776,-89.50169731,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,Y,4841785,475,
1KL079QKRF,DT4000,4/14/2017,15,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,BRANCH ST,E,0.0356,43.10416493,-89.49196238,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,Y,4819977,188,
1KL05WRB0B,DT4000,4/14/2017,20,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,,,,,RAMP GREENWAY BLVD TO USH 12,,0,43.09006432,-89.52210195,MVIT,ON,FTS,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,,,4858290,475,
1KL05WRB0C,DT4000,4/15/2017,16,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,GREENWAY BLVD,N,0.0263,43.09049219,-89.52712117,PKVEH,ON,UNKN,U CITY,O,2,1,0,0,0,,,,,,,,,,,,Y,,,5451777,139,
1KL05WRB0D,DT4000,4/15/2017,19,DANE,MIDDLETON,C,PL,Q,CTH,,,,Q,CTH,,,,S,0.0191,43.09418184,-89.48574937,OTH FX,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,4842094,250,
02L0Z0C3C9,DT4000,4/16/2017,18,DANE,CROSS PLAINS,V,N,14,USH,EB,,,P,CTH,,,,S,0.0119,43.1112469,-89.64497791,MVIT,ON,FTR,R STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5341804,,
1KL062PGFD,DT4000,4/17/2017,7,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,DEMING WAY,,0,43.09675967,-89.52355169,MVIT,ON,FTS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488970,461,
1KL05S26NV,DT4000,4/18/2017,7,DANE,MIDDLETON,C,I,M,CTH,,,,,,,,BASKERVILLE AVE,,0,43.10802369,-89.47964702,MVIT,ON,FTR,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,,,5064493,1003,
1KL07BZLVP,DT4000,4/18/2017,10,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,HOLIDAY AVE,S,0.0466,43.08786798,-89.52786267,PKVEH,ON,FTR,U CITY,O,2,1,1,0,0,,,,,Y,,Y,,,,,Y,,,4828132,685,
1KL05BGSG0,DT4000,4/20/2017,12,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,CENTURY PL,W,0.0163,43.11086739,-89.50555619,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819544,341,
1KL079QKRJ,DT4000,4/20/2017,13,DANE,MIDDLETON,C,I,M,CTH,,,,,,,,BRANCH ST,,0,43.10428066,-89.49265174,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819969,845,
1KL05Z0C3Q,DT4000,4/20/2017,18,DANE,MIDDLETON,C,N,Q,CTH,,,,M,CTH,,,,,0,43.11180036,-89.47165277,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4840893,422,
02L0Z1L4H8,DT4000,4/22/2017,9,DANE,MIDDLETON,T,N,,,,,ELLINGTON WAY,,,,,AIRPORT RD,S,0.0133,43.11083239,-89.56378924,UT PL,LTSH,NO,R TOWN,O,1,1,0,0,0,Y,,,,,,,,,,,,Y,,4884667,70,
02L0Z1L4HC,DT4000,4/22/2017,9,DANE,MIDDLETON,T,N,,,,,MEADOW VALLEY RD,,,,,SHOOTING STAR AVE,E,0.0356,43.10736048,-89.56385654,MAILBOX,RTSH,NO,R TOWN,O,1,1,0,0,0,Y,,,,,,,,,,,,,,5064986,411,
1KL0713B0R,DT4000,4/24/2017,20,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,PARMENTER ST,E,0.0186,43.0968604,-89.51116246,MVIT,ON,FTR,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,,Y,4841808,98,
1KL05S26NX,DT4000,4/25/2017,14,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,PARK ST,,0,43.09707776,-89.50169731,MVIT,ON,FTS,U CITY,C,3,6,0,4,0,,,,,,,,,,,,,,Y,4820402,686,
1KL05Z0C3R,DT4000,4/26/2017,16,DANE,MIDDLETON,C,N,,,,,PARK ST,MS,CTH,,,,S,0.0117,43.09690744,-89.50170495,MVIT,ON,FTR,U CITY,C,2,4,0,1,0,Y,,,,,,,,,,,,,,4841863,62,
02L0Z0C3C5,DT4000,4/27/2017,16,DANE,CROSS PLAINS,T,I,P,CTH,,,,J,CTH,,,,,0,43.04593898,-89.65473328,MVIT,ON,RTS,R CTH,O,2,2,0,0,0,,,,,,,,,,,,,,,4846933,5491,
1KL079QKRL,DT4000,4/27/2017,17,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,PARMENTER ST,E,0.0328,43.09598365,-89.51090133,PKVEH,ON,NO,U CITY,O,4,1,0,0,0,Y,,,,,,,Y,,,,,,,4841879,173,
1KL074SFB3,DT4000,4/28/2017,3,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,MIDDLETON ST,W,0.0324,43.09601112,-89.50899761,MVIT,ON,FTF,U CITY,O,2,1,0,0,0,Y,,,,,,,,,,,,Y,,4841879,676,
1KL074SFB4,DT4000,4/28/2017,15,DANE,MIDDLETON,C,I,Q,CTH,,,,Q,CTH,,,,S,0.0093,43.09004599,-89.48597657,MVIT,ON,FTR,U CITY,B,4,5,0,1,0,,,,,,,,,,,,,,,4842446,94,
02L0Z1L4HF,DT4000,4/29/2017,17,DANE,CROSS PLAINS,T,I,14,USH,EB,,,KP,CTH,,,,,0,43.11616874,-89.67024205,MVIT,ON,FTR,R STH,B,2,2,0,1,0,Y,,,,,,,,,,,,,,5454897,4457,
02L0ZLVN0R,DT4000,4/30/2017,23,DANE,CROSS PLAINS,V,I,P,CTH,,,,,,,,MILITARY RD,,0,43.11300164,-89.64040488,CURB,R SIDE,NO,R CITY,C,1,1,0,1,0,Y,,,,,,,,Y,,,Y,Y,,4840832,158,
1KL06WD6NH,DT4000,5/1/2017,16,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,GREENWAY BLVD,S,0.1284,43.08834649,-89.52136989,MVIT,ON,FTR,U STH,B,2,5,0,3,0,,,,,,,Y,,Y,,,,,,5519747,2502,Y
1KL06WD6NJ,DT4000,5/1/2017,17,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,,0,43.09013059,-89.52465651,MVIT,ON,FTR,U CITY,O,4,4,0,0,0,,,,,,,Y,,,,,,,,4842408,634,
24L08CTJN3,DT4000,5/3/2017,16,DANE,CROSS PLAINS,V,N,14,USH,WB,,,,,,,AMERICAN LEGION DR,W,0.0091,43.11363387,-89.64988163,MVIT,ON,FTR,R STH,O,2,3,1,0,0,,,,,,,Y,,,,Y,,,,5313824,155,
24L049LVN7,DT4000,5/4/2017,2,DANE,CROSS PLAINS,V,I,14,USH,WB,,MAIN ST,KP,CTH,,,,,0,43.11459759,-89.66027215,TF SIG,RTSH,NO,R STH,C,1,1,0,1,0,,,,,,,,,Y,,,,Y,,5538762,343,
1KL0607D6V,DT4000,5/4/2017,6,DANE,MIDDLETON,C,N,12,USH,WB,,,14,USH,WB,,,,0,43.09604202,-89.51697173,CONC B,MED B,NO,U STH,B,1,1,0,1,0,,,,,,,,,Y,,,Y,Y,,5314766,3274,
1KL061GFB3,DT4000,5/5/2017,2,DANE,MIDDLETON,C,N,12,USH,EB,,,12,USH,EB,R,RAMP USH 12 TO AIRPORT RD,N,0.0508,43.11655363,-89.51628037,MVIT,ON,FTF,U STH,B,2,2,0,1,0,Y,,,,,,,,,,,,,,5539665,760,
1KL06LQXVP,DT4000,5/5/2017,10,DANE,MIDDLETON,C,N,,,,,PHEASANT LN,,,,,AMHERST RD,E,0.0348,43.10226384,-89.48975523,MVIT,ON,RTR,U CITY,O,2,1,0,0,0,,,,,,,,,,,,Y,,,4820084,,
1KL06WD6NK,DT4000,5/5/2017,13,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,TERRACE AVE,N,0.0436,43.09603779,-89.5235734,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5063870,230,
1KL05Z0C3S,DT4000,5/5/2017,17,DANE,MIDDLETON,C,N,M,CTH,,,,,,,,BRANCH ST,W,0.0131,43.10433334,-89.49290092,MVIT,ON,FTR,U CITY,C,2,3,0,2,0,Y,,,,,,,,,,,,,,4819969,722,
1KL05WRB0J,DT4000,5/6/2017,10,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,GATEWAY NORTH,E,0.0848,43.09155833,-89.48871932,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,Y,,,,,,,,,,Y,5500200,326,
