RDWY_LINK_ID,season,INJSVR,DOCTNMBR
5540637,winter,O,2
5540644,spring,O,1
5540644,winter,O,1
5542154,fall,C,1
5542154,fall,O,3
5542154,spring,C,1
5542154,spring,O,1
5542154,winter,O,2
5547918,spring,A,1
5559302,fall,O,1
5559531,winter,B,1
5559535,summer,O,1
5571423,winter,O,1
5571519,spring,O,1
