REF_SITE_FROM_ID,REF_SITE_TO_ID,spring,summer,fall,winter
1667880,1668018,0,0,0,0
1667877,1667835,0,0,0,0
1665046,1665100,0,0,0,0
1663075,1662995,0,0,0,0
10492,1661921,0,0,0,0
1661921,1661874,0,0,0,0
1662064,10492,0,0,0,0
1662064,1662172,0,0,0,0
1662235,1662321,1,0,0,0
1662065,1662121,0,0,0,0
1662121,1662083,0,0,0,0
1662121,1662120,0,0,0,0
1662178,1662177,0,0,0,1
1662177,1662120,0,0,0,0
1662120,1662079,0,1,0,0
1662120,1662118,0,0,0,0
1662175,1662147,0,0,0,0
1662236,1662208,0,0,0,0
1662280,1662236,0,0,0,0
1662236,1662204,0,0,0,0
1662204,1662175,0,1,0,0
1662258,1662236,0,0,0,0
1662203,1662175,0,0,0,0
1662173,1662141,0,0,0,0
1662173,1662203,0,0,0,0
1662098,1662173,0,0,0,0
1662228,1662204,0,0,0,0
1662203,1662228,0,0,0,0
1662228,1662258,0,0,0,0
1662258,1662307,0,0,0,0
1662244,1662203,0,0,0,0
1662303,1662429,0,1,1,2
1662673,1662681,0,0,0,0
1662460,1662569,1,2,1,2
1663212,1663215,0,4,2,3
2026265,1662230,0,0,0,0
1662509,1662561,0,0,1,0
1662561,1662625,0,0,0,0
1662753,1662803,0,0,0,0
1662803,1662945,0,1,0,0
1662804,1662756,0,0,0,0
1662804,1662803,0,0,0,1
1663076,1663054,0,0,0,0
1663611,1663607,0,0,0,0
1663590,1663775,0,0,0,0
1663775,1663844,0,0,0,0
1663770,1663775,0,0,0,0
1663762,1663646,0,0,0,0
1663646,1663668,0,0,0,0
1663646,1663596,0,0,0,0
1664122,1664052,0,0,0,0
1664052,1663998,0,1,0,0
1664052,1664056,0,0,0,0
1664349,1664383,0,0,0,0
1663605,1663710,0,0,0,0
1663710,1663717,0,0,0,0
1664144,1664197,0,0,0,0
2296035,1663189,0,0,0,0
1665615,1665732,0,0,0,0
1665732,1666112,0,0,0,0
1665732,1665652,0,0,0,0
1665652,1665603,0,0,0,0
1665603,1665455,0,0,0,0
1665455,1665354,0,0,0,0
1665543,1665653,0,0,0,0
1665455,1665543,0,0,0,0
1665133,1665127,0,0,0,0
1665127,1665114,0,0,0,0
1665354,1665127,0,0,0,0
1665354,1665353,0,0,0,0
1665543,1665448,0,0,0,0
1662147,1662100,0,0,0,0
1662100,1662071,0,0,0,0
1662374,1662365,0,0,0,0
1662811,1662810,0,0,0,0
1662309,1662375,0,0,0,0
1662375,1662374,0,0,0,0
1662375,1662538,0,0,0,0
1661921,1661911,0,0,0,0
1662100,1662067,1,0,0,0
1662067,1662074,0,0,0,0
1662074,1662132,0,0,0,0
1662208,1662155,0,0,0,0
1662155,1662147,0,0,0,0
1662155,1662074,1,0,0,1
1662922,1662971,0,0,0,0
1664019,1664469,0,0,0,0
1662357,1662463,0,1,0,1
1662372,1662357,0,2,0,2
1662463,1662462,0,0,0,0
1662372,1662462,0,1,2,0
2005034,2005032,0,0,0,0
1662276,1662319,0,0,0,0
1662319,1662509,0,0,0,0
1661549,1661547,0,0,0,0
1661555,1661566,0,0,0,0
1661566,1661547,0,0,0,0
1661577,1661544,0,0,0,0
1661547,1661585,0,0,0,0
1661566,1661593,0,0,0,0
1661593,1661585,0,0,0,0
1661598,1661555,0,0,0,0
1661585,1661676,0,0,0,0
1661676,1661577,0,0,0,0
1661614,1661598,0,0,0,0
1661614,1661593,0,0,0,0
1661585,1661620,0,0,0,0
1661620,1661676,0,0,0,0
1661614,1661719,0,0,0,0
1661670,1661614,0,0,0,0
1661555,1661553,0,0,0,0
1661389,1661553,0,0,0,0
1661553,1661668,0,0,0,0
1661670,1661668,0,0,0,0
1662813,1662784,0,1,1,0
1662286,1662282,0,0,0,0
1663293,1663344,4,2,1,2
1661879,1661890,0,0,0,0
1662040,1662109,0,0,0,0
1662898,1662957,0,0,0,0
1662000,1662049,0,0,0,0
1662088,1662069,0,0,0,0
1663583,1663604,0,0,0,2
1663604,1663605,0,0,0,0
1663710,1663604,0,0,0,1
1663450,1663531,0,0,0,0
1663531,1663584,1,0,0,0
1661577,1661558,0,0,0,0
2013290,1661558,0,0,0,0
1668381,1668383,0,0,0,0
1668391,1668383,0,0,0,0
1667774,1668437,0,0,0,0
1668437,1668463,0,0,0,0
1668463,1668285,0,0,0,0
1668437,1668549,0,0,0,0
1668103,1668551,1,0,0,0
1668213,1668630,0,0,0,0
1668329,1668636,0,0,0,0
1668327,1668822,0,0,0,0
1669042,1668393,0,0,0,0
1668046,1668449,0,0,0,0
1668168,1668444,0,0,0,0
1668633,1668388,0,0,0,0
15377,15378,0,0,0,0
1663297,1663298,0,0,0,0
1662474,1662481,0,0,0,0
1667544,1667663,0,0,0,0
1662513,1662458,0,0,0,0
1662433,1662417,0,0,1,1
1661729,1662290,1,0,0,2
1661584,1662386,1,0,1,0
1666471,10949,0,0,0,0
1660820,1661200,0,0,0,0
1661705,1661678,0,0,0,0
1661705,1661704,0,0,0,0
1661697,1661723,0,0,0,0
1661723,1661705,0,0,0,0
1661739,1661705,0,0,0,0
1661704,1661754,0,0,0,0
1661746,1661754,0,0,0,0
1661767,1661704,0,0,0,0
1661768,1661723,0,0,0,0
1661768,1661769,0,0,0,0
1661769,1661767,0,0,0,0
1661754,1661794,0,0,0,0
1661795,1661794,0,0,0,0
1661746,1661805,0,0,0,0
1661794,1661834,0,0,0,0
1661834,1661767,0,0,0,0
1661774,1661836,0,0,0,0
1661836,1661867,0,0,0,0
1661867,1661868,0,0,0,0
1661869,1661825,0,0,0,0
1661868,1661869,0,0,0,0
1661869,1661880,0,0,0,0
1661744,10464,0,0,0,0
1661805,1661884,0,0,0,0
1661880,1661884,0,0,0,2
1661878,1661768,0,0,0,0
1661805,1661887,0,0,0,0
1661884,1661887,0,0,0,1
1661769,1661882,0,0,0,0
1661834,1661886,0,0,0,0
1661887,1661886,0,0,0,2
1661886,1661882,0,0,0,0
1661837,1661851,0,0,0,0
1661838,1661851,0,0,0,0
1661868,1661936,0,0,0,0
1661939,1661936,0,0,0,0
1661867,1661939,0,0,0,0
1661942,1661869,0,0,0,0
1661936,1661942,0,0,0,0
1661879,1661838,0,0,0,0
1661906,1661908,0,0,0,0
1661950,1661942,0,0,0,0
1661959,1661880,0,0,0,0
1661950,1661959,0,0,0,0
1661851,1661904,0,0,0,0
1661904,1661907,0,0,0,0
1661940,1661952,0,0,0,0
1661952,1661801,0,0,0,0
1661951,1661993,0,0,0,0
1661946,1661908,0,0,1,0
1661908,1661945,0,0,0,0
1661936,1662004,0,0,0,0
1662004,1661950,0,0,0,0
1661945,1661965,0,0,0,0
1661927,1662019,0,0,0,0
1661970,1661966,0,0,0,0
1661965,1661970,0,0,0,0
1662019,1662023,0,0,0,0
1661904,1661969,0,0,0,0
1661993,1662036,0,0,0,0
1661974,1661978,0,0,0,0
1661977,1661974,0,0,0,0
1661978,1661984,0,0,0,0
1661984,1661974,0,0,0,0
1661988,1661879,0,0,0,0
1661987,1661988,0,0,0,0
1661997,1662008,0,0,0,0
1662008,1661945,0,0,0,0
1662055,1662004,0,0,0,0
1662053,1662055,0,0,0,0
1662011,1661970,0,0,0,0
1661984,1662000,0,0,0,0
1662000,1662001,0,0,0,0
1662001,1662003,0,0,0,0
1662003,1661907,0,1,1,0
1662023,1662070,0,0,0,0
1661940,1662062,0,0,0,0
1662062,1661952,0,0,0,0
1662070,1662075,0,0,0,0
1662016,1662068,0,0,0,0
1661969,1662042,0,0,0,0
1662042,1662040,0,0,0,0
1662040,1662044,0,0,0,0
1662044,1661988,0,0,0,0
1662091,1662036,0,0,0,0
1662096,1662055,0,0,0,0
1662096,1662093,0,0,0,0
1662098,1662096,0,0,0,0
1661939,1662098,0,0,0,0
1662036,1662091,0,0,0,0
1661897,1662118,0,0,0,0
1662057,1662117,0,0,0,0
1662117,1662118,0,0,0,0
1662054,1662119,0,0,0,0
1662119,1662117,0,0,0,0
1661965,1662066,0,0,0,0
1661993,1662113,0,0,0,0
1662068,1661940,0,0,0,0
1662039,1662129,0,0,0,0
1662129,1662119,0,0,0,0
1662138,1662129,0,0,0,0
1662091,1662141,0,0,0,0
1662113,1662141,0,0,0,0
1662070,1662149,0,0,0,0
1662149,1662138,0,0,0,0
1662113,1662147,0,0,0,0
1662088,1662008,0,0,0,0
1662090,1662088,0,0,0,0
1662075,1662154,0,0,0,0
1662154,1662149,0,0,0,0
1662042,1662085,0,0,0,0
1661793,1662176,0,0,0,0
1662085,1661969,0,0,0,0
10503,1662121,0,0,0,0
1662145,1661949,0,0,0,0
1662132,1662164,0,0,0,0
1662164,1662154,0,0,0,0
1662098,1662161,0,0,0,0
1662165,1662093,0,0,0,0
1662165,1662161,0,0,0,0
1662118,1662178,0,0,0,0
1662117,1662179,0,0,0,0
1662178,1662179,0,0,0,0
1662119,1662181,0,0,0,0
1662179,1662181,0,0,0,0
1662129,1662183,0,0,0,0
1662181,1662183,0,0,0,0
1662088,1662148,0,0,0,0
1662192,1662138,0,0,0,0
1662183,1662192,0,0,0,0
1662139,1662085,0,0,0,0
1662149,1662201,0,0,0,0
1662185,1662068,0,0,0,0
1662062,1662187,0,0,0,0
1662187,1662185,0,0,0,0
1662181,1662206,0,0,0,0
1662154,1662209,0,0,0,0
1662132,1662208,0,0,0,0
1662166,1662139,0,0,0,0
1662166,1662044,1,0,0,0
1662164,1662225,0,0,0,0
1662090,1662186,0,0,0,0
1662186,1662191,0,0,0,0
1662208,1662239,0,0,0,0
1662239,1662164,0,0,0,0
1662161,1662244,0,0,0,0
1662239,1662251,0,0,0,0
1662252,1662165,1,0,0,0
1662161,1662252,0,0,0,0
1662186,1662224,0,0,0,0
1662224,1662090,0,0,0,0
1662217,1662220,0,0,0,0
1662220,1662166,0,0,0,0
1662270,1662187,0,0,0,0
1662246,1662270,0,0,0,0
1662309,10503,0,0,0,1
1662281,1662185,0,0,0,0
1662337,1661833,0,0,0,0
1662176,1662337,0,0,0,0
1662309,1662320,0,0,0,0
1662254,1662227,0,0,0,0
1662254,1662224,0,0,0,0
1662224,1662259,0,0,0,0
1662259,1662230,0,0,0,0
1662313,1662281,0,0,0,0
1662305,1662314,0,0,0,0
1662241,1662314,0,0,0,0
1662320,1662351,0,0,0,0
1662385,1661743,0,0,0,0
1662337,1662365,0,1,0,0
1662276,1662291,0,0,0,0
1662291,1662242,0,0,0,0
1662291,1662293,0,0,0,0
1662293,1662238,0,0,0,0
1662293,1662254,0,0,0,0
1662244,1662353,0,0,0,0
1662314,1662324,0,0,0,0
1662324,1662281,0,0,0,0
1662187,1662343,0,0,0,0
1662270,1662343,0,0,0,0
1662351,1662362,0,0,0,0
1662308,1662230,0,0,0,0
1662303,1662217,1,3,5,3
10523,1662349,1,0,3,3
1662358,10523,0,0,0,0
1662381,1662382,0,0,0,0
1662382,1662386,0,0,0,0
1662386,1662388,0,0,0,0
1662407,1662290,0,0,0,0
1662343,1662409,0,0,0,0
1662411,1662409,0,0,0,0
1662410,1662324,0,0,0,0
1662410,1662411,0,0,0,0
1662342,1662406,0,0,0,0
1662404,1662406,0,0,0,0
1662403,1662404,0,0,0,0
1662362,1662430,0,0,1,0
1662394,1662358,0,0,0,0
1662416,1662303,1,3,2,1
1662220,1662416,0,0,0,0
1662252,1662482,0,0,0,0
1662388,1662459,0,0,0,0
1662466,1662459,0,0,0,0
1662453,1662358,0,0,0,0
1662439,1662416,0,0,0,0
1662440,1662429,0,0,0,0
1662453,1662457,0,0,0,0
1662465,1662399,0,0,0,0
1662465,1662394,0,0,0,0
1662460,1662439,0,0,1,0
1662437,1662460,0,0,0,0
1662459,1662503,0,0,0,0
1662427,1662503,0,0,0,0
1662513,1662528,0,0,0,0
1662486,1662440,0,0,0,0
1662506,1662465,0,0,0,0
1662506,1662457,0,0,0,0
1662555,1662351,0,0,0,0
1662509,1662465,0,0,0,0
1662514,1662510,0,0,0,0
1662514,1662349,0,0,0,1
1662457,1662512,0,0,0,0
1662565,1662362,0,0,0,0
1662565,1662555,0,0,0,0
1662534,1662382,0,0,0,0
1662432,1662534,0,0,0,0
1662512,1662521,0,0,0,0
1662521,1662512,0,0,0,0
1662503,1662556,0,0,0,0
1662602,1662320,0,0,0,0
1662574,1662411,0,0,0,0
1662615,1662602,0,0,0,0
1662606,1662635,0,0,0,0
1662635,1662602,0,0,0,0
1662563,1662506,0,0,0,0
1662569,1662536,0,0,0,0
1662521,1662589,0,0,0,0
1662589,1662563,0,0,0,0
1662596,1662589,0,0,0,0
1662596,1662453,0,0,0,0
1662582,1662439,0,0,0,0
1662409,1662407,0,0,0,0
1662682,1662555,0,0,0,0
1662556,1662653,0,0,0,0
1662591,1662604,0,0,0,0
1662604,1662569,0,0,0,0
1662625,1662563,0,0,0,0
1662631,1662582,0,0,0,0
1662699,1662635,0,0,0,0
1662672,1662556,0,0,0,0
1662722,1662699,0,0,0,0
1662674,1662707,0,0,0,0
1662709,1662710,0,0,0,0
1662710,1662707,0,0,0,0
1662707,1662713,0,0,0,0
1662691,1662653,0,0,0,0
1662589,1662679,0,0,0,0
1662701,1662534,0,0,0,0
1662681,1662604,0,0,0,0
1662736,1662565,0,0,0,0
1662696,1662701,0,0,0,0
1662694,1662625,0,0,0,0
1662679,1662694,0,0,0,0
1662653,1662721,0,0,0,0
1662694,1662698,0,0,0,0
1662715,1662509,0,0,0,0
1662734,1662701,0,0,0,0
1662731,1662596,0,0,0,0
1662732,1662679,0,0,0,0
1662732,1662731,0,0,0,0
1662731,1662735,0,0,0,0
1662735,1662453,0,0,0,0
1662728,1662725,0,0,0,0
1662728,1662681,0,0,0,0
1662735,1662750,0,0,0,0
1662738,1662728,0,0,0,0
1662738,1662681,0,0,0,0
1662721,1662764,0,0,0,0
1662715,1662752,0,0,0,0
1662755,1662514,0,0,0,0
1662753,1662694,0,0,0,0
1662753,1662732,0,0,0,0
1662749,1662738,0,0,0,0
1662749,1662704,0,0,0,0
1662751,1662704,1,0,0,0
1662638,1662751,0,0,0,0
1662698,1662756,0,0,0,0
1662756,1662753,0,0,0,0
1662752,1662756,0,0,0,0
1662769,1662749,0,0,0,0
1662771,1662728,0,0,0,0
1662823,1662722,0,0,0,0
1662764,1662734,0,0,0,0
1662815,1662710,0,0,0,0
1662794,1662715,0,0,0,0
1662764,1662806,0,0,0,0
1662812,1662755,0,0,0,0
1662778,1662826,0,0,0,0
1662826,1662381,0,0,0,0
1662816,1662752,0,0,0,0
1662839,1662734,0,0,0,0
1662835,1662794,0,0,0,0
1662813,1662837,0,0,0,1
1662837,1662843,1,0,0,0
1662843,1662835,0,0,0,0
1662860,1662899,0,0,0,0
1662899,1662902,0,0,0,0
1662887,1662813,0,3,1,3
1662901,1662899,0,0,0,0
1662835,1662914,0,0,0,0
1662922,1662914,0,0,0,0
1662933,1662843,0,0,0,0
1662933,1662922,0,0,0,0
1662902,1662964,0,0,0,0
1662944,1662933,0,0,0,0
1662957,1662942,0,0,0,0
1662914,1662961,0,0,0,0
1662942,1662961,0,0,0,0
1662967,1662957,0,0,0,0
1662967,1662943,0,0,0,0
1662909,1663012,0,0,0,0
1663013,1663012,0,0,0,0
1663012,1663014,0,0,0,0
2034247,1663014,0,0,0,0
1662961,1663010,0,0,0,0
1662707,1663062,0,0,0,0
1663032,1663010,0,0,0,0
1663032,1662967,0,0,0,0
1662975,1663086,0,0,0,0
1663086,1663062,0,0,0,0
1663059,1662887,1,3,1,1
1663010,1663072,0,0,0,0
1663079,1663076,0,0,0,0
1663079,1662945,0,0,1,0
1663078,1663032,0,0,0,0
1663076,1663078,0,0,0,0
1663081,1663072,0,0,0,0
1663078,1663081,0,0,0,0
1663072,1663083,0,0,0,0
1663090,1662933,0,0,0,0
1663083,1663090,0,0,0,0
1663090,1663059,0,0,0,0
1663014,1663106,0,0,0,0
1663133,1663081,0,0,0,0
1663076,1663139,0,0,0,0
1663139,1663144,0,0,0,0
1663144,1663079,0,0,0,0
1663143,1663078,0,0,0,0
1663143,1663139,0,0,0,0
1663144,1663149,0,0,0,0
1663149,1663079,0,0,0,0
1663151,1663133,0,0,0,0
1663012,1663160,0,0,0,0
1663160,1663164,0,0,0,0
1663106,1663164,0,0,0,0
1663162,1663126,0,0,0,0
1663162,1663133,0,0,0,0
1662964,1663180,0,0,0,0
1662899,1663210,0,0,0,0
1663210,1663212,4,0,1,1
1663139,1663203,3,0,0,0
1663208,1663203,0,0,0,0
1663208,1663144,0,0,0,0
1663207,1663143,0,0,0,0
1663218,1663208,0,0,0,0
1663218,1663149,0,0,0,0
1663224,1663218,0,0,0,0
1663224,1663160,0,0,0,0
1663216,1663162,0,0,0,0
1663207,1663216,0,0,0,0
1663227,1663224,0,0,0,0
1663160,1663227,0,0,0,0
1663229,1663227,0,0,0,0
1663164,1663229,0,0,0,0
1663072,1663228,0,0,0,0
1663228,1663216,0,0,0,1
1663062,10668,0,0,0,0
1663343,1662430,1,2,0,2
1663203,1663291,1,3,1,0
1663180,1663308,0,0,0,0
1663291,1663294,2,1,0,1
1663294,1663208,0,0,1,1
1663292,1663291,0,7,1,0
1663293,1663292,0,1,1,0
1663299,1663294,2,3,3,6
1663299,1663218,0,0,0,0
1663301,1663299,3,2,3,1
1663301,1663224,0,0,0,1
10668,1663366,0,0,0,0
1663314,1663301,5,9,12,12
1663229,1663314,0,0,0,0
1663319,1663314,5,4,6,7
15381,1663319,4,3,3,4
1663358,1663276,1,1,0,2
1663352,1663059,1,1,1,0
1663352,1663351,0,0,0,0
1663351,1663361,0,0,0,0
1663355,1663352,0,0,0,0
1663308,1663378,0,0,0,0
1663291,1663372,1,1,3,3
1663374,1663361,1,0,0,1
1663374,1663344,1,2,2,1
1663292,1663375,0,0,0,0
1663372,1663375,0,0,1,1
1663377,1663372,2,1,0,3
1663377,1663299,0,0,0,0
1663383,1663377,0,0,1,1
1663383,1663301,0,0,1,0
1663390,1663383,5,1,2,1
1663314,1663390,0,0,0,0
1663395,1663390,1,7,0,1
1663395,1663319,0,0,0,0
1663390,1663422,0,0,0,0
1663422,1663395,0,0,0,0
1663430,1663374,0,2,0,1
1663361,1663438,0,0,0,0
1663351,1663439,0,0,0,0
1663438,1663439,0,0,0,0
1663372,1663444,2,6,1,0
1663440,1663352,0,1,0,0
1663439,1663440,0,0,0,0
1663446,1663444,0,0,0,0
1663444,1663450,0,0,0,0
1663375,1663449,0,0,0,0
1663449,1663446,0,0,0,0
1663450,1663452,0,0,0,0
1663452,1663377,0,0,0,0
1663455,1663383,0,0,0,0
1663455,1663422,0,0,0,0
1663452,1663455,0,0,0,0
1662365,1663549,0,0,0,1
1663472,1663449,0,0,0,0
1663422,1663507,0,0,0,0
1663507,1663498,0,0,0,0
1663498,1663510,0,0,0,0
1663492,1663355,0,0,0,0
1663508,1663430,0,0,0,0
1663375,1663508,1,2,1,1
1663515,1663438,0,0,0,0
1663515,1663430,0,0,0,2
1663553,1663508,0,0,0,0
1663553,1663472,0,0,0,0
1663498,1663563,1,0,0,0
1663570,1663440,2,1,2,0
1663449,1663578,0,0,0,0
1663472,1663577,0,0,0,0
1663577,1663578,0,0,0,0
1663578,1663579,0,0,0,0
1663579,1663446,0,0,0,0
1663579,1663581,0,0,0,0
1663444,1663581,1,5,1,2
1663581,1663584,0,0,0,0
1663584,1663587,0,0,0,0
1663587,1663590,0,0,0,0
1663507,1663601,0,0,0,0
1663590,1663601,0,0,0,0
1663603,1663553,0,0,0,0
1663603,1663577,0,0,0,0
1663611,1663489,0,0,0,0
1663647,1663603,0,0,0,0
1663581,1663652,0,1,0,0
1663665,1663510,0,0,0,0
1663663,1663603,0,0,0,0
1663640,1663663,0,0,0,0
1663661,1663515,0,0,2,0
1663601,1663668,0,0,0,0
1663678,1663665,0,0,0,0
1663578,1663675,0,0,0,0
1663652,1663675,0,0,0,0
1663508,1663688,1,1,0,1
1663739,1663569,0,0,0,0
1663722,1663688,0,1,0,0
1663722,1663553,0,0,0,0
1663729,1663665,0,0,2,0
1663737,1663663,0,0,0,0
1663675,1663737,0,0,0,0
1663759,1663729,0,0,0,0
1663745,1663722,0,0,0,0
1663745,1663647,0,0,0,0
1663762,1663721,0,0,0,0
1663741,1663777,0,0,0,0
1663685,1663777,0,0,0,0
1663647,1663793,0,0,0,0
1663737,1663793,0,0,0,0
1663794,1663836,0,0,0,0
1663739,1663836,0,0,0,0
1663815,1663745,0,0,0,0
1663652,1663818,0,0,0,0
1663777,1663830,0,0,0,0
1663830,1663762,0,0,0,0
1663736,1663823,0,0,0,0
1663793,1663837,0,0,0,0
1663851,1663729,0,0,1,0
1663823,1663843,0,0,0,0
1663688,1663843,0,0,0,0
15377,1663851,1,1,0,1
1663844,1663850,0,0,0,0
1663850,1663755,0,0,0,0
1663837,1663815,0,0,0,0
1663836,1663888,0,0,0,0
1663861,15378,4,5,8,8
1663843,1663722,0,0,0,0
1663862,1663861,7,3,8,4
1663850,1663863,0,0,0,0
1663863,1663866,0,0,0,0
1663866,1663830,0,0,0,0
1663366,1663921,0,0,0,0
1663876,1663745,0,0,0,0
1663873,1663570,1,3,0,3
1663836,1663860,0,0,0,0
1663843,1663903,0,0,0,0
1663919,1663851,0,1,1,0
1663916,1663844,1,0,0,0
1663943,10698,0,0,0,0
1663938,1663943,0,0,0,0
1663992,1663549,0,0,0,0
1663949,1663916,0,0,0,0
1663926,1663949,0,0,0,0
1663819,1663972,0,0,0,0
1663972,1663919,0,0,0,0
1663818,1663968,0,0,0,0
1663862,1663981,0,0,0,0
1663830,1663980,0,0,0,0
1663968,1663983,0,0,0,0
1663949,1663998,1,0,0,1
1663980,1663998,0,0,0,0
1663980,1664002,0,0,0,0
1664002,1664009,0,0,0,0
1664009,1663972,0,0,0,0
1663861,1664019,0,0,0,0
1664019,1663981,0,0,0,0
1663818,1664013,0,0,0,0
1664013,1664021,0,0,0,0
1664021,1663973,0,0,0,0
1663903,1664017,0,0,0,0
1663983,1664025,0,0,0,0
1664038,1664017,0,0,0,0
1664051,1664038,0,0,0,0
1664051,1664026,0,0,0,0
1664002,1664065,0,0,0,0
1664021,1664069,0,1,0,0
1664064,1663968,0,0,0,0
1664063,1664051,0,0,0,0
1664063,1664032,0,0,0,0
1664078,1663983,0,0,0,0
1664082,1664062,0,0,0,0
1664079,1664038,0,0,0,0
1663549,1664167,0,0,0,0
1664167,1664174,0,0,0,0
1664122,1664125,0,0,0,0
1664126,1664064,0,0,0,0
1664114,1664126,0,0,0,0
1664137,1664063,0,0,0,0
1664082,1664137,0,0,0,0
1664025,1664082,0,0,0,0
1664147,1664009,0,0,0,1
1664125,1664148,0,0,0,0
1664148,1664128,0,0,0,0
1664125,1664157,0,0,0,0
1664159,1664093,0,0,0,0
1664122,1664159,0,0,0,0
1664155,1664121,0,0,0,0
1664155,1664064,0,0,0,0
1664126,1664163,0,0,0,0
1664165,1664051,0,0,0,0
1664185,1663916,0,0,0,0
1664190,1664147,0,0,0,0
1664199,1664155,0,0,0,0
1664159,1664208,0,0,0,0
1664163,1664204,0,0,0,0
1664228,1664159,0,0,0,0
1664148,1664237,0,0,0,0
1664247,1664170,0,0,0,0
1664247,1664190,0,0,0,0
1664237,1664247,0,0,0,0
1664163,1664248,0,0,0,0
1664256,1664148,0,0,0,0
1664013,1664255,0,0,0,0
1664248,1664266,0,0,0,0
1664137,1664271,0,0,0,1
1664271,1664155,0,0,0,0
1664237,1664291,0,0,0,0
1664295,1664247,0,0,0,0
1664290,1664271,0,0,0,0
1664248,1664290,0,0,0,0
1664255,1664328,0,0,0,0
1664301,1664344,0,0,0,0
1664271,1664344,0,0,0,0
1664349,1664290,0,0,0,0
1664359,1664190,0,1,0,0
1664290,1664355,0,0,0,0
1664378,1664349,0,0,0,0
1664378,1664328,0,0,0,0
1664391,1664355,0,0,0,0
1664344,1664137,0,1,0,0
1664414,1664378,0,1,0,0
1664487,1663739,0,0,0,0
1664467,1664213,2,1,0,1
1664489,1663943,0,0,0,0
1664294,1664486,0,0,0,0
1664202,1664487,0,0,0,0
1664355,1664482,0,0,0,0
1664609,1664202,0,0,0,0
1664709,1664174,0,0,0,0
1664738,1664487,0,0,0,1
1664742,1664738,0,0,0,0
1664605,1664797,0,0,0,0
10787,1665038,0,0,0,0
1664167,1665100,0,0,0,0
1665120,1664738,0,0,0,0
1665118,1665116,0,0,0,0
1664999,1665118,0,0,0,0
1665120,1665118,0,0,1,0
1665113,1665114,0,0,0,0
1665091,1665090,0,0,0,0
1665133,1664489,0,0,0,0
1665133,1665132,0,0,0,0
1665299,1665297,0,0,0,0
1665091,1665330,0,0,0,0
1665116,1665410,0,0,0,0
1665444,1665297,0,0,0,0
1665153,1665482,0,0,0,0
1665100,1665551,0,0,0,0
1665601,1665551,0,0,0,0
1665552,1665410,0,0,0,0
1665612,1665552,0,0,0,0
1665586,1665614,0,0,0,0
1665614,1665648,0,0,0,0
1665410,1665648,0,0,0,0
1665662,1665614,0,0,0,0
1665648,1665671,0,0,0,0
1665671,1665552,0,0,0,0
1665671,1665735,0,0,0,0
1665735,1665120,0,1,0,0
1665741,1665671,0,0,0,0
1665861,1665153,0,0,2,0
1663992,1665861,1,0,1,0
1666324,1666240,0,0,0,0
1666285,1666324,0,0,0,0
1666414,1666324,0,0,0,0
1666361,1666385,0,0,0,0
1666385,1666386,0,0,0,0
1666421,1666414,0,0,0,0
1666471,1666473,0,0,0,0
1666465,1663992,0,0,0,0
1666420,1666385,0,0,0,0
1665861,1666485,0,0,0,0
1665823,1666500,0,0,0,0
1666498,1666500,0,0,0,0
1666414,1666511,0,0,0,0
1666511,1666588,0,0,0,0
1666584,1666588,0,0,0,0
1666506,1666587,0,0,0,0
1666588,1666642,0,0,0,0
1666684,1666509,0,0,0,0
1666648,1666688,0,0,0,0
1666726,1666684,0,0,0,0
1666737,1666688,0,0,0,0
1666512,1666737,0,0,0,0
1666858,1666684,0,0,0,0
1666844,1666865,0,0,0,0
1666865,1666858,0,0,0,0
1666938,1666865,0,0,0,0
1666998,1666938,0,0,0,0
1667003,1666998,0,0,0,0
1666923,1667020,0,0,0,0
1667021,1667020,0,0,0,0
1666688,1667021,0,0,0,0
1666485,1667037,0,0,0,0
1667037,1667026,0,0,0,0
1667028,1666858,0,0,0,0
1667020,1667028,0,0,0,0
1666865,1667028,0,0,0,0
1667066,1667070,0,0,0,0
1667070,1666998,0,0,0,0
1667070,1667083,0,0,0,0
1667104,1667083,0,0,0,0
1667028,1667104,0,0,0,0
1667104,1667021,0,0,0,0
1666587,1667108,0,0,0,0
1667097,1667098,0,0,0,0
1667098,1667100,0,0,0,0
1667174,1667104,0,0,0,0
1667145,1667174,0,0,0,0
1667203,1667066,0,0,0,0
1667083,1667238,0,0,0,0
1667174,1667238,0,0,0,0
1667205,1667174,0,0,0,0
1667302,1667203,0,0,0,0
1667287,1667248,0,0,0,0
1667378,1667302,0,0,0,0
1667498,1666473,0,0,0,0
1667493,1667498,0,0,0,0
1667503,1667144,0,0,0,0
1667287,1667287,0,0,0,0
1667484,1667302,0,0,0,0
1667238,1667484,0,0,0,0
1667486,1667484,0,0,0,0
1667518,1667503,0,0,0,0
1667518,1667037,1,1,2,1
1667498,1667518,0,0,0,0
1667532,1667529,0,0,0,0
1667533,1667532,0,0,0,0
1667534,1667533,0,0,0,0
1667587,1667533,0,0,0,0
1667586,1667587,0,0,0,0
1667636,1667534,0,0,0,0
1667652,1667636,0,0,0,0
1667658,1667595,0,0,0,0
1667658,1667663,0,0,0,0
1667714,1667493,0,0,0,0
1667711,1667658,0,0,0,0
1667710,1667636,0,0,0,0
1667728,1667658,0,0,0,0
1667730,1667710,0,0,0,0
1667739,1667587,0,0,0,0
1667774,1667144,1,0,0,1
1667291,1667771,0,0,0,0
1667773,1667710,0,0,0,0
1667823,1667876,0,0,0,0
