road,loopNum
intersection_357,l398
intersection_357,l399
intersection_357,l400
intersection_357,l401
intersection_357,l402
intersection_357,l403
intersection_357,l404
intersection_357,l405
intersection_357,l406
intersection_357,l411
intersection_357,l412
intersection_357,l413
intersection_357,l414
intersection_357,l415
intersection_357,l418
intersection_357,l419
intersection_357,l420
intersection_357,l421
intersection_357,l422
intersection_357,l423
intersection_357,l425
intersection_357,l426
intersection_357,l427
intersection_357,l428
intersection_357,l429
intersection_357,l430
intersection_357,l431
intersection_357,l432
intersection_357,l434
intersection_357,l435
intersection_357,l436
intersection_357,l438
intersection_357,l439
intersection_357,l440
intersection_357,l441
intersection_357,l444
intersection_357,l445
intersection_357,l446
intersection_357,l447
intersection_357,l448
intersection_357,l450
intersection_357,l452
intersection_357,l453
intersection_357,l454
intersection_357,l456
intersection_357,l457
intersection_357,l458
intersection_357,l460
intersection_357,l461
intersection_357,l462
intersection_357,l463
intersection_357,l464
intersection_357,l465
intersection_357,l466
intersection_357,l468
intersection_357,l469
intersection_357,l470
intersection_357,l471
intersection_357,l472
intersection_357,l473
intersection_357,l474
intersection_357,l475
intersection_357,l476
intersection_357,l479
intersection_357,l480
intersection_357,l481
intersection_357,l483
intersection_357,l484
intersection_357,l485
intersection_357,l486
intersection_357,l487
intersection_357,l488
intersection_357,l490
intersection_357,l491
intersection_357,l492
intersection_357,l493
intersection_357,l494
intersection_357,l495
intersection_357,l496
intersection_357,l497
intersection_357,l498
intersection_357,l499
intersection_357,l500
intersection_365,l12
intersection_365,l13
intersection_365,l36
intersection_365,l37
intersection_365,l38
intersection_424,l407
intersection_424,l408
intersection_424,l409
intersection_424,l410
intersection_424,l416
intersection_424,l417
intersection_424,l424
intersection_424,l433
intersection_424,l437
intersection_424,l442
intersection_424,l443
intersection_424,l449
intersection_424,l451
intersection_424,l455
intersection_424,l459
intersection_424,l467
intersection_424,l477
intersection_424,l478
intersection_424,l482
intersection_424,l489
intersection_472,l1
intersection_472,l2
intersection_472,l3
intersection_472,l4
intersection_472,l5
intersection_472,l6
intersection_472,l7
intersection_472,l8
intersection_472,l9
intersection_472,l10
intersection_472,l11
intersection_472,l12
intersection_472,l13
intersection_472,l14
intersection_472,l15
intersection_472,l16
intersection_472,l17
intersection_472,l18
intersection_472,l19
intersection_472,l20
intersection_472,l21
intersection_472,l22
intersection_472,l23
intersection_472,l24
intersection_472,l25
intersection_472,l26
intersection_472,l27
intersection_472,l28
intersection_472,l29
intersection_472,l30
intersection_472,l31
intersection_472,l32
intersection_472,l33
intersection_472,l34
