"roadID","loopNum"
"intersection_19","l1"
"intersection_19","l2"
"intersection_19","l3"
"intersection_19","l4"
"intersection_19","l5"
"intersection_19","l6"
"intersection_19","l7"
"intersection_19","l8"
"intersection_19","l9"
"intersection_19","l10"
"intersection_19","l12"
"intersection_19","l13"
"intersection_19","l15"
"intersection_19","l16"
"intersection_19","l18"
"intersection_19","l19"
"intersection_19","l20"
"intersection_19","l21"
"intersection_19","l23"
"intersection_19","l26"
"intersection_19","l27"
"intersection_19","l28"
"intersection_19","l29"
"intersection_19","l31"
"intersection_19","l32"
"intersection_19","l34"
"intersection_19","l39"
"intersection_19","l40"
"intersection_19","l43"
"intersection_19","l45"
"intersection_19","l47"
"intersection_19","l49"
"intersection_33","l16"
"intersection_33","l21"
"intersection_33","l45"
"intersection_36","l16"
"intersection_36","l21"
"intersection_36","l45"
"intersection_68","l1"
"intersection_68","l3"
"intersection_68","l4"
"intersection_68","l6"
"intersection_68","l9"
"intersection_68","l12"
"intersection_68","l15"
"intersection_68","l16"
"intersection_68","l18"
"intersection_68","l19"
"intersection_68","l20"
"intersection_68","l21"
"intersection_68","l23"
"intersection_68","l26"
"intersection_68","l27"
"intersection_68","l29"
"intersection_68","l32"
"intersection_68","l34"
"intersection_68","l39"
"intersection_68","l40"
"intersection_68","l45"
"intersection_68","l47"
"intersection_68","l49"
"intersection_115","l28"
"intersection_115","l31"
"intersection_115","l34"
"intersection_144","l32"
"intersection_244","l1"
"intersection_244","l2"
"intersection_244","l3"
"intersection_244","l4"
"intersection_244","l5"
"intersection_244","l6"
"intersection_244","l7"
"intersection_244","l8"
"intersection_244","l9"
"intersection_244","l10"
"intersection_244","l12"
"intersection_244","l13"
"intersection_244","l15"
"intersection_244","l16"
"intersection_244","l18"
"intersection_244","l19"
"intersection_244","l20"
"intersection_244","l21"
"intersection_244","l23"
"intersection_244","l26"
"intersection_244","l29"
"intersection_244","l32"
"intersection_244","l39"
"intersection_244","l40"
"intersection_244","l43"
"intersection_244","l45"
