"roadID","loopNum"
"intersection_3","l4"
"intersection_33","l7"
"intersection_86","l6"
"intersection_86","l8"
"intersection_90","l10"
"intersection_125","l3"
"intersection_185","l10"
"intersection_242","l1"
"intersection_251","l6"
"intersection_283","l5"
"intersection_327","l1"
"intersection_330","l6"
"intersection_355","l5"
"intersection_355","l6"
"intersection_357","l1"
"intersection_357","l2"
"intersection_357","l10"
"intersection_362","l8"
"intersection_458","l1"
"intersection_474","l6"
"intersection_474","l8"
"intersection_475","l1"
"intersection_475","l2"
"intersection_475","l10"
"intersection_479","l3"
"intersection_479","l6"
"intersection_495","l10"
"intersection_498","l6"
"intersection_507","l1"
"intersection_507","l7"
"intersection_619","l3"
"intersection_677","l10"
"intersection_696","l3"
"intersection_699","l3"
"intersection_711","l9"
"4819375","l6"
"4819375","l8"
"intersection_777","l6"
"intersection_777","l8"
"intersection_805","l3"
"intersection_895","l5"
"intersection_896","l1"
"intersection_896","l2"
"intersection_896","l10"
"intersection_900","l5"
"intersection_900","l6"
"intersection_908","l1"
"intersection_908","l7"
"intersection_923","l6"
"intersection_923","l8"
"5253199","l6"
"5253199","l8"
"intersection_999","l8"
"intersection_1001","l6"
"intersection_1026","l4"
"intersection_1026","l6"
"intersection_1026","l7"
"intersection_1034","l10"
"intersection_1035","l5"
"intersection_1037","l5"
"intersection_1053","l3"
"intersection_1056","l3"
"intersection_1060","l3"
"intersection_1071","l3"
"5505136","l9"
"intersection_1085","l9"
"intersection_1126","l4"
"4829347","l10"
"4850732","l6"
"intersection_1224","l10"
"intersection_1227","l6"
"4830487","l1"
"4830487","l2"
"4830487","l10"
"4851872","l6"
"intersection_1292","l1"
"intersection_1292","l2"
"intersection_1292","l10"
"intersection_1294","l6"
"intersection_1318","l1"
"intersection_1318","l2"
"intersection_1323","l2"
"intersection_1325","l5"
"intersection_1325","l6"
"intersection_1334","l6"
"intersection_1337","l6"
"intersection_1340","l3"
"intersection_1349","l10"
"4819634","l2"
"intersection_1360","l2"
"intersection_1417","l1"
"intersection_1419","l6"
"intersection_1420","l1"
"intersection_1421","l6"
"4840910","l3"
"4840910","l6"
"4819524","l1"
"4819524","l2"
"4819524","l10"
"intersection_1429","l3"
"intersection_1429","l6"
"intersection_1432","l1"
"intersection_1432","l2"
"intersection_1432","l10"
"intersection_1493","l4"
"intersection_1513","l10"
"intersection_1516","l6"
"intersection_1523","l9"
"4821010","l3"
"intersection_1549","l3"
"intersection_1555","l10"
"intersection_1560","l10"
"intersection_1573","l8"
"5064819","l5"
"intersection_1611","l5"
"intersection_1622","l4"
"intersection_1623","l4"
"intersection_1630","l4"
"4830435","l8"
"intersection_1654","l8"
"4841525","l10"
"intersection_1697","l10"
"intersection_1702","l10"
"5314757","l4"
"5314731","l4"
"intersection_1704","l4"
"4840909","l3"
"4840909","l6"
"4819523","l1"
"4819523","l2"
"4819523","l10"
"intersection_1707","l3"
"intersection_1707","l6"
"intersection_1710","l1"
"intersection_1710","l2"
"intersection_1710","l10"
"4820083","l3"
"intersection_1732","l3"
"5422278","l6"
"5422278","l8"
"intersection_1785","l6"
"intersection_1785","l8"
"4829760","l1"
"4851145","l6"
"intersection_1797","l1"
"intersection_1800","l6"
"4841812","l4"
"4841813","l4"
"intersection_1883","l4"
"4819478","l8"
"intersection_1908","l8"
"intersection_1928","l4"
"intersection_1928","l7"
"4830484","l5"
"intersection_1992","l5"
"5372926","l6"
"5372926","l8"
"intersection_2008","l8"
"intersection_2009","l6"
"intersection_2064","l6"
"intersection_2122","l9"
"5253201","l6"
"intersection_2180","l6"
"4829751","l1"
"intersection_2183","l1"
"4825192","l9"
"intersection_2196","l9"
"intersection_2221","l6"
"intersection_2221","l8"
"5139947","l3"
"intersection_2306","l3"
"intersection_2378","l1"
"intersection_2388","l6"
"intersection_2388","l8"
"5098692","l1"
"5098692","l2"
"5098692","l10"
"5098694","l5"
"5098694","l6"
"5098693","l5"
"5098693","l6"
"5098691","l1"
"5098691","l2"
"5098691","l10"
"intersection_2406","l5"
"intersection_2406","l6"
"intersection_2408","l1"
"intersection_2408","l2"
"intersection_2408","l10"
"4841997","l3"
"4841995","l3"
"intersection_2416","l3"
"4828138","l3"
"intersection_2422","l3"
"4820423","l4"
"intersection_2528","l4"
"intersection_2530","l4"
"4841476","l10"
"intersection_2569","l10"
"4819694","l2"
"intersection_2586","l2"
"4876808","l9"
"intersection_2605","l9"
"intersection_2626","l6"
"intersection_2631","l6"
"4849520","l3"
"4828133","l3"
"intersection_2728","l3"
"4841722","l4"
"intersection_2766","l4"
"intersection_2772","l10"
"5064246","l1"
"5064246","l7"
"4841419","l1"
"4841419","l7"
"intersection_2781","l1"
"intersection_2781","l7"
"intersection_2786","l1"
"intersection_2786","l7"
"5049326","l5"
"intersection_2814","l5"
"intersection_2817","l6"
"4830580","l5"
"intersection_2887","l5"
"intersection_2959","l6"
"4820330","l4"
"intersection_2982","l4"
"intersection_2986","l4"
"intersection_3039","l6"
"4830434","l8"
"4819464","l8"
"intersection_3067","l8"
"5098600","l5"
"5098600","l6"
"5098599","l1"
"5098599","l2"
"5098599","l10"
"intersection_3068","l5"
"intersection_3068","l6"
"intersection_3071","l1"
"intersection_3071","l2"
"intersection_3071","l10"
"5346163","l6"
"intersection_3142","l6"
"intersection_3197","l3"
"intersection_3201","l3"
"intersection_3205","l3"
"4829352","l1"
"intersection_3227","l3"
"5505144","l9"
"5505145","l9"
"intersection_3251","l9"
"4819599","l1"
"4819599","l2"
"4840985","l5"
"4840985","l6"
"intersection_3259","l1"
"intersection_3259","l2"
"intersection_3262","l5"
"intersection_3262","l6"
"4840951","l1"
"intersection_3276","l1"
"intersection_3315","l1"
"intersection_3315","l7"
"intersection_3370","l1"
"intersection_3370","l7"
"4849544","l7"
"intersection_3443","l7"
"5091460","l9"
"intersection_3459","l9"
"4846711","l9"
"intersection_3543","l9"
"4819527","l1"
"4819527","l2"
"4819527","l10"
"4840913","l3"
"4840913","l6"
"intersection_3586","l1"
"intersection_3586","l2"
"intersection_3586","l10"
"intersection_3588","l3"
"intersection_3588","l6"
"4820273","l4"
"intersection_3679","l4"
"intersection_3698","l1"
"intersection_3698","l4"
"intersection_3698","l7"
"4876806","l9"
"4824125","l9"
"intersection_3706","l9"
"4819537","l10"
"4840923","l6"
"intersection_3733","l10"
"intersection_3736","l6"
"4841436","l10"
"4819969","l10"
"intersection_3757","l10"
"intersection_3758","l10"
"4820876","l3"
"4820800","l3"
"intersection_3801","l3"
"4840901","l5"
"4840901","l6"
"4819515","l1"
"4819515","l2"
"4819515","l10"
"intersection_3851","l5"
"intersection_3851","l6"
"intersection_3852","l10"
"intersection_3856","l1"
"intersection_3856","l2"
"intersection_3856","l10"
"intersection_3860","l10"
"intersection_3916","l1"
"4850739","l6"
"4829354","l10"
"4829353","l1"
"intersection_3984","l6"
"intersection_3987","l10"
"intersection_3993","l1"
"5016358","l5"
"5064459","l5"
"intersection_4127","l5"
"5127880","l1"
"5064103","l7"
"intersection_4226","l7"
"4820617","l6"
"intersection_4239","l6"
"4841566","l1"
"4841566","l7"
"4841590","l1"
"4841590","l7"
"intersection_4274","l1"
"intersection_4274","l7"
"intersection_4277","l1"
"intersection_4277","l7"
"5372933","l6"
"5372933","l8"
"4819446","l6"
"4819446","l8"
"intersection_4295","l6"
"intersection_4295","l8"
"4845789","l6"
"4845149","l6"
"intersection_4357","l6"
"5091461","l9"
"intersection_4402","l10"
"intersection_4404","l6"
"4819544","l1"
"4819544","l2"
"4840905","l5"
"4840905","l6"
