"roadID","lambdaLoop","loopNum"
"intersection_944","lamb1","l39"
"intersection_944","lamb1","l40"
"intersection_944","lamb1","l42"
"intersection_944","lamb1","l46"
"intersection_944","lamb1","l48"
"intersection_944","lamb1","l51"
"intersection_944","lamb1","l52"
"intersection_944","lamb1","l55"
"intersection_944","lamb1","l57"
"intersection_944","lamb1","l58"
"intersection_944","lamb1","l59"
"intersection_944","lamb1","l64"
"intersection_944","lamb1","l65"
"intersection_944","lamb1","l67"
"intersection_944","lamb1","l68"
"intersection_944","lamb1","l69"
"intersection_944","lamb1","l71"
"intersection_944","lamb1","l72"
"intersection_944","lamb1","l73"
"intersection_944","lamb1","l74"
"intersection_944","lamb1","l75"
"intersection_944","lamb1","l77"
"intersection_944","lamb1","l79"
"intersection_944","lamb1","l80"
"intersection_944","lamb1","l81"
"intersection_944","lamb1","l83"
"intersection_944","lamb1","l84"
"intersection_944","lamb1","l85"
"intersection_944","lamb1","l86"
"intersection_944","lamb1","l89"
"intersection_944","lamb1","l90"
"intersection_944","lamb1","l91"
"intersection_944","lamb1","l92"
"intersection_944","lamb1","l93"
"intersection_944","lamb1","l94"
"intersection_944","lamb1","l95"
"intersection_944","lamb1","l96"
"intersection_944","lamb1","l97"
"intersection_944","lamb1","l99"
"intersection_944","lamb1","l100"
"intersection_944","lamb2","l1"
"intersection_944","lamb2","l2"
"intersection_944","lamb2","l3"
"intersection_944","lamb2","l4"
"intersection_944","lamb2","l5"
"intersection_944","lamb2","l6"
"intersection_944","lamb2","l7"
"intersection_944","lamb2","l8"
"intersection_944","lamb2","l9"
"intersection_944","lamb2","l10"
"intersection_944","lamb2","l11"
"intersection_944","lamb2","l12"
"intersection_944","lamb2","l13"
"intersection_944","lamb2","l14"
"intersection_944","lamb2","l15"
"intersection_944","lamb2","l16"
"intersection_944","lamb2","l17"
"intersection_944","lamb2","l18"
"intersection_944","lamb2","l19"
"intersection_944","lamb2","l20"
"intersection_944","lamb2","l21"
"intersection_944","lamb2","l22"
"intersection_944","lamb2","l23"
"intersection_944","lamb2","l24"
"intersection_944","lamb2","l25"
"intersection_944","lamb2","l26"
"intersection_944","lamb2","l27"
"intersection_944","lamb2","l29"
"intersection_944","lamb2","l30"
"intersection_944","lamb2","l32"
"intersection_944","lamb2","l33"
"intersection_944","lamb2","l34"
"intersection_944","lamb2","l35"
"intersection_944","lamb2","l36"
"intersection_944","lamb2","l37"
"intersection_944","lamb2","l38"
"intersection_944","lamb2","l39"
"intersection_944","lamb2","l40"
"intersection_944","lamb2","l41"
"intersection_944","lamb2","l42"
"intersection_944","lamb2","l44"
"intersection_944","lamb2","l46"
"intersection_944","lamb2","l47"
"intersection_944","lamb2","l48"
"intersection_944","lamb2","l49"
"intersection_944","lamb2","l50"
"intersection_944","lamb2","l51"
"intersection_944","lamb2","l53"
"intersection_944","lamb2","l54"
"intersection_944","lamb2","l55"
"intersection_944","lamb2","l56"
"intersection_944","lamb2","l57"
"intersection_944","lamb2","l58"
"intersection_944","lamb2","l60"
"intersection_944","lamb2","l61"
"intersection_944","lamb2","l62"
"intersection_944","lamb2","l63"
"intersection_944","lamb2","l64"
"intersection_944","lamb2","l65"
"intersection_944","lamb2","l66"
"intersection_944","lamb2","l68"
"intersection_944","lamb2","l69"
"intersection_944","lamb2","l70"
"intersection_944","lamb2","l71"
"intersection_944","lamb2","l72"
"intersection_944","lamb2","l74"
"intersection_944","lamb2","l75"
"intersection_944","lamb2","l76"
"intersection_944","lamb2","l77"
"intersection_944","lamb2","l78"
"intersection_944","lamb2","l79"
"intersection_944","lamb2","l80"
"intersection_944","lamb2","l81"
"intersection_944","lamb2","l83"
"intersection_944","lamb2","l84"
"intersection_944","lamb2","l85"
"intersection_944","lamb2","l86"
"intersection_944","lamb2","l87"
"intersection_944","lamb2","l89"
"intersection_944","lamb2","l90"
"intersection_944","lamb2","l91"
"intersection_944","lamb2","l95"
"intersection_944","lamb2","l96"
"intersection_944","lamb2","l97"
"intersection_944","lamb2","l98"
"intersection_944","lamb2","l99"
"intersection_944","lamb2","l100"
"intersection_944","lamb3","l1"
"intersection_944","lamb3","l2"
"intersection_944","lamb3","l4"
"intersection_944","lamb3","l8"
"intersection_944","lamb3","l10"
"intersection_944","lamb3","l11"
"intersection_944","lamb3","l13"
"intersection_944","lamb3","l15"
"intersection_944","lamb3","l16"
"intersection_944","lamb3","l17"
"intersection_944","lamb3","l19"
"intersection_944","lamb3","l20"
"intersection_944","lamb3","l23"
"intersection_944","lamb3","l24"
"intersection_944","lamb3","l26"
"intersection_944","lamb3","l28"
"intersection_944","lamb3","l30"
"intersection_944","lamb3","l31"
"intersection_944","lamb3","l32"
"intersection_944","lamb3","l34"
"intersection_944","lamb3","l35"
"intersection_944","lamb3","l36"
"intersection_944","lamb3","l38"
"intersection_944","lamb3","l42"
"intersection_944","lamb3","l44"
"intersection_944","lamb3","l45"
"intersection_944","lamb3","l46"
"intersection_944","lamb3","l47"
"intersection_944","lamb3","l49"
"intersection_944","lamb3","l50"
"intersection_944","lamb3","l51"
"intersection_944","lamb3","l52"
"intersection_944","lamb3","l53"
"intersection_944","lamb3","l54"
"intersection_944","lamb3","l55"
"intersection_944","lamb3","l59"
"intersection_944","lamb3","l60"
"intersection_944","lamb3","l63"
"intersection_944","lamb3","l64"
"intersection_944","lamb3","l66"
"intersection_944","lamb3","l67"
"intersection_944","lamb3","l68"
"intersection_944","lamb3","l69"
"intersection_944","lamb3","l72"
"intersection_944","lamb3","l74"
"intersection_944","lamb3","l76"
"intersection_944","lamb3","l77"
"intersection_944","lamb3","l78"
"intersection_944","lamb3","l81"
"intersection_944","lamb3","l83"
"intersection_944","lamb3","l84"
"intersection_944","lamb3","l85"
"intersection_944","lamb3","l86"
"intersection_944","lamb3","l88"
"intersection_944","lamb3","l89"
"intersection_944","lamb3","l90"
"intersection_944","lamb3","l91"
"intersection_944","lamb3","l92"
"intersection_944","lamb3","l97"
"intersection_944","lamb3","l99"
"intersection_944","lamb4","l1"
"intersection_944","lamb4","l2"
"intersection_944","lamb4","l5"
"intersection_944","lamb4","l10"
"intersection_944","lamb4","l11"
"intersection_944","lamb4","l13"
"intersection_944","lamb4","l14"
"intersection_944","lamb4","l15"
"intersection_944","lamb4","l16"
"intersection_944","lamb4","l22"
"intersection_944","lamb4","l23"
"intersection_944","lamb4","l25"
"intersection_944","lamb4","l26"
"intersection_944","lamb4","l27"
"intersection_944","lamb4","l29"
"intersection_944","lamb4","l32"
"intersection_944","lamb4","l33"
"intersection_944","lamb4","l34"
"intersection_944","lamb4","l35"
"intersection_944","lamb4","l37"
"intersection_944","lamb4","l38"
"intersection_944","lamb4","l39"
"intersection_944","lamb4","l40"
"intersection_944","lamb4","l41"
"intersection_944","lamb4","l42"
"intersection_944","lamb4","l43"
"intersection_944","lamb4","l44"
"intersection_944","lamb4","l45"
"intersection_944","lamb4","l46"
"intersection_944","lamb4","l47"
"intersection_944","lamb4","l48"
"intersection_944","lamb4","l50"
"intersection_944","lamb4","l51"
"intersection_944","lamb4","l52"
"intersection_944","lamb4","l53"
"intersection_944","lamb4","l54"
"intersection_944","lamb4","l55"
"intersection_944","lamb4","l56"
"intersection_944","lamb4","l57"
"intersection_944","lamb4","l58"
"intersection_944","lamb4","l59"
"intersection_944","lamb4","l60"
"intersection_944","lamb4","l62"
"intersection_944","lamb4","l66"
"intersection_944","lamb4","l69"
"intersection_944","lamb4","l70"
"intersection_944","lamb4","l72"
"intersection_944","lamb4","l73"
"intersection_944","lamb4","l75"
"intersection_944","lamb4","l77"
"intersection_944","lamb4","l78"
"intersection_944","lamb4","l79"
"intersection_944","lamb4","l80"
"intersection_944","lamb4","l83"
"intersection_944","lamb4","l84"
"intersection_944","lamb4","l86"
"intersection_944","lamb4","l87"
"intersection_944","lamb4","l88"
"intersection_944","lamb4","l90"
"intersection_944","lamb4","l91"
"intersection_944","lamb4","l92"
"intersection_944","lamb4","l93"
"intersection_944","lamb4","l94"
"intersection_944","lamb4","l95"
"intersection_944","lamb4","l96"
"intersection_944","lamb4","l97"
"intersection_944","lamb4","l98"
"intersection_944","lamb4","l99"
"intersection_944","lamb5","l2"
"intersection_944","lamb5","l5"
"intersection_944","lamb5","l6"
"intersection_944","lamb5","l7"
"intersection_944","lamb5","l8"
"intersection_944","lamb5","l10"
"intersection_944","lamb5","l11"
"intersection_944","lamb5","l12"
"intersection_944","lamb5","l13"
"intersection_944","lamb5","l14"
"intersection_944","lamb5","l15"
"intersection_944","lamb5","l16"
"intersection_944","lamb5","l21"
"intersection_944","lamb5","l22"
"intersection_944","lamb5","l24"
"intersection_944","lamb5","l25"
"intersection_944","lamb5","l26"
"intersection_944","lamb5","l27"
"intersection_944","lamb5","l28"
"intersection_944","lamb5","l30"
"intersection_944","lamb5","l32"
"intersection_944","lamb5","l33"
"intersection_944","lamb5","l34"
"intersection_944","lamb5","l36"
"intersection_944","lamb5","l37"
"intersection_944","lamb5","l38"
"intersection_944","lamb5","l40"
"intersection_944","lamb5","l41"
"intersection_944","lamb5","l43"
"intersection_944","lamb5","l44"
"intersection_944","lamb5","l45"
"intersection_944","lamb5","l46"
"intersection_944","lamb5","l50"
"intersection_944","lamb5","l51"
"intersection_944","lamb5","l53"
"intersection_944","lamb5","l57"
"intersection_944","lamb5","l59"
"intersection_944","lamb5","l60"
"intersection_944","lamb5","l61"
"intersection_944","lamb5","l62"
"intersection_944","lamb5","l63"
"intersection_944","lamb5","l64"
"intersection_944","lamb5","l67"
"intersection_944","lamb5","l68"
"intersection_944","lamb5","l69"
"intersection_944","lamb5","l71"
"intersection_944","lamb5","l72"
"intersection_944","lamb5","l73"
"intersection_944","lamb5","l74"
"intersection_944","lamb5","l76"
"intersection_944","lamb5","l77"
"intersection_944","lamb5","l79"
"intersection_944","lamb5","l82"
"intersection_944","lamb5","l83"
"intersection_944","lamb5","l84"
"intersection_944","lamb5","l85"
"intersection_944","lamb5","l86"
"intersection_944","lamb5","l87"
"intersection_944","lamb5","l88"
"intersection_944","lamb5","l91"
"intersection_944","lamb5","l92"
"intersection_944","lamb5","l96"
"intersection_944","lamb5","l97"
"intersection_944","lamb5","l100"
"intersection_948","lamb1","l11"
"intersection_948","lamb1","l12"
"intersection_948","lamb1","l26"
"intersection_948","lamb1","l27"
"intersection_948","lamb1","l28"
"intersection_948","lamb1","l30"
"intersection_948","lamb1","l31"
"intersection_948","lamb1","l32"
"intersection_948","lamb1","l41"
"intersection_948","lamb1","l44"
"intersection_948","lamb1","l47"
"intersection_948","lamb1","l49"
"intersection_948","lamb1","l50"
"intersection_948","lamb1","l53"
"intersection_948","lamb1","l54"
"intersection_948","lamb1","l60"
"intersection_948","lamb1","l62"
"intersection_948","lamb1","l66"
"intersection_948","lamb1","l82"
"intersection_948","lamb1","l98"
"intersection_948","lamb2","l28"
"intersection_948","lamb2","l59"
"intersection_948","lamb2","l82"
"intersection_948","lamb3","l6"
"intersection_948","lamb3","l29"
"intersection_948","lamb3","l39"
"intersection_948","lamb3","l40"
"intersection_948","lamb3","l48"
"intersection_948","lamb3","l58"
"intersection_948","lamb3","l71"
"intersection_948","lamb3","l73"
"intersection_948","lamb3","l75"
"intersection_948","lamb3","l79"
"intersection_948","lamb3","l94"
"intersection_948","lamb3","l98"
"intersection_948","lamb4","l12"
"intersection_948","lamb4","l19"
"intersection_948","lamb4","l20"
"intersection_948","lamb4","l28"
"intersection_948","lamb4","l30"
"intersection_948","lamb4","l31"
"intersection_948","lamb4","l61"
"intersection_948","lamb4","l64"
"intersection_948","lamb4","l67"
"intersection_948","lamb4","l74"
"intersection_948","lamb4","l76"
"intersection_948","lamb4","l82"
"intersection_948","lamb4","l89"
"intersection_948","lamb4","l100"
"intersection_948","lamb5","l3"
"intersection_948","lamb5","l9"
"intersection_948","lamb5","l17"
"intersection_948","lamb5","l23"
"intersection_948","lamb5","l31"
"intersection_948","lamb5","l47"
"intersection_948","lamb5","l54"
"intersection_948","lamb5","l70"
"intersection_948","lamb5","l80"
"intersection_948","lamb5","l89"
"intersection_948","lamb5","l90"
"intersection_948","lamb5","l94"
"intersection_949","lamb1","l9"
"intersection_949","lamb1","l25"
"intersection_949","lamb1","l33"
"intersection_949","lamb1","l36"
"intersection_949","lamb1","l38"
"intersection_949","lamb1","l39"
"intersection_949","lamb1","l40"
"intersection_949","lamb1","l42"
"intersection_949","lamb1","l48"
"intersection_949","lamb1","l51"
"intersection_949","lamb1","l57"
"intersection_949","lamb1","l58"
"intersection_949","lamb1","l59"
"intersection_949","lamb1","l68"
"intersection_949","lamb1","l92"
"intersection_949","lamb1","l93"
"intersection_949","lamb1","l97"
"intersection_949","lamb2","l3"
"intersection_949","lamb2","l39"
"intersection_949","lamb2","l46"
"intersection_949","lamb2","l83"
"intersection_949","lamb2","l97"
"intersection_949","lamb3","l11"
"intersection_949","lamb3","l15"
"intersection_949","lamb3","l17"
"intersection_949","lamb3","l23"
"intersection_949","lamb3","l24"
"intersection_949","lamb3","l35"
"intersection_949","lamb3","l63"
"intersection_949","lamb3","l64"
"intersection_949","lamb3","l68"
"intersection_949","lamb3","l72"
"intersection_949","lamb3","l74"
"intersection_949","lamb3","l77"
"intersection_949","lamb3","l78"
"intersection_949","lamb3","l90"
"intersection_949","lamb4","l10"
"intersection_949","lamb4","l14"
"intersection_949","lamb4","l16"
"intersection_949","lamb4","l23"
"intersection_949","lamb4","l46"
"intersection_949","lamb4","l59"
"intersection_949","lamb4","l60"
"intersection_949","lamb4","l72"
"intersection_949","lamb4","l78"
"intersection_949","lamb4","l86"
"intersection_949","lamb4","l88"
"intersection_949","lamb5","l6"
"intersection_949","lamb5","l7"
"intersection_949","lamb5","l10"
"intersection_949","lamb5","l13"
"intersection_949","lamb5","l40"
"intersection_949","lamb5","l45"
"intersection_949","lamb5","l59"
"intersection_949","lamb5","l63"
"intersection_949","lamb5","l64"
"intersection_949","lamb5","l71"
"intersection_949","lamb5","l84"
"intersection_949","lamb5","l86"
"intersection_949","lamb5","l87"
"intersection_949","lamb5","l92"
"intersection_959","lamb1","l91"
"intersection_959","lamb2","l94"
"intersection_959","lamb3","l6"
"intersection_959","lamb3","l17"
"intersection_959","lamb3","l75"
"intersection_959","lamb3","l78"
"intersection_959","lamb3","l87"
"intersection_959","lamb3","l98"
"intersection_959","lamb4","l20"
"intersection_959","lamb4","l45"
"intersection_959","lamb4","l49"
"intersection_959","lamb4","l55"
"intersection_959","lamb4","l64"
"intersection_959","lamb4","l72"
"intersection_959","lamb4","l76"
"intersection_959","lamb4","l83"
"intersection_959","lamb5","l28"
"intersection_959","lamb5","l45"
"intersection_959","lamb5","l52"
"intersection_959","lamb5","l77"
"intersection_959","lamb5","l86"
"intersection_959","lamb5","l89"
"intersection_959","lamb5","l94"
"intersection_961","lamb3","l15"
"intersection_961","lamb3","l24"
"intersection_961","lamb3","l34"
"intersection_961","lamb3","l46"
"intersection_961","lamb3","l53"
"intersection_961","lamb4","l33"
"intersection_961","lamb4","l42"
"intersection_961","lamb4","l96"
"intersection_963","lamb1","l91"
"intersection_963","lamb2","l39"
"intersection_963","lamb2","l44"
"intersection_963","lamb2","l94"
"intersection_963","lamb2","l98"
"intersection_963","lamb3","l6"
"intersection_963","lamb3","l7"
"intersection_963","lamb3","l17"
"intersection_963","lamb3","l63"
"intersection_963","lamb3","l75"
"intersection_963","lamb3","l78"
"intersection_963","lamb3","l83"
"intersection_963","lamb3","l87"
"intersection_963","lamb3","l97"
"intersection_963","lamb3","l98"
"intersection_963","lamb4","l7"
"intersection_963","lamb4","l20"
"intersection_963","lamb4","l45"
"intersection_963","lamb4","l47"
"intersection_963","lamb4","l49"
"intersection_963","lamb4","l55"
"intersection_963","lamb4","l62"
"intersection_963","lamb4","l64"
"intersection_963","lamb4","l72"
"intersection_963","lamb4","l76"
"intersection_963","lamb4","l83"
"intersection_963","lamb5","l7"
"intersection_963","lamb5","l28"
"intersection_963","lamb5","l45"
"intersection_963","lamb5","l52"
"intersection_963","lamb5","l77"
"intersection_963","lamb5","l86"
"intersection_963","lamb5","l89"
"intersection_963","lamb5","l94"
"intersection_965","lamb2","l39"
"intersection_965","lamb2","l44"
"intersection_965","lamb2","l98"
"intersection_965","lamb3","l7"
"intersection_965","lamb3","l63"
"intersection_965","lamb3","l83"
"intersection_965","lamb3","l97"
"intersection_965","lamb4","l7"
"intersection_965","lamb4","l47"
"intersection_965","lamb4","l62"
"intersection_965","lamb5","l7"
"intersection_966","lamb2","l29"
"intersection_966","lamb2","l36"
"intersection_966","lamb3","l2"
"intersection_966","lamb3","l35"
"intersection_966","lamb3","l62"
"intersection_966","lamb3","l67"
"intersection_966","lamb4","l16"
"intersection_966","lamb4","l21"
"intersection_966","lamb4","l41"
"intersection_966","lamb4","l65"
"intersection_966","lamb4","l74"
"intersection_966","lamb4","l95"
"intersection_966","lamb5","l5"
"intersection_966","lamb5","l23"
"intersection_966","lamb5","l24"
"intersection_966","lamb5","l43"
"intersection_966","lamb5","l49"
"intersection_966","lamb5","l82"
"intersection_966","lamb5","l87"
"intersection_967","lamb1","l91"
"intersection_967","lamb2","l79"
"intersection_967","lamb2","l94"
"intersection_967","lamb2","l96"
"intersection_967","lamb2","l99"
"intersection_967","lamb3","l6"
"intersection_967","lamb3","l11"
"intersection_967","lamb3","l15"
"intersection_967","lamb3","l17"
"intersection_967","lamb3","l24"
"intersection_967","lamb3","l34"
"intersection_967","lamb3","l46"
"intersection_967","lamb3","l48"
"intersection_967","lamb3","l53"
"intersection_967","lamb3","l68"
"intersection_967","lamb3","l75"
"intersection_967","lamb3","l78"
"intersection_967","lamb3","l81"
"intersection_967","lamb3","l87"
"intersection_967","lamb3","l88"
"intersection_967","lamb3","l98"
"intersection_967","lamb4","l4"
"intersection_967","lamb4","l8"
"intersection_967","lamb4","l13"
"intersection_967","lamb4","l20"
"intersection_967","lamb4","l33"
"intersection_967","lamb4","l42"
"intersection_967","lamb4","l45"
"intersection_967","lamb4","l49"
"intersection_967","lamb4","l55"
"intersection_967","lamb4","l59"
"intersection_967","lamb4","l64"
"intersection_967","lamb4","l72"
"intersection_967","lamb4","l76"
"intersection_967","lamb4","l83"
"intersection_967","lamb4","l86"
"intersection_967","lamb4","l91"
"intersection_967","lamb4","l96"
"intersection_967","lamb5","l15"
"intersection_967","lamb5","l28"
"intersection_967","lamb5","l34"
"intersection_967","lamb5","l39"
"intersection_967","lamb5","l45"
"intersection_967","lamb5","l51"
"intersection_967","lamb5","l52"
"intersection_967","lamb5","l54"
"intersection_967","lamb5","l57"
"intersection_967","lamb5","l58"
"intersection_967","lamb5","l61"
"intersection_967","lamb5","l72"
"intersection_967","lamb5","l77"
"intersection_967","lamb5","l86"
"intersection_967","lamb5","l89"
"intersection_967","lamb5","l94"
"4841866","lamb2","l31"
"4841866","lamb2","l45"
"4841866","lamb2","l73"
"4841866","lamb3","l3"
"4841866","lamb3","l22"
"4841866","lamb3","l25"
"4841866","lamb3","l27"
"4841866","lamb3","l56"
"4841866","lamb3","l96"
"4841866","lamb4","l3"
"4841866","lamb4","l17"
"4841866","lamb4","l63"
"4841866","lamb4","l68"
"4841866","lamb5","l19"
"4841866","lamb5","l20"
"4841866","lamb5","l98"
"4841866","lamb5","l99"
"4820481","lamb2","l45"
"4820481","lamb2","l73"
"4820481","lamb3","l3"
"4820481","lamb3","l22"
"4820481","lamb3","l25"
"4820481","lamb3","l27"
"4820481","lamb3","l56"
"4820481","lamb3","l96"
"4820481","lamb4","l3"
"4820481","lamb4","l17"
"4820481","lamb4","l63"
"4820481","lamb4","l68"
"4820481","lamb5","l19"
"4820481","lamb5","l20"
"4820481","lamb5","l98"
"4820481","lamb5","l99"
"intersection_980","lamb2","l31"
"intersection_980","lamb2","l45"
"intersection_980","lamb2","l73"
"intersection_980","lamb3","l3"
"intersection_980","lamb3","l25"
"intersection_980","lamb3","l27"
"intersection_980","lamb3","l56"
"intersection_980","lamb4","l3"
"intersection_980","lamb4","l17"
"intersection_980","lamb5","l19"
"intersection_980","lamb5","l20"
"intersection_980","lamb5","l98"
"intersection_980","lamb5","l99"
"intersection_984","lamb2","l45"
"intersection_984","lamb2","l73"
"intersection_984","lamb3","l3"
"intersection_984","lamb3","l25"
"intersection_984","lamb3","l27"
"intersection_984","lamb3","l56"
"intersection_984","lamb4","l3"
"intersection_984","lamb4","l17"
"intersection_984","lamb5","l19"
"intersection_984","lamb5","l20"
"intersection_984","lamb5","l98"
"intersection_984","lamb5","l99"
"intersection_985","lamb3","l22"
"intersection_985","lamb3","l96"
"intersection_985","lamb4","l63"
"intersection_985","lamb4","l68"
"5253200","lamb1","l1"
"5253200","lamb1","l2"
"5253200","lamb1","l3"
"5253200","lamb1","l4"
"5253200","lamb1","l5"
"5253200","lamb1","l6"
"5253200","lamb1","l7"
"5253200","lamb1","l8"
"5253200","lamb1","l9"
"5253200","lamb1","l10"
"5253200","lamb1","l11"
"5253200","lamb1","l12"
"5253200","lamb1","l13"
"5253200","lamb1","l14"
"5253200","lamb1","l15"
"5253200","lamb1","l16"
"5253200","lamb1","l17"
"5253200","lamb1","l18"
"5253200","lamb1","l19"
"5253200","lamb1","l20"
"5253200","lamb1","l21"
"5253200","lamb1","l22"
"5253200","lamb1","l23"
"5253200","lamb1","l24"
"5253200","lamb1","l25"
"5253200","lamb1","l26"
"5253200","lamb1","l27"
"5253200","lamb1","l28"
"5253200","lamb1","l32"
"5253200","lamb1","l33"
"5253200","lamb1","l34"
"5253200","lamb1","l35"
"5253200","lamb1","l36"
"5253200","lamb1","l37"
"5253200","lamb1","l38"
"5253200","lamb1","l39"
"5253200","lamb1","l40"
"5253200","lamb1","l41"
"5253200","lamb1","l42"
"5253200","lamb1","l43"
"5253200","lamb1","l44"
"5253200","lamb1","l45"
"5253200","lamb1","l46"
"5253200","lamb1","l47"
"5253200","lamb1","l48"
"5253200","lamb1","l49"
"5253200","lamb1","l50"
"5253200","lamb1","l53"
"5253200","lamb1","l54"
"5253200","lamb1","l55"
"5253200","lamb1","l57"
"5253200","lamb1","l58"
"5253200","lamb1","l59"
"5253200","lamb1","l60"
"5253200","lamb1","l62"
"intersection_1003","lamb1","l1"
"intersection_1003","lamb1","l2"
"intersection_1003","lamb1","l3"
"intersection_1003","lamb1","l4"
"intersection_1003","lamb1","l5"
"intersection_1003","lamb1","l6"
"intersection_1003","lamb1","l7"
"intersection_1003","lamb1","l8"
"intersection_1003","lamb1","l9"
"intersection_1003","lamb1","l10"
"intersection_1003","lamb1","l11"
"intersection_1003","lamb1","l12"
"intersection_1003","lamb1","l13"
"intersection_1003","lamb1","l14"
"intersection_1003","lamb1","l15"
"intersection_1003","lamb1","l16"
"intersection_1003","lamb1","l17"
"intersection_1003","lamb1","l18"
"intersection_1003","lamb1","l19"
"intersection_1003","lamb1","l20"
"intersection_1003","lamb1","l21"
"intersection_1003","lamb1","l22"
"intersection_1003","lamb1","l23"
"intersection_1003","lamb1","l24"
"intersection_1003","lamb1","l25"
"intersection_1003","lamb1","l26"
"intersection_1003","lamb1","l27"
"intersection_1003","lamb1","l28"
"intersection_1003","lamb1","l32"
"intersection_1003","lamb1","l33"
"intersection_1003","lamb1","l34"
"intersection_1003","lamb1","l35"
"intersection_1003","lamb1","l36"
"intersection_1003","lamb1","l37"
"intersection_1003","lamb1","l38"
"intersection_1003","lamb1","l39"
"intersection_1003","lamb1","l40"
"intersection_1003","lamb1","l41"
"intersection_1003","lamb1","l42"
"intersection_1003","lamb1","l43"
"intersection_1003","lamb1","l44"
"intersection_1003","lamb1","l45"
"intersection_1003","lamb1","l46"
"intersection_1003","lamb1","l47"
"intersection_1003","lamb1","l48"
"intersection_1003","lamb1","l49"
"intersection_1003","lamb1","l50"
"intersection_1003","lamb1","l53"
"intersection_1003","lamb1","l54"
"intersection_1003","lamb1","l55"
"intersection_1003","lamb1","l57"
"intersection_1003","lamb1","l58"
"intersection_1003","lamb1","l59"
"intersection_1003","lamb1","l60"
"intersection_1003","lamb1","l62"
"intersection_1011","lamb1","l35"
"intersection_1011","lamb1","l36"
"intersection_1011","lamb1","l37"
"intersection_1011","lamb1","l38"
"intersection_1011","lamb1","l40"
"intersection_1011","lamb1","l41"
"intersection_1011","lamb1","l42"
"intersection_1011","lamb1","l43"
"intersection_1011","lamb1","l44"
"intersection_1011","lamb1","l46"
"intersection_1011","lamb1","l47"
"intersection_1011","lamb1","l48"
"intersection_1011","lamb1","l100"
"intersection_1011","lamb2","l4"
"intersection_1011","lamb2","l11"
"intersection_1011","lamb2","l14"
"intersection_1011","lamb2","l22"
"intersection_1011","lamb2","l25"
"intersection_1011","lamb2","l26"
"intersection_1011","lamb2","l34"
"intersection_1011","lamb2","l39"
"intersection_1011","lamb2","l40"
"intersection_1011","lamb2","l41"
"intersection_1011","lamb2","l44"
"intersection_1011","lamb2","l51"
"intersection_1011","lamb2","l61"
"intersection_1011","lamb2","l66"
"intersection_1011","lamb2","l69"
"intersection_1011","lamb2","l73"
"intersection_1011","lamb2","l81"
"intersection_1011","lamb2","l82"
"intersection_1011","lamb2","l83"
"intersection_1011","lamb2","l85"
"intersection_1011","lamb2","l89"
"intersection_1011","lamb2","l90"
"intersection_1011","lamb2","l94"
"intersection_1011","lamb2","l96"
"intersection_1011","lamb2","l98"
"intersection_1011","lamb2","l99"
"intersection_1011","lamb3","l5"
"intersection_1011","lamb3","l11"
"intersection_1011","lamb3","l12"
"intersection_1011","lamb3","l26"
"intersection_1011","lamb3","l35"
"intersection_1011","lamb3","l43"
"intersection_1011","lamb3","l44"
"intersection_1011","lamb3","l46"
"intersection_1011","lamb3","l47"
"intersection_1011","lamb3","l50"
"intersection_1011","lamb3","l60"
"intersection_1011","lamb3","l74"
"intersection_1011","lamb3","l84"
"intersection_1011","lamb3","l86"
"intersection_1011","lamb3","l89"
"intersection_1011","lamb3","l91"
"intersection_1011","lamb3","l92"
"intersection_1011","lamb3","l95"
"intersection_1011","lamb3","l96"
"intersection_1011","lamb3","l99"
"intersection_1011","lamb4","l5"
"intersection_1011","lamb4","l6"
"intersection_1011","lamb4","l7"
"intersection_1011","lamb4","l16"
"intersection_1011","lamb4","l26"
"intersection_1011","lamb4","l29"
"intersection_1011","lamb4","l32"
"intersection_1011","lamb4","l34"
"intersection_1011","lamb4","l44"
"intersection_1011","lamb4","l51"
"intersection_1011","lamb4","l52"
"intersection_1011","lamb4","l55"
"intersection_1011","lamb4","l62"
"intersection_1011","lamb4","l67"
"intersection_1011","lamb4","l70"
"intersection_1011","lamb4","l73"
"intersection_1011","lamb4","l76"
"intersection_1011","lamb4","l81"
"intersection_1011","lamb4","l82"
"intersection_1011","lamb4","l84"
"intersection_1011","lamb4","l88"
"intersection_1011","lamb4","l99"
"intersection_1011","lamb5","l7"
"intersection_1011","lamb5","l9"
"intersection_1011","lamb5","l24"
"intersection_1011","lamb5","l26"
"intersection_1011","lamb5","l29"
"intersection_1011","lamb5","l35"
"intersection_1011","lamb5","l36"
"intersection_1011","lamb5","l37"
"intersection_1011","lamb5","l39"
"intersection_1011","lamb5","l41"
"intersection_1011","lamb5","l49"
"intersection_1011","lamb5","l75"
"intersection_1011","lamb5","l82"
"intersection_1011","lamb5","l85"
"intersection_1011","lamb5","l86"
"intersection_1011","lamb5","l87"
"intersection_1011","lamb5","l92"
"intersection_1011","lamb5","l93"
"intersection_1011","lamb5","l95"
"intersection_1011","lamb5","l99"
"intersection_1011","lamb5","l100"
"intersection_1016","lamb3","l26"
"intersection_1016","lamb3","l40"
"intersection_1016","lamb3","l43"
"intersection_1016","lamb4","l97"
"intersection_1016","lamb5","l21"
"intersection_1016","lamb5","l29"
"intersection_1016","lamb5","l30"
"intersection_1016","lamb5","l32"
"intersection_1016","lamb5","l50"
"intersection_1018","lamb1","l55"
