"roadID","loopNum"
"intersection_3","l45"
"intersection_14","l4"
"intersection_20","l5"
"intersection_20","l8"
"intersection_20","l22"
"intersection_20","l25"
"intersection_20","l26"
"intersection_20","l37"
"intersection_33","l47"
"intersection_49","l28"
"intersection_49","l38"
"intersection_61","l33"
"intersection_64","l19"
"intersection_64","l20"
"intersection_68","l6"
"intersection_68","l36"
"intersection_84","l2"
"intersection_84","l18"
"intersection_84","l21"
"intersection_84","l23"
"intersection_84","l30"
"intersection_84","l44"
"intersection_84","l46"
"intersection_84","l47"
"intersection_86","l10"
"intersection_86","l11"
"intersection_86","l16"
"intersection_86","l31"
"intersection_86","l40"
"intersection_86","l41"
"intersection_86","l42"
"intersection_86","l43"
"intersection_86","l50"
"intersection_98","l36"
"intersection_99","l10"
"intersection_99","l16"
"intersection_105","l24"
"intersection_108","l27"
"intersection_109","l16"
"intersection_123","l2"
"intersection_125","l40"
"intersection_125","l41"
"intersection_133","l2"
"intersection_133","l5"
"intersection_133","l22"
"intersection_133","l25"
"intersection_133","l26"
"intersection_133","l27"
"intersection_133","l32"
"intersection_133","l37"
"intersection_144","l23"
"4822208","l28"
"4822208","l38"
"intersection_158","l28"
"intersection_158","l38"
"intersection_174","l3"
"intersection_175","l18"
"intersection_177","l3"
"intersection_185","l28"
"intersection_226","l13"
"intersection_235","l35"
"intersection_236","l26"
"intersection_237","l26"
"intersection_241","l13"
"intersection_241","l17"
"intersection_242","l4"
"intersection_242","l36"
"intersection_242","l46"
"intersection_242","l47"
"intersection_245","l45"
"intersection_249","l13"
"intersection_249","l17"
"intersection_251","l5"
"intersection_251","l11"
"intersection_251","l13"
"intersection_251","l17"
"intersection_251","l22"
"intersection_251","l43"
"intersection_251","l50"
"intersection_263","l42"
"intersection_279","l3"
"intersection_289","l28"
"intersection_296","l18"
"intersection_321","l6"
"intersection_321","l28"
"intersection_321","l36"
"intersection_321","l38"
"intersection_327","l4"
"intersection_327","l36"
"intersection_327","l46"
"intersection_327","l47"
"intersection_330","l5"
"intersection_330","l11"
"intersection_330","l22"
"intersection_330","l43"
"intersection_330","l50"
"intersection_349","l3"
"intersection_349","l13"
"intersection_354","l3"
"intersection_354","l13"
"intersection_354","l23"
"intersection_355","l5"
"intersection_355","l10"
"intersection_355","l11"
"intersection_355","l16"
"intersection_355","l22"
"intersection_355","l25"
"intersection_355","l26"
"intersection_355","l27"
"intersection_355","l29"
"intersection_355","l31"
"intersection_355","l32"
"intersection_355","l42"
"intersection_355","l43"
"intersection_355","l50"
"intersection_357","l4"
"intersection_357","l28"
"intersection_357","l36"
"intersection_357","l46"
"intersection_357","l47"
"intersection_360","l1"
"intersection_362","l42"
"intersection_413","l16"
"intersection_424","l12"
"intersection_439","l3"
"intersection_439","l13"
"intersection_446","l44"
"intersection_447","l44"
"intersection_463","l31"
"intersection_463","l43"
"intersection_472","l2"
"intersection_472","l18"
"intersection_472","l21"
"intersection_472","l23"
"intersection_472","l30"
"intersection_472","l46"
"intersection_472","l47"
"intersection_472","l49"
"intersection_474","l10"
"intersection_474","l16"
"intersection_474","l31"
"intersection_474","l40"
"intersection_474","l41"
"intersection_474","l42"
"intersection_474","l43"
"intersection_474","l50"
"intersection_475","l2"
"intersection_475","l18"
"intersection_475","l23"
"intersection_475","l28"
"intersection_475","l36"
"intersection_475","l37"
"intersection_475","l38"
"intersection_475","l44"
"intersection_475","l46"
"intersection_475","l47"
"intersection_479","l10"
"intersection_479","l11"
"intersection_479","l16"
"intersection_479","l29"
"intersection_479","l31"
"intersection_479","l40"
"intersection_479","l41"
"intersection_479","l42"
"intersection_479","l43"
"intersection_479","l50"
"intersection_495","l2"
"intersection_495","l18"
"intersection_495","l21"
"intersection_495","l23"
"intersection_495","l28"
"intersection_495","l36"
"intersection_495","l37"
"intersection_495","l38"
"intersection_495","l44"
"intersection_495","l46"
"intersection_495","l47"
"intersection_498","l10"
"intersection_498","l11"
"intersection_498","l16"
"intersection_498","l29"
"intersection_498","l31"
"intersection_498","l40"
"intersection_498","l41"
"intersection_498","l42"
"intersection_498","l43"
"intersection_498","l50"
"intersection_507","l4"
"intersection_507","l24"
"intersection_507","l42"
"intersection_507","l47"
"intersection_521","l15"
"5038733","l44"
"intersection_538","l44"
"4850758","l6"
"4850758","l36"
"4829373","l19"
"4829373","l20"
"intersection_543","l6"
"intersection_543","l36"
"intersection_544","l19"
"intersection_544","l20"
"intersection_546","l6"
"intersection_546","l34"
"intersection_548","l37"
"intersection_549","l7"
"5516766","l1"
"intersection_558","l1"
"intersection_569","l16"
"intersection_569","l27"
"4850933","l15"
"intersection_573","l15"
"intersection_584","l15"
"intersection_600","l21"
"intersection_604","l21"
"intersection_613","l28"
"intersection_614","l28"
"intersection_618","l3"
"intersection_618","l23"
"intersection_661","l21"
"intersection_667","l3"
"intersection_667","l13"
"intersection_677","l28"
"intersection_696","l3"
"intersection_696","l23"
"intersection_703","l16"
"intersection_703","l27"
"intersection_711","l7"
"intersection_749","l46"
"intersection_757","l42"
"4840761","l2"
"4840761","l18"
"4840761","l21"
"4840761","l23"
"4840761","l30"
"4840761","l46"
"4840761","l47"
"4840761","l49"
"4819375","l10"
"4819375","l16"
"4819375","l31"
"4819375","l40"
"4819375","l41"
"4819375","l42"
"4819375","l43"
"4819375","l50"
"intersection_774","l2"
"intersection_774","l14"
"intersection_774","l18"
"intersection_774","l30"
"intersection_774","l47"
"intersection_776","l21"
"intersection_776","l23"
"intersection_776","l46"
"intersection_776","l49"
"intersection_777","l10"
"intersection_777","l14"
"intersection_777","l16"
"intersection_777","l31"
"intersection_777","l40"
"intersection_777","l41"
"intersection_777","l42"
"intersection_777","l43"
"intersection_777","l50"
"4819186","l4"
"intersection_779","l4"
"intersection_782","l4"
"intersection_804","l27"
"intersection_805","l8"
"intersection_812","l36"
"intersection_817","l36"
"intersection_835","l16"
"intersection_835","l27"
"intersection_896","l28"
"intersection_896","l36"
"intersection_896","l46"
"intersection_896","l47"
"intersection_900","l1"
"intersection_900","l5"
"intersection_900","l10"
"intersection_900","l11"
"intersection_900","l16"
"intersection_900","l22"
"intersection_900","l25"
"intersection_900","l26"
"intersection_900","l27"
"intersection_900","l29"
"intersection_900","l31"
"intersection_900","l32"
"intersection_900","l42"
"intersection_900","l43"
"intersection_900","l50"
"intersection_902","l10"
"intersection_902","l16"
"intersection_902","l27"
"intersection_908","l4"
"intersection_908","l24"
"intersection_908","l47"
"intersection_917","l9"
"intersection_918","l21"
"intersection_918","l23"
"intersection_918","l46"
"intersection_918","l49"
"intersection_923","l14"
"intersection_923","l16"
"intersection_923","l31"
"intersection_923","l39"
"intersection_923","l40"
"intersection_923","l41"
"intersection_923","l42"
"intersection_923","l43"
"intersection_923","l50"
"intersection_935","l14"
"intersection_935","l39"
"intersection_935","l50"
"intersection_947","l10"
"intersection_947","l16"
"intersection_947","l27"
"intersection_947","l42"
"intersection_975","l17"
"intersection_975","l43"
"intersection_975","l50"
"4820481","l36"
"intersection_984","l36"
"intersection_990","l23"
"5253199","l10"
"5253199","l11"
"5253199","l16"
"5253199","l31"
"5253199","l40"
"5253199","l41"
"5253199","l42"
"5253199","l43"
"5253199","l50"
"5253200","l2"
"5253200","l18"
"5253200","l21"
"5253200","l23"
"5253200","l30"
"5253200","l44"
"5253200","l46"
"5253200","l47"
"intersection_1001","l10"
"intersection_1001","l11"
"intersection_1001","l16"
"intersection_1001","l31"
"intersection_1001","l40"
"intersection_1001","l41"
"intersection_1001","l42"
"intersection_1001","l43"
"intersection_1001","l50"
"intersection_1002","l30"
"intersection_1003","l2"
"intersection_1003","l18"
"intersection_1003","l21"
"intersection_1003","l23"
"intersection_1003","l44"
"intersection_1003","l46"
"intersection_1003","l47"
"intersection_1026","l5"
"intersection_1026","l13"
"intersection_1026","l17"
"intersection_1026","l22"
"intersection_1026","l24"
"intersection_1026","l43"
"intersection_1026","l50"
"intersection_1034","l28"
"4843236","l6"
"4843236","l28"
"4843236","l36"
"4843236","l38"
"intersection_1049","l6"
"intersection_1049","l28"
"intersection_1049","l36"
"intersection_1049","l38"
"intersection_1051","l19"
"intersection_1051","l20"
"intersection_1066","l45"
"intersection_1069","l13"
"intersection_1071","l8"
"intersection_1081","l48"
"5505136","l7"
"intersection_1085","l7"
"4884691","l21"
"intersection_1096","l21"
"intersection_1106","l9"
"intersection_1112","l5"
"intersection_1112","l8"
"intersection_1112","l22"
"intersection_1112","l25"
"intersection_1112","l26"
"intersection_1112","l37"
"intersection_1143","l49"
"intersection_1144","l49"
"4820031","l2"
"intersection_1191","l2"
"intersection_1202","l2"
"4829347","l2"
"4829347","l18"
"4829347","l21"
"4829347","l23"
"4829347","l28"
"4829347","l36"
"4829347","l37"
"4829347","l38"
"4829347","l44"
"4829347","l46"
"4829347","l47"
"4850732","l10"
"4850732","l11"
"4850732","l16"
"4850732","l29"
"4850732","l31"
"4850732","l40"
"4850732","l41"
"4850732","l42"
"4850732","l43"
"4850732","l50"
"intersection_1224","l2"
"intersection_1224","l18"
"intersection_1224","l21"
"intersection_1224","l23"
"intersection_1224","l28"
"intersection_1224","l36"
"intersection_1224","l38"
"intersection_1224","l44"
"intersection_1224","l46"
"intersection_1224","l47"
"intersection_1227","l10"
"intersection_1227","l11"
"intersection_1227","l16"
"intersection_1227","l29"
"intersection_1227","l31"
"intersection_1227","l40"
"intersection_1227","l41"
"intersection_1227","l42"
"intersection_1227","l43"
"intersection_1227","l50"
"4845308","l7"
"4845308","l37"
"4823922","l6"
"4823922","l34"
"intersection_1236","l7"
"intersection_1236","l37"
"intersection_1237","l6"
"intersection_1237","l8"
"intersection_1237","l9"
"intersection_1237","l25"
"intersection_1237","l34"
"intersection_1238","l7"
"intersection_1241","l6"
"intersection_1241","l34"
"intersection_1245","l6"
"intersection_1245","l8"
"intersection_1245","l9"
"intersection_1245","l25"
"intersection_1245","l34"
"intersection_1268","l5"
"intersection_1268","l8"
"intersection_1268","l22"
"intersection_1268","l25"
"intersection_1268","l26"
"intersection_1268","l37"
"intersection_1274","l12"
"intersection_1274","l18"
"intersection_1274","l23"
"intersection_1274","l38"
"intersection_1280","l4"
"intersection_1280","l24"
"intersection_1281","l10"
"intersection_1281","l16"
"intersection_1281","l27"
"4830487","l28"
"4830487","l36"
"4830487","l46"
"4830487","l47"
"4851872","l1"
"4851872","l5"
"4851872","l10"
"4851872","l11"
"4851872","l16"
"4851872","l22"
"4851872","l25"
"4851872","l26"
"4851872","l27"
"4851872","l29"
"4851872","l31"
"4851872","l32"
"4851872","l42"
"4851872","l43"
"4851872","l50"
