"roadID","loopNum"
"intersection_19","l4"
"intersection_68","l2"
"intersection_68","l4"
"intersection_84","l1"
"intersection_84","l3"
"intersection_174","l4"
"intersection_177","l4"
"intersection_244","l3"
"intersection_245","l1"
"intersection_247","l3"
"intersection_255","l5"
"intersection_318","l5"
"intersection_319","l2"
"intersection_319","l4"
"intersection_320","l2"
"intersection_320","l4"
"intersection_321","l5"
"intersection_357","l1"
"intersection_357","l2"
"intersection_357","l3"
"intersection_472","l1"
"intersection_472","l3"
"intersection_475","l1"
"intersection_475","l2"
"intersection_475","l3"
"intersection_475","l5"
"intersection_495","l1"
"intersection_495","l2"
"intersection_495","l3"
"intersection_495","l5"
"intersection_507","l1"
"intersection_507","l5"
"4850758","l2"
"4850758","l4"
"intersection_543","l2"
"intersection_543","l4"
"4840761","l1"
"4840761","l3"
"intersection_776","l1"
"intersection_776","l3"
"intersection_896","l1"
"intersection_896","l2"
"intersection_896","l3"
"intersection_908","l1"
"intersection_908","l2"
"intersection_908","l3"
"intersection_908","l4"
"intersection_908","l5"
"intersection_918","l1"
"intersection_918","l3"
"intersection_944","l2"
"intersection_944","l3"
"intersection_944","l4"
"intersection_949","l3"
"5253200","l1"
"5253200","l3"
"intersection_1003","l1"
"intersection_1003","l3"
"intersection_1011","l3"
"intersection_1011","l5"
"intersection_1026","l5"
"4843236","l2"
"4843236","l4"
"intersection_1049","l2"
"intersection_1049","l4"
"intersection_1066","l1"
"intersection_1066","l3"
"intersection_1075","l4"
"4829347","l1"
"4829347","l2"
"4829347","l3"
"4829347","l5"
"intersection_1224","l1"
"intersection_1224","l2"
"intersection_1224","l3"
"intersection_1224","l5"
"intersection_1271","l4"
"intersection_1274","l5"
"intersection_1275","l4"
"4830487","l1"
"4830487","l2"
"4830487","l3"
"intersection_1291","l5"
"intersection_1292","l1"
"intersection_1292","l2"
"intersection_1292","l3"
"intersection_1318","l2"
"intersection_1318","l4"
"5314201","l4"
"intersection_1397","l4"
"intersection_1416","l1"
"intersection_1416","l3"
"4819524","l1"
"4819524","l2"
"4819524","l3"
"4819524","l5"
"intersection_1432","l1"
"intersection_1432","l2"
"intersection_1432","l3"
"intersection_1432","l5"
"intersection_1447","l4"
"intersection_1513","l1"
"intersection_1513","l3"
"intersection_1555","l2"
"intersection_1555","l4"
"5120285","l4"
"intersection_1600","l4"
"4819523","l1"
"4819523","l2"
"4819523","l3"
"4819523","l5"
"intersection_1710","l1"
"intersection_1710","l2"
"intersection_1710","l3"
"intersection_1710","l5"
"4819855","l1"
"4819855","l3"
"intersection_1729","l1"
"intersection_1729","l3"
"intersection_1762","l2"
"intersection_1764","l5"
"intersection_1765","l5"
"5422279","l1"
"5422279","l3"
"intersection_1788","l1"
"intersection_1788","l3"
"intersection_1845","l5"
"intersection_1896","l1"
"intersection_1896","l2"
"intersection_1896","l4"
"intersection_1928","l5"
"5372925","l1"
"5372925","l3"
"intersection_2007","l1"
"intersection_2007","l3"
"intersection_2066","l1"
"intersection_2066","l3"
"intersection_2066","l5"
"5253202","l1"
"5253202","l3"
"intersection_2181","l1"
"intersection_2181","l3"
"4842440","l5"
"intersection_2203","l5"
"intersection_2223","l1"
"intersection_2223","l3"
"intersection_2238","l2"
"intersection_2238","l4"
"intersection_2363","l4"
