DOCTNMBR,REPTTYPE,CRSHDATE,NTFYHOUR,CNTYNAME,MUNINAME,MUNITYPE,LOCTYPE,ONHWY,ONHWYSYS,ONHWYDIR,ONHWYTYP,ONSTR,ATHWY,ATHWYSYS,ATHWYDIR,ATHWYTYP,ATSTR,INTDIR,INTDIS,LATDECDG,LONDECDG,CRSHTYPE,RLTNRDWY,MNRCOLL,HWYCLASS,INJSVR,TOTVEH,TOTMOT,TOTNMT,TOTINJ,TOTFATL,ALCFLAG,BIKEFLAG,BUSFLAG,CONSZONE,CMVFLAG,CYCLFLAG,DISTFLAG,DRUGFLAG,INJTRNS,MOPFLAG,PEDFLAG,SFTYFLAG,SPEEDFLAG,TEENDRVR,WISLR_LINKID,WISLR_LKOFFSET,WISLR_LK_HIST_FLAG,ONHWYSYS,POSTSPD1
1KL07W13BM,DT4000,2/1/2019,7,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,CONNECTOR USH 14,E,0.0244,43.09680107,-89.51364056,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4841813,129,,CTH,30
1KL07RB007,DT4000,2/1/2019,8,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (1),,,,,ROHLICH CT,N,0.0311,43.10038942,-89.51142924,MVIT,ON,FTR,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4820211,164,,,25
1KL081Z7RD,DT4000,2/1/2019,13,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,JOHN Q HAMMONS DR,E,0.0621,43.0942173,-89.52459244,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,5093010,328,,,35
1KL07BZM0J,DT4000,2/1/2019,16,DANE,MIDDLETON,C,I,12,USH,WB,R,,14,USH,WB,,,E,0.0114,43.0968886,-89.51872428,MVIT,ON,SSS,U STH,C,2,2,0,1,0,,,,,Y,,,,,,,,,,5314295,236,,USH,30
1KL07D6N0V,DT4000,2/1/2019,16,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (1),,,,,ROHLICH CT,S,0.0275,43.09954272,-89.51145325,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4820267,161,,,25
1KL07BZM0K,DT4000,2/3/2019,11,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,MARKET ST,S,0.0661,43.09214967,-89.52708684,MVIT,PARK,RTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4828128,743,,,
1KL08HJN02,DT4000,2/7/2019,12,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,RAMP USH 12 TO AIRPORT RD,N,0.1246,43.117592,-89.51592271,OT PST,R SIDE,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5539665,513,,USH,55
1KL07FFP4C,DT4000,2/8/2019,16,DANE,MIDDLETON,C,N,,,,,BELLE FONTAINE BLVD,,,,,MISTY VALLEY DR,E,0.0644,43.12339032,-89.50407581,PKVEH,ON,SSS,U CITY,C,2,1,0,1,0,,,,,,,Y,,,,,,,,5133006,713,,,25
24L08G9LVV,DT4000,2/10/2019,13,DANE,CROSS PLAINS,V,I,P,CTH,NB,,,,,,,THINNES ST W,E,0.0051,43.11862022,-89.63513071,MVIT,ON,FTS,R CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4840525,27,,CTH,25
1KL07LCTKW,DT4000,2/11/2019,12,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,EB,,,N,0.014,43.0971365,-89.52357454,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5040838,74,,,35
1KL07TS27T,DT4000,2/11/2019,16,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,,,,,ALLEN CT,W,0.0244,43.10443804,-89.48730225,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841358,129,,CTH,30
1KL07BZM0M,DT4000,2/12/2019,11,DANE,MIDDLETON,C,I,,,,,JOHN Q HAMMONS DR,,,,,GREENWAY BLVD,S,0.0083,43.09001024,-89.52465056,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4821208,713,,,30
1KL07LCTKX,DT4000,2/13/2019,7,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,NURSEY DR,E,0.1206,43.10547049,-89.51909315,MVIT,ON,SSO,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,5120289,1453,,,35
1KL07BZM0N,DT4000,2/13/2019,8,DANE,MIDDLETON,C,N,,,,,BROOKDALE DR,,,,,FOREST GLADE CT,,0,43.10487435,-89.50030989,MVIT,ON,FTF,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4829766,0,,,25
1KL07LCTKZ,DT4000,2/13/2019,8,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,FRANK LLOYD WRIGHT AVE,S,0.0129,43.10628123,-89.49808459,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,Y,,,,,,,,Y,Y,4819929,68,,CTH,30
1KL07RB009,DT4000,2/13/2019,8,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,DISCOVERY DR,N,0.1271,43.10398131,-89.51648105,MVIT,ON,SSS,U STH,O,2,3,0,0,0,,,,,,,,,,,,,,,5539666,341,,USH,55
1KL07W13BN,DT4000,2/13/2019,8,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,TOMAHAWK CT,E,0.0303,43.10672239,-89.48232644,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,Y,,5064494,160,,CTH,35
1KL07W13BP,DT4000,2/13/2019,8,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,LAURA LN,W,0.0379,43.1114224,-89.51522439,MVIT,ON,FTR,U CITY,O,3,5,0,0,0,,,,,,,,,,,,,Y,,5098599,446,,CTH,30
02L0Z0C3LF,DT4000,2/15/2019,7,DANE,CROSS PLAINS,T,I,,,,,STAGECOACH RD,,,,,N BIRCH TRL,N,0.0045,43.09678473,-89.62065105,MVIT,ON,FTS,R TOWN,O,2,2,0,0,0,,,,,,,,,,,,,,,4820419,24,,,45
1KL084FB03,DT4000,2/15/2019,13,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,RAMP PARAMETER ST TO USH 12,S,0.0244,43.11941166,-89.51530949,OBNFX,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5539665,81,,USH,55
24L04HS26P,DT4000,2/16/2019,20,DANE,CROSS PLAINS,V,N,,,,,THINNES ST,,,,,NIESEN ST,E,0.0125,43.11857142,-89.63069911,PKVEH,R SIDE,NO,R CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4840536,66,,,
1KL08HJN04,DT4000,2/18/2019,8,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,PARMENTER ST,W,0.0794,43.11149042,-89.51117643,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4840901,419,,CTH,30
1KL06SX4K0,DT4000,2/18/2019,16,DANE,MIDDLETON,C,I,,,,,LAURA LN,M,CTH,NB,,CENTURY AVE,S,0.0172,43.11118392,-89.5144726,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841032,840,,,25
1KL07W13BS,DT4000,2/20/2019,7,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,GREENWAY BLVD,N,0.0939,43.09147394,-89.52008715,CONC B,RTSH,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,Y,5542154,1083,Y,USH,55
1KL079QKX1,DT4000,2/20/2019,8,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,,0,43.09013059,-89.52465651,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4842406,0,,,35
1KL07W13BV,DT4000,2/20/2019,9,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,SCHNEIDER RD,N,0.0356,43.1216247,-89.51485549,MVIT,ON,FTR,U STH,B,2,2,0,1,0,,,,,,,,,Y,,,,Y,,5455081,1611,,USH,55
1KL08HJN05,DT4000,2/22/2019,15,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,OLD CREEK RD,W,0.0453,43.10529138,-89.49626462,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4819929,665,,CTH,30
1KL07LCTL0,DT4000,2/23/2019,18,DANE,MIDDLETON,C,I,,,,,CAYUGA ST,14,USH,EB,R,,S,0.0036,43.09673493,-89.5141226,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4885655,299,,,30
1KL08HJN06,DT4000,2/24/2019,8,DANE,MIDDLETON,C,I,,,,,FRANK LLOYD WRIGHT AVE,,,,,PHEASANT BRANCH RD,,0,43.10696634,-89.49749483,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5016011,288,,,25
1KL07TS27W,DT4000,2/25/2019,11,DANE,MIDDLETON,C,I,,,,,PARK LAWN,,,,,MAYWOOD AVE,S,0.0116,43.10010745,-89.50418223,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,Y,4820252,61,,,25
1KL079QKX3,DT4000,2/26/2019,8,DANE,MIDDLETON,C,N,MS,CTH,EB,,,,,,,AURORA ST,E,0.0186,43.09683274,-89.51240204,MVIT,ON,SSS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4841812,98,,CTH,30
1KL07W13BW,DT4000,2/26/2019,8,DANE,MIDDLETON,C,N,,,,,FRANKLIN AVE,,,,,WOOD RD,E,0.0205,43.09820605,-89.49496798,PKVEH,ON,NO,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4841735,170,,,25
1KL07W13BX,DT4000,2/27/2019,15,DANE,MIDDLETON,C,I,,,,,AUGUSTA DR,,,,,ST. ANNES DR,,0,43.12706898,-89.4625976,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,Y,,,,,,,,,,5366459,708,,,25
1KL07BZM0P,DT4000,2/27/2019,18,DANE,MIDDLETON,C,I,,,,,N GAMMON RD,,,,,STONE GLEN DR,,0,43.08364973,-89.50222388,MVIT,ON,FTS,U CITY,B,2,3,0,1,0,,,,,,,,,,,,,,,4821515,255,,,25
1KL07TS27X,DT4000,2/28/2019,16,DANE,MIDDLETON,C,N,,,,,CONGRESSIONAL HILL,,,,,BACK NINE DR,W,0.0951,43.12779712,-89.46700477,MVIT,ON,SSS,U CITY,O,2,1,0,0,0,,,Y/D,,Y,,Y,,,,,,,,5285777,488,,,25
1KL07LCTL1,DT4000,2/28/2019,17,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARK LAWN,,0,43.0970213,-89.50427686,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4820402,480,,CTH,30
1KL080Q6N5,DT4000,3/1/2019,6,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,DEMING WAY,,0,43.09693499,-89.5235635,MVIT,ON,FTS,U STH,B,2,2,0,1,0,,,,,,,,,,,,,,,5488959,0,,USH,45
02L0Z90C58,DT4000,3/1/2019,8,DANE,MIDDLETON,T,PP,,,,,TWIN VALLEY RD,14,USH,WB,,,S,0.0525,43.09281255,-89.57912061,MAILBOX,R SIDE,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4821107,277,,,35
1KL07LCTL2,DT4000,3/1/2019,11,DANE,MIDDLETON,C,I,14,USH,EB,,,,,,,DEMING WAY,,0,43.09675967,-89.52355169,MVIT,ON,FTS,U STH,B,2,2,0,1,0,,,,,,,,,,,,,,Y,5488969,49,,USH,45
1KL07BZM0Q,DT4000,3/1/2019,18,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,GREENWAY BLVD,,0,43.09017118,-89.52088046,MVIT,ON,SSS,U STH,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5519747,1832,Y,USH,55
02L0Z1L4S6,DT4000,3/2/2019,0,DANE,MIDDLETON,T,N,,,,,TWIN VALLEY RD,,,,,BLACKHAWK RD,N,0.0674,43.08296237,-89.57600116,DITCH,ON,NO,R TOWN,O,1,1,0,0,0,Y,,,,,,Y,,,,,,Y,,4821635,2688,,,35
1KL07RB00B,DT4000,3/3/2019,0,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,12,USH,EB,R,,,0,43.09015509,-89.52211819,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4842406,0,,,35
1KL07TS27Z,DT4000,3/5/2019,8,DANE,MIDDLETON,C,N,,,,,TERRACE AVE,,,,,N HIGH POINT RD,E,0.0252,43.09456344,-89.51684409,PKVEH,ON,SSS,U CITY,O,2,1,0,0,0,,,,,Y,,,,,,,,,,4820611,133,,,25
1KL07TS281,DT4000,3/5/2019,16,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,MAPLE ST,,0,43.09450051,-89.4951944,MVIT,ON,SSS,U CITY,O,2,21,0,0,0,,,Y/D,,Y,,Y,,,,,,,,4842004,0,,,25
02L0Z90C56,DT4000,3/5/2019,20,DANE,MIDDLETON,T,PP,,,,,VALLEY VIEW RD,,,,,SOUTH POINT RD,,0,43.04572274,-89.55234245,FENCE,OFF,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,5134898,9,,,45
1KL07W13BZ,DT4000,3/7/2019,17,DANE,MIDDLETON,C,I,,,,,N PLEASANT VIEW RD,,,,,BLACKHAWK RD,,0,43.08210245,-89.53669455,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,4843016,0,,,35
1KL07LCTL4,DT4000,3/7/2019,18,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,DISCOVERY DR,S,0.1619,43.09992959,-89.51516924,CONC B,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,Y,Y,Y,5314627,1184,,USH,55
1KL07BZM0R,DT4000,3/8/2019,17,DANE,MIDDLETON,C,N,,,,,MURPHY DR,,,,,EAGLE DR,W,0.0167,43.09843557,-89.52808797,PKVEH,ON,UNKN,U CITY,O,2,1,0,0,0,UNKN,,,,Y,,,UNKN,,,,,,,4841696,1084,,,
1KL07W13C7,DT4000,3/8/2019,19,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,JOHN Q HAMMONS DR,,0,43.09367603,-89.52557514,OT PST,MED B,NO,U CITY,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5093009,0,,,30
1KL06SX4K4,DT4000,3/9/2019,17,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,GREENWAY BLVD,S,0.0286,43.08977588,-89.52077894,CONC B,ON,NO,U STH,C,1,1,0,1,0,,,,,,,,,,,,,Y,Y,5542154,417,Y,USH,55
1KL079QKX6,DT4000,3/9/2019,18,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.01,43.09685504,-89.51133137,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,Y,4841808,53,,CTH,30
1KL07TS283,DT4000,3/9/2019,20,DANE,MIDDLETON,C,N,,,,,MIDDLETON ST,,,,,VOSS PKWY,N,0.0314,43.08973297,-89.50876936,OVRTRN,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,Y,4842492,166,,,25
1KL07W13C0,DT4000,3/11/2019,6,DANE,MIDDLETON,C,PP,,,,,DEMING WAY,,,,,MURPHY DR,E,0.115,43.09852017,-89.52079829,HYDRNT,O ROW,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,5120288,595,,,
1KL07W13C1,DT4000,3/11/2019,13,DANE,MIDDLETON,C,N,12,USH,WB,R,,,,,,GREENWAY BLVD,S,0.032,43.0897303,-89.52035789,MVIT,ON,FTR,U STH,C,2,3,0,2,0,,,,,,,,,,,,,,,5515747,1653,,USH,
1KL092T5JP,DT4000,3/13/2019,1,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,PARK ST,W,0.0939,43.09610866,-89.50360034,PKVEH,ON,NO,U CITY,O,2,1,0,0,0,Y,,,,,,Y,,,,,,,,4841873,815,,,25
1KL091L4FC,DT4000,3/13/2019,14,DANE,MIDDLETON,C,I,,,,,JOHN Q HAMMONS DR,,,,,GREENWAY BLVD,S,0.0063,43.09003978,-89.52465202,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4821208,724,,,35
1KL07TS284,DT4000,3/13/2019,17,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,Q,CTH,NB,,,,0,43.11180036,-89.47165277,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4819565,0,,CTH,35
1KL07TS285,DT4000,3/14/2019,8,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,PARMENTER ST (1),E,0.0598,43.09599332,-89.51036309,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841879,316,,,
1KL084FB07,DT4000,3/14/2019,9,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,DEMING WAY,,0,43.090112,-89.52712904,MVIT,ON,NO,U CITY,O,3,3,0,0,0,UNKN,,,,,,,,,,,Y,,Y,4842408,0,,,35
1KL07W13C3,DT4000,3/14/2019,16,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,PARMENTER ST (1),E,0.0311,43.09598305,-89.51093457,PKVEH,ON,SSS,U CITY,O,2,1,1,0,0,,,,,,,Y,,,,,Y,,,4841879,164,,,25
02L0Z90C57,DT4000,3/15/2019,7,DANE,MIDDLETON,T,PP,,,,,BLACKHAWK RD,,,,,ROSE CT,E,0.0311,43.08198192,-89.55792471,TREE,LTSH,NO,R TOWN,O,1,1,0,0,0,,,Y/D,,Y,,,,,,,,,,4885648,164,,,35
02L0ZDPGP8,DT4000,3/16/2019,18,DANE,MIDDLETON,T,I,S,CTH,WB,,,,,,,SWOBODA RD,,0,43.06024522,-89.59147679,MVIT,ON,FTS,R CTH,O,2,3,0,0,0,,,,,,,,,,,,Y,,Y,4876808,637,,CTH,45
1KL07TS287,DT4000,3/18/2019,16,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,BRANCH ST,,0,43.09650699,-89.49567563,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,4820481,0,,CTH,30
1KL081Z7RF,DT4000,3/19/2019,6,DANE,MIDDLETON,C,N,,,,,SOUTH AVE,,,,,PARK SHORES CT,W,0.0222,43.09331801,-89.50657535,MVIT,ON,FTR,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4820733,580,,,25
02L0XWW1CS,DT4000,3/19/2019,7,DANE,MIDDLETON,T,I,S,CTH,WB,,,,,,,SWOBODA RD,E,0.0199,43.06024201,-89.59108207,MVIT,ON,FTR,R CTH,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5091460,105,,CTH,45
1KL091L4FF,DT4000,3/19/2019,15,DANE,MIDDLETON,C,N,,,,,RAMP USH 12 TO USH 14,14,USH,WB,,,E,0.0229,43.09703952,-89.51862601,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5314295,176,,,25
24L04GK13C,DT4000,3/20/2019,6,DANE,CROSS PLAINS,V,N,14,USH,EB,,,KP,CTH,WB,,,W,0.0447,43.11470847,-89.66099782,MVIT,ON,FTR,R STH,C,4,4,0,1,0,,,,,,,Y,,,,,,,,5454901,826,,USH,30
1KL07ZH5JS,DT4000,3/20/2019,7,DANE,MIDDLETON,C,N,,,,,BRANCH ST,,,,,MAYWOOD AVE,S,0.0714,43.09935344,-89.49380147,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4820348,472,,,15
1KL091L4FG,DT4000,3/20/2019,7,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,Q,CTH,SB,,ALLEN BLVD,W,0.0036,43.10454185,-89.48691635,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819972,450,,CTH,30
1KL092T5JQ,DT4000,3/20/2019,14,DANE,MIDDLETON,C,I,,,,,PARMENTER ST,,,,,DISCOVERY DR,S,0.004,43.10230165,-89.51214988,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,5120283,21,,,25
1KL084FB05,DT4000,3/21/2019,13,DANE,MIDDLETON,C,PL,,,,,BRANCH ST,M,CTH,EB,,CENTURY AVE,S,0.029,43.10386595,-89.49273953,PKVEH,O ROW,NO,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,Y,4820050,425,,,
02L0Z1L4SF,DT4000,3/21/2019,18,DANE,CROSS PLAINS,T,I,P,CTH,SB,,,J,CTH,WB,,,,0,43.04604789,-89.65476759,MVIT,ON,FTS,R CTH,B,2,2,0,1,0,,,,,,,,,Y,,,,,,4846293,0,,CTH,55
1KL07TS288,DT4000,3/23/2019,14,DANE,MIDDLETON,C,I,MS,CTH,WB,,,,,,,BRANCH ST,E,0.007,43.0964365,-89.495575,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,Y,4841867,175,,CTH,30
1KL081Z7RG,DT4000,3/26/2019,23,DANE,MIDDLETON,C,N,,,,,SOUTH AVE,,,,,MAYFLOWER DR,E,0.0225,43.09344613,-89.49896335,PKVEH,ON,SSS,U CITY,O,2,1,0,0,0,Y,,,,,,,,,,,,Y,,4820714,119,,,25
1KL07TS28C,DT4000,3/27/2019,9,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARK LAWN,,0,43.0970213,-89.50427686,MVIT,ON,FTS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4820402,480,,CTH,25
1KL092T5JR,DT4000,3/27/2019,20,DANE,MIDDLETON,C,I,,,,,DEMING WAY,,,,,MARKET ST,S,0.0042,43.0929814,-89.52673614,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,Y,,,,,,,,,,5093005,256,,,25
02L0Z90C59,DT4000,3/30/2019,16,DANE,MIDDLETON,T,N,,,,,TIMBER LN,,,,,MID TOWN RD,N,0.25,43.03185618,-89.59426894,TFSIGN,RTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,Y,Y,4830851,1677,,,35
1KL097RB02,DT4000,3/31/2019,12,DANE,MIDDLETON,C,I,,,,,PLEASANT VIEW RD,,,,,CROSSOVER USH 14,N,0.0061,43.09664381,-89.53483216,MVIT,ON,FTR,U CITY,O,3,7,0,0,0,,,,,,,,,,,,,,,4841838,32,,,25
1KL092T5JS,DT4000,4/1/2019,16,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST,,0,43.09684873,-89.51153003,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,Y,4841808,331,,CTH,30
1KL07TS28D,DT4000,4/1/2019,19,DANE,MIDDLETON,C,N,,,,,BRISTOL ST,MS,CTH,NB,,UNIVERSITY AVE,S,0.029,43.09655098,-89.50663301,MVIT,ON,RTS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,Y,4820488,153,,,25
1KL081Z7RH,DT4000,4/2/2019,19,DANE,MIDDLETON,C,N,,,,,MURPHY DR,,,,,PARVIEW DR,E,0.0905,43.09845859,-89.53036618,OTH FX,ON,FTR,U CITY,O,2,1,0,0,0,,,,,,,Y,,,,,,,,4841696,478,,,25
1KL08HJN08,DT4000,4/3/2019,7,DANE,MIDDLETON,C,I,14,USH,EB,,,14,CTH,EB,,,,0,43.09638419,-89.53482925,MVIT,ON,FTS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488969,62,,USH,45
02L0Z1L4SG,DT4000,4/4/2019,18,DANE,MIDDLETON,T,N,S,CTH,WB,,,,,,,TIMBER LN,E,0.0975,43.06022846,-89.59894788,ANL DA,ON,NO,R CTH,O,1,1,0,0,0,,,,,,,,,,,,,,,4876806,515,,CTH,45
1KL097RB03,DT4000,4/4/2019,19,DANE,MIDDLETON,C,I,,,,,DONNA DR,,,,,PARK ST,,0,43.1058141,-89.50221762,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4819879,949,,,25
1KL091L4FH,DT4000,4/4/2019,20,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,BRISTOL ST,E,0.01,43.09697448,-89.50641408,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,Y,Y,,,,,,Y,4841792,53,,CTH,30
02L0Z1L4SH,DT4000,4/5/2019,2,DANE,CROSS PLAINS,T,PP,,,,,CLEVELAND RD,,,,,DEER RUN HTS RD,S,0.1515,43.09003303,-89.60790616,PKVEH,OFF,NO,R TOWN,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4821616,649,,,
1KL07W13C6,DT4000,4/7/2019,14,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,EB,,,N,0.0157,43.0971632,-89.52357601,MVIT,ON,FTR,U CITY,C,2,3,0,2,0,,,,,,,,,,,,,,,5040838,83,,,35
1KL07RB00D,DT4000,4/8/2019,15,DANE,MIDDLETON,C,I,14,USH,EB,,,12,USH,EB,,,W,0.1117,43.09684183,-89.51887932,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,Y,,,,,,,,,4827346,161,,USH,30
1KL097RB04,DT4000,4/11/2019,7,DANE,MIDDLETON,C,N,,,,,JOHN Q HAMMONS DR,,,,,GREENWAY BLVD,S,0.0432,43.08950473,-89.52462554,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4821208,528,,,25
1KL097RB05,DT4000,4/12/2019,12,DANE,MIDDLETON,C,PL,,,,,MAYWOOD AVE,,,,,BRISTOL ST,N,0.0699,43.10024603,-89.50648275,MVIT,O ROW,SSO,U CITY,O,2,5,0,0,0,,,,,,,,,,,,,,Y,4820257,615,,,
1KL080Q6N6,DT4000,4/12/2019,14,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,BRANCH ST,,0,43.09650699,-89.49567563,MVIT,ON,FTR,U CITY,C,3,3,0,2,0,Y,,,,,,,,Y,,,,Y,,4830635,0,,CTH,30
1KL091L4FK,DT4000,4/12/2019,14,DANE,MIDDLETON,C,I,,,,,PARMENTER ST,,,,,DONNA DR,N,0.0152,43.10612717,-89.51065699,OT PST,R SIDE,NO,U CITY,O,1,1,0,0,0,,,,,,,Y,,,,,,,,4827337,80,,,
1KL07TS28G,DT4000,4/13/2019,19,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,FTF,U CITY,A,2,8,0,2,0,,,,,,,,,Y,,,,,,4841808,331,,CTH,30
1KL092T5JX,DT4000,4/15/2019,7,DANE,MIDDLETON,C,I,,,,,RAMP USH 12 TO AIRPORT RD,,,,,CONNECTOR USH 12 TO AIRPORT RD,S,0.06,43.11153753,-89.51839715,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,Y,5321342,305,,,55
