,FROM,TO,CRASH
1149,1662192,1662138,0
1150,1662183,1662192,0
1151,1662139,1662085,0
1152,1662149,1662201,0
1153,1662185,1662068,0
1154,1662062,1662187,0
1155,1662187,1662185,0
1156,1662181,1662206,0
1157,1662154,1662209,0
1158,1662132,1662208,0
1159,1662166,1662139,0
1160,1662166,1662044,1
1161,1662164,1662225,0
1162,1662090,1662186,0
1163,1662186,1662191,0
1164,1662208,1662239,0
1165,1662239,1662164,0
1166,1662161,1662244,0
1167,1662239,1662251,0
1168,1662252,1662165,1
1169,1662161,1662252,0
1170,1662186,1662224,0
1171,1662224,1662090,0
1172,1662217,1662220,0
1173,1662220,1662166,0
1174,1662270,1662187,0
1175,1662246,1662270,0
1176,1662309,10503,1
1177,1662281,1662185,0
1178,1662337,1661833,0
1179,1662176,1662337,0
1180,1662309,1662320,0
1181,1662254,1662227,0
1182,1662254,1662224,0
1183,1662224,1662259,0
1184,1662259,1662230,0
1185,1662313,1662281,0
1186,1662305,1662314,0
1187,1662241,1662314,0
1188,1662320,1662351,0
1189,1662385,1661743,0
1190,1662337,1662365,1
1191,1662276,1662291,0
1192,1662291,1662242,0
1193,1662291,1662293,0
1194,1662293,1662238,0
1195,1662293,1662254,0
1196,1662244,1662353,0
1197,1662314,1662324,0
1198,1662324,1662281,0
1199,1662187,1662343,0
1200,1662270,1662343,0
1201,1662351,1662362,0
1202,1662308,1662230,0
1203,1662303,1662217,12
1204,10523,1662349,7
1205,1662358,10523,0
1206,1662381,1662382,0
1207,1662382,1662386,0
1208,1662386,1662388,0
1209,1662407,1662290,0
1210,1662343,1662409,0
1211,1662411,1662409,0
1212,1662410,1662324,0
1213,1662410,1662411,0
1214,1662342,1662406,0
1215,1662404,1662406,0
1216,1662403,1662404,0
1217,1662362,1662430,1
1218,1662394,1662358,0
1219,1662416,1662303,7
1220,1662220,1662416,0
1221,1662252,1662482,0
1222,1662388,1662459,0
1223,1662466,1662459,0
1224,1662453,1662358,0
1225,1662439,1662416,0
1226,1662440,1662429,0
1227,1662453,1662457,0
1228,1662465,1662399,0
1229,1662465,1662394,0
1230,1662460,1662439,1
1231,1662437,1662460,0
1232,1662459,1662503,0
1233,1662427,1662503,0
1234,1662513,1662528,0
1235,1662486,1662440,0
1236,1662506,1662465,0
1237,1662506,1662457,0
1238,1662555,1662351,0
1239,1662509,1662465,0
1240,1662514,1662510,0
1241,1662514,1662349,1
1242,1662457,1662512,0
1243,1662565,1662362,0
1244,1662565,1662555,0
1245,1662534,1662382,0
1246,1662432,1662534,0
1247,1662512,1662521,0
1248,1662521,1662512,0
1249,1662503,1662556,0
1250,1662602,1662320,0
1251,1662574,1662411,0
1252,1662615,1662602,0
1253,1662606,1662635,0
1254,1662635,1662602,0
1255,1662563,1662506,0
1256,1662569,1662536,0
1257,1662521,1662589,0
1258,1662589,1662563,0
1259,1662596,1662589,0
1260,1662596,1662453,0
1261,1662582,1662439,0
1262,1662409,1662407,0
1263,1662682,1662555,0
1264,1662556,1662653,0
1265,1662591,1662604,0
1266,1662604,1662569,0
1267,1662625,1662563,0
1268,1662631,1662582,0
1269,1662699,1662635,0
1270,1662672,1662556,0
1271,1662722,1662699,0
1272,1662674,1662707,0
1273,1662709,1662710,0
1274,1662710,1662707,0
1275,1662707,1662713,0
1276,1662691,1662653,0
1277,1662589,1662679,0
1278,1662701,1662534,0
1279,1662681,1662604,0
1280,1662736,1662565,0
1281,1662696,1662701,0
1282,1662694,1662625,0
1283,1662679,1662694,0
1284,1662653,1662721,0
1285,1662694,1662698,0
1286,1662715,1662509,0
1287,1662734,1662701,0
1288,1662731,1662596,0
1289,1662732,1662679,0
1290,1662732,1662731,0
1291,1662731,1662735,0
1292,1662735,1662453,0
1293,1662728,1662725,0
1294,1662728,1662681,0
1295,1662735,1662750,0
1296,1662738,1662728,0
1297,1662738,1662681,0
1298,1662721,1662764,0
1299,1662715,1662752,0
1300,1662755,1662514,0
1301,1662753,1662694,0
1302,1662753,1662732,0
1303,1662749,1662738,0
1304,1662749,1662704,0
1305,1662751,1662704,1
1306,1662638,1662751,0
1307,1662698,1662756,0
1308,1662756,1662753,0
1309,1662752,1662756,0
1310,1662769,1662749,0
1311,1662771,1662728,0
1312,1662823,1662722,0
1313,1662764,1662734,0
1314,1662815,1662710,0
1315,1662794,1662715,0
1316,1662764,1662806,0
1317,1662812,1662755,0
1318,1662778,1662826,0
1319,1662826,1662381,0
1320,1662816,1662752,0
1321,1662839,1662734,0
1322,1662835,1662794,0
1323,1662813,1662837,1
1324,1662837,1662843,1
1325,1662843,1662835,0
1326,1662860,1662899,0
1327,1662899,1662902,0
1328,1662887,1662813,7
1329,1662901,1662899,0
1330,1662835,1662914,0
1331,1662922,1662914,0
1332,1662933,1662843,0
1333,1662933,1662922,0
1334,1662902,1662964,0
1335,1662944,1662933,0
1336,1662957,1662942,0
1337,1662914,1662961,0
1338,1662942,1662961,0
1339,1662967,1662957,0
1340,1662967,1662943,0
1341,1662909,1663012,0
1342,1663013,1663012,0
1343,1663012,1663014,0
1344,2034247,1663014,0
1345,1662961,1663010,0
1346,1662707,1663062,0
1347,1663032,1663010,0
1348,1663032,1662967,0
1349,1662975,1663086,0
1350,1663086,1663062,0
1351,1663059,1662887,6
1352,1663010,1663072,0
1353,1663079,1663076,0
1354,1663079,1662945,1
1355,1663078,1663032,0
1356,1663076,1663078,0
1357,1663081,1663072,0
1358,1663078,1663081,0
1359,1663072,1663083,0
1360,1663090,1662933,0
1361,1663083,1663090,0
1362,1663090,1663059,0
1363,1663014,1663106,0
1364,1663133,1663081,0
1365,1663076,1663139,0
1366,1663139,1663144,0
1367,1663144,1663079,0
1368,1663143,1663078,0
1369,1663143,1663139,0
1370,1663144,1663149,0
1371,1663149,1663079,0
1372,1663151,1663133,0
1373,1663012,1663160,0
1374,1663160,1663164,0
1375,1663106,1663164,0
1376,1663162,1663126,0
1377,1663162,1663133,0
1378,1662964,1663180,0
1379,1662899,1663210,0
1380,1663210,1663212,6
1381,1663139,1663203,3
1382,1663208,1663203,0
1383,1663208,1663144,0
1384,1663207,1663143,0
1385,1663218,1663208,0
1386,1663218,1663149,0
1387,1663224,1663218,0
1388,1663224,1663160,0
1389,1663216,1663162,0
1390,1663207,1663216,0
1391,1663227,1663224,0
1392,1663160,1663227,0
1393,1663229,1663227,0
1394,1663164,1663229,0
1395,1663072,1663228,0
1396,1663228,1663216,1
1397,1663062,10668,0
1398,1663343,1662430,5
1399,1663203,1663291,5
1400,1663180,1663308,0
1401,1663291,1663294,4
1402,1663294,1663208,2
1403,1663292,1663291,8
1404,1663293,1663292,2
1405,1663299,1663294,14
1406,1663299,1663218,0
1407,1663301,1663299,9
1408,1663301,1663224,1
1409,10668,1663366,0
1410,1663314,1663301,38
1411,1663229,1663314,0
1412,1663319,1663314,22
1413,15381,1663319,14
1414,1663358,1663276,4
1415,1663352,1663059,3
1416,1663352,1663351,0
1417,1663351,1663361,0
1418,1663355,1663352,0
1419,1663308,1663378,0
1420,1663291,1663372,8
1421,1663374,1663361,2
1422,1663374,1663344,6
1423,1663292,1663375,0
1424,1663372,1663375,2
1425,1663377,1663372,6
1426,1663377,1663299,0
1427,1663383,1663377,2
1428,1663383,1663301,1
1429,1663390,1663383,9
1430,1663314,1663390,0
1431,1663395,1663390,9
1432,1663395,1663319,0
1433,1663390,1663422,0
1434,1663422,1663395,0
1435,1663430,1663374,3
1436,1663361,1663438,0
1437,1663351,1663439,0
1438,1663438,1663439,0
1439,1663372,1663444,9
1440,1663440,1663352,1
1441,1663439,1663440,0
1442,1663446,1663444,0
1443,1663444,1663450,0
1444,1663375,1663449,0
1445,1663449,1663446,0
1446,1663450,1663452,0
1447,1663452,1663377,0
1448,1663455,1663383,0
1449,1663455,1663422,0
1450,1663452,1663455,0
1451,1662365,1663549,1
1452,1663472,1663449,0
1453,1663422,1663507,0
1454,1663507,1663498,0
1455,1663498,1663510,0
1456,1663492,1663355,0
1457,1663508,1663430,0
1458,1663375,1663508,5
1459,1663515,1663438,0
1460,1663515,1663430,2
1461,1663553,1663508,0
1462,1663553,1663472,0
1463,1663498,1663563,1
1464,1663570,1663440,5
1465,1663449,1663578,0
1466,1663472,1663577,0
1467,1663577,1663578,0
1468,1663578,1663579,0
1469,1663579,1663446,0
1470,1663579,1663581,0
1471,1663444,1663581,9
1472,1663581,1663584,0
1473,1663584,1663587,0
1474,1663587,1663590,0
1475,1663507,1663601,0
1476,1663590,1663601,0
1477,1663603,1663553,0
1478,1663603,1663577,0
1479,1663611,1663489,0
1480,1663647,1663603,0
1481,1663581,1663652,1
1482,1663665,1663510,0
1483,1663663,1663603,0
1484,1663640,1663663,0
1485,1663661,1663515,2
1486,1663601,1663668,0
1487,1663678,1663665,0
1488,1663578,1663675,0
1489,1663652,1663675,0
1490,1663508,1663688,3
1491,1663739,1663569,0
1492,1663722,1663688,1
1493,1663722,1663553,0
1494,1663729,1663665,2
1495,1663737,1663663,0
1496,1663675,1663737,0
1497,1663759,1663729,0
1498,1663745,1663722,0
1499,1663745,1663647,0
1500,1663762,1663721,0
1501,1663741,1663777,0
1502,1663685,1663777,0
1503,1663647,1663793,0
1504,1663737,1663793,0
1505,1663794,1663836,0
1506,1663739,1663836,0
1507,1663815,1663745,0
1508,1663652,1663818,0
1509,1663777,1663830,0
1510,1663830,1663762,0
1511,1663736,1663823,0
1512,1663793,1663837,0
1513,1663851,1663729,1
1514,1663823,1663843,0
1515,1663688,1663843,0
1516,15377,1663851,3
1517,1663844,1663850,0
1518,1663850,1663755,0
1519,1663837,1663815,0
1520,1663836,1663888,0
1521,1663861,15378,25
1522,1663843,1663722,0
1523,1663862,1663861,22
1524,1663850,1663863,0
1525,1663863,1663866,0
1526,1663866,1663830,0
1527,1663366,1663921,0
1528,1663876,1663745,0
1529,1663873,1663570,7
1530,1663836,1663860,0
1531,1663843,1663903,0
1532,1663919,1663851,2
1533,1663916,1663844,1
1534,1663943,10698,0
1535,1663938,1663943,0
1536,1663992,1663549,0
1537,1663949,1663916,0
1538,1663926,1663949,0
1539,1663819,1663972,0
1540,1663972,1663919,0
1541,1663818,1663968,0
1542,1663862,1663981,0
1543,1663830,1663980,0
1544,1663968,1663983,0
1545,1663949,1663998,2
1546,1663980,1663998,0
1547,1663980,1664002,0
1548,1664002,1664009,0
1549,1664009,1663972,0
1550,1663861,1664019,0
1551,1664019,1663981,0
1552,1663818,1664013,0
1553,1664013,1664021,0
1554,1664021,1663973,0
1555,1663903,1664017,0
1556,1663983,1664025,0
1557,1664038,1664017,0
1558,1664051,1664038,0
1559,1664051,1664026,0
1560,1664002,1664065,0
1561,1664021,1664069,1
1562,1664064,1663968,0
1563,1664063,1664051,0
1564,1664063,1664032,0
1565,1664078,1663983,0
1566,1664082,1664062,0
1567,1664079,1664038,0
1568,1663549,1664167,0
1569,1664167,1664174,0
1570,1664122,1664125,0
1571,1664126,1664064,0
1572,1664114,1664126,0
1573,1664137,1664063,0
1574,1664082,1664137,0
1575,1664025,1664082,0
1576,1664147,1664009,1
1577,1664125,1664148,0
1578,1664148,1664128,0
1579,1664125,1664157,0
1580,1664159,1664093,0
1581,1664122,1664159,0
1582,1664155,1664121,0
1583,1664155,1664064,0
1584,1664126,1664163,0
1585,1664165,1664051,0
1586,1664185,1663916,0
1587,1664190,1664147,0
1588,1664199,1664155,0
1589,1664159,1664208,0
1590,1664163,1664204,0
1591,1664228,1664159,0
1592,1664148,1664237,0
1593,1664247,1664170,0
1594,1664247,1664190,0
1595,1664237,1664247,0
1596,1664163,1664248,0
1597,1664256,1664148,0
1598,1664013,1664255,0
1599,1664248,1664266,0
1600,1664137,1664271,1
1601,1664271,1664155,0
1602,1664237,1664291,0
1603,1664295,1664247,0
1604,1664290,1664271,0
1605,1664248,1664290,0
1606,1664255,1664328,0
1607,1664301,1664344,0
1608,1664271,1664344,0
1609,1664349,1664290,0
1610,1664359,1664190,1
1611,1664290,1664355,0
1612,1664378,1664349,0
1613,1664378,1664328,0
1614,1664391,1664355,0
1615,1664344,1664137,1
1616,1664414,1664378,1
1617,1664487,1663739,0
1618,1664467,1664213,4
1619,1664489,1663943,0
1620,1664294,1664486,0
1621,1664202,1664487,0
1622,1664355,1664482,0
1623,1664609,1664202,0
1624,1664709,1664174,0
1625,1664738,1664487,1
1626,1664742,1664738,0
1627,1664605,1664797,0
1628,10787,1665038,0
1629,1664167,1665100,0
1630,1665120,1664738,0
1631,1665118,1665116,0
1632,1664999,1665118,0
1633,1665120,1665118,1
1634,1665113,1665114,0
1635,1665091,1665090,0
1636,1665133,1664489,0
1637,1665133,1665132,0
1638,1665299,1665297,0
1639,1665091,1665330,0
1640,1665116,1665410,0
1641,1665444,1665297,0
1642,1665153,1665482,0
1643,1665100,1665551,0
1644,1665601,1665551,0
1645,1665552,1665410,0
1646,1665612,1665552,0
1647,1665586,1665614,0
1648,1665614,1665648,0
1649,1665410,1665648,0
1650,1665662,1665614,0
1651,1665648,1665671,0
1652,1665671,1665552,0
1653,1665671,1665735,0
1654,1665735,1665120,1
1655,1665741,1665671,0
1656,1665861,1665153,2
1657,1663992,1665861,2
1658,1666324,1666240,0
1659,1666285,1666324,0
1660,1666414,1666324,0
1661,1666361,1666385,0
1662,1666385,1666386,0
1663,1666421,1666414,0
1664,1666471,1666473,0
1665,1666465,1663992,0
1666,1666420,1666385,0
1667,1665861,1666485,0
1668,1665823,1666500,0
1669,1666498,1666500,0
1670,1666414,1666511,0
1671,1666511,1666588,0
1672,1666584,1666588,0
1673,1666506,1666587,0
1674,1666588,1666642,0
1675,1666684,1666509,0
1676,1666648,1666688,0
1677,1666726,1666684,0
1678,1666737,1666688,0
1679,1666512,1666737,0
1680,1666858,1666684,0
1681,1666844,1666865,0
1682,1666865,1666858,0
1683,1666938,1666865,0
1684,1666998,1666938,0
1685,1667003,1666998,0
1686,1666923,1667020,0
1687,1667021,1667020,0
1688,1666688,1667021,0
1689,1666485,1667037,0
1690,1667037,1667026,0
1691,1667028,1666858,0
1692,1667020,1667028,0
1693,1666865,1667028,0
1694,1667066,1667070,0
1695,1667070,1666998,0
1696,1667070,1667083,0
1697,1667104,1667083,0
1698,1667028,1667104,0
1699,1667104,1667021,0
1700,1666587,1667108,0
1701,1667097,1667098,0
1702,1667098,1667100,0
1703,1667174,1667104,0
1704,1667145,1667174,0
1705,1667203,1667066,0
1706,1667083,1667238,0
1707,1667174,1667238,0
1708,1667205,1667174,0
1709,1667302,1667203,0
1710,1667287,1667248,0
1711,1667378,1667302,0
1712,1667498,1666473,0
1713,1667493,1667498,0
1714,1667503,1667144,0
1715,1667287,1667287,0
1716,1667484,1667302,0
1717,1667238,1667484,0
1718,1667486,1667484,0
1719,1667518,1667503,0
1720,1667518,1667037,5
1721,1667498,1667518,0
1722,1667532,1667529,0
1723,1667533,1667532,0
1724,1667534,1667533,0
1725,1667587,1667533,0
1726,1667586,1667587,0
1727,1667636,1667534,0
1728,1667652,1667636,0
1729,1667658,1667595,0
1730,1667658,1667663,0
1731,1667714,1667493,0
1732,1667711,1667658,0
1733,1667710,1667636,0
1734,1667728,1667658,0
1735,1667730,1667710,0
1736,1667739,1667587,0
1737,1667774,1667144,2
1738,1667291,1667771,0
1739,1667773,1667710,0
1740,1667823,1667876,0
1741,1667899,1667771,0
1742,1667939,1667714,0
1743,1667899,1668103,1
1744,1668103,1667876,0
1745,1668213,1667518,6
1746,1668195,1668231,0
1747,1668327,1668231,0
1748,1668327,1668195,0
1749,1668329,1668298,0
1750,1668393,1667493,0
1751,11127,1667714,0
1752,10464,1661946,0
1753,10523,1662510,5
1754,1662510,1662750,3
1755,1662750,1662946,3
1756,1667829,1667899,0
1757,1667876,1667829,0
1758,1667779,1667829,0
1759,1667144,1666947,0
1760,1666947,1666498,0
1761,1667300,1667783,0
1762,1667783,1667774,0
1763,1667771,1667783,0
1764,1667085,1666947,0
1765,1666321,1666480,0
1766,1666480,1666485,0
1767,1666349,1666490,0
1768,1666490,1666480,0
1769,1666699,1666494,0
1770,1666494,1666490,0
1771,1666498,1666494,0
1772,1666295,1666504,0
1773,1666504,1666512,8
1774,1666500,1666504,0
1775,1667949,1668086,0
1776,1667949,1668329,0
1777,1667503,1667949,0
1778,1668266,1668393,0
1779,1666485,1666589,0
1780,1666670,1666589,0
1781,1665551,1666471,0
1782,1664761,1664722,0
1783,1665153,1664722,3
1784,1664722,1663343,9
1785,1663921,1664202,0
1786,1663265,1663086,0
1787,1663230,1663265,0
1788,1663289,1663265,0
1789,1662487,1662176,0
1790,1662490,1662487,0
1791,1663075,1662487,0
1792,1663632,1663075,0
1793,1664174,1663901,0
1794,1661725,1661719,0
1795,1661700,1661725,0
1796,1661670,1661719,0
1797,1661719,2008373,0
1798,1661725,1661742,0
1799,1661802,1661838,0
1800,1661907,1661668,1
1801,2024346,1663717,2
1802,1663861,2024347,6
1803,1663981,1664156,0
1804,1664213,1664144,1
1805,1664213,1663583,6
1806,1663870,1663717,0
1807,1663870,1663862,0
1808,1664144,1663870,3
1809,1663510,1663470,1
1810,1663897,1663973,0
1811,1663916,1663897,0
1812,1663897,1664021,2
1813,1663687,1663741,0
1814,1663668,1663687,0
1815,1663689,1663687,0
1816,1663297,1663344,0
1817,1663228,1663297,0
1818,1663293,1663207,1
1819,1663205,1663207,0
1820,1663203,1663205,0
1821,1663266,1663205,0
1822,1662536,1662477,0
1823,1662481,1662437,0
1824,1662494,1662481,0
1825,1662536,1662494,0
1826,1662494,1662474,0
1827,1662474,1662420,0
1828,1662431,1662421,0
1829,1662421,1662437,0
1830,1662420,1662421,0
1831,1662460,1662582,0
1832,1662887,1662837,0
1833,1661199,1661196,0
1834,1661200,1661199,0
1835,1661560,1661559,0
1836,1661556,1661560,0
1837,1662412,1662410,0
1838,1662539,1662412,0
1839,1662403,1662247,0
1840,1662248,1662247,0
1841,1662248,1662248,0
1842,1662400,1662403,0
1843,1661967,1662159,0
1844,1662168,1662257,0
1845,1662078,1662190,0
1846,1662190,1662159,0
1847,1662257,1662190,0
1848,1662395,1662257,0
1849,1662395,1662400,0
1850,1662159,1662200,0
1851,1662277,1662400,0
1852,1662200,1662277,0
1853,1662167,1662200,0
1854,1662237,1662277,0
1855,1663206,1663394,0
1856,1664253,1664483,0
1857,1665971,1665956,0
1858,1666240,1665956,0
1859,1666044,1665971,0
1860,1666025,1665735,0
1861,1666512,1666025,0
1862,1665956,1665586,0
1863,1665218,1665114,0
1864,1665297,1665218,0
1865,1665956,1665890,0
1866,1665472,1665466,0
1867,1665615,1665466,0
1868,1665890,1665615,0
1869,1665685,1665890,0
1870,1666026,1666044,0
1871,1666025,1666026,0
1872,1666113,1666203,0
1873,1666203,1666112,0
1874,1666353,1666203,0
1875,1666509,1666353,0
1876,1666372,1666353,0
1877,1666353,1666294,0
1878,1666165,1666026,0
1879,1665902,1665971,0
1880,1666984,2304262,0
1881,1666907,1666984,0
1882,1667179,2304263,0
1883,1667162,1667179,0
1884,1667179,1666984,0
1885,1668044,1667933,0
1886,1668046,1667933,0
1887,1667931,1667874,0
1888,1668185,1668168,0
1889,1668168,1668018,0
1890,1667877,1668046,0
1891,1667874,1667663,0
1892,1667933,1667874,0
1893,1667880,1667877,0
1894,1668018,1667880,0
1895,1667835,1667877,0
1896,1665100,1665046,0
1897,1662995,1663075,0
1898,1661921,10492,0
1899,1661874,1661921,0
1900,10492,1662064,2
1901,1662172,1662064,0
1902,1662321,1662235,0
1903,1662121,1662065,0
1904,1662083,1662121,0
1905,1662120,1662121,0
1906,1662177,1662178,0
1907,1662120,1662177,0
1908,1662079,1662120,0
1909,1662118,1662120,0
1910,1662147,1662175,0
1911,1662208,1662236,0
1912,1662236,1662280,0
1913,1662204,1662236,0
1914,1662175,1662204,0
1915,1662236,1662258,0
1916,1662175,1662203,0
1917,1662141,1662173,0
1918,1662203,1662173,0
1919,1662173,1662098,0
1920,1662204,1662228,0
1921,1662228,1662203,0
1922,1662258,1662228,0
1923,1662307,1662258,0
1924,1662203,1662244,0
1925,1662429,1662303,0
1926,1662681,1662673,0
1927,1662569,1662460,10
1928,1663215,1663212,0
1929,1662230,2026265,2
1930,1662561,1662509,0
1931,1662625,1662561,0
1932,1662803,1662753,0
1933,1662945,1662803,0
1934,1662756,1662804,0
1935,1662803,1662804,0
1936,1663054,1663076,1
1937,1663607,1663611,0
1938,1663775,1663590,2
1939,1663844,1663775,0
1940,1663775,1663770,0
1941,1663646,1663762,0
1942,1663668,1663646,0
1943,1663596,1663646,0
1944,1664052,1664122,0
1945,1663998,1664052,0
1946,1664056,1664052,0
1947,1664383,1664349,0
1948,1663710,1663605,0
1949,1663717,1663710,2
1950,1664197,1664144,0
1951,1663189,2296035,0
1952,1665732,1665615,0
1953,1666112,1665732,0
1954,1665652,1665732,0
1955,1665603,1665652,0
1956,1665455,1665603,0
1957,1665354,1665455,0
1958,1665653,1665543,0
1959,1665543,1665455,0
1960,1665127,1665133,0
1961,1665114,1665127,0
1962,1665127,1665354,0
1963,1665353,1665354,0
1964,1665448,1665543,0
1965,1662100,1662147,0
1966,1662071,1662100,0
1967,1662365,1662374,0
1968,1662810,1662811,0
1969,1662375,1662309,0
1970,1662374,1662375,0
1971,1662538,1662375,0
1972,1661911,1661921,0
1973,1662067,1662100,0
1974,1662074,1662067,0
1975,1662132,1662074,0
1976,1662155,1662208,0
1977,1662147,1662155,0
1978,1662074,1662155,0
1979,1662971,1662922,0
1980,1664469,1664019,0
1981,1662463,1662357,0
1982,1662357,1662372,0
1983,1662462,1662463,0
1984,1662462,1662372,1
1985,1662319,1662276,0
1986,1662509,1662319,3
1987,1661547,1661549,0
1988,1661566,1661555,0
1989,1661547,1661566,0
1990,1661544,1661577,0
1991,1661585,1661547,0
1992,1661593,1661566,0
1993,1661585,1661593,0
1994,1661555,1661598,0
1995,1661676,1661585,0
1996,1661577,1661676,0
1997,1661598,1661614,1
1998,1661593,1661614,0
1999,1661620,1661585,0
2000,1661676,1661620,0
2001,1661719,1661614,0
2002,1661614,1661670,0
2003,1661553,1661555,0
2004,1661553,1661389,0
2005,1661668,1661553,0
2006,1661668,1661670,0
2007,1662784,1662813,0
2008,1662282,1662286,0
2009,1663344,1663293,4
2010,1661890,1661879,0
2011,1662109,1662040,0
2012,1662957,1662898,0
2013,1662049,1662000,0
2014,1662069,1662088,0
2015,1662066,1662069,0
2016,1662069,1662066,0
2017,1663604,1663583,0
2018,1663605,1663604,0
2019,1663604,1663710,0
2020,1663531,1663450,0
2021,1663584,1663531,0
2022,1661558,1661577,0
2023,1661558,2013290,0
2024,1668383,1668381,0
2025,1668383,1668391,0
2026,1668437,1667774,1
2027,1668463,1668437,0
2028,1668285,1668463,0
2029,1668549,1668437,0
2030,1668551,1668103,0
2031,1668630,1668213,0
2032,1668636,1668329,0
2033,1668822,1668327,1
2034,1668393,1669042,0
2035,1668449,1668046,0
2036,1668444,1668168,0
2037,1668388,1668633,0
2038,15378,15377,11
2039,1663298,1663297,0
2040,1662481,1662474,0
2041,1667663,1667544,0
2042,1662458,1662513,0
2043,1662417,1662433,0
2044,1662290,1661729,0
2045,1662386,1661584,0
2046,1663308,1663180,0
2047,10949,1666471,5
2048,1676929,1666473,0
2049,1666473,1676929,0
2050,1666465,1676929,0
2051,1676929,1666465,0
2052,1666512,1666511,2
2053,1666511,1666512,0
2054,1666511,1666509,1
2055,1666509,1666511,0
2056,1665603,1665653,0
2057,1665653,1665603,0
2058,1665653,1677459,0
2059,1677459,1665653,0
2060,1677459,1677461,0
2061,1677461,1677459,0
2062,1677461,1677462,0
2063,1677462,1677461,0
2064,1677462,1677463,0
2065,1677463,1677462,0
2066,1677463,1677464,0
2067,1677464,1677463,0
2068,1677463,1677466,0
2069,1677466,1677463,0
2070,1677462,1677465,0
2071,1677465,1677462,0
2072,1677459,1677460,0
2073,1677460,1677459,0
2074,1677461,1677469,0
2075,1677469,1677461,0
2076,1666112,1666113,0
2077,1666113,1666112,0
2078,1666113,1679415,0
2079,1679415,1666113,0
2080,1679419,1679420,0
2081,1679420,1679419,0
2082,1679421,1679419,0
2083,1679419,1679421,1
2084,1661973,1679441,0
2085,1679441,1661973,0
2086,1679441,1662159,0
2087,1662159,1679441,0
2088,1679441,1679440,0
2089,1679440,1679441,0
2090,1662395,1679462,0
2091,1679462,1662395,0
2092,1679462,1662388,2
2093,1662388,1679462,0
2094,1662395,1679458,1
2095,1679458,1662395,0
2096,1679462,1679459,0
2097,1679459,1679462,0
2098,1679460,1679461,0
2099,1679461,1679460,0
2100,1679458,1679452,0
2101,1679452,1679458,0
2102,1679459,1679455,0
2103,1679455,1679459,0
2104,1679452,1679454,0
2105,1679454,1679452,0
2106,1679454,1679455,0
2107,1679455,1679454,0
2108,1679455,1679456,0
2109,1679456,1679455,0
2110,1662721,1679460,0
2111,1679460,1662721,0
2112,1679460,1679459,0
2113,1679459,1679460,0
2114,1679459,1679458,0
2115,1679458,1679459,0
2116,1661836,1679486,0
2117,1679486,1661836,0
2118,1679486,1679485,0
2119,1679485,1679486,0
2120,2012366,1679488,0
2121,1679488,2012366,0
2122,1679489,2012366,0
2123,2012366,1679489,0
2124,1661825,1679489,0
2125,1679489,1661825,0
2126,1662252,1662235,0
2127,1662235,1662252,0
2128,1662462,1679706,0
2129,1679706,1662462,1
2130,1664473,1664479,0
2131,1664479,1664473,1
2132,1664479,1664483,0
2133,1664483,1664479,0
2134,1678985,1664486,0
2135,1664486,1678985,1
2136,1663395,1679719,0
2137,1679719,1663395,6
2138,1679719,1663470,0
2139,1663470,1679719,8
2140,1679719,15381,7
2141,15381,1679719,0
2142,1662794,1679723,0
2143,1679723,1662794,0
2144,1665132,1677464,0
2145,1677464,1665132,0
2146,2003172,1668231,0
2147,1668213,2003172,0
2148,2003172,1668213,3
2149,1668231,2003172,0
2150,2003172,2003173,0
2151,2003173,2003172,0
2152,2004247,2004256,0
2153,2004256,2004247,0
2154,1661966,2005014,0
2155,2005014,1661966,0
2156,2005014,2005018,0
2157,2005018,2005014,0
2158,2005018,2005019,1
2159,2005019,2005018,0
2160,2005019,2005020,0
2161,2005020,2005019,0
2162,2005019,2005021,0
2163,2005021,2005019,0
2164,2005024,2005018,0
2165,2005018,2005024,0
2166,2005025,2005024,1
2167,2005024,2005025,0
2168,2005024,2005026,0
2169,2005026,2005024,0
2170,2005027,1679723,1
2171,1679723,2005027,0
2172,2005027,2005029,4
2173,2005029,2005027,0
2174,2005029,2005030,0
2175,2005030,2005029,0
2176,2005030,2005032,0
2177,2005032,2005030,0
2178,2005032,2005033,0
2179,2005033,2005032,0
2180,2005029,2005034,0
2181,2005034,2005029,0
2182,2005034,2005035,1
2183,2005035,2005034,0
2184,2005036,2005035,0
2185,2005035,2005036,0
2186,2005035,2005037,0
2187,2005037,2005035,0
2188,2005036,2005033,0
2189,2005033,2005036,0
2190,2005037,2005036,0
2191,2005036,2005037,0
2192,2005037,2005038,0
2193,2005038,2005037,0
2194,2005039,2005038,0
2195,2005038,2005039,0
2196,2005040,2005041,0
2197,2005041,2005040,0
2198,2005041,2005042,0
2199,2005042,2005041,0
2200,2005042,2005039,0
2201,2005039,2005042,0
2202,2005097,2005040,0
2203,2005040,2005097,0
2204,2005104,2005097,0
2205,2005097,2005104,0
2206,2005038,2005104,1
2207,2005104,2005038,0
2208,2005104,2005102,1
2209,2005102,2005104,0
2210,2005107,1662319,0
2211,1662319,2005107,0
2212,1662276,2005107,0
2213,2005107,1662276,0
2214,2005110,2005107,0
2215,2005107,2005110,0
2216,2005102,2005110,0
2217,2005110,2005102,0
2218,2005102,2005117,0
2219,2005117,2005102,0
2220,2005117,2005118,0
2221,2005118,2005117,0
2222,1679737,2005123,0
2223,2005123,2005110,0
2224,2005110,2005123,0
2225,2005123,1679737,0
