1661200,1660820,4066
1661678,1661705,158
1661704,1661705,264
1661723,1661697,581
1661705,1661723,264
1661705,1661739,211
1661754,1661704,581
1661754,1661746,264
1661704,1661767,475
1661723,1661768,422
1661769,1661768,264
1661767,1661769,317
1661794,1661754,317
1661794,1661795,158
1661805,1661746,528
1661834,1661794,422
1661767,1661834,898
1661836,1661774,739
1661867,1661836,211
1661868,1661867,370
1661825,1661869,370
1661869,1661868,475
1661880,1661869,528
10464,1661744,950
1661884,1661805,739
1661884,1661880,686
1661768,1661878,898
1661887,1661805,739
1661887,1661884,475
1661882,1661769,898
1661886,1661834,317
1661886,1661887,370
1661882,1661886,528
1661851,1661837,264
1661851,1661838,581
1661936,1661868,317
1661936,1661939,370
1661939,1661867,370
1661869,1661942,264
1661942,1661936,528
1661838,1661879,264
1661908,1661906,53
1661942,1661950,53
1661880,1661959,686
1661959,1661950,422
1661904,1661851,264
1661907,1661904,264
1661952,1661940,950
1661801,1661952,1637
1661993,1661951,211
1661908,1661946,1901
1661945,1661908,211
1662004,1661936,317
1661950,1662004,739
1661965,1661945,898
1662019,1661927,528
1661966,1661970,158
1661970,1661965,158
1662023,1662019,158
1661969,1661904,475
1662036,1661993,370
1661978,1661974,317
1661974,1661977,158
1661984,1661978,264
1661974,1661984,1795
1661879,1661988,528
1661988,1661987,106
1662008,1661997,475
1661945,1662008,317
1662004,1662055,528
1662055,1662053,475
1661970,1662011,211
1662000,1661984,211
1662001,1662000,211
1662003,1662001,211
1661907,1662003,475
1662070,1662023,264
1662062,1661940,686
1661952,1662062,1320
1662075,1662070,317
1662068,1662016,422
1662042,1661969,422
1662040,1662042,317
1662044,1662040,317
1661988,1662044,370
1662055,1662096,370
1662093,1662096,581
1662096,1662098,211
1662098,1661939,950
1662118,1661897,1267
1662117,1662057,370
1662118,1662117,317
1662119,1662054,370
1662117,1662119,317
1662066,1661965,845
1662113,1661993,792
1661940,1662068,1795
1662129,1662039,475
1662119,1662129,317
1662129,1662138,370
1662141,1662091,264
1662141,1662113,211
1662149,1662070,370
1662138,1662149,317
1662147,1662113,370
1662008,1662088,422
1662088,1662090,370
1662154,1662075,422
1662149,1662154,317
1662085,1662042,317
1662176,1661793,4699
1661969,1662085,1426
1662121,10503,211
1661949,1662145,1109
1662164,1662132,370
1662154,1662164,158
1662161,1662098,317
1662093,1662165,370
1662161,1662165,422
1662178,1662118,317
1662179,1662117,317
1662179,1662178,317
1662181,1662119,317
1662181,1662179,317
1662183,1662129,317
1662183,1662181,317
1662148,1662088,264
1662138,1662192,317
1662192,1662183,317
1662085,1662139,317
1662201,1662149,317
1662068,1662185,1214
1662187,1662062,686
1662185,1662187,581
1662206,1662181,211
1662209,1662154,264
1662208,1662132,686
1662139,1662166,264
1662044,1662166,686
1662225,1662164,317
1662186,1662090,475
1662191,1662186,317
1662239,1662208,264
1662164,1662239,634
1662244,1662161,950
1662251,1662239,158
1662165,1662252,686
1662252,1662161,581
1662224,1662186,211
1662090,1662224,792
1662220,1662217,898
1662166,1662220,317
1662187,1662270,845
1662270,1662246,528
10503,1662309,792
1662185,1662281,634
1661833,1662337,2693
1662337,1662176,2165
1662320,1662309,581
1662227,1662254,264
1662224,1662254,581
1662259,1662224,317
1662230,1662259,422
1662281,1662313,264
1662314,1662305,370
1662314,1662241,370
1662351,1662320,1056
1661743,1662385,6811
1662365,1662337,2693
1662291,1662276,370
1662242,1662291,264
1662293,1662291,370
1662238,1662293,317
1662254,1662293,634
1662353,1662244,792
1662324,1662314,422
1662281,1662324,211
1662343,1662187,845
1662343,1662270,634
1662362,1662351,634
1662230,1662308,422
1662217,1662303,422
1662349,10523,1267
10523,1662358,792
1662382,1662381,1214
1662386,1662382,1426
1662388,1662386,475
1662290,1662407,1954
1662409,1662343,370
1662409,1662411,898
1662324,1662410,370
1662411,1662410,264
1662406,1662342,370
1662406,1662404,211
1662404,1662403,898
1662430,1662362,1742
1662358,1662394,422
1662303,1662416,950
1662416,1662220,950
1662482,1662252,1162
1662459,1662388,422
1662459,1662466,211
1662358,1662453,475
1662416,1662439,317
1662429,1662440,264
1662457,1662453,370
1662399,1662465,370
1662394,1662465,739
1662439,1662460,158
1662460,1662437,264
1662503,1662459,317
1662503,1662427,845
1662528,1662513,158
1662440,1662486,528
1662465,1662506,317
1662457,1662506,581
1662351,1662555,1162
1662465,1662509,370
1662510,1662514,1214
1662349,1662514,950
1662512,1662457,370
1662362,1662565,1109
1662555,1662565,422
1662382,1662534,1003
1662534,1662432,634
1662556,1662503,317
1662320,1662602,1531
1662411,1662574,1003
1662602,1662615,264
1662635,1662606,211
1662602,1662635,106
1662506,1662563,475
1662536,1662569,211
1662589,1662521,317
1662563,1662589,317
1662589,1662596,264
1662453,1662596,845
1662439,1662582,1162
1662407,1662409,3010
1662555,1662682,581
1662653,1662556,370
1662604,1662591,211
1662569,1662604,158
1662563,1662625,792
1662582,1662631,264
1662635,1662699,370
1662556,1662672,898
1662699,1662722,106
1662707,1662674,211
1662710,1662709,211
1662707,1662710,370
1662713,1662707,634
1662653,1662691,422
1662679,1662589,317
1662534,1662701,792
1662604,1662681,264
1662565,1662736,792
1662701,1662696,317
1662625,1662694,317
1662694,1662679,1003
1662721,1662653,422
1662698,1662694,158
1662509,1662715,1320
1662701,1662734,264
1662596,1662731,634
1662679,1662732,317
1662731,1662732,317
1662735,1662731,317
1662453,1662735,1690
1662725,1662728,211
1662681,1662728,317
1662750,1662735,686
1662728,1662738,422
1662681,1662738,634
1662764,1662721,317
1662752,1662715,317
1662514,1662755,1109
1662694,1662753,264
1662732,1662753,1056
1662738,1662749,211
1662704,1662749,370
1662704,1662751,422
1662751,1662638,792
1662756,1662698,634
1662753,1662756,581
1662756,1662752,370
1662749,1662769,211
1662728,1662771,264
1662722,1662823,792
1662734,1662764,1426
1662710,1662815,739
1662715,1662794,898
1662806,1662764,739
1662755,1662812,422
1662826,1662778,528
1662381,1662826,2904
1662752,1662816,845
1662734,1662839,792
1662794,1662835,845
1662837,1662813,475
1662843,1662837,475
1662835,1662843,634
1662899,1662860,264
1662902,1662899,1056
1662813,1662887,528
1662899,1662901,317
1662914,1662835,528
1662914,1662922,370
1662843,1662933,634
1662922,1662933,317
1662964,1662902,370
1662933,1662944,422
1662942,1662957,370
1662961,1662914,264
1662961,1662942,475
1662957,1662967,317
1662943,1662967,106
1663012,1662909,634
1663012,1663013,158
1663014,1663012,317
1663014,2034247,528
1663010,1662961,317
1663062,1662707,2640
1663010,1663032,1214
1662967,1663032,528
1663086,1662975,1003
1663062,1663086,422
1662887,1663059,950
1663072,1663010,264
1663076,1663079,739
1662945,1663079,950
1663032,1663078,264
1663078,1663076,1003
1663072,1663081,792
1663081,1663078,317
1663083,1663072,370
1662933,1663090,898
1663090,1663083,317
1663059,1663090,1373
1663106,1663014,422
1663081,1663133,317
1663139,1663076,370
1663144,1663139,634
1663079,1663144,370
1663078,1663143,317
1663139,1663143,1003
1663149,1663144,686
1663079,1663149,1003
1663133,1663151,158
1663160,1663012,686
1663164,1663160,317
1663164,1663106,317
1663126,1663162,211
1663133,1663162,158
1663180,1662964,1954
1663210,1662899,1637
1663212,1663210,1214
1663203,1663139,317
1663203,1663208,686
1663144,1663208,317
1663143,1663207,264
1663208,1663218,739
1663149,1663218,317
1663218,1663224,422
1663160,1663224,792
1663162,1663216,317
1663216,1663207,739
1663224,1663227,528
1663227,1663160,317
1663227,1663229,264
1663229,1663164,317
1663228,1663072,792
1663216,1663228,264
10668,1663062,1742
1662430,1663343,5174
1663291,1663203,475
1663294,1663291,686
1663208,1663294,475
1663291,1663292,739
1663292,1663293,264
1663294,1663299,686
1663218,1663299,475
1663299,1663301,475
1663224,1663301,422
1663366,10668,211
1663301,1663314,898
1663314,1663229,475
1663314,1663319,317
1663319,15381,370
1663276,1663358,264
1663059,1663352,1584
1663351,1663352,686
1663361,1663351,1267
1663352,1663355,581
1663378,1663308,317
1663372,1663291,317
1663361,1663374,475
1663344,1663374,211
1663375,1663292,370
1663375,1663372,739
1663372,1663377,1320
1663299,1663377,370
1663377,1663383,475
1663301,1663383,370
