,FROM,TO,test
246,1662556,1662672,0.06978415760054152
247,1662699,1662722,0.06978415760054152
248,1662707,1662674,0.022080319369739365
249,1662710,1662709,0.022080319369739365
250,1662707,1662710,0.022080319369739365
251,1662713,1662707,0.022080319369739365
252,1662653,1662691,0.06978415760054152
253,1662679,1662589,0.06978415760054152
254,1662534,1662701,0.06978415760054152
255,1662604,1662681,0.06978415760054152
256,1662565,1662736,0.06978415760054152
257,1662701,1662696,0.06978415760054152
258,1662625,1662694,0.006818461530069585
259,1662694,1662679,0.06978415760054152
260,1662721,1662653,0.06978415760054152
261,1662698,1662694,0.06978415760054152
262,1662509,1662715,0.07580269641020086
263,1662701,1662734,0.06978415760054152
264,1662596,1662731,0.06978415760054152
265,1662679,1662732,0.06978415760054152
266,1662731,1662732,0.006818461530069585
267,1662735,1662731,0.0751536422273285
268,1662453,1662735,0.08105698305909054
269,1662725,1662728,0.06978415760054152
270,1662681,1662728,0.06978415760054152
271,1662750,1662735,0.006818461530069585
272,1662728,1662738,0.06978415760054152
273,1662681,1662738,0.06978415760054152
274,1662764,1662721,0.06978415760054152
275,1662752,1662715,0.300614568909314
276,1662514,1662755,0.021482150212861255
277,1662694,1662753,0.09024130525023914
278,1662732,1662753,0.04512065262511957
279,1662738,1662749,0.06978415760054152
280,1662704,1662749,0.06978415760054152
281,1662704,1662751,0.022581710508116713
282,1662751,1662638,0.06978415760054152
283,1662756,1662698,0.06978415760054152
284,1662753,1662756,0.04100465505346495
285,1662756,1662752,0.06438839077314361
286,1662749,1662769,0.06978415760054152
287,1662728,1662771,0.06978415760054152
288,1662722,1662823,0.17296250172962505
289,1662734,1662764,0.06978415760054152
290,1662710,1662815,0.022080319369739365
291,1662715,1662794,0.05305947569279094
292,1662806,1662764,0.06978415760054152
293,1662755,1662812,0.06978415760054152
294,1662826,1662778,0.06978415760054152
295,1662381,1662826,0.14151477414242047
296,1662752,1662816,0.16211396611818107
297,1662734,1662839,0.17296250172962505
298,1662794,1662835,0.16916239942766723
299,1662837,1662813,0.06018620105952791
300,1662843,1662837,0.002654451764463859
301,1662835,1662843,0.1052150991182599
302,1662899,1662860,0.06978415760054152
303,1662902,1662899,0.06978415760054152
304,1662813,1662887,0.10828956630028697
305,1662899,1662901,0.06978415760054152
306,1662914,1662835,0.36096522100095657
307,1662914,1662922,0.06978415760054152
308,1662843,1662933,0.8642668856142777
309,1662922,1662933,0.43213344280713883
310,1662964,1662902,0.08382639553484733
311,1662933,1662944,0.3246120885541778
312,1662942,1662957,0.06978415760054152
313,1662961,1662914,0.006818461530069585
314,1662961,1662942,0.2883922134102379
315,1662957,1662967,0.06978415760054152
316,1662943,1662967,0.06978415760054152
317,1663012,1662909,0.21606672140356942
318,1663012,1663013,0.06978415760054152
319,1663014,1663012,1.2964003284214165
320,1663014,2034247,0.07832264229266038
321,1663010,1662961,0.006818461530069585
322,1663062,1662707,0.022080319369739365
323,1663010,1663032,0.11283879849247365
324,1662967,1663032,0.2594437525944375
325,1663086,1662975,0.022080319369739365
326,1663062,1663086,0.022080319369739365
327,1662887,1663059,0.015046550264881978
328,1663072,1663010,0.4512065262511957
329,1663076,1663079,0.06447551985402743
330,1662945,1663079,0.0501551675496066
331,1663032,1663078,0.06978415760054152
332,1663078,1663076,0.006818461530069585
333,1663072,1663081,0.0601608701668261
334,1663081,1663078,0.006818461530069585
335,1663083,1663072,0.12877678154628722
336,1662933,1663090,0.3050919852335479
337,1663090,1663083,0.006818461530069585
338,1663059,1663090,0.10410941552540334
339,1663106,1663014,0.0489980511025174
340,1663081,1663133,0.06978415760054152
341,1663139,1663076,0.06978415760054152
342,1663144,1663139,0.6482001642107083
343,1663079,1663144,0.12877678154628722
344,1663078,1663143,0.06978415760054152
345,1663139,1663143,0.06978415760054152
346,1663149,1663144,0.3993769719237989
347,1663079,1663149,1.6389188598587798
348,1663133,1663151,0.06978415760054152
349,1663160,1663012,0.19968848596189945
350,1663164,1663160,0.06978415760054152
351,1663164,1663106,0.03261384474016142
352,1663126,1663162,0.06978415760054152
353,1663133,1663162,0.06978415760054152
354,1663180,1662964,0.14021115800395395
355,1663210,1662899,0.08368130810620832
356,1663212,1663210,0.006818461530069585
357,1663203,1663139,0.06978415760054152
358,1663203,1663208,0.3993769719237989
359,1663144,1663208,0.150307284454657
360,1663143,1663207,0.06978415760054152
361,1663208,1663218,0.06978415760054152
362,1663149,1663218,0.43213344280713883
363,1663218,1663224,0.3246120885541778
364,1663160,1663224,0.17296250172962505
365,1663162,1663216,0.06978415760054152
366,1663216,1663207,0.18536711958032887
367,1663224,1663227,0.06978415760054152
368,1663227,1663160,0.06978415760054152
369,1663227,1663229,0.06978415760054152
370,1663229,1663164,0.005095410932790129
371,1663228,1663072,0.0601608701668261
372,1663216,1663228,0.06978415760054152
373,10668,1663062,0.022080319369739365
374,1662430,1663343,0.004412649831525029
375,1663291,1663203,0.06978415760054152
376,1663294,1663291,0.1041852970235997
377,1663208,1663294,0.0501551675496066
378,1663291,1663292,0.05802796786862468
379,1663292,1663293,0.002654451764463859
380,1663294,1663299,0.002654451764463859
381,1663218,1663299,0.06978415760054152
382,1663299,1663301,0.002654451764463859
383,1663224,1663301,0.06978415760054152
384,1663366,10668,1.2984483542167111
385,1663301,1663314,0.002654451764463859
386,1663314,1663229,0.23941995075566921
387,1663314,1663319,0.002654451764463859
388,1663319,15381,0.002654451764463859
389,1663276,1663358,0.11748396343899058
390,1663059,1663352,0.009024130525023913
391,1663351,1663352,0.20837059404719943
392,1663361,1663351,0.006818461530069585
393,1663352,1663355,0.23577676655742344
394,1663378,1663308,0.06978415760054152
395,1663372,1663291,0.005095410932790129
396,1663361,1663374,0.006818461530069585
397,1663344,1663374,0.158071973556817
398,1663375,1663292,0.7404664938911515
399,1663375,1663372,0.006818461530069585
400,1663372,1663377,0.006818461530069585
401,1663299,1663377,1.480932987782303
402,1663377,1663383,0.006818461530069585
403,1663301,1663383,0.06978415760054152
404,1663383,1663390,0.006818461530069585
405,1663390,1663314,0.36096522100095657
406,1663390,1663395,0.006818461530069585
407,1663319,1663395,1.7285337712285553
408,1663422,1663390,0.8670019074041962
409,1663395,1663422,0.6492241771083556
410,1663374,1663430,0.045163421016233427
411,1663438,1663361,0.2883922134102379
412,1663439,1663351,0.06978415760054152
413,1663439,1663438,0.06978415760054152
414,1663444,1663372,0.005095410932790129
415,1663352,1663440,0.002654451764463859
416,1663440,1663439,0.06978415760054152
417,1663444,1663446,0.06978415760054152
418,1663450,1663444,0.06978415760054152
419,1663449,1663375,0.06978415760054152
420,1663446,1663449,0.3246120885541778
421,1663452,1663450,0.37023324694557574
422,1663377,1663452,0.06978415760054152
423,1663383,1663455,0.06978415760054152
424,1663422,1663455,1.3729139335509657
425,1663455,1663452,0.06978415760054152
426,1663549,1662365,0.022080319369739365
427,1663449,1663472,0.06978415760054152
428,1663507,1663422,1.03777501037775
429,1663498,1663507,0.06978415760054152
430,1663510,1663498,0.5641939924623682
431,1663355,1663492,0.06978415760054152
432,1663430,1663508,0.006818461530069585
433,1663508,1663375,0.006818461530069585
434,1663438,1663515,0.3246120885541778
435,1663430,1663515,0.009024130525023913
436,1663508,1663553,0.37023324694557574
437,1663472,1663553,0.06978415760054152
438,1663563,1663498,0.06978415760054152
439,1663440,1663570,0.002654451764463859
440,1663578,1663449,0.06978415760054152
441,1663577,1663472,0.06978415760054152
442,1663578,1663577,0.43213344280713883
443,1663579,1663578,0.06978415760054152
444,1663446,1663579,0.06978415760054152
445,1663581,1663579,0.06978415760054152
446,1663581,1663444,0.005095410932790129
447,1663584,1663581,0.4576379778503219
448,1663587,1663584,0.06978415760054152
449,1663590,1663587,0.5990654578856983
450,1663601,1663507,0.2883922134102379
451,1663601,1663590,0.06978415760054152
452,1663553,1663603,0.06978415760054152
453,1663577,1663603,0.06978415760054152
454,1663489,1663611,0.06978415760054152
455,1663603,1663647,0.06978415760054152
456,1663652,1663581,0.005095410932790129
457,1663510,1663665,0.0601608701668261
458,1663603,1663663,0.06978415760054152
459,1663663,1663640,0.06978415760054152
460,1663515,1663661,0.004512065262511957
461,1663668,1663601,0.06978415760054152
462,1663665,1663678,0.06978415760054152
463,1663675,1663578,0.06978415760054152
464,1663675,1663652,0.06978415760054152
465,1663688,1663508,0.006818461530069585
466,1663569,1663739,0.23577676655742344
467,1663688,1663722,0.06978415760054152
468,1663553,1663722,0.06978415760054152
469,1663665,1663729,0.006818461530069585
470,1663663,1663737,0.4715535331148469
471,1663737,1663675,0.23577676655742344
472,1663729,1663759,0.06978415760054152
473,1663722,1663745,0.06978415760054152
474,1663647,1663745,0.06978415760054152
475,1663721,1663762,0.06978415760054152
476,1663777,1663741,0.06978415760054152
477,1663777,1663685,0.06978415760054152
478,1663793,1663647,0.06978415760054152
479,1663793,1663737,0.06978415760054152
480,1663836,1663794,0.022080319369739365
481,1663836,1663739,0.022080319369739365
482,1663745,1663815,0.06978415760054152
483,1663818,1663652,0.013053773715443398
484,1663830,1663777,0.3246120885541778
485,1663762,1663830,0.06978415760054152
486,1663823,1663736,0.06978415760054152
487,1663837,1663793,0.06978415760054152
488,1663729,1663851,0.006818461530069585
489,1663843,1663823,0.06978415760054152
490,1663843,1663688,0.006818461530069585
491,1663851,15377,0.006818461530069585
492,1663850,1663844,0.06978415760054152
493,1663755,1663850,0.06978415760054152
494,1663815,1663837,0.06978415760054152
495,1663888,1663836,0.022080319369739365
496,15378,1663861,0.005095410932790129
497,1663722,1663843,0.06978415760054152
498,1663861,1663862,0.005095410932790129
499,1663863,1663850,0.06978415760054152
500,1663866,1663863,0.06978415760054152
501,1663830,1663866,0.06978415760054152
502,1663921,1663366,0.09609701955093862
503,1663745,1663876,0.06978415760054152
504,1663570,1663873,0.02082188310508067
505,1663860,1663836,0.022080319369739365
506,1663903,1663843,0.006818461530069585
507,1663851,1663919,0.006818461530069585
508,1663844,1663916,0.06978415760054152
509,10698,1663943,0.010741075106430627
510,1663943,1663938,0.022080319369739365
511,1663549,1663992,0.11530833448641667
512,1663916,1663949,0.06978415760054152
513,1663949,1663926,0.06978415760054152
514,1663972,1663819,0.06978415760054152
515,1663919,1663972,0.006818461530069585
516,1663968,1663818,0.19954304642368975
517,1663981,1663862,0.150307284454657
518,1663980,1663830,0.17296250172962505
519,1663983,1663968,0.06978415760054152
520,1663998,1663949,0.06978415760054152
521,1663998,1663980,0.006818461530069585
522,1664002,1663980,0.006818461530069585
523,1664009,1664002,0.006818461530069585
524,1663972,1664009,0.22581710508116715
525,1664019,1663861,0.2406434806673044
526,1663981,1664019,0.06978415760054152
527,1664013,1663818,0.05153832892637672
528,1664021,1664013,0.43213344280713883
529,1663973,1664021,0.06978415760054152
530,1664017,1663903,0.006818461530069585
531,1664025,1663983,0.06978415760054152
532,1664017,1664038,0.006818461530069585
533,1664038,1664051,0.06438839077314361
534,1664026,1664051,0.06978415760054152
535,1664065,1664002,0.06978415760054152
536,1664069,1664021,0.06978415760054152
537,1663968,1664064,0.06978415760054152
538,1664051,1664063,0.006818461530069585
539,1664032,1664063,0.06978415760054152
540,1663983,1664078,0.06978415760054152
541,1664062,1664082,0.06978415760054152
542,1664038,1664079,0.06978415760054152
543,1664167,1663549,0.022080319369739365
544,1664174,1664167,0.022080319369739365
545,1664125,1664122,0.06978415760054152
546,1664064,1664126,0.06978415760054152
547,1664126,1664114,0.06978415760054152
548,1664063,1664137,0.006818461530069585
549,1664137,1664082,0.06978415760054152
550,1664082,1664025,0.06978415760054152
551,1664009,1664147,0.006818461530069585
552,1664148,1664125,0.06978415760054152
553,1664128,1664148,0.06978415760054152
554,1664157,1664125,0.06978415760054152
555,1664093,1664159,0.06978415760054152
556,1664159,1664122,0.09024130525023914
557,1664121,1664155,0.06978415760054152
558,1664064,1664155,0.06978415760054152
559,1664163,1664126,0.06978415760054152
560,1664051,1664165,0.06978415760054152
561,1663916,1664185,0.06978415760054152
562,1664147,1664190,0.006818461530069585
563,1664155,1664199,0.06978415760054152
564,1664208,1664159,0.006818461530069585
565,1664204,1664163,0.06978415760054152
566,1664159,1664228,0.06978415760054152
567,1664237,1664148,0.06978415760054152
568,1664170,1664247,0.06978415760054152
569,1664190,1664247,0.2594437525944375
570,1664247,1664237,0.06978415760054152
571,1664248,1664163,0.06978415760054152
572,1664148,1664256,0.06978415760054152
573,1664255,1664013,0.005095410932790129
574,1664266,1664248,0.06978415760054152
575,1664271,1664137,0.006818461530069585
576,1664155,1664271,0.06978415760054152
577,1664291,1664237,0.06978415760054152
578,1664247,1664295,0.06978415760054152
579,1664271,1664290,0.06447551985402743
580,1664290,1664248,0.06978415760054152
581,1664328,1664255,0.0979961022050348
582,1664344,1664301,0.06978415760054152
583,1664344,1664271,0.06978415760054152
584,1664290,1664349,0.006818461530069585
585,1664190,1664359,0.006818461530069585
586,1664355,1664290,0.06978415760054152
587,1664349,1664378,0.006818461530069585
588,1664328,1664378,0.06978415760054152
589,1664355,1664391,0.06978415760054152
590,1664137,1664344,0.06978415760054152
591,1664378,1664414,0.006818461530069585
592,1663739,1664487,0.28435142993225326
593,1664213,1664467,0.002654451764463859
594,1663943,1664489,0.023341317360610517
595,1664486,1664294,0.06978415760054152
596,1664487,1664202,0.022080319369739365
597,1664482,1664355,0.19968848596189945
598,1664202,1664609,0.022080319369739365
599,1664174,1664709,0.022080319369739365
600,1664487,1664738,0.022080319369739365
601,1664738,1664742,0.022080319369739365
602,1664797,1664605,0.022080319369739365
603,1665038,10787,0.022080319369739365
604,1665100,1664167,0.022080319369739365
605,1664738,1665120,0.022080319369739365
606,1665116,1665118,0.006818461530069585
607,1665118,1664999,0.022080319369739365
608,1665118,1665120,0.006818461530069585
609,1665114,1665113,0.006818461530069585
610,1665090,1665091,0.005095410932790129
611,1664489,1665133,0.00884652973860495
612,1665132,1665133,0.005095410932790129
613,1665297,1665299,0.06978415760054152
614,1665330,1665091,0.06978415760054152
615,1665410,1665116,0.06978415760054152
616,1665297,1665444,0.06978415760054152
617,1665482,1665153,0.04054048575610033
618,1665551,1665100,0.022080319369739365
619,1665551,1665601,0.022080319369739365
620,1665410,1665552,0.06978415760054152
621,1665552,1665612,0.06978415760054152
622,1665614,1665586,0.06978415760054152
623,1665648,1665614,0.06978415760054152
624,1665648,1665410,0.06978415760054152
625,1665614,1665662,0.06978415760054152
626,1665671,1665648,0.06978415760054152
627,1665552,1665671,0.06978415760054152
628,1665735,1665671,0.06978415760054152
629,1665120,1665735,0.006818461530069585
630,1665671,1665741,0.06978415760054152
631,1665153,1665861,0.004412649831525029
632,1665861,1663992,0.022080319369739365
633,1666240,1666324,0.06978415760054152
634,1666324,1666285,0.06978415760054152
635,1666324,1666414,0.06978415760054152
636,1666385,1666361,0.06978415760054152
637,1666386,1666385,0.06978415760054152
638,1666414,1666421,0.06978415760054152
639,1666473,1666471,0.022080319369739365
640,1663992,1666465,0.05188875051888751
641,1666385,1666420,0.06978415760054152
642,1666485,1665861,0.004412649831525029
643,1666500,1665823,0.07307884842350654
644,1666500,1666498,0.012716886499244616
645,1666511,1666414,0.06978415760054152
646,1666588,1666511,0.37023324694557574
647,1666588,1666584,0.06978415760054152
648,1666587,1666506,0.150307284454657
649,1666642,1666588,0.06978415760054152
650,1666509,1666684,0.32422793223636215
651,1666688,1666648,0.06978415760054152
652,1666684,1666726,0.06978415760054152
653,1666688,1666737,0.06978415760054152
654,1666737,1666512,0.24704472744790443
655,1666684,1666858,0.06978415760054152
656,1666865,1666844,0.06978415760054152
657,1666858,1666865,0.06978415760054152
658,1666865,1666938,0.06978415760054152
659,1666938,1666998,0.06978415760054152
660,1666998,1667003,0.06978415760054152
661,1667020,1666923,0.06978415760054152
662,1667020,1667021,0.06978415760054152
663,1667021,1666688,0.06978415760054152
664,1667037,1666485,0.03391169733131898
665,1667026,1667037,0.022080319369739365
666,1666858,1667028,0.06978415760054152
667,1667028,1667020,0.06978415760054152
668,1667028,1666865,0.06978415760054152
669,1667070,1667066,0.06978415760054152
670,1666998,1667070,0.06978415760054152
671,1667083,1667070,0.06978415760054152
672,1667083,1667104,0.06978415760054152
673,1667104,1667028,0.06978415760054152
674,1667021,1667104,0.06978415760054152
675,1667108,1666587,0.00884652973860495
676,1667098,1667097,0.06978415760054152
677,1667100,1667098,0.06978415760054152
678,1667104,1667174,0.06978415760054152
679,1667174,1667145,0.06978415760054152
680,1667066,1667203,0.06978415760054152
681,1667238,1667083,0.06978415760054152
682,1667238,1667174,0.06978415760054152
683,1667174,1667205,0.06978415760054152
684,1667203,1667302,0.06978415760054152
685,1667248,1667287,0.06978415760054152
686,1667302,1667378,0.06978415760054152
687,1666473,1667498,0.022080319369739365
688,1667498,1667493,0.022080319369739365
689,1667144,1667503,0.13306100181628266
690,1667302,1667484,0.06978415760054152
691,1667484,1667238,0.06978415760054152
692,1667484,1667486,0.06978415760054152
693,1667503,1667518,0.23061666897283334
694,1667037,1667518,0.004412649831525029
695,1667518,1667498,0.022080319369739365
696,1667529,1667532,0.006818461530069585
697,1667532,1667533,0.022080319369739365
698,1667533,1667534,0.022080319369739365
699,1667533,1667587,0.022080319369739365
700,1667587,1667586,0.022080319369739365
701,1667534,1667636,0.022080319369739365
702,1667636,1667652,0.022080319369739365
703,1667595,1667658,0.022080319369739365
704,1667663,1667658,0.022080319369739365
705,1667493,1667714,0.022080319369739365
706,1667658,1667711,0.022080319369739365
707,1667636,1667710,0.022080319369739365
708,1667658,1667728,0.022080319369739365
709,1667710,1667730,0.022080319369739365
710,1667587,1667739,0.022080319369739365
711,1667144,1667774,0.022080319369739365
712,1667771,1667291,0.022080319369739365
713,1667710,1667773,0.022080319369739365
714,1667876,1667823,0.022080319369739365
715,1667771,1667899,0.022080319369739365
716,1667714,1667939,0.022080319369739365
717,1668103,1667899,0.24138555307464848
718,1667876,1668103,0.022080319369739365
719,1667518,1668213,0.004412649831525029
720,1668231,1668195,0.022080319369739365
721,1668231,1668327,0.004412649831525029
722,1668195,1668327,0.022080319369739365
723,1668298,1668329,0.022080319369739365
724,1667493,1668393,0.022080319369739365
725,1667714,11127,0.022080319369739365
726,1661946,10464,0.019580660573165095
727,1662510,10523,0.0435309001373944
728,1662750,1662510,0.04448618236932517
729,1662946,1662750,0.030119705120556943
730,1663328,1663329,20.67717756526234
731,1667899,1667829,0.022080319369739365
732,1667829,1667876,0.022080319369739365
733,1667829,1667779,0.022080319369739365
734,1666947,1667144,0.12654623683128222
735,1666498,1666947,0.7241566592239455
736,1667783,1667300,0.022080319369739365
737,1667774,1667783,0.022080319369739365
738,1667783,1667771,0.26612200363256533
739,1666947,1667085,0.022080319369739365
740,1666480,1666321,0.022080319369739365
741,1666485,1666480,0.05896110532418781
742,1666490,1666349,0.022080319369739365
743,1666480,1666490,0.012716886499244616
744,1666494,1666699,0.022080319369739365
745,1666490,1666494,0.07783312577833125
746,1666494,1666498,0.012716886499244616
747,1666504,1666295,0.022080319369739365
748,1666512,1666504,0.012716886499244616
749,1666504,1666500,0.012716886499244616
750,1668086,1667949,0.022080319369739365
751,1668329,1667949,0.022080319369739365
752,1667949,1667503,0.10173509199395693
753,1668393,1668266,0.022080319369739365
754,1666589,1666485,0.10274614766162611
755,1666589,1666670,0.022080319369739365
756,1666471,1665551,0.022080319369739365
757,1664722,1664761,0.6492241771083556
758,1664722,1665153,0.004412649831525029
759,1663343,1664722,0.004412649831525029
760,1664202,1663921,0.022080319369739365
761,1663086,1663265,0.022080319369739365
762,1663265,1663230,0.022080319369739365
763,1663265,1663289,0.022080319369739365
764,1662176,1662487,0.022080319369739365
765,1662487,1662490,0.022080319369739365
766,1662487,1663075,0.022080319369739365
767,1663075,1663632,0.042881922482348726
768,1663901,1664174,0.022080319369739365
769,1661719,1661725,0.06978415760054152
770,1661725,1661700,0.06978415760054152
771,1661719,1661670,0.06978415760054152
772,2008373,1661719,0.06978415760054152
773,1661742,1661725,0.06978415760054152
774,1661838,1661802,0.06978415760054152
775,1661668,1661907,0.002654451764463859
776,1663717,2024346,0.006818461530069585
777,2024347,1663861,0.006818461530069585
778,1664156,1663981,0.05305947569279094
779,1664144,1664213,0.005095410932790129
780,1663583,1664213,0.002654451764463859
781,1663717,1663870,0.32422793223636215
782,1663862,1663870,0.005095410932790129
783,1663870,1664144,0.005759659488931014
784,1663470,1663510,0.006818461530069585
785,1663973,1663897,0.06978415760054152
786,1663897,1663916,0.06978415760054152
787,1664021,1663897,0.06978415760054152
788,1663741,1663687,0.06978415760054152
789,1663687,1663668,0.06978415760054152
790,1663687,1663689,0.3246120885541778
791,1663344,1663297,0.006818461530069585
792,1663297,1663228,0.30093100529763955
793,1663207,1663293,0.06978415760054152
794,1663207,1663205,0.06978415760054152
795,1663205,1663203,0.06978415760054152
796,1663205,1663266,0.06978415760054152
797,1662477,1662536,0.06978415760054152
798,1662437,1662481,0.06978415760054152
799,1662481,1662494,0.06978415760054152
800,1662494,1662536,0.06978415760054152
801,1662474,1662494,0.06978415760054152
802,1662420,1662474,0.06978415760054152
803,1662421,1662431,0.06978415760054152
804,1662437,1662421,0.06978415760054152
805,1662421,1662420,0.06978415760054152
806,1662582,1662460,0.19968848596189945
807,1662837,1662887,0.2883922134102379
808,1661196,1661199,0.06978415760054152
809,1661199,1661200,0.06978415760054152
810,1661559,1661560,0.006818461530069585
811,1661560,1661556,0.12301396516039484
812,1662410,1662412,0.005095410932790129
813,1662412,1662539,0.022080319369739365
814,1662247,1662403,0.06978415760054152
815,1662247,1662248,0.06978415760054152
816,1662403,1662400,0.020615331570550687
817,1662159,1661967,0.06978415760054152
818,1662257,1662168,0.06978415760054152
819,1662190,1662078,0.06978415760054152
820,1662159,1662190,0.06978415760054152
821,1662190,1662257,0.06978415760054152
822,1662257,1662395,0.06978415760054152
823,1662400,1662395,0.008159896434594452
824,1662200,1662159,0.06978415760054152
825,1662400,1662277,0.06978415760054152
826,1662277,1662200,0.06978415760054152
827,1662200,1662167,0.06978415760054152
828,1662277,1662237,0.06978415760054152
829,1663394,1663206,0.06978415760054152
830,1664483,1664253,0.06978415760054152
831,1665956,1665971,0.06978415760054152
832,1665956,1666240,0.06978415760054152
833,1665971,1666044,0.06978415760054152
834,1665735,1666025,0.006818461530069585
835,1666025,1666512,0.011280163156279893
836,1665586,1665956,0.06978415760054152
837,1665114,1665218,0.06978415760054152
838,1665218,1665297,0.06978415760054152
839,1665890,1665956,0.06978415760054152
840,1665466,1665472,0.06978415760054152
841,1665466,1665615,0.06978415760054152
842,1665615,1665890,0.06978415760054152
843,1665890,1665685,0.06978415760054152
844,1666044,1666026,0.06978415760054152
845,1666026,1666025,0.06978415760054152
846,1666203,1666113,0.06978415760054152
847,1666112,1666203,0.06978415760054152
848,1666203,1666353,0.06978415760054152
849,1666353,1666509,0.06978415760054152
850,1666353,1666372,0.06978415760054152
851,1666294,1666353,0.06978415760054152
852,1666026,1666165,0.06978415760054152
853,1665971,1665902,0.06978415760054152
854,2304262,1666984,0.022080319369739365
855,1666984,1666907,0.022080319369739365
856,2304263,1667179,0.022080319369739365
857,1667179,1667162,0.022080319369739365
858,1666984,1667179,0.022080319369739365
859,1667933,1668044,0.022080319369739365
860,1667933,1668046,0.022080319369739365
861,1667874,1667931,0.022080319369739365
862,1668168,1668185,0.022080319369739365
863,1668018,1668168,0.022080319369739365
864,1668046,1667877,0.022080319369739365
865,1667663,1667874,0.022080319369739365
866,1667874,1667933,0.022080319369739365
867,1667877,1667880,0.022080319369739365
868,1667880,1668018,0.022080319369739365
869,1667877,1667835,0.022080319369739365
870,1665046,1665100,0.022080319369739365
871,1663075,1662995,0.022080319369739365
872,10492,1661921,0.0
873,1661921,1661874,0.0
874,1662064,10492,0.06978415760054152
875,1662064,1662172,0.022080319369739365
876,1662235,1662321,0.3246120885541778
877,1662065,1662121,0.06978415760054152
878,1662121,1662083,0.06978415760054152
879,1662121,1662120,0.06978415760054152
880,1662178,1662177,0.37023324694557574
881,1662177,1662120,0.06978415760054152
882,1662120,1662079,1.2923235978288963
883,1662120,1662118,0.06978415760054152
884,1662175,1662147,0.06978415760054152
885,1662236,1662208,0.06978415760054152
886,1662280,1662236,0.06978415760054152
887,1662236,1662204,0.06978415760054152
888,1662204,1662175,0.518887505188875
889,1662258,1662236,0.06978415760054152
890,1662203,1662175,0.06978415760054152
891,1662173,1662141,0.06978415760054152
892,1662173,1662203,0.06978415760054152
893,1662098,1662173,0.06978415760054152
894,1662228,1662204,0.06978415760054152
895,1662203,1662228,0.06978415760054152
896,1662228,1662258,0.06978415760054152
897,1662258,1662307,0.06978415760054152
898,1662244,1662203,0.06978415760054152
899,1662303,1662429,0.7987539438475978
900,1662673,1662681,0.06978415760054152
901,1662460,1662569,0.02460279303207897
902,1663212,1663215,0.2256982539732297
903,2026265,1662230,0.06978415760054152
904,1662509,1662561,0.09024130525023914
905,1662561,1662625,0.006818461530069585
906,1662753,1662803,0.006818461530069585
907,1662803,1662945,0.0250775837748033
908,1662804,1662756,0.06978415760054152
909,1662804,1662803,0.2594437525944375
910,1663076,1663054,0.06978415760054152
911,1663611,1663607,0.06978415760054152
912,1663590,1663775,0.06978415760054152
913,1663775,1663844,0.06978415760054152
914,1663770,1663775,0.06978415760054152
915,1663762,1663646,0.06978415760054152
916,1663646,1663668,0.06978415760054152
917,1663646,1663596,0.06978415760054152
918,1664122,1664052,0.006818461530069585
919,1664052,1663998,0.06438839077314361
920,1664052,1664056,0.06978415760054152
921,1664349,1664383,0.06978415760054152
922,1663605,1663710,0.006818461530069585
923,1663710,1663717,0.006818461530069585
924,1664144,1664197,0.06978415760054152
925,2296035,1663189,0.022080319369739365
926,1665615,1665732,0.06978415760054152
927,1665732,1666112,0.06978415760054152
928,1665732,1665652,0.06978415760054152
929,1665652,1665603,0.06978415760054152
930,1665603,1665455,0.06978415760054152
931,1665455,1665354,0.06978415760054152
932,1665543,1665653,0.06978415760054152
933,1665455,1665543,0.06978415760054152
934,1665133,1665127,0.006818461530069585
935,1665127,1665114,0.006818461530069585
936,1665354,1665127,0.06978415760054152
937,1665354,1665353,0.06978415760054152
938,1665543,1665448,0.06978415760054152
939,1662147,1662100,0.06978415760054152
940,1662100,1662071,0.06978415760054152
941,1662374,1662365,0.012716886499244616
942,1662811,1662810,0.06978415760054152
943,1662309,1662375,0.012716886499244616
944,1662375,1662374,0.012716886499244616
945,1662375,1662538,0.06978415760054152
946,1661921,1661911,0.022080319369739365
947,1662100,1662067,0.518887505188875
948,1662067,1662074,0.06978415760054152
949,1662074,1662132,0.06978415760054152
950,1662208,1662155,0.06978415760054152
951,1662155,1662147,0.06978415760054152
952,1662155,1662074,0.37073423916065773
953,1662922,1662971,0.06978415760054152
954,1664019,1664469,0.006818461530069585
955,1662357,1662463,0.09024130525023914
956,1662372,1662357,0.020084679519438892
957,1662463,1662462,0.06978415760054152
958,1662372,1662462,0.16936282881087536
959,2005034,2005032,0.06978415760054152
960,1662276,1662319,0.006818461530069585
961,1662319,1662509,0.006818461530069585
962,1661549,1661547,0.06978415760054152
963,1661555,1661566,0.06978415760054152
964,1661566,1661547,0.06978415760054152
965,1661577,1661544,0.06978415760054152
966,1661547,1661585,0.06978415760054152
967,1661566,1661593,0.06978415760054152
968,1661593,1661585,0.06978415760054152
969,1661598,1661555,0.06978415760054152
970,1661585,1661676,0.06978415760054152
971,1661676,1661577,0.06978415760054152
972,1661614,1661598,0.06978415760054152
973,1661614,1661593,0.06978415760054152
974,1661585,1661620,0.06978415760054152
975,1661620,1661676,0.06978415760054152
976,1661614,1661719,0.06978415760054152
977,1661670,1661614,0.06978415760054152
978,1661555,1661553,0.06978415760054152
979,1661389,1661553,0.002654451764463859
980,1661553,1661668,0.002654451764463859
981,1661670,1661668,0.06978415760054152
982,1662813,1662784,1.2984483542167111
983,1662286,1662282,0.002654451764463859
