,FROM,TO,test2
247,1662699,1662722,7.397120705657401
248,1662707,1662674,4.658947387015006
249,1662710,1662709,4.658947387015006
250,1662707,1662710,8.169718166803564
251,1662713,1662707,13.998922480414757
252,1662653,1662691,29.448914507428523
253,1662679,1662589,22.12157795937166
254,1662534,1662701,55.26905281962888
255,1662604,1662681,18.42301760654296
256,1662565,1662736,55.26905281962888
257,1662701,1662696,22.12157795937166
258,1662625,1662694,2.1614523050320584
259,1662694,1662679,69.99351007334315
260,1662721,1662653,29.448914507428523
261,1662698,1662694,11.02589690088556
262,1662509,1662715,100.05955926146514
263,1662701,1662734,18.42301760654296
264,1662596,1662731,44.24315591874332
265,1662679,1662732,22.12157795937166
266,1662731,1662732,2.1614523050320584
267,1662735,1662731,23.823704586063133
268,1662453,1662735,136.986301369863
269,1662725,1662728,14.724457253714261
270,1662681,1662728,22.12157795937166
271,1662750,1662735,4.6774646096277355
272,1662728,1662738,29.448914507428523
273,1662681,1662738,44.24315591874332
274,1662764,1662721,22.12157795937166
275,1662752,1662715,95.29481834425253
276,1662514,1662755,23.823704586063133
277,1662694,1662753,23.823704586063133
278,1662732,1662753,47.64740917212627
279,1662738,1662749,14.724457253714261
280,1662704,1662749,25.820138312200363
281,1662704,1662751,9.529481834425253
282,1662751,1662638,55.26905281962888
283,1662756,1662698,44.24315591874332
284,1662753,1662756,23.823704586063137
285,1662756,1662752,23.823704586063133
286,1662749,1662769,14.724457253714261
287,1662728,1662771,18.42301760654296
288,1662722,1662823,136.98630136986304
289,1662734,1662764,99.51220873837221
290,1662710,1662815,16.31735601423739
291,1662715,1662794,47.64740917212626
292,1662806,1662764,51.57049246680018
293,1662755,1662812,29.448914507428523
294,1662826,1662778,36.84603521308592
295,1662381,1662826,410.95890410958907
296,1662752,1662816,136.986301369863
297,1662734,1662839,136.98630136986304
298,1662794,1662835,142.9422275163788
299,1662837,1662813,28.588445503275757
300,1662843,1662837,1.260864588120333
301,1662835,1662843,66.70637284097677
302,1662899,1662860,18.42301760654296
303,1662902,1662899,73.69207042617184
304,1662813,1662887,57.176891006551514
305,1662899,1662901,22.12157795937166
306,1662914,1662835,190.58963668850507
307,1662914,1662922,25.820138312200363
308,1662843,1662933,547.945205479452
309,1662922,1662933,136.986301369863
310,1662964,1662902,31.015766347893514
311,1662933,1662944,136.986301369863
312,1662942,1662957,25.820138312200363
313,1662961,1662914,1.8000738439383706
314,1662961,1662942,136.986301369863
315,1662957,1662967,22.12157795937166
316,1662943,1662967,7.397120705657401
317,1663012,1662909,136.986301369863
318,1663012,1663013,11.02589690088556
319,1663014,1663012,410.958904109589
320,1663014,2034247,41.35435513052468
321,1663010,1662961,2.1614523050320584
322,1663062,1662707,58.29204313611192
323,1663010,1663032,136.986301369863
324,1662967,1663032,136.986301369863
325,1663086,1662975,22.146560327848583
326,1663062,1663086,9.317894774030012
327,1662887,1663059,14.294222751637879
328,1663072,1663010,119.11852293031568
329,1663076,1663079,47.64740917212627
330,1662945,1663079,47.64740917212627
331,1663032,1663078,18.42301760654296
332,1663078,1663076,6.8389169146597935
333,1663072,1663081,47.647409172126274
334,1663081,1663078,2.1614523050320584
335,1663083,1663072,47.64740917212627
336,1662933,1663090,273.972602739726
337,1663090,1663083,2.1614523050320584
338,1663059,1663090,142.94222751637878
339,1663106,1663014,20.67717756526234
340,1663081,1663133,22.12157795937166
341,1663139,1663076,25.820138312200363
342,1663144,1663139,410.958904109589
343,1663079,1663144,47.64740917212627
344,1663078,1663143,22.12157795937166
345,1663139,1663143,69.99351007334315
346,1663149,1663144,273.972602739726
347,1663079,1663149,1643.8356164383563
348,1663133,1663151,11.02589690088556
349,1663160,1663012,136.986301369863
350,1663164,1663160,22.12157795937166
351,1663164,1663106,10.33858878263117
352,1663126,1663162,14.724457253714261
353,1663133,1663162,11.02589690088556
354,1663180,1662964,273.972602739726
355,1663210,1662899,136.986301369863
356,1663212,1663210,8.277612297504476
357,1663203,1663139,22.12157795937166
358,1663203,1663208,273.972602739726
359,1663144,1663208,47.64740917212627
360,1663143,1663207,18.42301760654296
361,1663208,1663218,51.57049246680018
362,1663149,1663218,136.986301369863
363,1663218,1663224,136.986301369863
364,1663160,1663224,136.98630136986304
365,1663162,1663216,22.12157795937166
366,1663216,1663207,136.98630136986304
367,1663224,1663227,36.84603521308592
368,1663227,1663160,22.12157795937166
369,1663227,1663229,18.42301760654296
370,1663229,1663164,1.615245265694471
371,1663228,1663072,47.647409172126274
372,1663216,1663228,18.42301760654296
373,10668,1663062,38.46391634208597
374,1662430,1663343,22.8310502283105
375,1663291,1663203,33.14747486025722
376,1663294,1663291,71.47111375818939
377,1663208,1663294,23.823704586063133
378,1663291,1663292,42.88266825491364
379,1663292,1663293,0.7007752658184587
380,1663294,1663299,1.8209539104222072
381,1663218,1663299,33.14747486025722
382,1663299,1663301,1.260864588120333
383,1663224,1663301,29.448914507428523
384,1663366,10668,273.972602739726
385,1663301,1663314,2.383697684488545
386,1663314,1663229,113.72447660894288
387,1663314,1663319,0.8414612093350433
388,1663319,15381,0.9821471528516278
389,1663276,1663358,31.01576634789351
390,1663059,1663352,14.294222751637879
391,1663351,1663352,142.9422275163788
392,1663361,1663351,8.638990758598164
393,1663352,1663355,136.986301369863
394,1663378,1663308,22.12157795937166
395,1663372,1663291,1.615245265694471
396,1663361,1663374,3.238769226783053
397,1663344,1663374,33.35318642048839
398,1663375,1663292,273.972602739726
399,1663375,1663372,5.038843070721423
400,1663372,1663377,9.000369219691851
401,1663299,1663377,547.945205479452
402,1663377,1663383,3.238769226783053
403,1663301,1663383,25.820138312200363
404,1663383,1663390,5.761599992908799
405,1663390,1663314,95.29481834425253
406,1663390,1663395,2.1614523050320584
407,1663319,1663395,547.945205479452
408,1663422,1663390,136.986301369863
409,1663395,1663422,273.972602739726
410,1663374,1663430,19.058963668850506
411,1663438,1663361,136.986301369863
412,1663439,1663351,33.14747486025722
413,1663439,1663438,66.29494972051444
414,1663444,1663372,1.615245265694471
415,1663352,1663440,0.9821471528516278
416,1663440,1663439,51.57049246680018
417,1663444,1663446,22.12157795937166
418,1663450,1663444,66.29494972051444
419,1663449,1663375,22.12157795937166
420,1663446,1663449,136.986301369863
421,1663452,1663450,136.986301369863
422,1663377,1663452,25.820138312200363
423,1663383,1663455,25.820138312200363
424,1663422,1663455,1232.876712328767
425,1663455,1663452,33.14747486025722
426,1663549,1662365,148.0706216934722
427,1663449,1663472,29.448914507428523
428,1663507,1663422,273.972602739726
429,1663498,1663507,22.12157795937166
430,1663510,1663498,684.931506849315
431,1663355,1663492,47.87193211397148
432,1663430,1663508,2.877390765689365
433,1663508,1663375,9.000369219691851
434,1663438,1663515,136.986301369863
435,1663430,1663515,4.7647409172126265
436,1663508,1663553,136.986301369863
437,1663472,1663553,36.84603521308592
438,1663563,1663498,22.12157795937166
439,1663440,1663570,1.6829224186700866
440,1663578,1663449,44.24315591874332
441,1663577,1663472,36.84603521308592
442,1663578,1663577,136.986301369863
443,1663579,1663578,22.12157795937166
444,1663446,1663579,44.24315591874332
445,1663581,1663579,25.820138312200363
446,1663581,1663444,3.230490531388942
447,1663584,1663581,410.95890410958907
448,1663587,1663584,14.724457253714261
449,1663590,1663587,410.95890410958907
450,1663601,1663507,136.986301369863
451,1663601,1663590,55.26905281962888
452,1663553,1663603,22.12157795937166
453,1663577,1663603,22.12157795937166
454,1663489,1663611,58.96761317245758
455,1663603,1663647,22.12157795937166
456,1663652,1663581,1.8853020451323477
457,1663510,1663665,47.647409172126274
458,1663603,1663663,25.820138312200363
459,1663663,1663640,11.02589690088556
460,1663515,1663661,4.7647409172126265
461,1663668,1663601,22.12157795937166
462,1663665,1663678,11.02589690088556
463,1663675,1663578,51.57049246680018
464,1663675,1663652,14.724457253714261
465,1663688,1663508,8.277612297504476
466,1663569,1663739,273.972602739726
467,1663688,1663722,22.12157795937166
468,1663553,1663722,73.69207042617184
469,1663665,1663729,2.1614523050320584
470,1663663,1663737,273.972602739726
471,1663737,1663675,136.986301369863
472,1663729,1663759,22.12157795937166
473,1663722,1663745,25.820138312200363
474,1663647,1663745,47.87193211397148
475,1663721,1663762,29.448914507428523
476,1663777,1663741,25.820138312200363
477,1663777,1663685,29.448914507428523
478,1663793,1663647,62.66617352528628
479,1663793,1663737,22.12157795937166
480,1663836,1663794,6.999461240207379
481,1663836,1663739,26.80550771486359
482,1663745,1663815,29.448914507428523
483,1663818,1663652,10.338588782631172
484,1663830,1663777,136.986301369863
485,1663762,1663830,33.14747486025722
486,1663823,1663736,18.42301760654296
487,1663837,1663793,25.820138312200363
488,1663729,1663851,3.600147687876741
489,1663843,1663823,14.724457253714261
490,1663843,1663688,5.038843070721423
491,1663851,15377,1.4386953828446825
492,1663850,1663844,22.12157795937166
493,1663755,1663850,29.448914507428523
494,1663815,1663837,33.14747486025722
495,1663888,1663836,6.999461240207379
496,15378,1663861,3.4954518998940283
497,1663722,1663843,62.66617352528628
498,1663861,1663862,3.230490531388942
499,1663863,1663850,22.12157795937166
500,1663866,1663863,25.820138312200363
501,1663830,1663866,55.26905281962888
502,1663921,1663366,273.972602739726
503,1663745,1663876,36.84603521308592
504,1663570,1663873,28.588445503275757
505,1663860,1663836,31.486535421248334
506,1663903,1663843,2.5228307661257463
507,1663851,1663919,2.5228307661257463
508,1663844,1663916,29.448914507428523
509,10698,1663943,23.823704586063133
510,1663943,1663938,58.29204313611192
511,1663549,1663992,273.972602739726
512,1663916,1663949,106.83954528642907
513,1663949,1663926,7.397120705657401
514,1663972,1663819,62.66617352528628
515,1663919,1663972,2.5228307661257463
516,1663968,1663818,273.972602739726
517,1663981,1663862,95.29481834425253
518,1663980,1663830,136.98630136986304
519,1663983,1663968,18.42301760654296
520,1663998,1663949,18.42301760654296
521,1663998,1663980,2.877390765689365
522,1664002,1663980,1.8000738439383706
523,1664009,1664002,2.1614523050320584
524,1663972,1664009,47.64740917212627
525,1664019,1663861,190.5896366885051
526,1663981,1664019,55.26905281962888
527,1664013,1663818,51.69294391315585
528,1664021,1664013,273.972602739726
529,1663973,1664021,55.26905281962888
530,1664017,1663903,7.200295375753482
531,1664025,1663983,22.12157795937166
532,1664017,1664038,1.0773169217509944
533,1664038,1664051,23.823704586063133
534,1664026,1664051,11.02589690088556
535,1664065,1664002,22.12157795937166
536,1664069,1664021,18.42301760654296
537,1663968,1664064,66.29494972051444
538,1664051,1664063,2.1614523050320584
539,1664032,1664063,11.02589690088556
540,1663983,1664078,47.87193211397148
541,1664062,1664082,11.02589690088556
542,1664038,1664079,14.724457253714261
543,1664167,1663549,79.26834653736432
544,1664174,1664167,89.77857855736026
545,1664125,1664122,25.820138312200363
546,1664064,1664126,25.820138312200363
547,1664126,1664114,14.724457253714261
548,1664063,1664137,5.400221531815111
549,1664137,1664082,25.820138312200363
550,1664082,1664025,95.8136483855435
551,1664009,1664147,5.761599992908799
552,1664148,1664125,40.54459556591462
553,1664128,1664148,18.42301760654296
554,1664157,1664125,18.42301760654296
555,1664093,1664159,40.54459556591462
556,1664159,1664122,23.823704586063133
557,1664121,1664155,11.02589690088556
558,1664064,1664155,55.26905281962888
559,1664163,1664126,22.12157795937166
560,1664051,1664165,44.24315591874332
561,1663916,1664185,121.56400254014332
562,1664147,1664190,1.8000738439383706
563,1664155,1664199,11.02589690088556
564,1664208,1664159,2.5228307661257463
565,1664204,1664163,22.12157795937166
566,1664159,1664228,36.84603521308592
567,1664237,1664148,33.14747486025722
568,1664170,1664247,22.12157795937166
569,1664190,1664247,136.986301369863
570,1664247,1664237,14.724457253714261
571,1664248,1664163,36.84603521308592
572,1664148,1664256,40.54459556591462
573,1664255,1664013,6.455885651845093
574,1664266,1664248,11.02589690088556
575,1664271,1664137,6.8389169146597935
576,1664155,1664271,51.57049246680018
577,1664291,1664237,22.12157795937166
578,1664247,1664295,14.724457253714261
579,1664271,1664290,47.64740917212627
580,1664290,1664248,18.42301760654296
581,1664328,1664255,41.35435513052468
582,1664344,1664301,33.14747486025722
583,1664344,1664271,29.448914507428523
584,1664290,1664349,3.238769226783053
585,1664190,1664359,5.400221531815111
586,1664355,1664290,22.12157795937166
587,1664349,1664378,1.0773169217509944
588,1664328,1664378,25.820138312200363
589,1664355,1664391,36.84603521308592
590,1664137,1664344,132.6596835986294
591,1664378,1664414,2.877390765689365
592,1663739,1664487,1095.890410958904
593,1664213,1664467,3.2225044420591247
594,1663943,1664489,71.4711137581894
595,1664486,1664294,58.96761317245758
596,1664487,1664202,123.58354751243122
597,1664482,1664355,136.986301369863
598,1664202,1664609,46.63363450888954
599,1664174,1664709,65.29150437631931
600,1664487,1664738,55.95152928291955
601,1664738,1664742,25.65733110763714
602,1664797,1664605,30.31627849465215
603,1665038,10787,100.26673025798645
604,1665100,1664167,107.26619149819383
605,1664738,1665120,33.80496895507097
606,1665116,1665118,1.8000738439383706
607,1665118,1664999,10.488151700626199
608,1665118,1665120,6.8389169146597935
609,1665114,1665113,4.6774646096277355
610,1665090,1665091,2.1502634136374343
611,1664489,1665133,23.82370458606313
612,1665132,1665133,6.72594243128297
613,1665297,1665299,33.14747486025722
614,1665330,1665091,62.66617352528628
615,1665410,1665116,77.39063077900055
616,1665297,1665444,36.84603521308592
617,1665482,1665153,273.972602739726
618,1665551,1665100,52.46283882250073
619,1665551,1665601,32.63471202847478
620,1665410,1665552,51.57049246680018
621,1665552,1665612,11.02589690088556
622,1665614,1665586,51.57049246680018
623,1665648,1665614,25.820138312200363
624,1665648,1665410,55.26905281962888
625,1665614,1665662,14.724457253714261
626,1665671,1665648,25.820138312200363
627,1665552,1665671,36.84603521308592
628,1665735,1665671,69.99351007334315
629,1665120,1665735,14.761969212600652
630,1665671,1665741,25.820138312200363
631,1665153,1665861,11.41552511415525
632,1665861,1663992,264.65470796569605
633,1666240,1666324,36.84603521308592
634,1666324,1666285,29.448914507428523
635,1666324,1666414,29.448914507428523
636,1666385,1666361,11.02589690088556
637,1666386,1666385,18.42301760654296
638,1666414,1666421,25.820138312200363
639,1666473,1666471,15.147099087641205
640,1663992,1666465,547.945205479452
641,1666385,1666420,40.54459556591462
642,1666485,1665861,12.117136437367728
643,1666500,1665823,273.972602739726
644,1666500,1666498,9.397779122941772
645,1666511,1666414,25.820138312200363
646,1666588,1666511,136.986301369863
647,1666588,1666584,29.448914507428523
648,1666587,1666506,47.64740917212627
649,1666642,1666588,36.84603521308592
650,1666509,1666684,273.972602739726
651,1666688,1666648,14.724457253714261
652,1666684,1666726,36.84603521308592
653,1666688,1666737,62.66617352528628
654,1666737,1666512,273.972602739726
655,1666684,1666858,55.26905281962888
656,1666865,1666844,22.12157795937166
657,1666858,1666865,40.54459556591462
658,1666865,1666938,36.84603521308592
659,1666938,1666998,14.724457253714261
660,1666998,1667003,25.820138312200363
661,1667020,1666923,44.24315591874332
662,1667020,1667021,36.84603521308592
663,1667021,1666688,139.9870201466863
664,1667037,1666485,91.32420091324201
665,1667026,1667037,48.97414836208191
666,1666858,1667028,58.96761317245758
667,1667028,1667020,29.448914507428523
668,1667028,1666865,77.39063077900055
669,1667070,1667066,22.12157795937166
670,1666998,1667070,33.14747486025722
671,1667083,1667070,29.448914507428523
672,1667083,1667104,29.448914507428523
673,1667104,1667028,36.84603521308592
674,1667021,1667104,103.14098493360036
675,1667108,1666587,23.82370458606313
676,1667098,1667097,40.54459556591462
677,1667100,1667098,125.26256289297203
678,1667104,1667174,36.84603521308592
679,1667174,1667145,22.12157795937166
680,1667066,1667203,69.99351007334315
681,1667238,1667083,73.69207042617184
682,1667238,1667174,51.57049246680018
683,1667174,1667205,84.71796732705741
684,1667203,1667302,40.54459556591462
685,1667248,1667287,51.57049246680018
686,1667302,1667378,33.14747486025722
687,1666473,1667498,121.24303365923885
688,1667498,1667493,59.46230006270811
689,1667144,1667503,547.945205479452
690,1667302,1667484,69.99351007334315
691,1667484,1667238,114.23666599208647
692,1667484,1667486,14.724457253714261
693,1667503,1667518,547.945205479452
694,1667037,1667518,11.883265996296903
695,1667518,1667498,273.972602739726
696,1667529,1667532,9.000369219691851
697,1667532,1667533,3.4886904604188196
698,1667533,1667534,17.48761294083358
699,1667533,1667587,5.829204313611193
700,1667587,1667586,10.488151700626199
701,1667534,1667636,11.658408627222386
702,1667636,1667652,3.4886904604188196
703,1667595,1667658,16.31735601423739
704,1667663,1667658,16.31735601423739
705,1667493,1667714,54.803352675693105
706,1667658,1667711,15.147099087641205
707,1667636,1667710,9.317894774030012
708,1667658,1667728,12.82866555381857
709,1667710,1667730,6.999461240207379
710,1667587,1667739,20.976303401252398
711,1667144,1667774,162.0474638545172
712,1667771,1667291,58.29204313611192
713,1667710,1667773,9.317894774030012
714,1667876,1667823,12.82866555381857
715,1667771,1667899,20.976303401252398
716,1667714,1667939,37.31573973485953
717,1668103,1667899,547.945205479452
718,1667876,1668103,48.97414836208191
719,1667518,1668213,24.229860224903934
720,1668231,1668195,37.31573973485953
721,1668231,1668327,8.388447329729079
722,1668195,1668327,18.657869867429763
723,1668298,1668329,27.975764641459776
724,1667493,1668393,115.41382934562766
725,1667714,11127,78.12016993013788
726,1661946,10464,10.33858878263117
727,1662510,10523,41.35435513052468
728,1662750,1662510,51.692943913155844
729,1662946,1662750,41.35435513052468
730,1663328,1663329,1095.890410958904
731,1667899,1667829,38.46391634208597
732,1667829,1667876,12.82866555381857
733,1667829,1667779,5.829204313611193
734,1666947,1667144,273.97260273972597
735,1666498,1666947,1643.8356164383563
736,1667783,1667300,57.12178620951574
737,1667774,1667783,43.14494404847072
738,1667783,1667771,547.945205479452
739,1666947,1667085,38.46391634208597
740,1666480,1666321,15.147099087641205
741,1666485,1666480,205.4794520547945
742,1666490,1666349,10.488151700626199
743,1666480,1666490,15.438300210082964
744,1666494,1666699,20.976303401252398
745,1666490,1666494,102.73972602739725
746,1666494,1666498,26.184069301944664
747,1666504,1666295,16.31735601423739
748,1666512,1666504,53.71612857280926
749,1666504,1666500,21.491538183723403
750,1668086,1667949,39.63417326868216
751,1668329,1667949,62.95099052312693
752,1667949,1667503,273.972602739726
753,1668393,1668266,38.46391634208597
754,1666589,1666485,547.945205479452
755,1666589,1666670,12.82866555381857
756,1666471,1665551,83.94937424374906
757,1664722,1664761,273.972602739726
758,1664722,1665153,8.154576888658253
759,1663343,1664722,30.985627116968754
760,1664202,1663921,33.80496895507097
761,1663086,1663265,22.146560327848583
762,1663265,1663230,24.487074181040956
763,1663265,1663289,3.4886904604188196
764,1662176,1662487,38.46391634208597
765,1662487,1662490,20.976303401252398
766,1662487,1663075,101.43698718458265
767,1663075,1663632,273.972602739726
768,1663901,1664174,109.58462503201648
769,1661719,1661725,25.820138312200363
770,1661725,1661700,14.724457253714261
771,1661719,1661670,29.448914507428523
772,2008373,1661719,29.448914507428523
773,1661742,1661725,7.397120705657401
774,1661838,1661802,25.820138312200363
775,1661668,1661907,4.7647409172126265
776,1663717,2024346,5.761599992908799
