,FROM,TO,test2
777,2024347,1663861,9.361747680785541
778,1664156,1663981,47.64740917212626
779,1664144,1664213,4.3056222382076585
780,1663583,1664213,8.409303189821506
781,1663717,1663870,273.972602739726
782,1663862,1663870,4.840640386150622
783,1663870,1664144,10.33858878263117
784,1663470,1663510,0.722756922187376
785,1663973,1663897,29.448914507428523
786,1663897,1663916,25.820138312200363
787,1664021,1663897,81.08919113182924
788,1663741,1663687,29.448914507428523
789,1663687,1663668,3.6985603528287005
790,1663687,1663689,136.986301369863
791,1663344,1663297,1.4386953828446825
792,1663297,1663228,142.94222751637878
793,1663207,1663293,29.448914507428523
794,1663207,1663205,22.12157795937166
795,1663205,1663203,44.24315591874332
796,1663205,1663266,18.42301760654296
797,1662477,1662536,25.820138312200363
798,1662437,1662481,25.820138312200363
799,1662481,1662494,7.397120705657401
800,1662494,1662536,36.84603521308592
801,1662474,1662494,7.397120705657401
802,1662420,1662474,29.448914507428523
803,1662421,1662431,11.02589690088556
804,1662437,1662421,14.724457253714261
805,1662421,1662420,36.84603521308592
806,1662582,1662460,136.986301369863
807,1662837,1662887,273.972602739726
808,1661196,1661199,497.42147537665994
809,1661199,1661200,58.96761317245758
810,1661559,1661560,5.400221531815111
811,1661560,1661556,71.4711137581894
812,1662410,1662412,1.615245265694471
813,1662412,1662539,17.48761294083358
814,1662247,1662403,47.87193211397148
815,1662247,1662248,51.57049246680018
816,1662403,1662400,41.35435513052468
817,1662159,1661967,84.71796732705741
818,1662257,1662168,84.71796732705741
819,1662190,1662078,69.99351007334315
820,1662159,1662190,51.57049246680018
821,1662190,1662257,25.820138312200363
822,1662257,1662395,36.84603521308592
823,1662400,1662395,10.33858878263117
824,1662200,1662159,22.12157795937166
825,1662400,1662277,44.24315591874332
826,1662277,1662200,44.24315591874332
827,1662200,1662167,25.820138312200363
828,1662277,1662237,29.448914507428523
829,1663394,1663206,73.69207042617184
830,1664483,1664253,69.99351007334315
831,1665956,1665971,7.397120705657401
832,1665956,1666240,95.8136483855435
833,1665971,1666044,69.99351007334315
834,1665735,1666025,7.923052297940858
835,1666025,1666512,23.823704586063133
836,1665586,1665956,99.51220873837221
837,1665114,1665218,22.12157795937166
838,1665218,1665297,25.820138312200363
839,1665890,1665956,33.14747486025722
840,1665466,1665472,22.12157795937166
841,1665466,1665615,36.84603521308592
842,1665615,1665890,84.71796732705741
843,1665890,1665685,55.26905281962888
844,1666044,1666026,58.96761317245758
845,1666026,1666025,25.820138312200363
846,1666203,1666113,110.53810563925776
847,1666112,1666203,29.448914507428523
848,1666203,1666353,62.66617352528628
849,1666353,1666509,44.24315591874332
850,1666353,1666372,33.14747486025722
851,1666294,1666353,51.57049246680018
852,1666026,1666165,44.24315591874332
853,1665971,1665902,14.724457253714261
854,2304262,1666984,13.998922480414757
855,1666984,1666907,13.998922480414757
856,2304263,1667179,13.998922480414757
857,1667179,1667162,6.999461240207379
858,1666984,1667179,27.975764641459776
859,1667933,1668044,17.48761294083358
860,1667933,1668046,17.48761294083358
861,1667874,1667931,16.31735601423739
862,1668168,1668185,5.829204313611193
863,1668018,1668168,26.80550771486359
864,1668046,1667877,26.80550771486359
865,1667663,1667874,30.31627849465215
866,1667874,1667933,8.169718166803564
867,1667877,1667880,18.657869867429763
868,1667880,1668018,20.976303401252398
869,1667877,1667835,6.999461240207379
870,1665046,1665100,34.97522588166716
871,1663075,1662995,16.31735601423739
872,10492,1661921,0.0
873,1661921,1661874,0.0
874,1662064,10492,7.397120705657401
875,1662064,1662172,10.488151700626199
876,1662235,1662321,136.986301369863
877,1662065,1662121,14.724457253714261
878,1662121,1662083,18.42301760654296
879,1662121,1662120,14.724457253714261
880,1662178,1662177,136.986301369863
881,1662177,1662120,22.12157795937166
882,1662120,1662079,136.986301369863
883,1662120,1662118,29.448914507428523
884,1662175,1662147,18.42301760654296
885,1662236,1662208,18.42301760654296
886,1662280,1662236,22.12157795937166
887,1662236,1662204,22.12157795937166
888,1662204,1662175,136.986301369863
889,1662258,1662236,18.42301760654296
890,1662203,1662175,18.42301760654296
891,1662173,1662141,14.724457253714261
892,1662173,1662203,18.42301760654296
893,1662098,1662173,62.66617352528628
894,1662228,1662204,18.42301760654296
895,1662203,1662228,18.42301760654296
896,1662228,1662258,22.12157795937166
897,1662258,1662307,18.42301760654296
898,1662244,1662203,22.12157795937166
899,1662303,1662429,547.945205479452
900,1662673,1662681,18.42301760654296
901,1662460,1662569,28.58844550327576
902,1663212,1663215,214.4133412745682
903,2026265,1662230,58.96761317245758
904,1662509,1662561,23.823704586063133
905,1662561,1662625,1.4386953828446825
906,1662753,1662803,2.5228307661257463
907,1662803,1662945,23.823704586063133
908,1662804,1662756,22.12157795937166
909,1662804,1662803,136.986301369863
910,1663076,1663054,7.397120705657401
911,1663611,1663607,29.448914507428523
912,1663590,1663775,51.57049246680018
913,1663775,1663844,22.12157795937166
914,1663770,1663775,14.724457253714261
915,1663762,1663646,73.69207042617184
916,1663646,1663668,47.87193211397148
917,1663646,1663596,14.724457253714261
918,1664122,1664052,2.1614523050320584
919,1664052,1663998,23.823704586063133
920,1664052,1664056,33.14747486025722
921,1664349,1664383,14.724457253714261
922,1663605,1663710,3.238769226783053
923,1663710,1663717,3.961526148970429
924,1664144,1664197,36.84603521308592
925,2296035,1663189,23.31681725444477
926,1665615,1665732,51.57049246680018
927,1665732,1666112,106.83954528642907
928,1665732,1665652,47.87193211397148
929,1665652,1665603,55.26905281962888
930,1665603,1665455,40.54459556591462
931,1665455,1665354,40.54459556591462
932,1665543,1665653,25.820138312200363
933,1665455,1665543,40.54459556591462
934,1665133,1665127,5.400221531815111
935,1665127,1665114,12.600516907568593
936,1665354,1665127,55.26905281962888
937,1665354,1665353,33.14747486025722
938,1665543,1665448,29.448914507428523
939,1662147,1662100,25.820138312200363
940,1662100,1662071,14.724457253714261
941,1662374,1662365,47.0016125012081
942,1662811,1662810,14.724457253714261
943,1662309,1662375,11.419764076321666
944,1662375,1662374,10.071774107401737
945,1662375,1662538,103.14098493360036
946,1661921,1661911,25.65733110763714
947,1662100,1662067,136.986301369863
948,1662067,1662074,7.397120705657401
949,1662074,1662132,33.14747486025722
950,1662208,1662155,29.448914507428523
951,1662155,1662147,7.397120705657401
952,1662155,1662074,273.9726027397261
953,1662922,1662971,22.12157795937166
954,1664019,1664469,15.12334767369434
955,1662357,1662463,47.64740917212627
956,1662372,1662357,41.35435513052468
957,1662463,1662462,147.38414085234368
958,1662372,1662462,71.4711137581894
959,2005034,2005032,44.24315591874332
960,1662276,1662319,1.0773169217509944
961,1662319,1662509,6.8389169146597935
962,1661549,1661547,25.820138312200363
963,1661555,1661566,22.12157795937166
964,1661566,1661547,40.54459556591462
965,1661577,1661544,25.820138312200363
966,1661547,1661585,25.820138312200363
967,1661566,1661593,22.12157795937166
968,1661593,1661585,14.724457253714261
969,1661598,1661555,40.54459556591462
970,1661585,1661676,47.87193211397148
971,1661676,1661577,25.820138312200363
972,1661614,1661598,18.42301760654296
973,1661614,1661593,22.12157795937166
974,1661585,1661620,40.54459556591462
975,1661620,1661676,51.57049246680018
976,1661614,1661719,69.99351007334315
977,1661670,1661614,51.57049246680018
978,1661555,1661553,25.820138312200363
979,1661389,1661553,6.02560550533296
980,1661553,1661668,3.363190385575709
981,1661670,1661668,33.14747486025722
982,1662813,1662784,273.972602739726
983,1662286,1662282,0.8414612093350433
984,1663293,1663344,42.882668254913646
985,1661879,1661890,29.448914507428523
986,1662040,1662109,25.820138312200363
987,1662898,1662957,22.12157795937166
988,1662000,1662049,22.12157795937166
989,1662088,1662069,29.448914507428523
990,1663583,1663604,47.64740917212627
991,1663604,1663605,1.0773169217509944
992,1663710,1663604,136.986301369863
993,1663450,1663531,22.12157795937166
994,1663531,1663584,136.986301369863
995,1661577,1661558,33.14747486025722
996,2013290,1661558,18.42301760654296
997,1668381,1668383,8.071130917539564
998,1668391,1668383,5.380753945026376
999,1667774,1668437,90.92675516458671
1000,1668437,1668463,19.82812679402595
1001,1668463,1668285,69.95045176333431
1002,1668437,1668549,82.77911731715288
1003,1668103,1668551,273.9726027397261
1004,1668213,1668630,29.541327337745244
1005,1668329,1668636,39.63417326868216
1006,1668327,1668822,22.8310502283105
1007,1669042,1668393,90.92675516458671
1008,1668046,1668449,48.97414836208191
1009,1668168,1668444,24.487074181040956
1010,1668633,1668388,31.486535421248334
1011,15377,15378,2.420320193075311
1012,1663297,1663298,14.724457253714261
1013,1662474,1662481,11.02589690088556
1014,1667544,1667663,12.82866555381857
1015,1662513,1662458,84.71796732705741
1016,1662433,1662417,273.972602739726
1017,1661729,1662290,410.958904109589
1018,1661584,1662386,547.945205479452
1019,1666471,10949,142.241417379861
1020,1660820,1661200,10.793000874310051
1021,1661705,1661678,11.02589690088556
1022,1661705,1661704,18.42301760654296
1023,1661697,1661723,40.54459556591462
1024,1661723,1661705,18.42301760654296
1025,1661739,1661705,14.724457253714261
1026,1661704,1661754,40.54459556591462
1027,1661746,1661754,18.42301760654296
1028,1661767,1661704,33.14747486025722
1029,1661768,1661723,29.448914507428523
1030,1661768,1661769,18.42301760654296
1031,1661769,1661767,22.12157795937166
1032,1661754,1661794,22.12157795937166
1033,1661795,1661794,11.02589690088556
1034,1661746,1661805,2.690376972513188
1035,1661794,1661834,29.448914507428523
1036,1661834,1661767,62.66617352528628
1037,1661774,1661836,51.57049246680018
1038,1661836,1661867,14.724457253714261
1039,1661867,1661868,25.820138312200363
1040,1661869,1661825,25.820138312200363
1041,1661868,1661869,33.14747486025722
1042,1661869,1661880,36.84603521308592
1043,1661744,10464,4.840640386150622
1044,1661805,1661884,3.765508679331905
1045,1661880,1661884,20.67717756526234
1046,1661878,1661768,62.66617352528628
1047,1661805,1661887,51.57049246680018
1048,1661884,1661887,10.33858878263117
1049,1661769,1661882,62.66617352528628
1050,1661834,1661886,22.12157795937166
1051,1661887,1661886,20.67717756526234
1052,1661886,1661882,2.690376972513188
1053,1661837,1661851,18.42301760654296
1054,1661838,1661851,40.54459556591462
1055,1661868,1661936,22.12157795937166
1056,1661939,1661936,25.820138312200363
1057,1661867,1661939,25.820138312200363
1058,1661942,1661869,18.42301760654296
1059,1661936,1661942,36.84603521308592
1060,1661879,1661838,18.42301760654296
1061,1661906,1661908,3.6985603528287005
1062,1661950,1661942,3.6985603528287005
1063,1661959,1661880,3.4954518998940283
1064,1661950,1661959,29.448914507428523
1065,1661851,1661904,18.42301760654296
1066,1661904,1661907,18.42301760654296
1067,1661940,1661952,66.29494972051444
1068,1661952,1661801,114.23666599208647
1069,1661951,1661993,14.724457253714261
1070,1661946,1661908,23.823704586063133
1071,1661908,1661945,1.4386953828446825
1072,1661936,1662004,22.12157795937166
1073,1662004,1661950,51.57049246680018
1074,1661945,1661965,6.122978454002487
1075,1661927,1662019,36.84603521308592
1076,1661970,1661966,1.0773169217509944
1077,1661965,1661970,1.0773169217509944
1078,1662019,1662023,11.02589690088556
1079,1661904,1661969,33.14747486025722
1080,1661993,1662036,25.820138312200363
1081,1661974,1661978,22.12157795937166
1082,1661977,1661974,11.02589690088556
1083,1661978,1661984,18.42301760654296
1084,1661984,1661974,125.26256289297203
1085,1661988,1661879,36.84603521308592
1086,1661987,1661988,7.397120705657401
1087,1661997,1662008,33.14747486025722
1088,1662008,1661945,22.12157795937166
1089,1662055,1662004,36.84603521308592
1090,1662053,1662055,33.14747486025722
1091,1662011,1661970,14.724457253714261
1092,1661984,1662000,14.724457253714261
1093,1662000,1662001,14.724457253714261
1094,1662001,1662003,14.724457253714261
1095,1662003,1661907,9.529481834425253
1096,1662023,1662070,18.42301760654296
1097,1661940,1662062,47.87193211397148
1098,1662062,1661952,92.11508803271481
1099,1662070,1662075,22.12157795937166
1100,1662016,1662068,29.448914507428523
1101,1661969,1662042,29.448914507428523
1102,1662042,1662040,22.12157795937166
1103,1662040,1662044,22.12157795937166
1104,1662044,1661988,25.820138312200363
1105,1662091,1662036,33.14747486025722
1106,1662096,1662055,25.820138312200363
1107,1662096,1662093,40.54459556591462
1108,1662098,1662096,14.724457253714261
1109,1661939,1662098,66.29494972051444
1110,1662036,1662091,73.69207042617184
1111,1661897,1662118,88.4165276798861
1112,1662057,1662117,25.820138312200363
1113,1662117,1662118,22.12157795937166
1114,1662054,1662119,25.820138312200363
1115,1662119,1662117,22.12157795937166
1116,1661965,1662066,58.96761317245758
1117,1661993,1662113,55.26905281962888
1118,1662068,1661940,125.26256289297203
1119,1662039,1662129,33.14747486025722
1120,1662129,1662119,22.12157795937166
1121,1662138,1662129,25.820138312200363
1122,1662091,1662141,18.42301760654296
1123,1662113,1662141,14.724457253714261
1124,1662070,1662149,25.820138312200363
1125,1662149,1662138,22.12157795937166
1126,1662113,1662147,25.820138312200363
1127,1662088,1662008,29.448914507428523
1128,1662090,1662088,25.820138312200363
1129,1662075,1662154,29.448914507428523
1130,1662154,1662149,22.12157795937166
1131,1662042,1662085,22.12157795937166
1132,1661793,1662176,59.756649659950455
1133,1662085,1661969,99.51220873837221
1134,10503,1662121,14.724457253714261
1135,1662145,1661949,77.39063077900055
1136,1662132,1662164,25.820138312200363
1137,1662164,1662154,11.02589690088556
1138,1662098,1662161,22.12157795937166
1139,1662165,1662093,1.8853020451323477
1140,1662165,1662161,29.448914507428523
1141,1662118,1662178,22.12157795937166
1142,1662117,1662179,22.12157795937166
1143,1662178,1662179,22.12157795937166
1144,1662119,1662181,22.12157795937166
1145,1662179,1662181,22.12157795937166
1146,1662129,1662183,22.12157795937166
1147,1662181,1662183,22.12157795937166
1148,1662088,1662148,18.42301760654296
1149,1662192,1662138,22.12157795937166
1150,1662183,1662192,22.12157795937166
1151,1662139,1662085,22.12157795937166
1152,1662149,1662201,22.12157795937166
1153,1662185,1662068,84.71796732705741
1154,1662062,1662187,47.87193211397148
1155,1662187,1662185,40.54459556591462
1156,1662181,1662206,14.724457253714261
1157,1662154,1662209,18.42301760654296
1158,1662132,1662208,47.87193211397148
1159,1662166,1662139,18.42301760654296
1160,1662166,1662044,136.986301369863
1161,1662164,1662225,22.12157795937166
1162,1662090,1662186,33.14747486025722
1163,1662186,1662191,22.12157795937166
1164,1662208,1662239,18.42301760654296
1165,1662239,1662164,44.24315591874332
1166,1662161,1662244,66.29494972051444
1167,1662239,1662251,11.02589690088556
1168,1662252,1662165,10.33858878263117
1169,1662161,1662252,40.54459556591462
1170,1662186,1662224,14.724457253714261
1171,1662224,1662090,55.26905281962888
1172,1662217,1662220,62.66617352528628
1173,1662220,1662166,22.12157795937166
1174,1662270,1662187,58.96761317245758
1175,1662246,1662270,36.84603521308592
1176,1662309,10503,23.823704586063137
1177,1662281,1662185,44.24315591874332
1178,1662337,1661833,59.46230006270811
1179,1662176,1662337,27.532059270864593
1180,1662309,1662320,3.961526148970429
1181,1662254,1662227,18.42301760654296
1182,1662254,1662224,40.54459556591462
1183,1662224,1662259,22.12157795937166
1184,1662259,1662230,29.448914507428523
1185,1662313,1662281,18.42301760654296
1186,1662305,1662314,25.820138312200363
1187,1662241,1662314,25.820138312200363
1188,1662320,1662351,7.200295375753482
1189,1662385,1661743,150.38905522729482
1190,1662337,1662365,34.24657534246575
1191,1662276,1662291,25.820138312200363
1192,1662291,1662242,18.42301760654296
1193,1662291,1662293,25.820138312200363
1194,1662293,1662238,22.12157795937166
1195,1662293,1662254,44.24315591874332
1196,1662244,1662353,55.26905281962888
1197,1662314,1662324,29.448914507428523
1198,1662324,1662281,14.724457253714261
1199,1662187,1662343,58.96761317245758
1200,1662270,1662343,44.24315591874332
1201,1662351,1662362,4.322904610064117
1202,1662308,1662230,29.448914507428523
1203,1662303,1662217,57.176891006551514
1204,10523,1662349,33.353186420488385
1205,1662358,10523,2.1023257974553764
1206,1662381,1662382,6.185828872407217
1207,1662382,1662386,7.266055990158724
1208,1662386,1662388,2.420320193075311
1209,1662407,1662290,9.956432962671911
1210,1662343,1662409,25.820138312200363
1211,1662411,1662409,4.575679017645536
1212,1662410,1662324,25.820138312200363
1213,1662410,1662411,1.345188486256594
1214,1662342,1662406,25.820138312200363
1215,1662404,1662406,1.0751317068187172
1216,1662403,1662404,4.575679017645536
1217,1662362,1662430,23.823704586063133
1218,1662394,1662358,1.1201786446037485
1219,1662416,1662303,33.353186420488385
1220,1662220,1662416,66.29494972051444
1221,1662252,1662482,7.923052297940858
1222,1662388,1662459,29.448914507428523
1223,1662466,1662459,14.724457253714261
1224,1662453,1662358,33.14747486025722
1225,1662439,1662416,0.8414612093350433
1226,1662440,1662429,18.42301760654296
1227,1662453,1662457,25.820138312200363
1228,1662465,1662399,25.820138312200363
1229,1662465,1662394,1.9616398539387918
1230,1662460,1662439,4.7647409172126265
1231,1662437,1662460,18.42301760654296
1232,1662459,1662503,22.12157795937166
1233,1662427,1662503,58.96761317245758
1234,1662513,1662528,11.02589690088556
1235,1662486,1662440,36.84603521308592
1236,1662506,1662465,22.12157795937166
1237,1662506,1662457,40.54459556591462
1238,1662555,1662351,81.08919113182924
1239,1662509,1662465,0.9821471528516278
1240,1662514,1662510,84.71796732705741
1241,1662514,1662349,23.823704586063133
1242,1662457,1662512,25.820138312200363
1243,1662565,1662362,77.39063077900055
1244,1662565,1662555,29.448914507428523
1245,1662534,1662382,69.99351007334315
1246,1662432,1662534,44.24315591874332
1247,1662512,1662521,3.6985603528287005
1248,1662521,1662512,14.724457253714261
1249,1662503,1662556,22.12157795937166
1250,1662602,1662320,106.83954528642907
1251,1662574,1662411,22.146560327848583
1252,1662615,1662602,18.42301760654296
1253,1662606,1662635,14.724457253714261
1254,1662635,1662602,7.397120705657401
1255,1662563,1662506,33.14747486025722
1256,1662569,1662536,14.724457253714261
1257,1662521,1662589,22.12157795937166
1258,1662589,1662563,22.12157795937166
1259,1662596,1662589,18.42301760654296
1260,1662596,1662453,58.96761317245758
1261,1662582,1662439,81.08919113182924
1262,1662409,1662407,210.05031437762997
1263,1662682,1662555,40.54459556591462
1264,1662556,1662653,25.820138312200363
1265,1662591,1662604,14.724457253714261
1266,1662604,1662569,11.02589690088556
1267,1662625,1662563,55.26905281962888
1268,1662631,1662582,18.42301760654296
1269,1662699,1662635,25.820138312200363
1270,1662672,1662556,62.66617352528628
1271,1662722,1662699,7.397120705657401
1272,1662674,1662707,4.658947387015006
1273,1662709,1662710,4.658947387015006
1274,1662710,1662707,8.169718166803564
1275,1662707,1662713,13.998922480414757
1276,1662691,1662653,29.448914507428523
1277,1662589,1662679,22.12157795937166
1278,1662701,1662534,55.26905281962888
1279,1662681,1662604,18.42301760654296
1280,1662736,1662565,55.26905281962888
1281,1662696,1662701,22.12157795937166
1282,1662694,1662625,2.1614523050320584
1283,1662679,1662694,69.99351007334315
1284,1662653,1662721,29.448914507428523
1285,1662694,1662698,11.02589690088556
1286,1662715,1662509,3.503876329092294
1287,1662734,1662701,18.42301760654296
1288,1662731,1662596,44.24315591874332
1289,1662732,1662679,22.12157795937166
1290,1662732,1662731,2.1614523050320584
1291,1662731,1662735,2.1614523050320584
1292,1662735,1662453,117.93522634491516
1293,1662728,1662725,14.724457253714261
1294,1662728,1662681,22.12157795937166
1295,1662735,1662750,4.6774646096277355
1296,1662738,1662728,29.448914507428523
1297,1662738,1662681,44.24315591874332
1298,1662721,1662764,22.12157795937166
1299,1662715,1662752,2.1614523050320584
1300,1662755,1662514,7.56167383684717
1301,1662753,1662694,1.8000738439383706
1302,1662753,1662732,7.200295375753482
1303,1662749,1662738,14.724457253714261
1304,1662749,1662704,25.820138312200363
1305,1662751,1662704,4.7647409172126265
1306,1662638,1662751,55.26905281962888
1307,1662698,1662756,44.24315591874332
1308,1662756,1662753,3.961526148970429
1309,1662752,1662756,2.5228307661257463
1310,1662769,1662749,14.724457253714261
1311,1662771,1662728,18.42301760654296
1312,1662823,1662722,55.26905281962888
1313,1662764,1662734,99.51220873837221
1314,1662815,1662710,16.31735601423739
1315,1662794,1662715,2.383697684488545
1316,1662764,1662806,51.57049246680018
1317,1662812,1662755,29.448914507428523
1318,1662778,1662826,36.84603521308592
1319,1662826,1662381,202.65319367197256
1320,1662816,1662752,58.96761317245758
1321,1662839,1662734,55.26905281962888
1322,1662835,1662794,2.2430117409719608
1323,1662813,1662837,4.7647409172126265
1324,1662837,1662843,4.7647409172126265
1325,1662843,1662835,1.6829224186700866
1326,1662860,1662899,18.42301760654296
1327,1662899,1662902,73.69207042617184
1328,1662887,1662813,33.353186420488385
1329,1662901,1662899,22.12157795937166
1330,1662835,1662914,3.600147687876741
1331,1662922,1662914,25.820138312200363
1332,1662933,1662843,44.24315591874332
1333,1662933,1662922,22.12157795937166
1334,1662902,1662964,1.8853020451323477
1335,1662944,1662933,29.448914507428523
1336,1662957,1662942,25.820138312200363
1337,1662914,1662961,1.8000738439383706
1338,1662942,1662961,33.14747486025722
1339,1662967,1662957,22.12157795937166
1340,1662967,1662943,7.397120705657401
1341,1662909,1663012,44.24315591874332
1342,1663013,1663012,11.02589690088556
1343,1663012,1663014,22.12157795937166
1344,2034247,1663014,2.690376972513188
1345,1662961,1663010,2.1614523050320584
1346,1662707,1663062,58.29204313611192
1347,1663032,1663010,84.71796732705741
1348,1663032,1662967,36.84603521308592
1349,1662975,1663086,22.146560327848583
1350,1663086,1663062,9.317894774030012
1351,1663059,1662887,28.588445503275757
1352,1663010,1663072,1.8000738439383706
1353,1663079,1663076,5.038843070721423
1354,1663079,1662945,23.823704586063133
1355,1663078,1663032,18.42301760654296
1356,1663076,1663078,6.8389169146597935
1357,1663081,1663072,5.400221531815111
1358,1663078,1663081,2.1614523050320584
1359,1663072,1663083,2.5228307661257463
1360,1663090,1662933,62.66617352528628
1361,1663083,1663090,2.1614523050320584
1362,1663090,1663059,9.361747680785541
1363,1663014,1663106,2.1502634136374343
1364,1663133,1663081,22.12157795937166
1365,1663076,1663139,25.820138312200363
1366,1663139,1663144,44.24315591874332
1367,1663144,1663079,2.5228307661257463
1368,1663143,1663078,22.12157795937166
1369,1663143,1663139,69.99351007334315
1370,1663144,1663149,47.87193211397148
1371,1663149,1663079,69.99351007334315
1372,1663151,1663133,11.02589690088556
1373,1663012,1663160,47.87193211397148
1374,1663160,1663164,22.12157795937166
1375,1663106,1663164,1.615245265694471
1376,1663162,1663126,14.724457253714261
1377,1663162,1663133,11.02589690088556
1378,1662964,1663180,136.35824395145812
1379,1662899,1663210,114.23666599208647
1380,1663210,1663212,142.94222751637878
1381,1663139,1663203,410.958904109589
1382,1663208,1663203,47.87193211397148
1383,1663208,1663144,2.1614523050320584
1384,1663207,1663143,18.42301760654296
1385,1663218,1663208,51.57049246680018
1386,1663218,1663149,22.12157795937166
1387,1663224,1663218,29.448914507428523
1388,1663224,1663160,55.26905281962888
1389,1663216,1663162,22.12157795937166
1390,1663207,1663216,51.57049246680018
1391,1663227,1663224,36.84603521308592
1392,1663160,1663227,22.12157795937166
1393,1663229,1663227,18.42301760654296
1394,1663164,1663229,1.615245265694471
1395,1663072,1663228,5.400221531815111
1396,1663228,1663216,136.986301369863
1397,1663062,10668,38.46391634208597
1398,1663343,1662430,114.15525114155253
1399,1663203,1663291,684.931506849315
1400,1663180,1663308,47.87193211397148
1401,1663291,1663294,19.058963668850506
1402,1663294,1663208,47.64740917212627
1403,1663292,1663291,38.11792733770102
1404,1663293,1663292,9.529481834425253
1405,1663299,1663294,66.70637284097677
1406,1663299,1663218,33.14747486025722
1407,1663301,1663299,42.88266825491364
1408,1663301,1663224,136.986301369863
1409,10668,1663366,4.658947387015006
1410,1663314,1663301,181.0601548540798
1411,1663229,1663314,2.420320193075311
1412,1663319,1663314,104.82430017867777
1413,15381,1663319,66.70637284097677
1414,1663358,1663276,41.35435513052468
1415,1663352,1663059,14.294222751637879
1416,1663352,1663351,4.6774646096277355
1417,1663351,1663361,8.638990758598164
1418,1663355,1663352,40.54459556591462
1419,1663308,1663378,22.12157795937166
1420,1663291,1663372,82.70871026104936
1421,1663374,1663361,47.64740917212627
1422,1663374,1663344,28.588445503275757
1423,1663292,1663375,25.820138312200363
1424,1663372,1663375,47.64740917212627
1425,1663377,1663372,142.9422275163788
1426,1663377,1663299,25.820138312200363
1427,1663383,1663377,47.64740917212627
1428,1663383,1663301,136.986301369863
1429,1663390,1663383,214.4133412745682
1430,1663314,1663390,1.8000738439383706
1431,1663395,1663390,214.41334127456818
1432,1663395,1663319,22.12157795937166
1433,1663390,1663422,11.02589690088556
1434,1663422,1663395,29.448914507428523
1435,1663430,1663374,14.294222751637879
1436,1663361,1663438,33.14747486025722
1437,1663351,1663439,33.14747486025722
1438,1663438,1663439,66.29494972051444
1439,1663372,1663444,93.04729904368054
1440,1663440,1663352,4.7647409172126265
1441,1663439,1663440,51.57049246680018
1442,1663446,1663444,22.12157795937166
1443,1663444,1663450,66.29494972051444
1444,1663375,1663449,22.12157795937166
1445,1663449,1663446,29.448914507428523
1446,1663450,1663452,25.820138312200363
1447,1663452,1663377,25.820138312200363
1448,1663455,1663383,25.820138312200363
1449,1663455,1663422,62.66617352528628
1450,1663452,1663455,33.14747486025722
1451,1662365,1663549,273.972602739726
1452,1663472,1663449,29.448914507428523
1453,1663422,1663507,18.42301760654296
1454,1663507,1663498,22.12157795937166
1455,1663498,1663510,84.71796732705741
1456,1663492,1663355,47.87193211397148
1457,1663508,1663430,2.877390765689365
1458,1663375,1663508,119.11852293031566
1459,1663515,1663438,29.448914507428523
1460,1663515,1663430,9.529481834425253
1461,1663553,1663508,25.820138312200363
1462,1663553,1663472,36.84603521308592
1463,1663498,1663563,136.986301369863
1464,1663570,1663440,23.823704586063133
1465,1663449,1663578,44.24315591874332
1466,1663472,1663577,36.84603521308592
1467,1663577,1663578,22.12157795937166
1468,1663578,1663579,22.12157795937166
1469,1663579,1663446,44.24315591874332
1470,1663579,1663581,25.820138312200363
1471,1663444,1663581,93.04729904368054
1472,1663581,1663584,62.66617352528628
1473,1663584,1663587,14.724457253714261
1474,1663587,1663590,47.87193211397148
1475,1663507,1663601,33.14747486025722
1476,1663590,1663601,55.26905281962888
1477,1663603,1663553,22.12157795937166
1478,1663603,1663577,22.12157795937166
1479,1663611,1663489,58.96761317245758
1480,1663647,1663603,22.12157795937166
1481,1663581,1663652,10.33858878263117
1482,1663665,1663510,5.400221531815111
1483,1663663,1663603,25.820138312200363
1484,1663640,1663663,11.02589690088556
1485,1663661,1663515,9.529481834425253
1486,1663601,1663668,22.12157795937166
1487,1663678,1663665,11.02589690088556
1488,1663578,1663675,51.57049246680018
1489,1663652,1663675,14.724457253714261
1490,1663508,1663688,71.47111375818939
1491,1663739,1663569,25.65733110763714
1492,1663722,1663688,136.986301369863
1493,1663722,1663553,73.69207042617184
1494,1663729,1663665,47.64740917212627
1495,1663737,1663663,40.54459556591462
1496,1663675,1663737,40.54459556591462
1497,1663759,1663729,22.12157795937166
1498,1663745,1663722,25.820138312200363
1499,1663745,1663647,47.87193211397148
1500,1663762,1663721,29.448914507428523
1501,1663741,1663777,25.820138312200363
1502,1663685,1663777,29.448914507428523
1503,1663647,1663793,62.66617352528628
1504,1663737,1663793,22.12157795937166
1505,1663794,1663836,6.999461240207379
1506,1663739,1663836,26.80550771486359
1507,1663815,1663745,29.448914507428523
1508,1663652,1663818,4.035565458769782
1509,1663777,1663830,29.448914507428523
1510,1663830,1663762,33.14747486025722
1511,1663736,1663823,18.42301760654296
1512,1663793,1663837,25.820138312200363
1513,1663851,1663729,23.823704586063133
1514,1663823,1663843,14.724457253714261
1515,1663688,1663843,5.038843070721423
1516,15377,1663851,71.4711137581894
1517,1663844,1663850,22.12157795937166
1518,1663850,1663755,29.448914507428523
1519,1663837,1663815,33.14747486025722
1520,1663836,1663888,6.999461240207379
1521,1663861,15378,258.46471956577926
1522,1663843,1663722,62.66617352528628
1523,1663862,1663861,227.44895321788573
