,FROM,TO,TIME
912,1663590,1663775,18.475
913,1663775,1663844,7.925
914,1663770,1663775,5.275
915,1663762,1663646,26.4
916,1663646,1663668,17.15
917,1663646,1663596,5.275
918,1664122,1664052,7.925
919,1664052,1663998,16.444444444444443
920,1664052,1664056,11.875
921,1664349,1664383,5.275
922,1663605,1663710,11.875
923,1663710,1663717,14.525
924,1664144,1664197,13.2
925,2296035,1663189,35.2
926,1665615,1665732,24.633333333333333
927,1665732,1666112,51.03333333333333
928,1665732,1665652,22.866666666666667
929,1665652,1665603,26.4
930,1665603,1665455,19.366666666666667
931,1665455,1665354,12.911111111111111
932,1665543,1665653,8.222222222222221
933,1665455,1665543,19.366666666666667
934,1665133,1665127,17.6
935,1665127,1665114,61.6
936,1665354,1665127,17.6
937,1665354,1665353,10.555555555555555
938,1665543,1665448,9.377777777777778
939,1662147,1662100,14.8
940,1662100,1662071,8.44
941,1662374,1662365,123.2
942,1662811,1662810,8.44
943,1662309,1662375,29.933333333333334
944,1662375,1662374,31.68
945,1662375,1662538,59.12
946,1661921,1661911,38.733333333333334
947,1662100,1662067,10.56
948,1662067,1662074,4.24
949,1662074,1662132,19.0
950,1662208,1662155,16.88
951,1662155,1662147,4.24
952,1662155,1662074,29.56
953,1662922,1662971,7.925
954,1664019,1664469,55.45
955,1662357,1662463,16.246153846153845
956,1662372,1662357,62.158490566037734
957,1662463,1662462,60.34285714285714
958,1662372,1662462,14.894117647058822
959,2005034,2005032,15.85
960,1662276,1662319,3.95
961,1662319,1662509,25.075
962,1661549,1661547,10.571428571428571
963,1661555,1661566,9.057142857142857
964,1661566,1661547,16.6
965,1661577,1661544,10.571428571428571
966,1661547,1661585,10.571428571428571
967,1661566,1661593,9.057142857142857
968,1661593,1661585,6.0285714285714285
969,1661598,1661555,16.6
970,1661585,1661676,19.6
971,1661676,1661577,10.571428571428571
972,1661614,1661598,7.542857142857143
973,1661614,1661593,9.057142857142857
974,1661585,1661620,16.6
975,1661620,1661676,21.114285714285714
976,1661614,1661719,28.65714285714286
977,1661670,1661614,21.114285714285714
978,1661555,1661553,10.571428571428571
979,1661389,1661553,64.85714285714286
980,1661553,1661668,36.2
981,1661670,1661668,13.571428571428571
982,1662813,1662784,8.44
983,1662286,1662282,7.925
984,1663293,1663344,25.725
985,1661879,1661890,10.55
986,1662040,1662109,9.25
987,1662898,1662957,7.925
988,1662000,1662049,7.925
989,1662088,1662069,12.057142857142857
990,1663583,1663604,19.2
991,1663604,1663605,3.95
992,1663710,1663604,33.8
993,1663450,1663531,7.925
994,1663531,1663584,12.68
995,1661577,1661558,13.571428571428571
996,2013290,1661558,7.542857142857143
997,1668381,1668383,35.2
998,1668391,1668383,23.466666666666665
999,1667774,1668437,137.26666666666668
1000,1668437,1668463,29.933333333333334
1001,1668463,1668285,105.6
1002,1668437,1668549,124.96666666666667
1003,1668103,1668551,86.0
1004,1668213,1668630,77.43333333333334
1005,1668329,1668636,59.833333333333336
1006,1668327,1668822,172.46666666666667
1007,1669042,1668393,137.26666666666668
1008,1668046,1668449,73.93333333333334
1009,1668168,1668444,36.96666666666667
1010,1668633,1668388,47.53333333333333
1011,15377,15378,11.875
1012,1663297,1663298,5.275
1013,1662474,1662481,3.95
1014,1667544,1667663,19.366666666666667
1015,1662513,1662458,48.56
1016,1662433,1662417,6.32
1017,1661729,1662290,142.55454545454543
1018,1661584,1662386,132.0
1019,1666471,10949,214.73333333333332
1020,1660820,1661200,116.17142857142858
1021,1661705,1661678,6.32
1022,1661705,1661704,10.56
1023,1661697,1661723,23.24
1024,1661723,1661705,10.56
1025,1661739,1661705,8.44
1026,1661704,1661754,23.24
1027,1661746,1661754,10.56
1028,1661767,1661704,19.0
1029,1661768,1661723,16.88
1030,1661768,1661769,10.56
1031,1661769,1661767,12.68
1032,1661754,1661794,12.68
1033,1661795,1661794,6.32
1034,1661746,1661805,21.12
1035,1661794,1661834,16.88
1036,1661834,1661767,35.92
1037,1661774,1661836,29.56
1038,1661836,1661867,8.44
1039,1661867,1661868,14.8
1040,1661869,1661825,14.8
1041,1661868,1661869,19.0
1042,1661869,1661880,21.12
1043,1661744,10464,27.142857142857142
1044,1661805,1661884,29.56
1045,1661880,1661884,24.945454545454545
1046,1661878,1661768,35.92
1047,1661805,1661887,29.56
1048,1661884,1661887,19.0
1049,1661769,1661882,35.92
1050,1661834,1661886,12.68
1051,1661887,1661886,14.8
1052,1661886,1661882,17.6
1053,1661837,1661851,6.6
1054,1661838,1661851,14.525
1055,1661868,1661936,12.68
1056,1661939,1661936,14.8
1057,1661867,1661939,14.8
1058,1661942,1661869,10.56
1059,1661936,1661942,21.12
1060,1661879,1661838,6.6
1061,1661906,1661908,1.5142857142857142
1062,1661950,1661942,2.12
1063,1661959,1661880,27.44
1064,1661950,1661959,16.88
1065,1661851,1661904,6.6
1066,1661904,1661907,6.6
1067,1661940,1661952,21.11111111111111
1068,1661952,1661801,36.37777777777778
1069,1661951,1661993,8.44
1070,1661946,1661908,54.31428571428572
1071,1661908,1661945,6.0285714285714285
1072,1661936,1662004,12.68
1073,1662004,1661950,29.56
1074,1661945,1661965,25.65714285714286
1075,1661927,1662019,21.12
1076,1661970,1661966,4.514285714285714
1077,1661965,1661970,4.514285714285714
1078,1662019,1662023,6.32
1079,1661904,1661969,11.875
1080,1661993,1662036,14.8
1081,1661974,1661978,7.925
1082,1661977,1661974,3.95
1083,1661978,1661984,6.6
1084,1661984,1661974,44.875
1085,1661988,1661879,13.2
1086,1661987,1661988,2.65
1087,1661997,1662008,13.571428571428571
1088,1662008,1661945,9.057142857142857
1089,1662055,1662004,21.12
1090,1662053,1662055,19.0
1091,1662011,1661970,6.0285714285714285
1092,1661984,1662000,5.275
1093,1662000,1662001,5.275
1094,1662001,1662003,5.275
1095,1662003,1661907,15.833333333333334
1096,1662023,1662070,10.56
1097,1661940,1662062,17.15
1098,1662062,1661952,29.333333333333332
1099,1662070,1662075,12.68
1100,1662016,1662068,10.55
1101,1661969,1662042,10.55
1102,1662042,1662040,7.925
1103,1662040,1662044,7.925
1104,1662044,1661988,9.25
1105,1662091,1662036,19.0
1106,1662096,1662055,14.8
1107,1662096,1662093,23.24
1108,1662098,1662096,8.44
1109,1661939,1662098,38.0
1110,1662036,1662091,42.24
1111,1661897,1662118,50.68
1112,1662057,1662117,14.8
1113,1662117,1662118,12.68
1114,1662054,1662119,14.8
1115,1662119,1662117,12.68
1116,1661965,1662066,24.142857142857142
1117,1661993,1662113,31.68
1118,1662068,1661940,39.888888888888886
1119,1662039,1662129,19.0
1120,1662129,1662119,12.68
1121,1662138,1662129,14.8
1122,1662091,1662141,10.56
1123,1662113,1662141,8.44
1124,1662070,1662149,14.8
1125,1662149,1662138,12.68
1126,1662113,1662147,14.8
1127,1662088,1662008,12.057142857142857
1128,1662090,1662088,10.571428571428571
1129,1662075,1662154,16.88
1130,1662154,1662149,12.68
1131,1662042,1662085,7.925
1132,1661793,1662176,156.63333333333333
1133,1662085,1661969,35.65
1134,10503,1662121,8.44
1135,1662145,1661949,27.725
1136,1662132,1662164,14.8
1137,1662164,1662154,6.32
1138,1662098,1662161,12.68
1139,1662165,1662093,14.8
1140,1662165,1662161,16.88
1141,1662118,1662178,12.68
1142,1662117,1662179,12.68
1143,1662178,1662179,12.68
1144,1662119,1662181,12.68
1145,1662179,1662181,12.68
1146,1662129,1662183,12.68
1147,1662181,1662183,12.68
1148,1662088,1662148,7.542857142857143
1149,1662192,1662138,12.68
1150,1662183,1662192,12.68
1151,1662139,1662085,7.925
1152,1662149,1662201,12.68
1153,1662185,1662068,30.35
1154,1662062,1662187,17.15
1155,1662187,1662185,14.525
1156,1662181,1662206,8.44
1157,1662154,1662209,10.56
1158,1662132,1662208,27.44
1159,1662166,1662139,6.6
1160,1662166,1662044,27.44
1161,1662164,1662225,12.68
1162,1662090,1662186,13.571428571428571
1163,1662186,1662191,9.057142857142857
1164,1662208,1662239,10.56
1165,1662239,1662164,25.36
1166,1662161,1662244,38.0
1167,1662239,1662251,6.32
1168,1662252,1662165,27.44
1169,1662161,1662252,23.24
1170,1662186,1662224,5.275
1171,1662224,1662090,22.62857142857143
1172,1662217,1662220,22.45
1173,1662220,1662166,7.925
1174,1662270,1662187,21.125
1175,1662246,1662270,13.2
1176,1662309,10503,26.4
1177,1662281,1662185,15.85
1178,1662337,1661833,89.76666666666667
1179,1662176,1662337,72.16666666666667
1180,1662309,1662320,23.24
1181,1662254,1662227,6.6
1182,1662254,1662224,14.525
1183,1662224,1662259,7.925
1184,1662259,1662230,12.057142857142857
1185,1662313,1662281,6.6
1186,1662305,1662314,9.25
1187,1662241,1662314,9.25
1188,1662320,1662351,42.24
1189,1662385,1661743,227.03333333333333
1190,1662337,1662365,59.84444444444444
1191,1662276,1662291,9.25
1192,1662291,1662242,6.6
1193,1662291,1662293,9.25
1194,1662293,1662238,7.925
1195,1662293,1662254,15.85
1196,1662244,1662353,31.68
1197,1662314,1662324,10.55
1198,1662324,1662281,5.275
1199,1662187,1662343,21.125
1200,1662270,1662343,15.85
1201,1662351,1662362,25.36
1202,1662308,1662230,12.057142857142857
1203,1662303,1662217,14.785401459854015
1204,10523,1662349,44.71764705882352
1205,1662358,10523,19.8
1206,1662381,1662382,30.35
1207,1662382,1662386,35.65
1208,1662386,1662388,11.875
1209,1662407,1662290,65.13333333333334
1210,1662343,1662409,9.25
1211,1662411,1662409,22.45
1212,1662410,1662324,9.25
1213,1662410,1662411,6.6
1214,1662342,1662406,9.25
1215,1662404,1662406,5.275
1216,1662403,1662404,22.45
1217,1662362,1662430,53.6
1218,1662394,1662358,10.55
1219,1662416,1662303,31.666666666666668
1220,1662220,1662416,23.75
1221,1662252,1662482,46.48
1222,1662388,1662459,10.55
1223,1662466,1662459,5.275
1224,1662453,1662358,11.875
1225,1662439,1662416,7.925
1226,1662440,1662429,6.6
1227,1662453,1662457,9.25
1228,1662465,1662399,9.25
1229,1662465,1662394,18.475
1230,1662460,1662439,5.266666666666667
1231,1662437,1662460,6.6
1232,1662459,1662503,7.925
1233,1662427,1662503,21.125
1234,1662513,1662528,6.32
1235,1662486,1662440,13.2
1236,1662506,1662465,7.925
1237,1662506,1662457,14.525
1238,1662555,1662351,46.48
1239,1662509,1662465,9.25
1240,1662514,1662510,30.35
1241,1662514,1662349,38.0
1242,1662457,1662512,9.25
1243,1662565,1662362,44.36
1244,1662565,1662555,16.88
1245,1662534,1662382,25.075
1246,1662432,1662534,15.85
1247,1662512,1662521,1.325
1248,1662521,1662512,5.275
1249,1662503,1662556,7.925
1250,1662602,1662320,61.24
1251,1662574,1662411,25.075
1252,1662615,1662602,10.56
1253,1662606,1662635,8.44
1254,1662635,1662602,4.24
1255,1662563,1662506,11.875
1256,1662569,1662536,5.275
1257,1662521,1662589,7.925
1258,1662589,1662563,7.925
1259,1662596,1662589,6.6
1260,1662596,1662453,21.125
1261,1662582,1662439,29.05
1262,1662409,1662407,75.25
1263,1662682,1662555,23.24
1264,1662556,1662653,9.25
1265,1662591,1662604,5.275
1266,1662604,1662569,3.95
1267,1662625,1662563,19.8
1268,1662631,1662582,6.6
1269,1662699,1662635,14.8
1270,1662672,1662556,22.45
1271,1662722,1662699,4.24
1272,1662674,1662707,7.033333333333333
1273,1662709,1662710,7.033333333333333
1274,1662710,1662707,12.333333333333334
1275,1662707,1662713,21.133333333333333
1276,1662691,1662653,10.55
1277,1662589,1662679,7.925
1278,1662701,1662534,19.8
1279,1662681,1662604,6.6
1280,1662736,1662565,31.68
1281,1662696,1662701,7.925
1282,1662694,1662625,7.925
1283,1662679,1662694,25.075
1284,1662653,1662721,10.55
1285,1662694,1662698,3.95
1286,1662715,1662509,33.0
1287,1662734,1662701,6.6
1288,1662731,1662596,15.85
1289,1662732,1662679,7.925
1290,1662732,1662731,7.925
1291,1662731,1662735,7.925
1292,1662735,1662453,42.25
1293,1662728,1662725,5.275
1294,1662728,1662681,7.925
1295,1662735,1662750,17.15
1296,1662738,1662728,10.55
1297,1662738,1662681,15.85
1298,1662721,1662764,7.925
1299,1662715,1662752,7.925
1300,1662755,1662514,27.725
1301,1662753,1662694,6.6
1302,1662753,1662732,26.4
1303,1662749,1662738,5.275
1304,1662749,1662704,9.25
1305,1662751,1662704,14.066666666666666
1306,1662638,1662751,19.8
1307,1662698,1662756,15.85
1308,1662756,1662753,14.525
1309,1662752,1662756,9.25
1310,1662769,1662749,5.275
1311,1662771,1662728,6.6
1312,1662823,1662722,31.68
1313,1662764,1662734,35.65
1314,1662815,1662710,24.633333333333333
1315,1662794,1662715,22.45
1316,1662764,1662806,18.475
1317,1662812,1662755,10.55
1318,1662778,1662826,11.733333333333333
1319,1662826,1662381,72.6
1320,1662816,1662752,21.125
1321,1662839,1662734,19.8
1322,1662835,1662794,21.125
1323,1662813,1662837,17.272727272727273
1324,1662837,1662843,17.272727272727273
1325,1662843,1662835,15.85
1326,1662860,1662899,6.6
1327,1662899,1662902,26.4
1328,1662887,1662813,17.6
1329,1662901,1662899,7.925
1330,1662835,1662914,13.2
1331,1662922,1662914,9.25
1332,1662933,1662843,15.85
1333,1662933,1662922,7.925
1334,1662902,1662964,9.25
1335,1662944,1662933,10.55
1336,1662957,1662942,9.25
1337,1662914,1662961,6.6
1338,1662942,1662961,11.875
1339,1662967,1662957,7.925
1340,1662967,1662943,2.65
1341,1662909,1663012,15.85
1342,1663013,1663012,3.95
1343,1663012,1663014,7.925
1344,2034247,1663014,13.2
1345,1662961,1663010,7.925
1346,1662707,1663062,88.0
1347,1663032,1663010,30.35
1348,1663032,1662967,13.2
1349,1662975,1663086,33.43333333333333
1350,1663086,1663062,14.066666666666666
1351,1663059,1662887,32.57142857142857
1352,1663010,1663072,6.6
1353,1663079,1663076,18.475
1354,1663079,1662945,38.0
1355,1663078,1663032,6.6
1356,1663076,1663078,25.075
1357,1663081,1663072,19.8
1358,1663078,1663081,7.925
1359,1663072,1663083,9.25
1360,1663090,1662933,22.45
1361,1663083,1663090,7.925
1362,1663090,1663059,34.325
1363,1663014,1663106,10.55
1364,1663133,1663081,7.925
1365,1663076,1663139,9.25
1366,1663139,1663144,15.85
1367,1663144,1663079,9.25
1368,1663143,1663078,7.925
1369,1663143,1663139,25.075
1370,1663144,1663149,17.15
1371,1663149,1663079,25.075
1372,1663151,1663133,3.95
1373,1663012,1663160,17.15
1374,1663160,1663164,7.925
1375,1663106,1663164,7.925
1376,1663162,1663126,5.275
1377,1663162,1663133,3.95
1378,1662964,1663180,48.85
1379,1662899,1663210,40.925
1380,1663210,1663212,45.81132075471698
1381,1663139,1663203,12.68
1382,1663208,1663203,17.15
1383,1663208,1663144,7.925
1384,1663207,1663143,6.6
1385,1663218,1663208,18.475
1386,1663218,1663149,7.925
1387,1663224,1663218,10.55
1388,1663224,1663160,19.8
1389,1663216,1663162,7.925
1390,1663207,1663216,18.475
1391,1663227,1663224,13.2
1392,1663160,1663227,7.925
1393,1663229,1663227,6.6
1394,1663164,1663229,7.925
1395,1663072,1663228,19.8
1396,1663228,1663216,10.56
1397,1663062,10668,58.06666666666667
1398,1663343,1662430,143.72222222222223
1399,1663203,1663291,19.0
1400,1663180,1663308,17.15
1401,1663291,1663294,24.945454545454545
1402,1663294,1663208,19.0
1403,1663292,1663291,28.152380952380952
1404,1663293,1663292,10.057142857142857
1405,1663299,1663294,24.784516129032255
1406,1663299,1663218,11.875
1407,1663301,1663299,17.448979591836736
1408,1663301,1663224,15.345454545454546
1409,10668,1663366,7.033333333333333
1410,1663314,1663301,32.73285371702638
1411,1663229,1663314,11.875
1412,1663319,1663314,11.475113122171946
1413,15381,1663319,13.253731343283583
1414,1663358,1663276,10.057142857142857
1415,1663352,1663059,55.90588235294117
1416,1663352,1663351,17.15
1417,1663351,1663361,31.675
1418,1663355,1663352,14.525
1419,1663308,1663378,7.925
1420,1663291,1663372,12.523456790123456
1421,1663374,1663361,19.0
1422,1663374,1663344,7.672727272727273
1423,1663292,1663375,9.25
1424,1663372,1663375,29.56
1425,1663377,1663372,52.8
1426,1663377,1663299,9.25
1427,1663383,1663377,19.0
1428,1663383,1663301,14.8
1429,1663390,1663383,33.8
1430,1663314,1663390,6.6
1431,1663395,1663390,12.68
1432,1663395,1663319,7.925
1433,1663390,1663422,3.95
1434,1663422,1663395,10.55
1435,1663430,1663374,15.825000000000001
1436,1663361,1663438,11.875
1437,1663351,1663439,11.875
1438,1663438,1663439,23.75
1439,1663372,1663444,12.68
1440,1663440,1663352,14.8
1441,1663439,1663440,18.475
1442,1663446,1663444,7.925
1443,1663444,1663450,23.75
1444,1663375,1663449,7.925
1445,1663449,1663446,10.55
1446,1663450,1663452,9.25
1447,1663452,1663377,9.25
1448,1663455,1663383,9.25
1449,1663455,1663422,22.45
1450,1663452,1663455,11.875
1451,1662365,1663549,149.0222222222222
1452,1663472,1663449,10.55
1453,1663422,1663507,6.6
1454,1663507,1663498,7.925
1455,1663498,1663510,30.35
1456,1663492,1663355,17.15
1457,1663508,1663430,10.55
1458,1663375,1663508,52.8
1459,1663515,1663438,10.55
1460,1663515,1663430,19.2
1461,1663553,1663508,9.25
1462,1663553,1663472,13.2
1463,1663498,1663563,12.68
1464,1663570,1663440,21.133333333333333
1465,1663449,1663578,15.85
1466,1663472,1663577,13.2
1467,1663577,1663578,7.925
1468,1663578,1663579,7.925
1469,1663579,1663446,15.85
1470,1663579,1663581,9.25
1471,1663444,1663581,25.08131868131868
1472,1663581,1663584,22.45
1473,1663584,1663587,5.275
1474,1663587,1663590,17.15
1475,1663507,1663601,11.875
1476,1663590,1663601,19.8
1477,1663603,1663553,7.925
1478,1663603,1663577,7.925
1479,1663611,1663489,21.125
1480,1663647,1663603,7.925
1481,1663581,1663652,14.8
1482,1663665,1663510,19.8
1483,1663663,1663603,9.25
1484,1663640,1663663,3.95
1485,1663661,1663515,38.4
1486,1663601,1663668,7.925
1487,1663678,1663665,3.95
1488,1663578,1663675,18.475
1489,1663652,1663675,5.275
1490,1663508,1663688,48.56
1491,1663739,1663569,38.733333333333334
1492,1663722,1663688,12.68
1493,1663722,1663553,26.4
1494,1663729,1663665,12.68
1495,1663737,1663663,14.525
1496,1663675,1663737,14.525
1497,1663759,1663729,7.925
1498,1663745,1663722,9.25
1499,1663745,1663647,17.15
1500,1663762,1663721,10.55
1501,1663741,1663777,9.25
1502,1663685,1663777,10.55
1503,1663647,1663793,22.45
1504,1663737,1663793,7.925
1505,1663794,1663836,10.566666666666666
1506,1663739,1663836,40.46666666666667
1507,1663815,1663745,10.55
1508,1663652,1663818,19.8
1509,1663777,1663830,10.55
1510,1663830,1663762,11.875
1511,1663736,1663823,6.6
1512,1663793,1663837,9.25
1513,1663851,1663729,21.12
1514,1663823,1663843,5.275
1515,1663688,1663843,18.475
1516,15377,1663851,7.033333333333333
1517,1663844,1663850,7.925
1518,1663850,1663755,10.55
1519,1663837,1663815,11.875
1520,1663836,1663888,10.566666666666666
1521,1663861,15378,24.180842911877395
1522,1663843,1663722,22.45
1523,1663862,1663861,22.159223300970876
1524,1663850,1663863,7.925
1525,1663863,1663866,9.25
1526,1663866,1663830,19.8
1527,1663366,1663921,95.03333333333333
1528,1663876,1663745,13.2
1529,1663873,1663570,45.766666666666666
1530,1663836,1663860,47.53333333333333
1531,1663843,1663903,9.25
1532,1663919,1663851,14.8
1533,1663916,1663844,16.88
1534,1663943,10698,49.28888888888889
1535,1663938,1663943,58.666666666666664
1536,1663992,1663549,79.2
1537,1663949,1663916,38.275
1538,1663926,1663949,2.65
1539,1663819,1663972,22.45
1540,1663972,1663919,9.25
1541,1663818,1663968,34.325
1542,1663862,1663981,15.85
1543,1663830,1663980,19.8
1544,1663968,1663983,6.6
1545,1663949,1663998,10.56
1546,1663980,1663998,10.55
1547,1663980,1664002,6.6
1548,1664002,1664009,7.925
1549,1664009,1663972,5.275
1550,1663861,1664019,19.8
1551,1664019,1663981,19.8
1552,1663818,1664013,25.075
1553,1664013,1664021,15.85
1554,1664021,1663973,19.8
1555,1663903,1664017,26.4
1556,1663983,1664025,7.925
1557,1664038,1664017,3.95
1558,1664051,1664038,9.25
1559,1664051,1664026,3.95
1560,1664002,1664065,7.925
1561,1664021,1664069,10.56
1562,1664064,1663968,23.75
1563,1664063,1664051,7.925
1564,1664063,1664032,3.95
1565,1664078,1663983,17.15
1566,1664082,1664062,3.95
1567,1664079,1664038,5.275
1568,1663549,1664167,119.66666666666667
1569,1664167,1664174,135.53333333333333
1570,1664122,1664125,9.25
1571,1664126,1664064,9.25
1572,1664114,1664126,5.275
1573,1664137,1664063,19.8
1574,1664082,1664137,9.25
1575,1664025,1664082,34.325
1576,1664147,1664009,33.8
1577,1664125,1664148,14.525
1578,1664148,1664128,6.6
1579,1664125,1664157,6.6
1580,1664159,1664093,14.525
1581,1664122,1664159,6.6
1582,1664155,1664121,3.95
1583,1664155,1664064,19.8
1584,1664126,1664163,7.925
1585,1664165,1664051,15.85
1586,1664185,1663916,43.55
1587,1664190,1664147,6.6
1588,1664199,1664155,3.95
1589,1664159,1664208,9.25
1590,1664163,1664204,7.925
1591,1664228,1664159,13.2
1592,1664148,1664237,11.875
1593,1664247,1664170,7.925
1594,1664247,1664190,13.2
1595,1664237,1664247,5.275
1596,1664163,1664248,13.2
1597,1664256,1664148,14.525
1598,1664013,1664255,31.675
1599,1664248,1664266,3.95
1600,1664137,1664271,40.12
1601,1664271,1664155,18.475
1602,1664237,1664291,7.925
1603,1664295,1664247,5.275
1604,1664290,1664271,18.475
1605,1664248,1664290,6.6
1606,1664255,1664328,10.55
1607,1664301,1664344,11.875
1608,1664271,1664344,10.55
1609,1664349,1664290,11.875
1610,1664359,1664190,31.68
1611,1664290,1664355,7.925
1612,1664378,1664349,3.95
1613,1664378,1664328,9.25
1614,1664391,1664355,13.2
1615,1664344,1664137,76.04
1616,1664414,1664378,16.88
1617,1664487,1663739,128.46666666666667
1618,1664467,1664213,40.46666666666667
1619,1664489,1663943,68.04444444444445
1620,1664294,1664486,18.77777777777778
1621,1664202,1664487,186.56666666666666
1622,1664355,1664482,17.15
1623,1664609,1664202,70.4
1624,1664709,1664174,98.56666666666666
1625,1664738,1664487,72.4
1626,1664742,1664738,38.733333333333334
1627,1664605,1664797,45.766666666666666
1628,10787,1665038,151.36666666666667
1629,1664167,1665100,161.93333333333334
1630,1665120,1664738,51.03333333333333
1631,1665118,1665116,8.8
1632,1664999,1665118,15.833333333333334
1633,1665120,1665118,28.65714285714286
1634,1665113,1665114,22.866666666666667
1635,1665091,1665090,9.377777777777778
1636,1665133,1664489,59.84444444444444
1637,1665133,1665132,29.333333333333332
1638,1665299,1665297,15.833333333333334
1639,1665091,1665330,19.955555555555556
1640,1665116,1665410,36.96666666666667
1641,1665444,1665297,17.6
1642,1665153,1665482,225.26666666666668
1643,1665100,1665551,79.2
1644,1665601,1665551,49.266666666666666
1645,1665552,1665410,24.633333333333333
1646,1665612,1665552,5.266666666666667
1647,1665586,1665614,24.633333333333333
1648,1665614,1665648,12.333333333333334
1649,1665410,1665648,26.4
1650,1665662,1665614,7.033333333333333
1651,1665648,1665671,12.333333333333334
1652,1665671,1665552,17.6
1653,1665671,1665735,33.43333333333333
1654,1665735,1665120,61.857142857142854
1655,1665741,1665671,12.333333333333334
1656,1665861,1665153,57.48888888888889
1657,1663992,1665861,342.45714285714286
1658,1666324,1666240,17.6
1659,1666285,1666324,14.066666666666666
1660,1666414,1666324,14.066666666666666
1661,1666361,1666385,3.511111111111111
1662,1666385,1666386,5.866666666666666
1663,1666421,1666414,12.333333333333334
1664,1666471,1666473,22.866666666666667
1665,1666465,1663992,352.0
1666,1666420,1666385,12.911111111111111
1667,1665861,1666485,91.53333333333333
1668,1665823,1666500,124.96666666666667
1669,1666498,1666500,24.633333333333333
1670,1666414,1666511,12.333333333333334
1671,1666511,1666588,12.333333333333334
1672,1666584,1666588,14.066666666666666
1673,1666506,1666587,7.044444444444444
1674,1666588,1666642,17.6
1675,1666684,1666509,28.166666666666668
1676,1666648,1666688,7.033333333333333
1677,1666726,1666684,17.6
1678,1666737,1666688,29.933333333333334
1679,1666512,1666737,36.96666666666667
1680,1666858,1666684,26.4
1681,1666844,1666865,10.566666666666666
1682,1666865,1666858,19.366666666666667
1683,1666938,1666865,17.6
1684,1666998,1666938,7.033333333333333
1685,1667003,1666998,12.333333333333334
1686,1666923,1667020,21.133333333333333
1687,1667021,1667020,17.6
1688,1666688,1667021,66.86666666666666
1689,1666485,1667037,89.76666666666667
1690,1667037,1667026,73.93333333333334
1691,1667028,1666858,28.166666666666668
1692,1667020,1667028,14.066666666666666
1693,1666865,1667028,36.96666666666667
1694,1667066,1667070,10.566666666666666
1695,1667070,1666998,15.833333333333334
1696,1667070,1667083,14.066666666666666
1697,1667104,1667083,14.066666666666666
1698,1667028,1667104,17.6
1699,1667104,1667021,49.266666666666666
1700,1666587,1667108,59.84444444444444
1701,1667097,1667098,12.911111111111111
1702,1667098,1667100,39.888888888888886
1703,1667174,1667104,17.6
1704,1667145,1667174,10.566666666666666
1705,1667203,1667066,33.43333333333333
1706,1667083,1667238,35.2
1707,1667174,1667238,24.633333333333333
1708,1667205,1667174,40.46666666666667
1709,1667302,1667203,19.366666666666667
1710,1667287,1667248,16.42222222222222
1711,1667378,1667302,15.833333333333334
1712,1667498,1666473,183.03333333333333
1713,1667493,1667498,89.76666666666667
1714,1667503,1667144,137.26666666666668
1715,1667287,1667287,73.91111111111111
1716,1667484,1667302,33.43333333333333
1717,1667238,1667484,54.56666666666667
1718,1667486,1667484,7.033333333333333
1719,1667518,1667503,79.2
1720,1667518,1667037,62.627906976744185
1721,1667498,1667518,413.6
1722,1667532,1667529,29.333333333333332
1723,1667533,1667532,3.511111111111111
1724,1667534,1667533,17.6
1725,1667587,1667533,5.866666666666666
1726,1667586,1667587,10.555555555555555
1727,1667636,1667534,17.6
1728,1667652,1667636,5.266666666666667
1729,1667658,1667595,24.633333333333333
1730,1667658,1667663,24.633333333333333
1731,1667714,1667493,82.73333333333333
1732,1667711,1667658,22.866666666666667
1733,1667710,1667636,14.066666666666666
1734,1667728,1667658,19.366666666666667
1735,1667730,1667710,10.566666666666666
1736,1667739,1667587,21.11111111111111
1737,1667774,1667144,163.0888888888889
1738,1667291,1667771,88.0
1739,1667773,1667710,14.066666666666666
1740,1667823,1667876,19.366666666666667
1741,1667899,1667771,31.666666666666668
1742,1667939,1667714,56.333333333333336
1743,1667899,1668103,64.85714285714286
1744,1668103,1667876,73.93333333333334
1745,1668213,1667518,126.71538461538464
1746,1668195,1668231,56.333333333333336
1747,1668327,1668231,63.36666666666667
1748,1668327,1668195,28.166666666666668
1749,1668329,1668298,42.233333333333334
1750,1668393,1667493,174.23333333333332
1751,11127,1667714,117.93333333333334
1752,10464,1661946,15.085714285714285
1753,10523,1662510,33.77777777777778
1754,1662510,1662750,38.733333333333334
1755,1662750,1662946,47.074285714285715
1756,1667829,1667899,58.06666666666667
1757,1667876,1667829,19.366666666666667
1758,1667779,1667829,8.8
1759,1667144,1666947,72.16666666666667
1760,1666947,1666498,75.66666666666667
1761,1667300,1667783,86.23333333333333
1762,1667783,1667774,65.13333333333334
1763,1667771,1667783,68.63333333333334
1764,1667085,1666947,58.06666666666667
1765,1666321,1666480,22.866666666666667
1766,1666480,1666485,116.16666666666667
1767,1666349,1666490,15.833333333333334
1768,1666490,1666480,40.46666666666667
1769,1666699,1666494,31.666666666666668
1770,1666494,1666490,44.0
1771,1666498,1666494,68.63333333333334
1772,1666295,1666504,24.633333333333333
1773,1666504,1666512,95.38064516129033
1774,1666500,1666504,56.333333333333336
1775,1667949,1668086,59.833333333333336
1776,1667949,1668329,95.03333333333333
1777,1667503,1667949,89.76666666666667
1778,1668266,1668393,58.06666666666667
