4818580,1661200,1660820
4819008,1661678,1661705
4819009,1661704,1661705
4819014,1661723,1661697
4819015,1661705,1661723
4819030,1661705,1661739
4819035,1661754,1661704
4819036,1661754,1661746
4819044,1661704,1661767
4819046,1661723,1661768
4819047,1661769,1661768
4819048,1661767,1661769
4819073,1661794,1661754
4819076,1661794,1661795
4819082,1661805,1661746
4819106,1661834,1661794
4819108,1661767,1661834
4819111,1661836,1661774
4819129,1661867,1661836
4819130,1661868,1661867
4819131,1661825,1661869
4819132,1661869,1661868
4819136,1661880,1661869
4819137,10464,1661744
4819138,1661884,1661805
4819139,1661884,1661880
4819140,1661768,1661878
4819145,1661887,1661805
4819146,1661887,1661884
4819148,1661882,1661769
4819149,1661886,1661834
4819150,1661886,1661887
4819151,1661882,1661886
4819161,1661851,1661837
4819162,1661851,1661838
4819166,1661936,1661868
4819167,1661936,1661939
4819168,1661939,1661867
4819169,1661869,1661942
4819170,1661942,1661936
4819172,1661838,1661879
4819177,1661908,1661906
4819178,1661942,1661950
4819184,1661880,1661959
4819185,1661959,1661950
4819186,1661904,1661851
4819187,1661907,1661904
4819197,1661952,1661940
4819198,1661801,1661952
4819201,1661993,1661951
4819204,1661908,1661946
4819205,1661945,1661908
4819209,1662004,1661936
4819210,1661950,1662004
4819222,1661965,1661945
4819224,1662019,1661927
4819225,1661966,1661970
4819226,1661970,1661965
4819229,1662023,1662019
4819232,1661969,1661904
4819240,1662036,1661993
4819241,1661978,1661974
4819243,1661974,1661977
4819250,1661984,1661978
4819251,1661974,1661984
4819253,1661879,1661988
4819254,1661988,1661987
4819257,1662008,1661997
4819258,1661945,1662008
4819260,1662004,1662055
4819262,1662055,1662053
4819266,1661970,1662011
4819271,1662000,1661984
4819274,1662001,1662000
4819275,1662003,1662001
4819276,1661907,1662003
4819284,1662070,1662023
4819289,1662062,1661940
4819290,1661952,1662062
4819291,1662075,1662070
4819297,1662068,1662016
4819298,1662042,1661969
4819299,1662040,1662042
4819301,1662044,1662040
4819302,1661988,1662044
4819306,1662055,1662096
4819308,1662093,1662096
4819309,1662096,1662098
4819310,1662098,1661939
4819317,1662118,1661897
4819320,1662117,1662057
4819321,1662118,1662117
4819322,1662119,1662054
4819323,1662117,1662119
4819324,1662066,1661965
4819325,1662113,1661993
4819329,1661940,1662068
4819339,1662129,1662039
4819340,1662119,1662129
4819348,1662129,1662138
4819350,1662141,1662091
4819351,1662141,1662113
4819354,1662149,1662070
4819355,1662138,1662149
4819356,1662147,1662113
4819357,1662008,1662088
4819360,1662088,1662090
4819364,1662154,1662075
4819365,1662149,1662154
4819367,1662085,1662042
4819368,1662176,1661793
4819369,1661969,1662085
4819370,1662121,10503
4819371,1661949,1662145
4819372,1662164,1662132
4819373,1662154,1662164
4819374,1662161,1662098
4819375,1662093,1662165
4819376,1662161,1662165
4819379,1662178,1662118
4819380,1662179,1662117
4819381,1662179,1662178
4819382,1662181,1662119
4819383,1662181,1662179
4819384,1662183,1662129
4819385,1662183,1662181
4819391,1662148,1662088
4819392,1662138,1662192
4819393,1662192,1662183
4819394,1662085,1662139
4819403,1662201,1662149
4819405,1662068,1662185
4819406,1662187,1662062
4819407,1662185,1662187
4819408,1662206,1662181
4819410,1662209,1662154
4819412,1662208,1662132
4819421,1662139,1662166
4819422,1662044,1662166
4819426,1662225,1662164
4819431,1662186,1662090
4819434,1662191,1662186
4819437,1662239,1662208
4819438,1662164,1662239
4819440,1662244,1662161
4819441,1662251,1662239
4819446,1662165,1662252
4819447,1662252,1662161
4819449,1662224,1662186
4819450,1662090,1662224
4819452,1662220,1662217
4819453,1662166,1662220
4819456,1662187,1662270
4819457,1662270,1662246
4819458,10503,1662309
4819461,1662185,1662281
4819462,1661833,1662337
4819463,1662337,1662176
4819464,1662320,1662309
4819465,1662227,1662254
4819466,1662224,1662254
4819467,1662259,1662224
4819468,1662230,1662259
4819475,1662281,1662313
4819476,1662314,1662305
4819477,1662314,1662241
4819478,1662351,1662320
4819480,1661743,1662385
4819482,1662365,1662337
4819483,1662291,1662276
4819484,1662242,1662291
4819485,1662293,1662291
4819486,1662238,1662293
4819487,1662254,1662293
4819488,1662353,1662244
4819489,1662324,1662314
4819490,1662281,1662324
4819495,1662343,1662187
4819496,1662343,1662270
4819497,1662362,1662351
4819502,1662230,1662308
4819507,1662217,1662303
4819515,1662349,10523
4819519,10523,1662358
4819523,1662382,1662381
4819524,1662386,1662382
4819527,1662388,1662386
4819528,1662290,1662407
4819529,1662409,1662343
4819532,1662409,1662411
4819533,1662324,1662410
4819534,1662411,1662410
4819535,1662406,1662342
4819536,1662406,1662404
4819537,1662404,1662403
4819540,1662430,1662362
4819544,1662358,1662394
4819565,1662303,1662416
4819566,1662416,1662220
4819572,1662482,1662252
4819575,1662459,1662388
4819580,1662459,1662466
4819581,1662358,1662453
4819586,1662416,1662439
4819587,1662429,1662440
4819588,1662457,1662453
4819598,1662399,1662465
4819599,1662394,1662465
4819602,1662439,1662460
4819603,1662460,1662437
4819610,1662503,1662459
4819611,1662503,1662427
4819612,1662528,1662513
4819616,1662440,1662486
4819634,1662465,1662506
4819635,1662457,1662506
4819640,1662351,1662555
4819644,1662465,1662509
4819645,1662510,1662514
4819646,1662349,1662514
4819650,1662512,1662457
4819652,1662362,1662565
4819653,1662555,1662565
4819655,1662382,1662534
4819656,1662534,1662432
4819674,1662556,1662503
4819675,1662320,1662602
4819677,1662411,1662574
4819690,1662602,1662615
4819691,1662635,1662606
4819692,1662602,1662635
4819694,1662506,1662563
4819698,1662536,1662569
4819707,1662589,1662521
4819712,1662563,1662589
4819713,1662589,1662596
4819714,1662453,1662596
4819723,1662439,1662582
4819724,1662407,1662409
4819725,1662555,1662682
4819730,1662653,1662556
4819742,1662604,1662591
4819743,1662569,1662604
4819744,1662563,1662625
4819745,1662582,1662631
4819747,1662635,1662699
4819748,1662556,1662672
4819751,1662699,1662722
4819754,1662707,1662674
4819757,1662710,1662709
4819758,1662707,1662710
4819762,1662713,1662707
4819764,1662653,1662691
4819767,1662679,1662589
4819775,1662534,1662701
4819776,1662604,1662681
4819798,1662565,1662736
4819799,1662701,1662696
4819816,1662625,1662694
4819817,1662694,1662679
4819821,1662721,1662653
4819823,1662698,1662694
4819837,1662509,1662715
4819841,1662701,1662734
4819850,1662596,1662731
4819851,1662679,1662732
4819852,1662731,1662732
4819855,1662735,1662731
4819856,1662453,1662735
4819857,1662725,1662728
4819858,1662681,1662728
4819864,1662750,1662735
4819865,1662728,1662738
4819866,1662681,1662738
4819868,1662764,1662721
4819869,1662752,1662715
4819871,1662514,1662755
4819872,1662694,1662753
4819873,1662732,1662753
4819874,1662738,1662749
4819875,1662704,1662749
4819876,1662704,1662751
4819877,1662751,1662638
4819878,1662756,1662698
4819879,1662753,1662756
4819880,1662756,1662752
4819902,1662749,1662769
4819904,1662728,1662771
4819908,1662722,1662823
4819909,1662734,1662764
4819925,1662710,1662815
4819929,1662715,1662794
4819934,1662806,1662764
4819943,1662755,1662812
4819947,1662826,1662778
4819948,1662381,1662826
4819962,1662752,1662816
4819964,1662734,1662839
4819969,1662794,1662835
4819972,1662837,1662813
4819976,1662843,1662837
4819977,1662835,1662843
4820030,1662899,1662860
4820031,1662902,1662899
4820033,1662813,1662887
4820034,1662899,1662901
4820050,1662914,1662835
4820057,1662914,1662922
4820075,1662843,1662933
4820076,1662922,1662933
4820083,1662964,1662902
4820084,1662933,1662944
4820086,1662942,1662957
4820090,1662961,1662914
4820091,1662961,1662942
4820095,1662957,1662967
4820096,1662943,1662967
4820134,1663012,1662909
4820135,1663012,1663013
4820136,1663014,1663012
4820137,1663014,2034247
4820139,1663010,1662961
4820141,1663062,1662707
4820148,1663010,1663032
4820149,1662967,1663032
4820152,1663086,1662975
4820153,1663062,1663086
4820180,1662887,1663059
4820189,1663072,1663010
