RDWY_LINK_ID,REF_SITE_FROM_ID,REF_SITE_TO_ID,LCM_FROM_TO_DIS,RDWY_LINK_RSLN
4841522,1663012,1663014,317,52.7999992
4841523,2034247,1663014,528,52.7999992
4841525,1662961,1663010,317,52.7999992
4841527,1662707,1663062,2640,52.7999992
4841534,1663032,1663010,1214,52.7999992
4841535,1663032,1662967,528,52.7999992
4841538,1662975,1663086,1003,52.7999992
4841539,1663086,1663062,422,52.7999992
4841566,1663059,1662887,950,52.7999992
4841575,1663010,1663072,264,52.7999992
4841579,1663079,1663076,739,52.7999992
4841580,1663079,1662945,950,52.7999992
4841582,1663078,1663032,264,52.7999992
4841583,1663076,1663078,1003,52.7999992
4841584,1663081,1663072,792,52.7999992
4841586,1663078,1663081,317,52.7999992
4841587,1663072,1663083,370,52.7999992
4841588,1663090,1662933,898,52.7999992
4841589,1663083,1663090,317,52.7999992
4841590,1663090,1663059,1373,52.7999992
4841597,1663014,1663106,422,52.7999992
4841632,1663133,1663081,317,52.7999992
4841633,1663076,1663139,370,52.7999992
4841637,1663139,1663144,634,52.7999992
4841638,1663144,1663079,370,52.7999992
4841640,1663143,1663078,317,52.7999992
4841641,1663143,1663139,1003,52.7999992
4841642,1663144,1663149,686,52.7999992
4841643,1663149,1663079,1003,52.7999992
4841648,1663151,1663133,158,52.7999992
4841651,1663012,1663160,686,52.7999992
4841652,1663160,1663164,317,52.7999992
4841653,1663106,1663164,317,52.7999992
4841658,1663162,1663126,211,52.7999992
4841659,1663162,1663133,158,52.7999992
4841661,1662964,1663180,1954,52.7999992
4841692,1662899,1663210,1637,52.7999992
4841696,1663210,1663212,1214,52.7999992
4841701,1663139,1663203,317,52.7999992
4841703,1663208,1663203,686,52.7999992
4841704,1663208,1663144,317,52.7999992
4841705,1663207,1663143,264,52.7999992
4841712,1663218,1663208,739,52.7999992
4841713,1663218,1663149,317,52.7999992
4841714,1663224,1663218,422,52.7999992
4841715,1663224,1663160,792,52.7999992
4841716,1663216,1663162,317,52.7999992
4841717,1663207,1663216,739,52.7999992
4841719,1663227,1663224,528,52.7999992
4841720,1663160,1663227,317,52.7999992
4841722,1663229,1663227,264,52.7999992
4841723,1663164,1663229,317,52.7999992
4841734,1663072,1663228,792,52.7999992
4841735,1663228,1663216,264,52.7999992
4841761,1663062,10668,1742,52.7999992
4841769,1663343,1662430,5174,52.7999992
4841785,1663203,1663291,475,52.7999992
4841786,1663180,1663308,686,52.7999992
4841788,1663291,1663294,686,52.7999992
4841789,1663294,1663208,475,52.7999992
4841790,1663292,1663291,739,52.7999992
4841791,1663293,1663292,264,52.7999992
4841792,1663299,1663294,686,52.7999992
4841793,1663299,1663218,475,52.7999992
4841796,1663301,1663299,475,52.7999992
4841797,1663301,1663224,422,52.7999992
4841805,10668,1663366,211,52.7999992
4841808,1663314,1663301,898,52.7999992
4841809,1663229,1663314,475,52.7999992
4841812,1663319,1663314,317,52.7999992
4841813,15381,1663319,370,52.7999992
4841838,1663358,1663276,264,52.7999992
4841849,1663352,1663059,1584,52.7999992
4841850,1663352,1663351,686,52.7999992
4841853,1663351,1663361,1267,52.7999992
4841857,1663355,1663352,581,52.7999992
4841858,1663308,1663378,317,52.7999992
4841863,1663291,1663372,317,52.7999992
4841866,1663374,1663361,475,52.7999992
4841867,1663374,1663344,211,52.7999992
4841870,1663292,1663375,370,52.7999992
4841871,1663372,1663375,739,52.7999992
4841873,1663377,1663372,1320,52.7999992
4841874,1663377,1663299,370,52.7999992
4841877,1663383,1663377,475,52.7999992
4841878,1663383,1663301,370,52.7999992
4841879,1663390,1663383,845,52.7999992
4841880,1663314,1663390,264,52.7999992
4841883,1663395,1663390,317,52.7999992
4841884,1663395,1663319,317,52.7999992
4841919,1663390,1663422,158,52.7999992
4841920,1663422,1663395,422,52.7999992
4841929,1663430,1663374,422,52.7999992
4841931,10695,10691,3432,52.7999992
4841934,1663361,1663438,475,52.7999992
4841936,1663351,1663439,475,52.7999992
4841937,1663438,1663439,950,52.7999992
4841938,1663372,1663444,317,52.7999992
4841941,1663440,1663352,370,52.7999992
4841942,1663439,1663440,739,52.7999992
4841944,1663446,1663444,317,52.7999992
4841953,1663444,1663450,950,52.7999992
4841956,1663375,1663449,317,52.7999992
4841957,1663449,1663446,422,52.7999992
4841963,1663450,1663452,370,52.7999992
4841964,1663452,1663377,370,52.7999992
4841965,1663455,1663383,370,52.7999992
4841966,1663455,1663422,898,52.7999992
4841967,1663452,1663455,475,52.7999992
4841979,1662365,1663549,6706,52.7999992
4841982,1663472,1663449,422,52.7999992
4841994,1663422,1663507,264,52.7999992
4841995,1663507,1663498,317,52.7999992
4841997,1663498,1663510,1214,52.7999992
4841998,1663492,1663355,686,52.7999992
4842003,1663508,1663430,422,52.7999992
4842004,1663375,1663508,1320,52.7999992
4842006,1663515,1663438,422,52.7999992
4842007,1663515,1663430,528,52.7999992
4842054,1663553,1663508,370,52.7999992
4842055,1663553,1663472,528,52.7999992
4842063,1663498,1663563,317,52.7999992
4842094,1663570,1663440,634,52.7999992
4842098,1663449,1663578,634,52.7999992
4842099,1663472,1663577,528,52.7999992
4842100,1663577,1663578,317,52.7999992
4842101,1663578,1663579,317,52.7999992
4842102,1663579,1663446,634,52.7999992
4842109,1663579,1663581,370,52.7999992
4842110,1663444,1663581,634,52.7999992
4842117,1663581,1663584,898,52.7999992
4842118,1663584,1663587,211,52.7999992
4842119,1663587,1663590,686,52.7999992
4842123,1663507,1663601,475,52.7999992
4842124,1663590,1663601,792,52.7999992
4842131,1663603,1663553,317,52.7999992
4842132,1663603,1663577,317,52.7999992
4842142,1663611,1663489,845,52.7999992
4842172,1663647,1663603,317,52.7999992
4842177,1663581,1663652,370,52.7999992
4842186,1663665,1663510,792,52.7999992
4842187,1663663,1663603,370,52.7999992
4842188,1663640,1663663,158,52.7999992
4842190,1663661,1663515,1056,52.7999992
4842195,1663601,1663668,317,52.7999992
4842207,1663678,1663665,158,52.7999992
4842212,1663578,1663675,739,52.7999992
4842213,1663652,1663675,211,52.7999992
4842225,1663508,1663688,1214,52.7999992
4842245,1663739,1663569,1162,52.7999992
4842258,1663722,1663688,317,52.7999992
4842259,1663722,1663553,1056,52.7999992
4842262,1663729,1663665,317,52.7999992
4842281,1663737,1663663,581,52.7999992
4842282,1663675,1663737,581,52.7999992
4842285,1663759,1663729,317,52.7999992
4842288,1663745,1663722,370,52.7999992
4842289,1663745,1663647,686,52.7999992
4842291,1663762,1663721,422,52.7999992
4842301,1663741,1663777,370,52.7999992
4842302,1663685,1663777,422,52.7999992
4842321,1663647,1663793,898,52.7999992
4842322,1663737,1663793,317,52.7999992
4842323,1663794,1663836,317,52.7999992
4842339,1663739,1663836,1214,52.7999992
4842359,1663815,1663745,422,52.7999992
4842360,1663652,1663818,792,52.7999992
4842361,1663777,1663830,422,52.7999992
4842362,1663830,1663762,475,52.7999992
4842368,1663736,1663823,264,52.7999992
4842382,1663793,1663837,370,52.7999992
4842396,1663851,1663729,528,52.7999992
4842399,1663823,1663843,211,52.7999992
4842400,1663688,1663843,739,52.7999992
4842401,15377,1663851,211,52.7999992
4842402,1663844,1663850,317,52.7999992
4842403,1663850,1663755,422,52.7999992
4842404,1663837,1663815,475,52.7999992
4842405,1663836,1663888,317,52.7999992
4842406,1663861,15378,686,52.7999992
4842407,1663843,1663722,898,52.7999992
4842408,1663862,1663861,634,52.7999992
4842418,1663850,1663863,317,52.7999992
4842421,1663863,1663866,370,52.7999992
4842427,1663866,1663830,792,52.7999992
4842440,1663366,1663921,2851,52.7999992
4842445,1663876,1663745,528,52.7999992
4842446,1663873,1663570,1373,52.7999992
4842456,1663836,1663860,1426,52.7999992
4842486,1663843,1663903,370,52.7999992
4842489,1663919,1663851,370,52.7999992
4842492,1663916,1663844,422,52.7999992
4842493,1663943,10698,2218,52.7999992
4842494,1663938,1663943,2640,52.7999992
4842498,1663992,1663549,2376,52.7999992
4842513,1663949,1663916,1531,52.7999992
4842514,1663926,1663949,106,52.7999992
4842542,1663819,1663972,898,52.7999992
4842543,1663972,1663919,370,52.7999992
4842551,1663818,1663968,1373,52.7999992
4842563,1663862,1663981,634,52.7999992
4842567,1663830,1663980,792,52.7999992
4842573,1663968,1663983,264,52.7999992
4842574,1663949,1663998,264,52.7999992
4842575,1663980,1663998,422,52.7999992
4842578,1663980,1664002,264,52.7999992
4842592,1664002,1664009,317,52.7999992
4842593,1664009,1663972,211,52.7999992
4842594,1663861,1664019,792,52.7999992
4842595,1664019,1663981,792,52.7999992
4842599,1663818,1664013,1003,52.7999992
4842600,1664013,1664021,634,52.7999992
4842609,1664021,1663973,792,52.7999992
4842610,1663903,1664017,1056,52.7999992
4842619,1663983,1664025,317,52.7999992
4842638,1664038,1664017,158,52.7999992
4842653,1664051,1664038,370,52.7999992
4842654,1664051,1664026,158,52.7999992
4842655,1664002,1664065,317,52.7999992
4842660,1664021,1664069,264,52.7999992
4842661,1664064,1663968,950,52.7999992
4842662,1664063,1664051,317,52.7999992
4842663,1664063,1664032,158,52.7999992
4842666,1664078,1663983,686,52.7999992
4842673,1664082,1664062,158,52.7999992
4842674,1664025,1664082,422,52.7999992
4842676,1664079,1664038,211,52.7999992
4842699,1663549,1664167,3590,52.7999992
4842702,1664167,1664174,4066,52.7999992
4842706,1664122,1664125,370,52.7999992
4842709,1664126,1664064,370,52.7999992
4842710,1664114,1664126,211,52.7999992
4842725,1664137,1664063,792,52.7999992
4842726,1664082,1664137,370,52.7999992
4842727,1664025,1664082,1373,52.7999992
4842730,1664147,1664009,845,52.7999992
4842733,1664125,1664148,581,52.7999992
4842734,1664148,1664128,264,52.7999992
4842742,1664125,1664157,264,52.7999992
4842745,1664159,1664093,581,52.7999992
4842746,1664122,1664159,264,52.7999992
4842747,1664155,1664121,158,52.7999992
4842748,1664155,1664064,792,52.7999992
4842753,1664126,1664163,317,52.7999992
4842760,1664165,1664051,634,52.7999992
4842773,1664185,1663916,1742,52.7999992
4842776,1664190,1664147,264,52.7999992
4842781,1664199,1664155,158,52.7999992
4842782,1664159,1664208,370,52.7999992
4842783,1664163,1664204,317,52.7999992
4842796,1664228,1664159,528,52.7999992
4842799,1664148,1664237,475,52.7999992
4842802,1664247,1664170,317,52.7999992
4842803,1664247,1664190,528,52.7999992
4842804,1664237,1664247,211,52.7999992
4842810,1664163,1664248,528,52.7999992
4842813,1664256,1664148,581,52.7999992
4842815,1664013,1664255,1267,52.7999992
4842823,1664248,1664266,158,52.7999992
4842826,1664137,1664271,1003,52.7999992
4842827,1664271,1664155,739,52.7999992
4842848,1664237,1664291,317,52.7999992
4842849,1664295,1664247,211,52.7999992
4842852,1664290,1664271,739,52.7999992
4842853,1664248,1664290,264,52.7999992
4842901,1664255,1664328,422,52.7999992
4842910,1664301,1664344,475,52.7999992
4842911,1664271,1664344,422,52.7999992
4842912,1664349,1664290,475,52.7999992
4842913,1664359,1664190,792,52.7999992
4842914,1664290,1664355,317,52.7999992
4842934,1664378,1664349,158,52.7999992
4842935,1664378,1664328,370,52.7999992
4842942,1664391,1664355,528,52.7999992
4842943,1664344,1664137,1901,52.7999992
4842955,1664414,1664378,422,52.7999992
4843002,1664487,1663739,3854,52.7999992
4843016,1664467,1664213,1214,52.7999992
4843021,1664489,1663943,3062,52.7999992
4843024,1664294,1664486,845,52.7999992
4843047,1664202,1664487,5597,52.7999992
4843050,1664355,1664482,686,52.7999992
4843114,1664609,1664202,2112,52.7999992
4843158,1664709,1664174,2957,52.7999992
4843236,1664738,1664487,2534,52.7999992
4843239,1664742,1664738,1162,52.7999992
4843296,1664605,1664797,1373,52.7999992
4843509,10787,1665038,4541,52.7999992
4843524,1664167,1665100,4858,52.7999992
4843593,1665120,1664738,1531,52.7999992
4843594,1665118,1665116,264,52.7999992
4843595,1664999,1665118,475,52.7999992
4843598,1665120,1665118,1003,52.7999992
4843602,1665113,1665114,686,52.7999992
4843606,1665091,1665090,422,52.7999992
4843614,1665133,1664489,2693,52.7999992
4843619,1665133,1665132,1320,52.7999992
4843783,1665299,1665297,475,52.7999992
4843836,1665091,1665330,898,52.7999992
4843890,1665116,1665410,1109,52.7999992
4843915,1665444,1665297,528,52.7999992
4843936,1665153,1665482,6758,52.7999992
4843976,1665100,1665551,2376,52.7999992
4844021,1665601,1665551,1478,52.7999992
4844040,1665552,1665410,739,52.7999992
4844110,1665612,1665552,158,52.7999992
4844116,1665586,1665614,739,52.7999992
4844151,1665614,1665648,370,52.7999992
4844152,1665410,1665648,792,52.7999992
4844178,1665662,1665614,211,52.7999992
4844202,1665648,1665671,370,52.7999992
4844203,1665671,1665552,528,52.7999992
4844282,1665671,1665735,1003,52.7999992
4844283,1665735,1665120,2165,52.7999992
4844307,1665741,1665671,370,52.7999992
4844399,1665861,1665153,2587,52.7999992
4844400,1663992,1665861,11986,52.7999992
4844995,1666324,1666240,528,52.7999992
4844996,1666285,1666324,422,52.7999992
4845107,1666414,1666324,422,52.7999992
4845115,1666361,1666385,158,52.7999992
4845118,1666385,1666386,264,52.7999992
4845119,1666421,1666414,370,52.7999992
4845125,1666471,1666473,686,52.7999992
4845126,1666465,1663992,10560,52.7999992
4845136,1666420,1666385,581,52.7999992
4845149,1665861,1666485,2746,52.7999992
4845224,1665823,1666500,3749,52.7999992
4845225,1666498,1666500,739,52.7999992
4845243,1666414,1666511,370,52.7999992
4845303,1666511,1666588,370,52.7999992
4845305,1666584,1666588,422,52.7999992
4845308,1666506,1666587,317,52.7999992
4845394,1666588,1666642,528,52.7999992
4845464,1666684,1666509,845,52.7999992
4845465,1666648,1666688,211,52.7999992
4845495,1666726,1666684,528,52.7999992
4845510,1666737,1666688,898,52.7999992
4845511,1666512,1666737,1109,52.7999992
4845635,1666858,1666684,792,52.7999992
4845647,1666844,1666865,317,52.7999992
4845648,1666865,1666858,581,52.7999992
4845730,1666938,1666865,528,52.7999992
4845772,1666998,1666938,211,52.7999992
4845776,1667003,1666998,370,52.7999992
4845784,1666923,1667020,634,52.7999992
4845785,1667021,1667020,528,52.7999992
4845786,1666688,1667021,2006,52.7999992
4845789,1666485,1667037,2693,52.7999992
4845790,1667037,1667026,2218,52.7999992
4845825,1667028,1666858,845,52.7999992
4845826,1667020,1667028,422,52.7999992
4845831,1666865,1667028,1109,52.7999992
4845872,1667066,1667070,317,52.7999992
4845873,1667070,1666998,475,52.7999992
4845886,1667070,1667083,422,52.7999992
4845903,1667104,1667083,422,52.7999992
4845904,1667028,1667104,528,52.7999992
4845911,1667104,1667021,1478,52.7999992
4845912,1666587,1667108,2693,52.7999992
4845928,1667097,1667098,581,52.7999992
4845937,1667098,1667100,1795,52.7999992
4845994,1667174,1667104,528,52.7999992
4845995,1667145,1667174,317,52.7999992
4846013,1667203,1667066,1003,52.7999992
4846061,1667083,1667238,1056,52.7999992
4846063,1667174,1667238,739,52.7999992
4846068,1667205,1667174,1214,52.7999992
4846109,1667302,1667203,581,52.7999992
4846121,1667287,1667248,739,52.7999992
4846178,1667378,1667302,475,52.7999992
4846249,1667498,1666473,5491,52.7999992
4846252,1667493,1667498,2693,52.7999992
4846265,1667503,1667144,4118,52.7999992
4846266,1667287,1667287,3326,52.7999992
4846268,1667484,1667302,1003,52.7999992
4846269,1667238,1667484,1637,52.7999992
4846271,1667486,1667484,211,52.7999992
4846292,1667518,1667503,2376,52.7999992
4846293,1667518,1667037,2693,52.7999992
4846294,1667498,1667518,12408,52.7999992
4846329,1667532,1667529,1320,52.7999992
4846330,1667533,1667532,158,52.7999992
4846331,1667534,1667533,792,52.7999992
4846363,1667587,1667533,264,52.7999992
4846364,1667586,1667587,475,52.7999992
4846427,1667636,1667534,528,52.7999992
4846435,1667652,1667636,158,52.7999992
4846437,1667658,1667595,739,52.7999992
4846446,1667658,1667663,739,52.7999992
4846457,1667714,1667493,2482,52.7999992
4846499,1667711,1667658,686,52.7999992
4846502,1667710,1667636,422,52.7999992
4846545,1667728,1667658,581,52.7999992
4846549,1667730,1667710,317,52.7999992
4846558,1667739,1667587,950,52.7999992
4846576,1667774,1667144,7339,52.7999992
4846578,1667291,1667771,2640,52.7999992
4846581,1667773,1667710,422,52.7999992
4846682,1667823,1667876,581,52.7999992
4846711,1667899,1667771,950,52.7999992
4846714,1667939,1667714,1690,52.7999992
4846879,1667899,1668103,2270,52.7999992
4846881,1668103,1667876,2218,52.7999992
4846933,1668213,1667518,5491,52.7999992
4846947,1668195,1668231,1690,52.7999992
4847034,1668327,1668231,1901,52.7999992
4847035,1668327,1668195,845,52.7999992
4847056,1668329,1668298,1267,52.7999992
4847092,1668393,1667493,5227,52.7999992
4847636,11127,1667714,3538,52.7999992
4848720,10464,1661946,528,52.7999992
4848721,10523,1662510,950,52.7999992
4848722,1662510,1662750,1162,52.7999992
4848723,1662750,1662946,1373,52.7999992
4848802,1667829,1667899,1742,52.7999992
4848803,1667876,1667829,581,52.7999992
4848804,1667779,1667829,264,52.7999992
4848805,1667144,1666947,2165,52.7999992
4848806,1666947,1666498,2270,52.7999992
4848807,1667300,1667783,2587,52.7999992
4848808,1667783,1667774,1954,52.7999992
4848809,1667771,1667783,2059,52.7999992
4848810,1667085,1666947,1742,52.7999992
4848811,1666321,1666480,686,52.7999992
4848812,1666480,1666485,3485,52.7999992
4848813,1666349,1666490,475,52.7999992
4848814,1666490,1666480,1214,52.7999992
4848815,1666699,1666494,950,52.7999992
4848816,1666494,1666490,1320,52.7999992
4848817,1666498,1666494,2059,52.7999992
4848818,1666295,1666504,739,52.7999992
4848819,1666504,1666512,4224,52.7999992
4848820,1666500,1666504,1690,52.7999992
4848821,1667949,1668086,1795,52.7999992
4848822,1667949,1668329,2851,52.7999992
4848823,1667503,1667949,2693,52.7999992
4848824,1668266,1668393,1742,52.7999992
4848826,1666485,1666589,5333,52.7999992
4848827,1666670,1666589,581,52.7999992
4848828,1665551,1666471,3802,52.7999992
4848829,1664761,1664722,422,52.7999992
4848830,1665153,1664722,1848,52.7999992
4848831,1664722,1663343,7022,52.7999992
4848834,1663921,1664202,1531,52.7999992
4848838,1663265,1663086,1003,52.7999992
4848839,1663230,1663265,1109,52.7999992
4848840,1663289,1663265,158,52.7999992
4848841,1662487,1662176,1742,52.7999992
4848842,1662490,1662487,950,52.7999992
4848843,1663075,1662487,4594,52.7999992
4848844,1663632,1663075,6389,52.7999992
4848922,1664174,1663901,4963,52.7999992
4849498,1661725,1661719,370,52.7999992
4849499,1661700,1661725,211,52.7999992
4849500,1661670,1661719,422,52.7999992
4849506,1661719,2008373,422,52.7999992
4849507,1661725,1661742,106,52.7999992
4849510,1661802,1661838,370,52.7999992
4849511,1661907,1661668,1795,52.7999992
4849515,2024346,1663717,845,52.7999992
4849516,1663861,2024347,1373,52.7999992
4849517,1663981,1664156,898,52.7999992
4849518,1664213,1664144,845,52.7999992
4849520,1664213,1663583,3168,52.7999992
4849521,1663870,1663717,845,52.7999992
4849522,1663870,1663862,950,52.7999992
4849523,1664144,1663870,1795,52.7999992
4849526,1663510,1663470,106,52.7999992
4849530,1663897,1663973,422,52.7999992
4849531,1663916,1663897,370,52.7999992
4849532,1663897,1664021,1162,52.7999992
4849533,1663687,1663741,422,52.7999992
4849534,1663668,1663687,53,52.7999992
4849535,1663689,1663687,422,52.7999992
4849536,1663297,1663344,211,52.7999992
4849537,1663228,1663297,475,52.7999992
4849538,1663293,1663207,422,52.7999992
4849539,1663205,1663207,317,52.7999992
4849540,1663203,1663205,634,52.7999992
4849541,1663266,1663205,264,52.7999992
4849544,1662536,1662477,370,52.7999992
4849545,1662481,1662437,370,52.7999992
4849546,1662494,1662481,106,52.7999992
4849547,1662536,1662494,528,52.7999992
4849548,1662494,1662474,106,52.7999992
4849549,1662474,1662420,422,52.7999992
4849550,1662431,1662421,158,52.7999992
4849551,1662421,1662437,211,52.7999992
4849552,1662420,1662421,528,52.7999992
4849553,1662460,1662582,686,52.7999992
4849554,1662887,1662837,950,52.7999992
4850615,1661199,1661196,7128,52.7999992
4850616,1661200,1661199,845,52.7999992
4850718,1661560,1661559,792,52.7999992
4850719,1661556,1661560,581,52.7999992
4850723,1662412,1662410,317,52.7999992
4850725,1662539,1662412,792,52.7999992
4850726,1662403,1662247,686,52.7999992
4850727,1662248,1662247,739,52.7999992
4850728,1662248,1662248,1690,52.7999992
4850732,1662400,1662403,2006,52.7999992
4850733,1661967,1662159,1214,52.7999992
4850734,1662168,1662257,1214,52.7999992
4850735,1662078,1662190,1003,52.7999992
4850736,1662190,1662159,739,52.7999992
4850737,1662257,1662190,370,52.7999992
4850738,1662395,1662257,528,52.7999992
4850739,1662395,1662400,1267,52.7999992
4850741,1662159,1662200,317,52.7999992
4850742,1662277,1662400,634,52.7999992
4850743,1662200,1662277,634,52.7999992
4850744,1662167,1662200,370,52.7999992
4850745,1662237,1662277,422,52.7999992
4850749,1663206,1663394,1056,52.7999992
4850751,1664253,1664483,1003,52.7999992
4850755,1665971,1665956,106,52.7999992
4850756,1666240,1665956,1373,52.7999992
4850757,1666044,1665971,1003,52.7999992
4850758,1666025,1665735,1162,52.7999992
4850759,1666512,1666025,2112,52.7999992
4850760,1665956,1665586,1426,52.7999992
4850761,1665218,1665114,317,52.7999992
4850762,1665297,1665218,370,52.7999992
4850763,1665956,1665890,475,52.7999992
4850765,1665472,1665466,317,52.7999992
4850766,1665615,1665466,528,52.7999992
4850767,1665890,1665615,1214,52.7999992
4850768,1665685,1665890,792,52.7999992
4850771,1666026,1666044,845,52.7999992
4850772,1666025,1666026,370,52.7999992
4850773,1666113,1666203,1584,52.7999992
4850774,1666203,1666112,422,52.7999992
4850777,1666353,1666203,898,52.7999992
4850778,1666509,1666353,634,52.7999992
4850779,1666372,1666353,475,52.7999992
4850780,1666353,1666294,739,52.7999992
4850781,1666165,1666026,634,52.7999992
4850782,1665902,1665971,211,52.7999992
4850789,1666984,2304262,634,52.7999992
4850790,1666907,1666984,634,52.7999992
4850791,1667179,2304263,634,52.7999992
4850792,1667162,1667179,317,52.7999992
4850793,1667179,1666984,1267,52.7999992
4850794,1668044,1667933,792,52.7999992
4850795,1668046,1667933,792,52.7999992
4850796,1667931,1667874,739,52.7999992
4850797,1668185,1668168,264,52.7999992
4850798,1668168,1668018,1214,52.7999992
4850799,1667877,1668046,1214,52.7999992
4850800,1667874,1667663,1373,52.7999992
4850801,1667933,1667874,370,52.7999992
4850803,1667880,1667877,845,52.7999992
4850804,1668018,1667880,950,52.7999992
4850806,1667835,1667877,317,52.7999992
4850811,1665100,1665046,1584,52.7999992
4850812,1662995,1663075,739,52.7999992
4850813,1661921,10492,1267,52.7999992
4850814,1661874,1661921,264,52.7999992
4850816,10492,1662064,106,52.7999992
4850817,1662172,1662064,475,52.7999992
4850819,1662321,1662235,422,52.7999992
4850931,1662121,1662065,211,52.7999992
4850932,1662083,1662121,264,52.7999992
4850933,1662120,1662121,211,52.7999992
4850934,1662177,1662178,370,52.7999992
4850936,1662120,1662177,317,52.7999992
4850937,1662079,1662120,106,52.7999992
4850938,1662118,1662120,422,52.7999992
4850939,1662147,1662175,264,52.7999992
4850940,1662208,1662236,264,52.7999992
4850942,1662236,1662280,317,52.7999992
4850944,1662204,1662236,317,52.7999992
4850945,1662175,1662204,264,52.7999992
4850946,1662236,1662258,264,52.7999992
4850947,1662175,1662203,264,52.7999992
4850948,1662141,1662173,211,52.7999992
4850949,1662203,1662173,264,52.7999992
4850950,1662173,1662098,898,52.7999992
4850951,1662204,1662228,264,52.7999992
4850952,1662228,1662203,264,52.7999992
4850953,1662258,1662228,317,52.7999992
4850955,1662307,1662258,264,52.7999992
4850957,1662203,1662244,317,52.7999992
4851136,1662429,1662303,686,52.7999992
4851137,1662681,1662673,264,52.7999992
4851138,1662569,1662460,1162,52.7999992
4851139,1663215,1663212,950,52.7999992
4851141,1662230,2026265,845,52.7999992
4851144,1662561,1662509,264,52.7999992
4851145,1662625,1662561,211,52.7999992
4851147,1662803,1662753,370,52.7999992
4851148,1662945,1662803,950,52.7999992
4851150,1662756,1662804,317,52.7999992
4851151,1662803,1662804,528,52.7999992
4851152,1663054,1663076,106,52.7999992
4851156,1663607,1663611,422,52.7999992
4851157,1663775,1663590,739,52.7999992
4851158,1663844,1663775,317,52.7999992
4851159,1663775,1663770,211,52.7999992
4851160,1663646,1663762,1056,52.7999992
4851161,1663668,1663646,686,52.7999992
4851162,1663596,1663646,211,52.7999992
4851163,1664052,1664122,317,52.7999992
4851164,1663998,1664052,370,52.7999992
4851165,1664056,1664052,475,52.7999992
4851166,1664383,1664349,211,52.7999992
4851167,1663710,1663605,475,52.7999992
4851168,1663717,1663710,581,52.7999992
4851369,1664197,1664144,528,52.7999992
4851779,1663189,2296035,1056,52.7999992
4851781,1665732,1665615,739,52.7999992
4851782,1666112,1665732,1531,52.7999992
4851783,1665652,1665732,686,52.7999992
4851784,1665603,1665652,792,52.7999992
4851785,1665455,1665603,581,52.7999992
4851786,1665354,1665455,581,52.7999992
4851787,1665653,1665543,370,52.7999992
4851789,1665543,1665455,581,52.7999992
4851793,1665127,1665133,792,52.7999992
4851794,1665114,1665127,1848,52.7999992
4851795,1665127,1665354,792,52.7999992
4851796,1665353,1665354,475,52.7999992
4851797,1665448,1665543,422,52.7999992
4851814,1662100,1662147,370,52.7999992
4851815,1662071,1662100,211,52.7999992
4851817,1662365,1662374,3696,52.7999992
4851818,1662810,1662811,211,52.7999992
4851819,1662375,1662309,898,52.7999992
4851820,1662374,1662375,792,52.7999992
4851823,1662538,1662375,1478,52.7999992
4851824,1661911,1661921,1162,52.7999992
4851826,1662067,1662100,264,52.7999992
4851827,1662074,1662067,106,52.7999992
4851828,1662132,1662074,475,52.7999992
4851829,1662155,1662208,422,52.7999992
4851830,1662147,1662155,106,52.7999992
4851831,1662074,1662155,739,52.7999992
4851860,1662971,1662922,317,52.7999992
4851867,1664469,1664019,2218,52.7999992
4851869,1662463,1662357,528,52.7999992
4851872,1662357,1662372,2059,52.7999992
4851873,1662462,1662463,2112,52.7999992
4851874,1662462,1662372,422,52.7999992
4851965,1662319,1662276,158,52.7999992
4851966,1662509,1662319,1003,52.7999992
4851982,1661547,1661549,370,52.7999992
4851984,1661566,1661555,317,52.7999992
4851985,1661547,1661566,581,52.7999992
4851986,1661544,1661577,370,52.7999992
4851987,1661585,1661547,370,52.7999992
4851988,1661593,1661566,317,52.7999992
4851989,1661585,1661593,211,52.7999992
4851990,1661555,1661598,581,52.7999992
4851991,1661676,1661585,686,52.7999992
4851992,1661577,1661676,370,52.7999992
4851993,1661598,1661614,264,52.7999992
4851994,1661593,1661614,317,52.7999992
4851995,1661620,1661585,581,52.7999992
4851996,1661676,1661620,739,52.7999992
4851998,1661719,1661614,1003,52.7999992
4851999,1661614,1661670,739,52.7999992
4852000,1661553,1661555,370,52.7999992
4852001,1661553,1661389,2270,52.7999992
4852002,1661668,1661553,1267,52.7999992
4852003,1661668,1661670,475,52.7999992
4852016,1662784,1662813,211,52.7999992
4852017,1662282,1662286,317,52.7999992
4852020,1663344,1663293,686,52.7999992
4852021,1661890,1661879,422,52.7999992
4852029,1662109,1662040,370,52.7999992
4852035,1662957,1662898,317,52.7999992
4852044,1662049,1662000,317,52.7999992
4852048,1662069,1662088,422,52.7999992
4852049,1662066,1662069,53,52.7999992
4852050,1662069,1662066,264,52.7999992
4852055,1663604,1663583,528,52.7999992
4852056,1663605,1663604,158,52.7999992
4852057,1663604,1663710,845,52.7999992
4852058,1663531,1663450,317,52.7999992
4852059,1663584,1663531,317,52.7999992
4852064,1661558,1661577,475,52.7999992
4852066,1661558,2013290,264,52.7999992
4852201,1668383,1668381,1584,52.7999992
4852203,1668383,1668391,1056,52.7999992
4852204,1668437,1667774,4118,52.7999992
4852215,1668463,1668437,898,52.7999992
4852216,1668285,1668463,3168,52.7999992
