RDWY_LINK_ID,REF_SITE_FROM_ID,REF_SITE_TO_ID,LCM_FROM_TO_DIS,RDWY_LINK_RSLN
4824399,1667020,1667021,528,52.7999992
4824400,1667021,1666688,2006,52.7999992
4824403,1667037,1666485,2693,52.7999992
4824404,1667026,1667037,2218,52.7999992
4824439,1666858,1667028,845,52.7999992
4824440,1667028,1667020,422,52.7999992
4824445,1667028,1666865,1109,52.7999992
4824486,1667070,1667066,317,52.7999992
4824487,1666998,1667070,475,52.7999992
4824500,1667083,1667070,422,52.7999992
4824517,1667083,1667104,422,52.7999992
4824518,1667104,1667028,528,52.7999992
4824525,1667021,1667104,1478,52.7999992
4824526,1667108,1666587,2693,52.7999992
4824542,1667098,1667097,581,52.7999992
4824551,1667100,1667098,1795,52.7999992
4824608,1667104,1667174,528,52.7999992
4824609,1667174,1667145,317,52.7999992
4824627,1667066,1667203,1003,52.7999992
4824675,1667238,1667083,1056,52.7999992
4824677,1667238,1667174,739,52.7999992
4824682,1667174,1667205,1214,52.7999992
4824723,1667203,1667302,581,52.7999992
4824735,1667248,1667287,739,52.7999992
4824792,1667302,1667378,475,52.7999992
4824863,1666473,1667498,5491,52.7999992
4824866,1667498,1667493,2693,52.7999992
4824879,1667144,1667503,4118,52.7999992
4824880,1667287,1667287,3326,52.7999992
4824882,1667302,1667484,1003,52.7999992
4824883,1667484,1667238,1637,52.7999992
4824885,1667484,1667486,211,52.7999992
4824906,1667503,1667518,2376,52.7999992
4824907,1667037,1667518,2693,52.7999992
4824908,1667518,1667498,12408,52.7999992
4824943,1667529,1667532,1320,52.7999992
4824944,1667532,1667533,158,52.7999992
4824945,1667533,1667534,792,52.7999992
4824977,1667533,1667587,264,52.7999992
4824978,1667587,1667586,475,52.7999992
4825041,1667534,1667636,528,52.7999992
4825049,1667636,1667652,158,52.7999992
4825051,1667595,1667658,739,52.7999992
4825060,1667663,1667658,739,52.7999992
4825071,1667493,1667714,2482,52.7999992
4825113,1667658,1667711,686,52.7999992
4825116,1667636,1667710,422,52.7999992
4825159,1667658,1667728,581,52.7999992
4825163,1667710,1667730,317,52.7999992
4825172,1667587,1667739,950,52.7999992
4825190,1667144,1667774,7339,52.7999992
4825192,1667771,1667291,2640,52.7999992
4825195,1667710,1667773,422,52.7999992
4825296,1667876,1667823,581,52.7999992
4825325,1667771,1667899,950,52.7999992
4825328,1667714,1667939,1690,52.7999992
4825493,1668103,1667899,2270,52.7999992
4825495,1667876,1668103,2218,52.7999992
4825547,1667518,1668213,5491,52.7999992
4825561,1668231,1668195,1690,52.7999992
4825649,1668231,1668327,1901,52.7999992
4825650,1668195,1668327,845,52.7999992
4825671,1668298,1668329,1267,52.7999992
4825707,1667493,1668393,5227,52.7999992
4826251,1667714,11127,3538,52.7999992
4827335,1661946,10464,528,52.7999992
4827336,1662510,10523,950,52.7999992
4827337,1662750,1662510,1162,52.7999992
4827338,1662946,1662750,1373,52.7999992
4827343,1663328,1663329,53,52.7999992
4827417,1667899,1667829,1742,52.7999992
4827418,1667829,1667876,581,52.7999992
4827419,1667829,1667779,264,52.7999992
4827420,1666947,1667144,2165,52.7999992
4827421,1666498,1666947,2270,52.7999992
4827422,1667783,1667300,2587,52.7999992
4827423,1667774,1667783,1954,52.7999992
4827424,1667783,1667771,2059,52.7999992
4827425,1666947,1667085,1742,52.7999992
4827426,1666480,1666321,686,52.7999992
4827427,1666485,1666480,3485,52.7999992
4827428,1666490,1666349,475,52.7999992
4827429,1666480,1666490,1214,52.7999992
4827430,1666494,1666699,950,52.7999992
4827431,1666490,1666494,1320,52.7999992
4827432,1666494,1666498,2059,52.7999992
4827433,1666504,1666295,739,52.7999992
4827434,1666512,1666504,4224,52.7999992
4827435,1666504,1666500,1690,52.7999992
4827436,1668086,1667949,1795,52.7999992
4827437,1668329,1667949,2851,52.7999992
4827438,1667949,1667503,2693,52.7999992
4827439,1668393,1668266,1742,52.7999992
4827441,1666589,1666485,5333,52.7999992
4827442,1666589,1666670,581,52.7999992
4827443,1666471,1665551,3802,52.7999992
4827444,1664722,1664761,422,52.7999992
4827445,1664722,1665153,1848,52.7999992
4827446,1663343,1664722,7022,52.7999992
4827449,1664202,1663921,1531,52.7999992
4827453,1663086,1663265,1003,52.7999992
4827454,1663265,1663230,1109,52.7999992
4827455,1663265,1663289,158,52.7999992
4827456,1662176,1662487,1742,52.7999992
4827457,1662487,1662490,950,52.7999992
4827458,1662487,1663075,4594,52.7999992
4827459,1663075,1663632,6389,52.7999992
4827537,1663901,1664174,4963,52.7999992
4828113,1661719,1661725,370,52.7999992
4828114,1661725,1661700,211,52.7999992
4828115,1661719,1661670,422,52.7999992
4828121,2008373,1661719,422,52.7999992
4828122,1661742,1661725,106,52.7999992
4828125,1661838,1661802,370,52.7999992
4828126,1661668,1661907,1795,52.7999992
4828130,1663717,2024346,845,52.7999992
4828131,2024347,1663861,1373,52.7999992
4828132,1664156,1663981,898,52.7999992
4828133,1664144,1664213,845,52.7999992
4828135,1663583,1664213,3168,52.7999992
4828136,1663717,1663870,845,52.7999992
4828137,1663862,1663870,950,52.7999992
4828138,1663870,1664144,1795,52.7999992
4828141,1663470,1663510,106,52.7999992
4828145,1663973,1663897,422,52.7999992
4828146,1663897,1663916,370,52.7999992
4828147,1664021,1663897,1162,52.7999992
4828148,1663741,1663687,422,52.7999992
4828149,1663687,1663668,53,52.7999992
4828150,1663687,1663689,422,52.7999992
4828151,1663344,1663297,211,52.7999992
4828152,1663297,1663228,475,52.7999992
4828153,1663207,1663293,422,52.7999992
4828154,1663207,1663205,317,52.7999992
4828155,1663205,1663203,634,52.7999992
4828156,1663205,1663266,264,52.7999992
4828159,1662477,1662536,370,52.7999992
4828160,1662437,1662481,370,52.7999992
4828161,1662481,1662494,106,52.7999992
4828162,1662494,1662536,528,52.7999992
4828163,1662474,1662494,106,52.7999992
4828164,1662420,1662474,422,52.7999992
4828165,1662421,1662431,158,52.7999992
4828166,1662437,1662421,211,52.7999992
4828167,1662421,1662420,528,52.7999992
4828168,1662582,1662460,686,52.7999992
4828169,1662837,1662887,950,52.7999992
4829230,1661196,1661199,7128,52.7999992
4829231,1661199,1661200,845,52.7999992
4829333,1661559,1661560,792,52.7999992
4829334,1661560,1661556,581,52.7999992
4829338,1662410,1662412,317,52.7999992
4829340,1662412,1662539,792,52.7999992
4829341,1662247,1662403,686,52.7999992
4829342,1662247,1662248,739,52.7999992
4829343,1662248,1662248,1690,52.7999992
4829347,1662403,1662400,2006,52.7999992
4829348,1662159,1661967,1214,52.7999992
4829349,1662257,1662168,1214,52.7999992
4829350,1662190,1662078,1003,52.7999992
4829351,1662159,1662190,739,52.7999992
4829352,1662190,1662257,370,52.7999992
4829353,1662257,1662395,528,52.7999992
4829354,1662400,1662395,1267,52.7999992
4829356,1662200,1662159,317,52.7999992
4829357,1662400,1662277,634,52.7999992
4829358,1662277,1662200,634,52.7999992
4829359,1662200,1662167,370,52.7999992
4829360,1662277,1662237,422,52.7999992
4829364,1663394,1663206,1056,52.7999992
4829366,1664483,1664253,1003,52.7999992
4829370,1665956,1665971,106,52.7999992
4829371,1665956,1666240,1373,52.7999992
4829372,1665971,1666044,1003,52.7999992
4829373,1665735,1666025,1162,52.7999992
4829374,1666025,1666512,2112,52.7999992
4829375,1665586,1665956,1426,52.7999992
4829376,1665114,1665218,317,52.7999992
4829377,1665218,1665297,370,52.7999992
4829378,1665890,1665956,475,52.7999992
4829380,1665466,1665472,317,52.7999992
4829381,1665466,1665615,528,52.7999992
4829382,1665615,1665890,1214,52.7999992
4829383,1665890,1665685,792,52.7999992
4829386,1666044,1666026,845,52.7999992
4829387,1666026,1666025,370,52.7999992
4829388,1666203,1666113,1584,52.7999992
4829389,1666112,1666203,422,52.7999992
4829392,1666203,1666353,898,52.7999992
4829393,1666353,1666509,634,52.7999992
4829394,1666353,1666372,475,52.7999992
4829395,1666294,1666353,739,52.7999992
4829396,1666026,1666165,634,52.7999992
4829397,1665971,1665902,211,52.7999992
4829404,2304262,1666984,634,52.7999992
4829405,1666984,1666907,634,52.7999992
4829406,2304263,1667179,634,52.7999992
4829407,1667179,1667162,317,52.7999992
4829408,1666984,1667179,1267,52.7999992
4829409,1667933,1668044,792,52.7999992
4829410,1667933,1668046,792,52.7999992
4829411,1667874,1667931,739,52.7999992
4829412,1668168,1668185,264,52.7999992
4829413,1668018,1668168,1214,52.7999992
4829414,1668046,1667877,1214,52.7999992
4829415,1667663,1667874,1373,52.7999992
4829416,1667874,1667933,370,52.7999992
4829418,1667877,1667880,845,52.7999992
4829419,1667880,1668018,950,52.7999992
4829421,1667877,1667835,317,52.7999992
4829426,1665046,1665100,1584,52.7999992
4829427,1663075,1662995,739,52.7999992
4829428,10492,1661921,1267,52.7999992
4829429,1661921,1661874,264,52.7999992
4829431,1662064,10492,106,52.7999992
4829432,1662064,1662172,475,52.7999992
4829434,1662235,1662321,422,52.7999992
4829546,1662065,1662121,211,52.7999992
4829547,1662121,1662083,264,52.7999992
4829548,1662121,1662120,211,52.7999992
4829549,1662178,1662177,370,52.7999992
4829551,1662177,1662120,317,52.7999992
4829552,1662120,1662079,106,52.7999992
4829553,1662120,1662118,422,52.7999992
4829554,1662175,1662147,264,52.7999992
4829555,1662236,1662208,264,52.7999992
4829557,1662280,1662236,317,52.7999992
4829559,1662236,1662204,317,52.7999992
4829560,1662204,1662175,264,52.7999992
4829561,1662258,1662236,264,52.7999992
4829562,1662203,1662175,264,52.7999992
4829563,1662173,1662141,211,52.7999992
4829564,1662173,1662203,264,52.7999992
4829565,1662098,1662173,898,52.7999992
4829566,1662228,1662204,264,52.7999992
4829567,1662203,1662228,264,52.7999992
4829568,1662228,1662258,317,52.7999992
4829570,1662258,1662307,264,52.7999992
4829572,1662244,1662203,317,52.7999992
4829751,1662303,1662429,686,52.7999992
4829752,1662673,1662681,264,52.7999992
4829753,1662460,1662569,1162,52.7999992
4829754,1663212,1663215,950,52.7999992
4829756,2026265,1662230,845,52.7999992
4829759,1662509,1662561,264,52.7999992
4829760,1662561,1662625,211,52.7999992
4829762,1662753,1662803,370,52.7999992
4829763,1662803,1662945,950,52.7999992
4829765,1662804,1662756,317,52.7999992
4829766,1662804,1662803,528,52.7999992
4829767,1663076,1663054,106,52.7999992
4829771,1663611,1663607,422,52.7999992
4829772,1663590,1663775,739,52.7999992
4829773,1663775,1663844,317,52.7999992
4829774,1663770,1663775,211,52.7999992
4829775,1663762,1663646,1056,52.7999992
4829776,1663646,1663668,686,52.7999992
4829777,1663646,1663596,211,52.7999992
4829778,1664122,1664052,317,52.7999992
4829779,1664052,1663998,370,52.7999992
4829780,1664052,1664056,475,52.7999992
4829781,1664349,1664383,211,52.7999992
4829782,1663605,1663710,475,52.7999992
4829783,1663710,1663717,581,52.7999992
4829984,1664144,1664197,528,52.7999992
4830394,2296035,1663189,1056,52.7999992
4830396,1665615,1665732,739,52.7999992
4830397,1665732,1666112,1531,52.7999992
4830398,1665732,1665652,686,52.7999992
4830399,1665652,1665603,792,52.7999992
4830400,1665603,1665455,581,52.7999992
4830401,1665455,1665354,581,52.7999992
4830402,1665543,1665653,370,52.7999992
4830404,1665455,1665543,581,52.7999992
4830408,1665133,1665127,792,52.7999992
4830409,1665127,1665114,1848,52.7999992
4830410,1665354,1665127,792,52.7999992
4830411,1665354,1665353,475,52.7999992
4830412,1665543,1665448,422,52.7999992
4830429,1662147,1662100,370,52.7999992
4830430,1662100,1662071,211,52.7999992
4830432,1662374,1662365,3696,52.7999992
4830433,1662811,1662810,211,52.7999992
4830434,1662309,1662375,898,52.7999992
4830435,1662375,1662374,792,52.7999992
4830438,1662375,1662538,1478,52.7999992
4830439,1661921,1661911,1162,52.7999992
4830441,1662100,1662067,264,52.7999992
4830442,1662067,1662074,106,52.7999992
4830443,1662074,1662132,475,52.7999992
4830444,1662208,1662155,422,52.7999992
4830445,1662155,1662147,106,52.7999992
4830446,1662155,1662074,739,52.7999992
4830475,1662922,1662971,317,52.7999992
4830482,1664019,1664469,2218,52.7999992
4830484,1662357,1662463,528,52.7999992
4830487,1662372,1662357,2059,52.7999992
4830488,1662463,1662462,2112,52.7999992
4830489,1662372,1662462,422,52.7999992
4830574,2005034,2005032,634,52.7999992
4830580,1662276,1662319,158,52.7999992
4830581,1662319,1662509,1003,52.7999992
4830591,2005042,2005041,370,52.7999992
4830597,1661549,1661547,370,52.7999992
4830599,1661555,1661566,317,52.7999992
4830600,1661566,1661547,581,52.7999992
4830601,1661577,1661544,370,52.7999992
4830602,1661547,1661585,370,52.7999992
4830603,1661566,1661593,317,52.7999992
4830604,1661593,1661585,211,52.7999992
4830605,1661598,1661555,581,52.7999992
4830606,1661585,1661676,686,52.7999992
4830607,1661676,1661577,370,52.7999992
4830608,1661614,1661598,264,52.7999992
4830609,1661614,1661593,317,52.7999992
4830610,1661585,1661620,581,52.7999992
4830611,1661620,1661676,739,52.7999992
4830613,1661614,1661719,1003,52.7999992
4830614,1661670,1661614,739,52.7999992
4830615,1661555,1661553,370,52.7999992
4830616,1661389,1661553,2270,52.7999992
4830617,1661553,1661668,1267,52.7999992
4830618,1661670,1661668,475,52.7999992
4830631,1662813,1662784,211,52.7999992
4830632,1662286,1662282,317,52.7999992
4830635,1663293,1663344,686,52.7999992
4830636,1661879,1661890,422,52.7999992
4830644,1662040,1662109,370,52.7999992
4830650,1662898,1662957,317,52.7999992
4830659,1662000,1662049,317,52.7999992
4830663,1662088,1662069,422,52.7999992
4830664,1662069,1662066,53,52.7999992
4830665,1662066,1662069,264,52.7999992
4830670,1663583,1663604,528,52.7999992
4830671,1663604,1663605,158,52.7999992
4830672,1663710,1663604,845,52.7999992
4830673,1663450,1663531,317,52.7999992
4830674,1663531,1663584,317,52.7999992
4830679,1661577,1661558,475,52.7999992
4830681,2013290,1661558,264,52.7999992
4830816,1668381,1668383,1584,52.7999992
4830818,1668391,1668383,1056,52.7999992
4830819,1667774,1668437,4118,52.7999992
4830830,1668437,1668463,898,52.7999992
4830831,1668463,1668285,3168,52.7999992
4830850,1668437,1668549,3749,52.7999992
4830851,1668103,1668551,3010,52.7999992
4830867,1668213,1668630,2323,52.7999992
4830873,1668329,1668636,1795,52.7999992
4830958,1668327,1668822,5174,52.7999992
4831043,1669042,1668393,4118,52.7999992
4835848,1668046,1668449,2218,52.7999992
4835851,1668168,1668444,1109,52.7999992
4836005,1668633,1668388,1426,52.7999992
4836907,15377,15378,475,52.7999992
4836953,1663297,1663298,211,52.7999992
4836955,1662474,1662481,158,52.7999992
4837002,1667544,1667663,581,52.7999992
4837040,1662513,1662458,1214,52.7999992
4837043,1662433,1662417,158,52.7999992
4837226,1661729,1662290,5227,52.7999992
4837228,1661584,1662386,5280,52.7999992
4837270,1663180,1663308,1690,52.7999992
4837274,1666471,10949,6442,52.7999992
4839966,1660820,1661200,4066,52.7999992
4840394,1661705,1661678,158,52.7999992
4840395,1661705,1661704,264,52.7999992
4840400,1661697,1661723,581,52.7999992
4840401,1661723,1661705,264,52.7999992
4840416,1661739,1661705,211,52.7999992
4840421,1661704,1661754,581,52.7999992
4840422,1661746,1661754,264,52.7999992
4840430,1661767,1661704,475,52.7999992
4840432,1661768,1661723,422,52.7999992
4840433,1661768,1661769,264,52.7999992
4840434,1661769,1661767,317,52.7999992
4840459,1661754,1661794,317,52.7999992
4840462,1661795,1661794,158,52.7999992
4840468,1661746,1661805,528,52.7999992
4840492,1661794,1661834,422,52.7999992
4840494,1661834,1661767,898,52.7999992
4840497,1661774,1661836,739,52.7999992
4840515,1661836,1661867,211,52.7999992
4840516,1661867,1661868,370,52.7999992
4840517,1661869,1661825,370,52.7999992
4840518,1661868,1661869,475,52.7999992
4840522,1661869,1661880,528,52.7999992
4840523,1661744,10464,950,52.7999992
4840524,1661805,1661884,739,52.7999992
4840525,1661880,1661884,686,52.7999992
4840526,1661878,1661768,898,52.7999992
4840531,1661805,1661887,739,52.7999992
4840532,1661884,1661887,475,52.7999992
4840534,1661769,1661882,898,52.7999992
4840535,1661834,1661886,317,52.7999992
4840536,1661887,1661886,370,52.7999992
4840537,1661886,1661882,528,52.7999992
4840547,1661837,1661851,264,52.7999992
4840548,1661838,1661851,581,52.7999992
4840552,1661868,1661936,317,52.7999992
4840553,1661939,1661936,370,52.7999992
4840554,1661867,1661939,370,52.7999992
4840555,1661942,1661869,264,52.7999992
4840556,1661936,1661942,528,52.7999992
4840558,1661879,1661838,264,52.7999992
4840563,1661906,1661908,53,52.7999992
4840564,1661950,1661942,53,52.7999992
4840570,1661959,1661880,686,52.7999992
4840571,1661950,1661959,422,52.7999992
4840572,1661851,1661904,264,52.7999992
4840573,1661904,1661907,264,52.7999992
4840583,1661940,1661952,950,52.7999992
4840584,1661952,1661801,1637,52.7999992
4840587,1661951,1661993,211,52.7999992
4840590,1661946,1661908,1901,52.7999992
4840591,1661908,1661945,211,52.7999992
4840595,1661936,1662004,317,52.7999992
4840596,1662004,1661950,739,52.7999992
4840608,1661945,1661965,898,52.7999992
4840610,1661927,1662019,528,52.7999992
4840611,1661970,1661966,158,52.7999992
4840612,1661965,1661970,158,52.7999992
4840615,1662019,1662023,158,52.7999992
4840618,1661904,1661969,475,52.7999992
4840626,1661993,1662036,370,52.7999992
4840627,1661974,1661978,317,52.7999992
4840629,1661977,1661974,158,52.7999992
4840636,1661978,1661984,264,52.7999992
4840637,1661984,1661974,1795,52.7999992
4840639,1661988,1661879,528,52.7999992
4840640,1661987,1661988,106,52.7999992
4840643,1661997,1662008,475,52.7999992
4840644,1662008,1661945,317,52.7999992
4840646,1662055,1662004,528,52.7999992
4840648,1662053,1662055,475,52.7999992
4840652,1662011,1661970,211,52.7999992
4840657,1661984,1662000,211,52.7999992
4840660,1662000,1662001,211,52.7999992
4840661,1662001,1662003,211,52.7999992
4840662,1662003,1661907,475,52.7999992
4840670,1662023,1662070,264,52.7999992
4840675,1661940,1662062,686,52.7999992
4840676,1662062,1661952,1320,52.7999992
4840677,1662070,1662075,317,52.7999992
4840683,1662016,1662068,422,52.7999992
4840684,1661969,1662042,422,52.7999992
4840685,1662042,1662040,317,52.7999992
4840687,1662040,1662044,317,52.7999992
4840688,1662044,1661988,370,52.7999992
4840690,1662091,1662036,475,52.7999992
4840692,1662096,1662055,370,52.7999992
4840694,1662096,1662093,581,52.7999992
4840695,1662098,1662096,211,52.7999992
4840696,1661939,1662098,950,52.7999992
4840697,1662036,1662091,1056,52.7999992
4840703,1661897,1662118,1267,52.7999992
4840706,1662057,1662117,370,52.7999992
4840707,1662117,1662118,317,52.7999992
4840708,1662054,1662119,370,52.7999992
4840709,1662119,1662117,317,52.7999992
4840710,1661965,1662066,845,52.7999992
4840711,1661993,1662113,792,52.7999992
4840715,1662068,1661940,1795,52.7999992
4840725,1662039,1662129,475,52.7999992
4840726,1662129,1662119,317,52.7999992
4840734,1662138,1662129,370,52.7999992
4840736,1662091,1662141,264,52.7999992
4840737,1662113,1662141,211,52.7999992
4840740,1662070,1662149,370,52.7999992
4840741,1662149,1662138,317,52.7999992
4840742,1662113,1662147,370,52.7999992
4840743,1662088,1662008,422,52.7999992
4840746,1662090,1662088,370,52.7999992
4840750,1662075,1662154,422,52.7999992
4840751,1662154,1662149,317,52.7999992
4840753,1662042,1662085,317,52.7999992
4840754,1661793,1662176,4699,52.7999992
4840755,1662085,1661969,1426,52.7999992
4840756,10503,1662121,211,52.7999992
4840757,1662145,1661949,1109,52.7999992
4840758,1662132,1662164,370,52.7999992
4840759,1662164,1662154,158,52.7999992
4840760,1662098,1662161,317,52.7999992
4840761,1662165,1662093,370,52.7999992
4840762,1662165,1662161,422,52.7999992
4840765,1662118,1662178,317,52.7999992
4840766,1662117,1662179,317,52.7999992
4840767,1662178,1662179,317,52.7999992
4840768,1662119,1662181,317,52.7999992
4840769,1662179,1662181,317,52.7999992
4840770,1662129,1662183,317,52.7999992
4840771,1662181,1662183,317,52.7999992
4840777,1662088,1662148,264,52.7999992
4840778,1662192,1662138,317,52.7999992
4840779,1662183,1662192,317,52.7999992
4840780,1662139,1662085,317,52.7999992
4840789,1662149,1662201,317,52.7999992
4840791,1662185,1662068,1214,52.7999992
4840792,1662062,1662187,686,52.7999992
4840793,1662187,1662185,581,52.7999992
4840794,1662181,1662206,211,52.7999992
4840796,1662154,1662209,264,52.7999992
4840798,1662132,1662208,686,52.7999992
4840807,1662166,1662139,264,52.7999992
4840808,1662166,1662044,686,52.7999992
4840812,1662164,1662225,317,52.7999992
4840817,1662090,1662186,475,52.7999992
4840820,1662186,1662191,317,52.7999992
4840823,1662208,1662239,264,52.7999992
4840824,1662239,1662164,634,52.7999992
4840826,1662161,1662244,950,52.7999992
4840827,1662239,1662251,158,52.7999992
4840832,1662252,1662165,686,52.7999992
4840833,1662161,1662252,581,52.7999992
4840835,1662186,1662224,211,52.7999992
4840836,1662224,1662090,792,52.7999992
4840838,1662217,1662220,898,52.7999992
4840839,1662220,1662166,317,52.7999992
4840842,1662270,1662187,845,52.7999992
4840843,1662246,1662270,528,52.7999992
4840844,1662309,10503,792,52.7999992
4840847,1662281,1662185,634,52.7999992
4840848,1662337,1661833,2693,52.7999992
4840849,1662176,1662337,2165,52.7999992
4840850,1662309,1662320,581,52.7999992
4840851,1662254,1662227,264,52.7999992
4840852,1662254,1662224,581,52.7999992
4840853,1662224,1662259,317,52.7999992
4840854,1662259,1662230,422,52.7999992
4840861,1662313,1662281,264,52.7999992
4840862,1662305,1662314,370,52.7999992
4840863,1662241,1662314,370,52.7999992
4840864,1662320,1662351,1056,52.7999992
4840866,1662385,1661743,6811,52.7999992
4840868,1662337,1662365,2693,52.7999992
4840869,1662276,1662291,370,52.7999992
4840870,1662291,1662242,264,52.7999992
4840871,1662291,1662293,370,52.7999992
4840872,1662293,1662238,317,52.7999992
4840873,1662293,1662254,634,52.7999992
4840874,1662244,1662353,792,52.7999992
4840875,1662314,1662324,422,52.7999992
4840876,1662324,1662281,211,52.7999992
4840881,1662187,1662343,845,52.7999992
4840882,1662270,1662343,634,52.7999992
4840883,1662351,1662362,634,52.7999992
4840888,1662308,1662230,422,52.7999992
4840893,1662303,1662217,422,52.7999992
4840901,10523,1662349,1267,52.7999992
4840905,1662358,10523,792,52.7999992
4840909,1662381,1662382,1214,52.7999992
4840910,1662382,1662386,1426,52.7999992
4840913,1662386,1662388,475,52.7999992
4840914,1662407,1662290,1954,52.7999992
4840915,1662343,1662409,370,52.7999992
4840916,1662409,1662407,634,52.7999992
4840918,1662411,1662409,898,52.7999992
4840919,1662410,1662324,370,52.7999992
4840920,1662410,1662411,264,52.7999992
4840921,1662342,1662406,370,52.7999992
4840922,1662404,1662406,211,52.7999992
4840923,1662403,1662404,898,52.7999992
4840926,1662362,1662430,1742,52.7999992
4840930,1662394,1662358,422,52.7999992
4840951,1662416,1662303,950,52.7999992
4840952,1662220,1662416,950,52.7999992
4840958,1662252,1662482,1162,52.7999992
4840961,1662388,1662459,422,52.7999992
4840966,1662466,1662459,211,52.7999992
4840967,1662453,1662358,475,52.7999992
4840972,1662439,1662416,317,52.7999992
4840973,1662440,1662429,264,52.7999992
4840974,1662453,1662457,370,52.7999992
4840984,1662465,1662399,370,52.7999992
4840985,1662465,1662394,739,52.7999992
4840988,1662460,1662439,158,52.7999992
4840989,1662437,1662460,264,52.7999992
4840996,1662459,1662503,317,52.7999992
4840997,1662427,1662503,845,52.7999992
4840998,1662513,1662528,158,52.7999992
4841002,1662486,1662440,528,52.7999992
4841020,1662506,1662465,317,52.7999992
4841021,1662506,1662457,581,52.7999992
4841026,1662555,1662351,1162,52.7999992
4841030,1662509,1662465,370,52.7999992
4841031,1662514,1662510,1214,52.7999992
4841032,1662514,1662349,950,52.7999992
4841036,1662457,1662512,370,52.7999992
4841038,1662565,1662362,1109,52.7999992
4841039,1662565,1662555,422,52.7999992
4841041,1662534,1662382,1003,52.7999992
4841042,1662432,1662534,634,52.7999992
4841044,1662512,1662521,53,52.7999992
4841045,1662521,1662512,211,52.7999992
4841060,1662503,1662556,317,52.7999992
4841061,1662602,1662320,1531,52.7999992
4841063,1662574,1662411,1003,52.7999992
4841076,1662615,1662602,264,52.7999992
4841077,1662606,1662635,211,52.7999992
4841078,1662635,1662602,106,52.7999992
4841080,1662563,1662506,475,52.7999992
4841084,1662569,1662536,211,52.7999992
4841093,1662521,1662589,317,52.7999992
4841098,1662589,1662563,317,52.7999992
4841099,1662596,1662589,264,52.7999992
4841100,1662596,1662453,845,52.7999992
4841109,1662582,1662439,1162,52.7999992
4841110,1662409,1662407,3010,52.7999992
4841111,1662682,1662555,581,52.7999992
4841116,1662556,1662653,370,52.7999992
4841128,1662591,1662604,211,52.7999992
4841129,1662604,1662569,158,52.7999992
4841130,1662625,1662563,792,52.7999992
4841131,1662631,1662582,264,52.7999992
4841133,1662699,1662635,370,52.7999992
4841134,1662672,1662556,898,52.7999992
4841136,1662722,1662699,317,52.7999992
4841137,1662722,1662699,106,52.7999992
4841140,1662674,1662707,211,52.7999992
4841143,1662709,1662710,211,52.7999992
4841144,1662710,1662707,370,52.7999992
4841148,1662707,1662713,634,52.7999992
4841150,1662691,1662653,422,52.7999992
4841153,1662589,1662679,317,52.7999992
4841161,1662701,1662534,792,52.7999992
4841162,1662681,1662604,264,52.7999992
4841184,1662736,1662565,792,52.7999992
4841185,1662696,1662701,317,52.7999992
4841202,1662694,1662625,317,52.7999992
4841203,1662679,1662694,1003,52.7999992
4841207,1662653,1662721,422,52.7999992
4841209,1662694,1662698,158,52.7999992
4841223,1662715,1662509,1320,52.7999992
4841227,1662734,1662701,264,52.7999992
4841236,1662731,1662596,634,52.7999992
4841237,1662732,1662679,317,52.7999992
4841238,1662732,1662731,317,52.7999992
4841241,1662731,1662735,317,52.7999992
4841242,1662735,1662453,1690,52.7999992
4841243,1662728,1662725,211,52.7999992
4841244,1662728,1662681,317,52.7999992
4841250,1662735,1662750,686,52.7999992
4841251,1662738,1662728,422,52.7999992
4841252,1662738,1662681,634,52.7999992
4841254,1662721,1662764,317,52.7999992
4841255,1662715,1662752,317,52.7999992
4841257,1662755,1662514,1109,52.7999992
4841258,1662753,1662694,264,52.7999992
4841259,1662753,1662732,1056,52.7999992
4841260,1662749,1662738,211,52.7999992
4841261,1662749,1662704,370,52.7999992
4841262,1662751,1662704,422,52.7999992
4841263,1662638,1662751,792,52.7999992
4841264,1662698,1662756,634,52.7999992
4841265,1662756,1662753,581,52.7999992
4841266,1662752,1662756,370,52.7999992
4841288,1662769,1662749,211,52.7999992
4841290,1662771,1662728,264,52.7999992
4841294,1662823,1662722,792,52.7999992
4841295,1662764,1662734,1426,52.7999992
4841311,1662815,1662710,739,52.7999992
4841315,1662794,1662715,898,52.7999992
4841320,1662764,1662806,739,52.7999992
4841329,1662812,1662755,422,52.7999992
4841333,1662778,1662826,528,52.7999992
4841334,1662826,1662381,2904,52.7999992
4841348,1662816,1662752,845,52.7999992
4841350,1662839,1662734,792,52.7999992
4841355,1662835,1662794,845,52.7999992
4841358,1662813,1662837,475,52.7999992
4841362,1662837,1662843,475,52.7999992
4841363,1662843,1662835,634,52.7999992
4841416,1662860,1662899,264,52.7999992
4841417,1662899,1662902,1056,52.7999992
4841419,1662887,1662813,528,52.7999992
4841420,1662901,1662899,317,52.7999992
4841436,1662835,1662914,528,52.7999992
4841443,1662922,1662914,370,52.7999992
4841461,1662933,1662843,634,52.7999992
4841462,1662933,1662922,317,52.7999992
4841469,1662902,1662964,370,52.7999992
4841470,1662944,1662933,422,52.7999992
4841472,1662957,1662942,370,52.7999992
4841476,1662914,1662961,264,52.7999992
4841477,1662942,1662961,475,52.7999992
4841481,1662967,1662957,317,52.7999992
4841482,1662967,1662943,106,52.7999992
4841520,1662909,1663012,634,52.7999992
4841521,1663013,1663012,158,52.7999992
