RDWY_LINK_ID,REF_SITE_FROM_ID,REF_SITE_TO_ID,LCM_FROM_TO_DIS,LOC_FLKOS_FT,LOC_TLKOS_FT,ST_PRMY_SYMB_TY,FNCT_CLS_CTGY_TYCD,FNCT_CLS_CTGY_TYDC
4825495,1667876,1668103,2218,0,2218,,45,Rural Local
4825547,1667518,1668213,5491,0,5491,CTH,20,Rural Minor Arterial
4825561,1668231,1668195,1690,0,1690,,45,Rural Local
4825649,1668231,1668327,1901,0,1901,CTH,20,Rural Minor Arterial
4825650,1668195,1668327,845,0,845,,45,Rural Local
4825671,1668298,1668329,1267,0,1267,,45,Rural Local
4825707,1667493,1668393,5227,0,5227,,45,Rural Local
4826251,1667714,11127,3538,0,898,CTH,45,Rural Local
4826251,1667714,11127,3538,898,3538,CTH,45,Rural Local
4827335,1661946,10464,528,0,528,,86,Urban Minor Arterial
4827336,1662510,10523,950,0,950,,86,Urban Minor Arterial
4827337,1662750,1662510,1162,0,415,,86,Urban Minor Arterial
4827337,1662750,1662510,1162,415,942,,86,Urban Minor Arterial
4827337,1662750,1662510,1162,942,1162,,86,Urban Minor Arterial
4827338,1662946,1662750,1373,0,798,,86,Urban Minor Arterial
4827338,1662946,1662750,1373,798,1373,,86,Urban Minor Arterial
4827343,1663328,1663329,53,0,53,USH,,
4827417,1667899,1667829,1742,0,1742,,45,Rural Local
4827418,1667829,1667876,581,0,581,,45,Rural Local
4827419,1667829,1667779,264,0,264,,45,Rural Local
4827420,1666947,1667144,2165,0,2165,,45,Rural Local
4827421,1666498,1666947,2270,0,2270,,45,Rural Local
4827422,1667783,1667300,2587,0,2587,,45,Rural Local
4827423,1667774,1667783,1954,0,1954,,45,Rural Local
4827424,1667783,1667771,2059,0,2059,,45,Rural Local
4827425,1666947,1667085,1742,0,1742,,45,Rural Local
4827426,1666480,1666321,686,0,686,,45,Rural Local
4827427,1666485,1666480,3485,0,3485,CTH,30,Rural Major Collector
4827428,1666490,1666349,475,0,475,,45,Rural Local
4827429,1666480,1666490,1214,0,1214,CTH,30,Rural Major Collector
4827430,1666494,1666699,950,0,950,,45,Rural Local
4827431,1666490,1666494,1320,0,1320,CTH,30,Rural Major Collector
4827432,1666494,1666498,2059,0,2059,CTH,30,Rural Major Collector
4827433,1666504,1666295,739,0,739,,45,Rural Local
4827434,1666512,1666504,4224,0,4224,CTH,30,Rural Major Collector
4827435,1666504,1666500,1690,0,1690,CTH,30,Rural Major Collector
4827436,1668086,1667949,1795,0,1795,,45,Rural Local
4827437,1668329,1667949,2851,0,1584,,45,Rural Local
4827437,1668329,1667949,2851,1584,2851,,45,Rural Local
4827438,1667949,1667503,2693,0,2693,,45,Rural Local
4827439,1668393,1668266,1742,0,1742,,45,Rural Local
4827441,1666589,1666485,5333,0,5333,,45,Rural Local
4827442,1666589,1666670,581,0,581,,45,Rural Local
4827443,1666471,1665551,3802,0,3802,,45,Rural Local
4827444,1664722,1664761,422,0,422,,45,Rural Local
4827445,1664722,1665153,1848,0,1848,CTH,20,Rural Minor Arterial
4827446,1663343,1664722,7022,0,7022,CTH,20,Rural Minor Arterial
4827449,1664202,1663921,1531,0,1531,,45,Rural Local
4827453,1663086,1663265,1003,0,1003,,45,Rural Local
4827454,1663265,1663230,1109,0,1109,,45,Rural Local
4827455,1663265,1663289,158,0,158,,45,Rural Local
4827456,1662176,1662487,1742,0,1742,,45,Rural Local
4827457,1662487,1662490,950,0,950,,45,Rural Local
4827458,1662487,1663075,4594,0,4594,,45,Rural Local
4827459,1663075,1663632,6389,0,3749,,45,Rural Local
4827459,1663075,1663632,6389,3749,6389,,45,Rural Local
4827537,1663901,1664174,4963,0,106,,45,Rural Local
4827537,1663901,1664174,4963,106,4963,,45,Rural Local
4828113,1661719,1661725,370,0,370,,97,Urban Local
4828114,1661725,1661700,211,0,211,,97,Urban Local
4828115,1661719,1661670,422,0,422,,97,Urban Local
4828121,2008373,1661719,422,0,317,,97,Urban Local
4828121,2008373,1661719,422,317,422,,97,Urban Local
4828122,1661742,1661725,106,0,106,,97,Urban Local
4828125,1661838,1661802,370,0,100,,97,Urban Local
4828125,1661838,1661802,370,100,264,,97,Urban Local
4828125,1661838,1661802,370,264,370,,97,Urban Local
4828126,1661668,1661907,1795,0,133,CTH,60,Urban Other Connecting Link Principal Arterial
4828126,1661668,1661907,1795,133,1267,CTH,60,Urban Other Connecting Link Principal Arterial
4828126,1661668,1661907,1795,1267,1320,CTH,60,Urban Other Connecting Link Principal Arterial
4828126,1661668,1661907,1795,1320,1795,CTH,60,Urban Other Connecting Link Principal Arterial
4828130,1663717,2024346,845,0,845,,96,Urban Collector
4828131,2024347,1663861,1373,0,1109,,96,Urban Collector
4828131,2024347,1663861,1373,1109,1373,,96,Urban Collector
4828132,1664156,1663981,898,0,264,,96,Urban Collector
4828132,1664156,1663981,898,264,898,,96,Urban Collector
4828133,1664144,1664213,845,0,845,,86,Urban Minor Arterial
4828135,1663583,1664213,3168,0,422,,60,Urban Other Connecting Link Principal Arterial
4828135,1663583,1664213,3168,422,1848,,60,Urban Other Connecting Link Principal Arterial
4828135,1663583,1664213,3168,1848,3168,,60,Urban Other Connecting Link Principal Arterial
4828136,1663717,1663870,845,0,845,,97,Urban Local
4828137,1663862,1663870,950,0,690,,86,Urban Minor Arterial
4828137,1663862,1663870,950,690,845,,86,Urban Minor Arterial
4828137,1663862,1663870,950,845,950,,86,Urban Minor Arterial
4828138,1663870,1664144,1795,0,529,,86,Urban Minor Arterial
4828138,1663870,1664144,1795,529,1795,,86,Urban Minor Arterial
4828141,1663470,1663510,106,0,106,,96,Urban Collector
4828145,1663973,1663897,422,0,422,,97,Urban Local
4828146,1663897,1663916,370,0,370,,97,Urban Local
4828147,1664021,1663897,1162,0,686,,97,Urban Local
4828147,1664021,1663897,1162,686,1162,,97,Urban Local
4828148,1663741,1663687,422,0,422,,97,Urban Local
4828149,1663687,1663668,53,0,53,,97,Urban Local
4828150,1663687,1663689,422,0,422,,97,Urban Local
4828151,1663344,1663297,211,0,211,,96,Urban Collector
4828152,1663297,1663228,475,0,475,,96,Urban Collector
4828153,1663207,1663293,422,0,422,,97,Urban Local
4828154,1663207,1663205,317,0,317,,97,Urban Local
4828155,1663205,1663203,634,0,634,,97,Urban Local
4828156,1663205,1663266,264,0,264,,97,Urban Local
4828159,1662477,1662536,370,0,370,,97,Urban Local
4828160,1662437,1662481,370,0,370,,97,Urban Local
4828161,1662481,1662494,106,0,106,,97,Urban Local
4828162,1662494,1662536,528,0,528,,97,Urban Local
4828163,1662474,1662494,106,0,106,,97,Urban Local
4828164,1662420,1662474,422,0,422,,97,Urban Local
4828165,1662421,1662431,158,0,158,,97,Urban Local
4828166,1662437,1662421,211,0,211,,97,Urban Local
4828167,1662421,1662420,528,0,528,,97,Urban Local
4828168,1662582,1662460,686,0,686,,97,Urban Local
4828169,1662837,1662887,950,0,950,,97,Urban Local
4829230,1661196,1661199,7128,0,3666,,97,Urban Local
4829230,1661196,1661199,7128,3666,4643,,97,Urban Local
4829230,1661196,1661199,7128,4643,6660,,97,Urban Local
4829230,1661196,1661199,7128,6660,7128,,97,Urban Local
4829231,1661199,1661200,845,0,845,,97,Urban Local
4829333,1661559,1661560,792,0,185,,96,Urban Collector
4829333,1661559,1661560,792,185,396,,96,Urban Collector
4829333,1661559,1661560,792,396,792,,96,Urban Collector
4829334,1661560,1661556,581,0,188,,96,Urban Collector
4829334,1661560,1661556,581,188,384,,96,Urban Collector
4829334,1661560,1661556,581,384,581,,96,Urban Collector
4829338,1662410,1662412,317,0,106,,86,Urban Minor Arterial
4829338,1662410,1662412,317,106,317,,86,Urban Minor Arterial
4829340,1662412,1662539,792,0,792,,45,Rural Local
4829341,1662247,1662403,686,0,686,,97,Urban Local
4829342,1662247,1662248,739,0,739,,97,Urban Local
4829343,1662248,1662248,1690,0,1690,,97,Urban Local
4829347,1662403,1662400,2006,0,686,,86,Urban Minor Arterial
4829347,1662403,1662400,2006,686,1584,,86,Urban Minor Arterial
4829347,1662403,1662400,2006,1584,2006,,86,Urban Minor Arterial
4829348,1662159,1661967,1214,0,1214,,97,Urban Local
4829349,1662257,1662168,1214,0,1214,,97,Urban Local
4829350,1662190,1662078,1003,0,1003,,97,Urban Local
4829351,1662159,1662190,739,0,739,,97,Urban Local
4829352,1662190,1662257,370,0,370,,97,Urban Local
4829353,1662257,1662395,528,0,528,,97,Urban Local
4829354,1662400,1662395,1267,0,634,,86,Urban Minor Arterial
4829354,1662400,1662395,1267,634,1003,,86,Urban Minor Arterial
4829354,1662400,1662395,1267,1003,1267,,86,Urban Minor Arterial
4829356,1662200,1662159,317,0,317,,97,Urban Local
4829357,1662400,1662277,634,0,634,,97,Urban Local
4829358,1662277,1662200,634,0,634,,97,Urban Local
4829359,1662200,1662167,370,0,370,,97,Urban Local
4829360,1662277,1662237,422,0,422,,97,Urban Local
4829364,1663394,1663206,1056,0,1056,,97,Urban Local
4829366,1664483,1664253,1003,0,1003,,97,Urban Local
4829370,1665956,1665971,106,0,106,,97,Urban Local
4829371,1665956,1666240,1373,0,1373,,97,Urban Local
4829372,1665971,1666044,1003,0,845,,97,Urban Local
4829372,1665971,1666044,1003,845,1003,,97,Urban Local
4829373,1665735,1666025,1162,0,528,,96,Urban Collector
4829373,1665735,1666025,1162,528,1162,,96,Urban Collector
4829374,1666025,1666512,2112,0,2112,,96,Urban Collector
4829375,1665586,1665956,1426,0,264,,97,Urban Local
4829375,1665586,1665956,1426,264,1426,,97,Urban Local
4829376,1665114,1665218,317,0,317,,97,Urban Local
4829377,1665218,1665297,370,0,370,,97,Urban Local
4829378,1665890,1665956,475,0,475,,97,Urban Local
4829380,1665466,1665472,317,0,317,,97,Urban Local
4829381,1665466,1665615,528,0,528,,97,Urban Local
4829382,1665615,1665890,1214,0,898,,97,Urban Local
4829382,1665615,1665890,1214,898,1214,,97,Urban Local
4829383,1665890,1665685,792,0,792,,97,Urban Local
4829386,1666044,1666026,845,0,845,,97,Urban Local
4829387,1666026,1666025,370,0,370,,97,Urban Local
4829388,1666203,1666113,1584,0,1584,,97,Urban Local
4829389,1666112,1666203,422,0,422,,97,Urban Local
4829392,1666203,1666353,898,0,898,,97,Urban Local
4829393,1666353,1666509,634,0,634,,97,Urban Local
4829394,1666353,1666372,475,0,475,,97,Urban Local
4829395,1666294,1666353,739,0,739,,97,Urban Local
4829396,1666026,1666165,634,0,634,,97,Urban Local
4829397,1665971,1665902,211,0,211,,97,Urban Local
4829404,2304262,1666984,634,0,634,,45,Rural Local
4829405,1666984,1666907,634,0,634,,45,Rural Local
4829406,2304263,1667179,634,0,634,,45,Rural Local
4829407,1667179,1667162,317,0,317,,45,Rural Local
4829408,1666984,1667179,1267,0,1267,,45,Rural Local
4829409,1667933,1668044,792,0,792,,45,Rural Local
4829410,1667933,1668046,792,0,792,,45,Rural Local
4829411,1667874,1667931,739,0,739,,45,Rural Local
4829412,1668168,1668185,264,0,264,,45,Rural Local
4829413,1668018,1668168,1214,0,1214,,45,Rural Local
4829414,1668046,1667877,1214,0,422,,45,Rural Local
4829414,1668046,1667877,1214,422,1214,,45,Rural Local
4829415,1667663,1667874,1373,0,1373,,45,Rural Local
4829416,1667874,1667933,370,0,370,,45,Rural Local
4829418,1667877,1667880,845,0,845,,45,Rural Local
4829419,1667880,1668018,950,0,950,,45,Rural Local
4829421,1667877,1667835,317,0,317,,45,Rural Local
4829426,1665046,1665100,1584,0,1584,,45,Rural Local
4829427,1663075,1662995,739,0,739,,45,Rural Local
4829428,10492,1661921,1267,0,1267,CTH,40,Rural Minor Collector
4829429,1661921,1661874,264,0,211,CTH,40,Rural Minor Collector
4829429,1661921,1661874,264,211,264,CTH,40,Rural Minor Collector
4829431,1662064,10492,106,0,106,USH,,
4829432,1662064,1662172,475,0,475,,45,Rural Local
4829434,1662235,1662321,422,0,422,,97,Urban Local
4829546,1662065,1662121,211,0,211,,97,Urban Local
4829547,1662121,1662083,264,0,106,,97,Urban Local
4829547,1662121,1662083,264,106,264,,97,Urban Local
4829548,1662121,1662120,211,0,211,,97,Urban Local
4829549,1662178,1662177,370,0,370,USH,,
4829551,1662177,1662120,317,0,317,,97,Urban Local
4829552,1662120,1662079,106,0,106,,97,Urban Local
4829553,1662120,1662118,422,0,422,,97,Urban Local
4829554,1662175,1662147,264,0,264,,97,Urban Local
4829555,1662236,1662208,264,0,264,,97,Urban Local
4829557,1662280,1662236,317,0,317,,97,Urban Local
4829559,1662236,1662204,317,0,317,,97,Urban Local
4829560,1662204,1662175,264,0,264,,97,Urban Local
4829561,1662258,1662236,264,0,264,,97,Urban Local
4829562,1662203,1662175,264,0,264,,97,Urban Local
4829563,1662173,1662141,211,0,211,,97,Urban Local
4829564,1662173,1662203,264,0,264,,97,Urban Local
4829565,1662098,1662173,898,0,898,,97,Urban Local
4829566,1662228,1662204,264,0,264,,97,Urban Local
4829567,1662203,1662228,264,0,264,,97,Urban Local
4829568,1662228,1662258,317,0,317,,97,Urban Local
4829570,1662258,1662307,264,0,264,,97,Urban Local
4829572,1662244,1662203,317,0,317,,97,Urban Local
4829751,1662303,1662429,686,0,686,,97,Urban Local
4829752,1662673,1662681,264,0,264,,97,Urban Local
4829753,1662460,1662569,1162,0,1162,CTH,60,Urban Other Connecting Link Principal Arterial
4829754,1663212,1663215,950,0,317,,96,Urban Collector
4829754,1663212,1663215,950,317,950,,96,Urban Collector
4829756,2026265,1662230,845,0,320,,97,Urban Local
4829756,2026265,1662230,845,320,845,,97,Urban Local
4829759,1662509,1662561,264,0,264,,96,Urban Collector
4829760,1662561,1662625,211,0,211,,96,Urban Collector
4829762,1662753,1662803,370,0,370,,96,Urban Collector
4829763,1662803,1662945,950,0,950,,96,Urban Collector
4829765,1662804,1662756,317,0,317,,97,Urban Local
4829766,1662804,1662803,528,0,528,,97,Urban Local
4829767,1663076,1663054,106,0,106,,97,Urban Local
4829771,1663611,1663607,422,0,422,,97,Urban Local
4829772,1663590,1663775,739,0,739,,97,Urban Local
4829773,1663775,1663844,317,0,317,,97,Urban Local
4829774,1663770,1663775,211,0,211,,97,Urban Local
4829775,1663762,1663646,1056,0,1056,,97,Urban Local
4829776,1663646,1663668,686,0,686,,97,Urban Local
4829777,1663646,1663596,211,0,211,,97,Urban Local
4829778,1664122,1664052,317,0,317,,96,Urban Collector
4829779,1664052,1663998,370,0,370,,96,Urban Collector
4829780,1664052,1664056,475,0,475,,97,Urban Local
4829781,1664349,1664383,211,0,211,,97,Urban Local
4829782,1663605,1663710,475,0,475,,96,Urban Collector
4829783,1663710,1663717,581,0,581,,96,Urban Collector
4829984,1664144,1664197,528,0,475,,97,Urban Local
4829984,1664144,1664197,528,475,528,,97,Urban Local
4830394,2296035,1663189,1056,0,1056,,45,Rural Local
4830396,1665615,1665732,739,0,739,,97,Urban Local
4830397,1665732,1666112,1531,0,475,,97,Urban Local
4830397,1665732,1666112,1531,475,1531,,97,Urban Local
4830398,1665732,1665652,686,0,53,,97,Urban Local
4830398,1665732,1665652,686,53,686,,97,Urban Local
4830399,1665652,1665603,792,0,792,,97,Urban Local
4830400,1665603,1665455,581,0,581,,97,Urban Local
4830401,1665455,1665354,581,0,581,,97,Urban Local
4830402,1665543,1665653,370,0,40,,97,Urban Local
4830402,1665543,1665653,370,40,370,,97,Urban Local
4830404,1665455,1665543,581,0,581,,97,Urban Local
4830408,1665133,1665127,792,0,792,,96,Urban Collector
4830409,1665127,1665114,1848,0,1848,,96,Urban Collector
4830410,1665354,1665127,792,0,792,,97,Urban Local
4830411,1665354,1665353,475,0,475,,97,Urban Local
4830412,1665543,1665448,422,0,422,,97,Urban Local
4830429,1662147,1662100,370,0,370,,97,Urban Local
4830430,1662100,1662071,211,0,211,,97,Urban Local
4830432,1662374,1662365,3696,0,900,CTH,30,Rural Major Collector
4830432,1662374,1662365,3696,900,1204,CTH,30,Rural Major Collector
4830432,1662374,1662365,3696,1204,1792,CTH,30,Rural Major Collector
4830432,1662374,1662365,3696,1792,2379,CTH,30,Rural Major Collector
4830432,1662374,1662365,3696,2379,3696,CTH,30,Rural Major Collector
4830433,1662811,1662810,211,0,211,,97,Urban Local
4830434,1662309,1662375,898,0,528,CTH,30,Rural Major Collector
4830434,1662309,1662375,898,528,898,CTH,30,Rural Major Collector
4830435,1662375,1662374,792,0,792,CTH,30,Rural Major Collector
4830438,1662375,1662538,1478,0,1478,,97,Urban Local
4830439,1661921,1661911,1162,0,1162,,45,Rural Local
4830441,1662100,1662067,264,0,264,,97,Urban Local
4830442,1662067,1662074,106,0,106,,97,Urban Local
4830443,1662074,1662132,475,0,475,,97,Urban Local
4830444,1662208,1662155,422,0,422,,97,Urban Local
4830445,1662155,1662147,106,0,106,,97,Urban Local
4830446,1662155,1662074,739,0,739,,97,Urban Local
4830475,1662922,1662971,317,0,317,,97,Urban Local
4830482,1664019,1664469,2218,0,317,,96,Urban Collector
4830482,1664019,1664469,2218,317,1373,,96,Urban Collector
4830482,1664019,1664469,2218,1373,2218,,96,Urban Collector
4830484,1662357,1662463,528,0,528,,96,Urban Collector
4830487,1662372,1662357,2059,0,1373,,86,Urban Minor Arterial
4830487,1662372,1662357,2059,1373,2059,,86,Urban Minor Arterial
4830488,1662463,1662462,2112,0,2112,,97,Urban Local
4830489,1662372,1662462,422,0,422,,96,Urban Collector
4830574,2005034,2005032,634,0,634,,97,Urban Local
4830580,1662276,1662319,158,0,158,,96,Urban Collector
4830581,1662319,1662509,1003,0,1003,,96,Urban Collector
4830591,2005042,2005041,370,0,370,,97,Urban Local
4830597,1661549,1661547,370,0,317,,97,Urban Local
4830597,1661549,1661547,370,317,370,,97,Urban Local
4830599,1661555,1661566,317,0,317,,97,Urban Local
4830600,1661566,1661547,581,0,581,,97,Urban Local
4830601,1661577,1661544,370,0,370,,97,Urban Local
4830602,1661547,1661585,370,0,370,,97,Urban Local
4830603,1661566,1661593,317,0,317,,97,Urban Local
4830604,1661593,1661585,211,0,211,,97,Urban Local
4830605,1661598,1661555,581,0,581,,97,Urban Local
4830606,1661585,1661676,686,0,370,,97,Urban Local
4830606,1661585,1661676,686,370,686,,97,Urban Local
4830607,1661676,1661577,370,0,370,,97,Urban Local
4830608,1661614,1661598,264,0,106,,97,Urban Local
4830608,1661614,1661598,264,106,264,,97,Urban Local
4830609,1661614,1661593,317,0,317,,97,Urban Local
4830610,1661585,1661620,581,0,581,,97,Urban Local
4830611,1661620,1661676,739,0,739,,97,Urban Local
4830613,1661614,1661719,1003,0,686,,97,Urban Local
4830613,1661614,1661719,1003,686,1003,,97,Urban Local
4830614,1661670,1661614,739,0,739,,97,Urban Local
4830615,1661555,1661553,370,0,370,,97,Urban Local
4830616,1661389,1661553,2270,0,1848,CTH,60,Urban Other Connecting Link Principal Arterial
4830616,1661389,1661553,2270,1848,2092,CTH,60,Urban Other Connecting Link Principal Arterial
4830616,1661389,1661553,2270,2092,2270,CTH,60,Urban Other Connecting Link Principal Arterial
4830617,1661553,1661668,1267,0,1267,CTH,60,Urban Other Connecting Link Principal Arterial
4830618,1661670,1661668,475,0,475,,97,Urban Local
4830631,1662813,1662784,211,0,211,,97,Urban Local
4830632,1662286,1662282,317,0,317,CTH,60,Urban Other Connecting Link Principal Arterial
4830635,1663293,1663344,686,0,686,,60,Urban Other Connecting Link Principal Arterial
4830636,1661879,1661890,422,0,422,,97,Urban Local
4830644,1662040,1662109,370,0,370,,97,Urban Local
4830650,1662898,1662957,317,0,317,,97,Urban Local
4830659,1662000,1662049,317,0,317,,97,Urban Local
4830663,1662088,1662069,422,0,422,,97,Urban Local
4830664,1662069,1662066,53,0,53,,97,Urban Local
4830665,1662066,1662069,264,0,264,,97,Urban Local
4830670,1663583,1663604,528,0,528,,96,Urban Collector
4830671,1663604,1663605,158,0,158,,96,Urban Collector
4830672,1663710,1663604,845,0,845,,97,Urban Local
4830673,1663450,1663531,317,0,317,,97,Urban Local
4830674,1663531,1663584,317,0,317,,97,Urban Local
4830679,1661577,1661558,475,0,475,,97,Urban Local
4830681,2013290,1661558,264,0,264,,97,Urban Local
4830816,1668381,1668383,1584,0,34,,86,Urban Minor Arterial
4830816,1668381,1668383,1584,34,157,,86,Urban Minor Arterial
4830816,1668381,1668383,1584,157,634,,86,Urban Minor Arterial
4830816,1668381,1668383,1584,634,1320,,86,Urban Minor Arterial
4830816,1668381,1668383,1584,1320,1584,,86,Urban Minor Arterial
4830818,1668391,1668383,1056,0,58,,86,Urban Minor Arterial
4830818,1668391,1668383,1056,58,214,,86,Urban Minor Arterial
4830818,1668391,1668383,1056,214,1056,,86,Urban Minor Arterial
4830819,1667774,1668437,4118,0,4118,CTH,45,Rural Local
4830830,1668437,1668463,898,0,264,CTH,45,Rural Local
4830830,1668437,1668463,898,264,528,CTH,45,Rural Local
4830830,1668437,1668463,898,528,898,CTH,45,Rural Local
4830831,1668463,1668285,3168,0,158,,45,Rural Local
4830831,1668463,1668285,3168,158,1162,,45,Rural Local
4830831,1668463,1668285,3168,1162,2165,,45,Rural Local
4830831,1668463,1668285,3168,2165,3168,,45,Rural Local
4830850,1668437,1668549,3749,0,1426,,45,Rural Local
4830850,1668437,1668549,3749,1426,2851,,45,Rural Local
4830850,1668437,1668549,3749,2851,3749,,45,Rural Local
4830851,1668103,1668551,3010,0,2376,,45,Rural Local
4830851,1668103,1668551,3010,2376,3010,,45,Rural Local
4830867,1668213,1668630,2323,0,1109,CTH,30,Rural Major Collector
4830867,1668213,1668630,2323,1109,2323,CTH,30,Rural Major Collector
4830873,1668329,1668636,1795,0,528,,45,Rural Local
4830873,1668329,1668636,1795,528,1795,,45,Rural Local
4830958,1668327,1668822,5174,0,634,CTH,20,Rural Minor Arterial
4830958,1668327,1668822,5174,634,5174,CTH,20,Rural Minor Arterial
4831043,1669042,1668393,4118,0,1848,,45,Rural Local
4831043,1669042,1668393,4118,1848,4013,,45,Rural Local
4831043,1669042,1668393,4118,4013,4118,,45,Rural Local
4835848,1668046,1668449,2218,0,2218,,45,Rural Local
4835851,1668168,1668444,1109,0,1109,,45,Rural Local
4836005,1668633,1668388,1426,0,1267,,45,Rural Local
4836005,1668633,1668388,1426,1267,1426,,45,Rural Local
4836907,15377,15378,475,0,475,,86,Urban Minor Arterial
4836953,1663297,1663298,211,0,211,,97,Urban Local
4836955,1662474,1662481,158,0,158,,97,Urban Local
4837002,1667544,1667663,581,0,581,,45,Rural Local
4837040,1662513,1662458,1214,0,739,,97,Urban Local
4837040,1662513,1662458,1214,739,1214,,97,Urban Local
4837043,1662433,1662417,158,0,158,,97,Urban Local
4837226,1661729,1662290,5227,0,1795,,97,Urban Local
4837226,1661729,1662290,5227,1795,2482,,97,Urban Local
4837226,1661729,1662290,5227,2482,3115,,97,Urban Local
4837226,1661729,1662290,5227,3115,4171,,97,Urban Local
4837226,1661729,1662290,5227,4171,4435,,97,Urban Local
4837226,1661729,1662290,5227,4435,5227,,97,Urban Local
4837228,1661584,1662386,5280,0,50,,45,Rural Local
4837228,1661584,1662386,5280,50,2693,,45,Rural Local
4837228,1661584,1662386,5280,2693,3907,,97,Urban Local
4837228,1661584,1662386,5280,3907,4277,,97,Urban Local
4837228,1661584,1662386,5280,4277,5016,,97,Urban Local
4837228,1661584,1662386,5280,5016,5280,,97,Urban Local
4837270,1663180,1663308,1690,0,475,,97,Urban Local
4837270,1663180,1663308,1690,475,1214,,97,Urban Local
4837270,1663180,1663308,1690,1214,1690,,97,Urban Local
4837274,1666471,10949,6442,0,6072,,45,Rural Local
4837274,1666471,10949,6442,6072,6442,,45,Rural Local
4839966,1660820,1661200,4066,0,476,CTH,60,Urban Other Connecting Link Principal Arterial
4839966,1660820,1661200,4066,476,1320,CTH,60,Urban Other Connecting Link Principal Arterial
4839966,1660820,1661200,4066,1320,2007,CTH,60,Urban Other Connecting Link Principal Arterial
4839966,1660820,1661200,4066,2007,2746,CTH,60,Urban Other Connecting Link Principal Arterial
4839966,1660820,1661200,4066,2746,4066,CTH,60,Urban Other Connecting Link Principal Arterial
4840394,1661705,1661678,158,0,158,,97,Urban Local
4840395,1661705,1661704,264,0,264,,97,Urban Local
4840400,1661697,1661723,581,0,581,,97,Urban Local
4840401,1661723,1661705,264,0,106,,97,Urban Local
4840401,1661723,1661705,264,106,264,,97,Urban Local
4840416,1661739,1661705,211,0,211,,97,Urban Local
4840421,1661704,1661754,581,0,159,,97,Urban Local
4840421,1661704,1661754,581,159,581,,97,Urban Local
4840422,1661746,1661754,264,0,264,,97,Urban Local
4840430,1661767,1661704,475,0,158,,97,Urban Local
4840430,1661767,1661704,475,158,475,,97,Urban Local
4840432,1661768,1661723,422,0,105,,97,Urban Local
4840432,1661768,1661723,422,105,422,,97,Urban Local
4840433,1661768,1661769,264,0,264,,97,Urban Local
4840434,1661769,1661767,317,0,317,,97,Urban Local
4840459,1661754,1661794,317,0,317,,97,Urban Local
4840462,1661795,1661794,158,0,158,,97,Urban Local
4840468,1661746,1661805,528,0,475,,86,Urban Minor Arterial
4840468,1661746,1661805,528,475,528,,86,Urban Minor Arterial
4840492,1661794,1661834,422,0,422,,97,Urban Local
4840494,1661834,1661767,898,0,317,,97,Urban Local
4840494,1661834,1661767,898,317,898,,97,Urban Local
4840497,1661774,1661836,739,0,739,,97,Urban Local
4840515,1661836,1661867,211,0,211,,97,Urban Local
4840516,1661867,1661868,370,0,370,,97,Urban Local
4840517,1661869,1661825,370,0,370,,97,Urban Local
4840518,1661868,1661869,475,0,475,,97,Urban Local
4840522,1661869,1661880,528,0,528,,97,Urban Local
4840523,1661744,10464,950,0,633,,86,Urban Minor Arterial
4840523,1661744,10464,950,633,950,,86,Urban Minor Arterial
4840524,1661805,1661884,739,0,739,,86,Urban Minor Arterial
4840525,1661880,1661884,686,0,686,,86,Urban Minor Arterial
4840526,1661878,1661768,898,0,898,,97,Urban Local
4840531,1661805,1661887,739,0,739,,97,Urban Local
4840532,1661884,1661887,475,0,475,,86,Urban Minor Arterial
4840534,1661769,1661882,898,0,898,,97,Urban Local
4840535,1661834,1661886,317,0,317,,97,Urban Local
4840536,1661887,1661886,370,0,370,,86,Urban Minor Arterial
4840537,1661886,1661882,528,0,264,,86,Urban Minor Arterial
4840537,1661886,1661882,528,264,422,,86,Urban Minor Arterial
4840537,1661886,1661882,528,422,528,,86,Urban Minor Arterial
4840547,1661837,1661851,264,0,264,,97,Urban Local
4840548,1661838,1661851,581,0,581,,97,Urban Local
4840552,1661868,1661936,317,0,317,,97,Urban Local
4840553,1661939,1661936,370,0,370,,97,Urban Local
4840554,1661867,1661939,370,0,370,,97,Urban Local
4840555,1661942,1661869,264,0,264,,97,Urban Local
4840556,1661936,1661942,528,0,528,,97,Urban Local
4840558,1661879,1661838,264,0,264,,97,Urban Local
4840563,1661906,1661908,53,0,53,,97,Urban Local
4840564,1661950,1661942,53,0,53,,97,Urban Local
4840570,1661959,1661880,686,0,686,,86,Urban Minor Arterial
4840571,1661950,1661959,422,0,422,,97,Urban Local
4840572,1661851,1661904,264,0,264,,97,Urban Local
4840573,1661904,1661907,264,0,264,,97,Urban Local
4840583,1661940,1661952,950,0,950,,97,Urban Local
4840584,1661952,1661801,1637,0,317,,97,Urban Local
4840584,1661952,1661801,1637,317,1637,,97,Urban Local
4840587,1661951,1661993,211,0,211,,97,Urban Local
4840590,1661946,1661908,1901,0,1690,,96,Urban Collector
4840590,1661946,1661908,1901,1690,1901,,96,Urban Collector
4840591,1661908,1661945,211,0,211,,96,Urban Collector
4840595,1661936,1662004,317,0,317,,97,Urban Local
4840596,1662004,1661950,739,0,528,,97,Urban Local
4840596,1662004,1661950,739,528,739,,97,Urban Local
4840608,1661945,1661965,898,0,370,,96,Urban Collector
4840608,1661945,1661965,898,370,898,,96,Urban Collector
