RDWY_LINK_ID,REF_SITE_FROM_ID,REF_SITE_TO_ID,LCM_FROM_TO_DIS,LOC_FLKOS_FT,LOC_TLKOS_FT,ST_PRMY_SYMB_TY,FNCT_CLS_CTGY_TYCD,FNCT_CLS_CTGY_TYDC
4845510,1666737,1666688,898,0,898,,97,Urban Local
4845511,1666512,1666737,1109,0,1109,,97,Urban Local
4845635,1666858,1666684,792,0,792,,97,Urban Local
4845647,1666844,1666865,317,0,317,,97,Urban Local
4845648,1666865,1666858,581,0,581,,97,Urban Local
4845730,1666938,1666865,528,0,253,,97,Urban Local
4845730,1666938,1666865,528,253,303,,97,Urban Local
4845730,1666938,1666865,528,303,528,,97,Urban Local
4845772,1666998,1666938,211,0,211,,97,Urban Local
4845776,1667003,1666998,370,0,370,,97,Urban Local
4845784,1666923,1667020,634,0,634,,97,Urban Local
4845785,1667021,1667020,528,0,528,,97,Urban Local
4845786,1666688,1667021,2006,0,686,,97,Urban Local
4845786,1666688,1667021,2006,686,2006,,97,Urban Local
4845789,1666485,1667037,2693,0,2271,CTH,20,Rural Minor Arterial
4845789,1666485,1667037,2693,2271,2693,CTH,20,Rural Minor Arterial
4845790,1667037,1667026,2218,0,2218,,45,Rural Local
4845825,1667028,1666858,845,0,845,,97,Urban Local
4845826,1667020,1667028,422,0,422,,97,Urban Local
4845831,1666865,1667028,1109,0,1109,,97,Urban Local
4845872,1667066,1667070,317,0,317,,97,Urban Local
4845873,1667070,1666998,475,0,475,,97,Urban Local
4845886,1667070,1667083,422,0,422,,97,Urban Local
4845903,1667104,1667083,422,0,422,,97,Urban Local
4845904,1667028,1667104,528,0,528,,97,Urban Local
4845911,1667104,1667021,1478,0,1478,,97,Urban Local
4845912,1666587,1667108,2693,0,2693,,96,Urban Collector
4845928,1667097,1667098,581,0,528,,97,Urban Local
4845928,1667097,1667098,581,528,581,,97,Urban Local
4845937,1667098,1667100,1795,0,211,,97,Urban Local
4845937,1667098,1667100,1795,211,497,,97,Urban Local
4845937,1667098,1667100,1795,497,1477,,97,Urban Local
4845937,1667098,1667100,1795,1477,1637,,97,Urban Local
4845937,1667098,1667100,1795,1637,1795,,97,Urban Local
4845994,1667174,1667104,528,0,528,,97,Urban Local
4845995,1667145,1667174,317,0,317,,97,Urban Local
4846013,1667203,1667066,1003,0,1003,,97,Urban Local
4846061,1667083,1667238,1056,0,1056,,97,Urban Local
4846063,1667174,1667238,739,0,739,,97,Urban Local
4846068,1667205,1667174,1214,0,1214,,97,Urban Local
4846109,1667302,1667203,581,0,581,,97,Urban Local
4846121,1667287,1667248,739,0,739,,97,Urban Local
4846178,1667378,1667302,475,0,475,,97,Urban Local
4846249,1667498,1666473,5491,0,5491,,45,Rural Local
4846252,1667493,1667498,2693,0,2693,CTH,45,Rural Local
4846265,1667503,1667144,4118,0,4118,CTH,45,Rural Local
4846266,1667287,1667287,3326,0,3326,,97,Urban Local
4846268,1667484,1667302,1003,0,1003,,97,Urban Local
4846269,1667238,1667484,1637,0,1637,,97,Urban Local
4846271,1667486,1667484,211,0,211,,97,Urban Local
4846292,1667518,1667503,2376,0,2376,CTH,45,Rural Local
4846293,1667518,1667037,2693,0,2693,CTH,20,Rural Minor Arterial
4846294,1667498,1667518,12408,0,12408,CTH,45,Rural Local
4846329,1667532,1667529,1320,0,1320,,96,Urban Collector
4846330,1667533,1667532,158,0,158,,45,Rural Local
4846331,1667534,1667533,792,0,792,,45,Rural Local
4846363,1667587,1667533,264,0,264,,45,Rural Local
4846364,1667586,1667587,475,0,475,,45,Rural Local
4846427,1667636,1667534,528,0,528,,45,Rural Local
4846435,1667652,1667636,158,0,158,,45,Rural Local
4846437,1667658,1667595,739,0,739,,45,Rural Local
4846446,1667658,1667663,739,0,739,,45,Rural Local
4846457,1667714,1667493,2482,0,2482,CTH,45,Rural Local
4846499,1667711,1667658,686,0,686,,45,Rural Local
4846502,1667710,1667636,422,0,422,,45,Rural Local
4846545,1667728,1667658,581,0,581,,45,Rural Local
4846549,1667730,1667710,317,0,317,,45,Rural Local
4846558,1667739,1667587,950,0,950,,45,Rural Local
4846576,1667774,1667144,7339,0,7339,CTH,45,Rural Local
4846578,1667291,1667771,2640,0,2640,,45,Rural Local
4846581,1667773,1667710,422,0,422,,45,Rural Local
4846682,1667823,1667876,581,0,581,,45,Rural Local
4846711,1667899,1667771,950,0,950,,45,Rural Local
4846714,1667939,1667714,1690,0,1690,,45,Rural Local
4846879,1667899,1668103,2270,0,422,,45,Rural Local
4846879,1667899,1668103,2270,422,2270,,45,Rural Local
4846881,1668103,1667876,2218,0,2218,,45,Rural Local
4846933,1668213,1667518,5491,0,5491,CTH,20,Rural Minor Arterial
4846947,1668195,1668231,1690,0,1690,,45,Rural Local
4847034,1668327,1668231,1901,0,1901,CTH,20,Rural Minor Arterial
4847035,1668327,1668195,845,0,845,,45,Rural Local
4847056,1668329,1668298,1267,0,1267,,45,Rural Local
4847092,1668393,1667493,5227,0,5227,,45,Rural Local
4847636,11127,1667714,3538,0,2640,CTH,45,Rural Local
4847636,11127,1667714,3538,2640,3538,CTH,45,Rural Local
4848720,10464,1661946,528,0,528,,86,Urban Minor Arterial
4848721,10523,1662510,950,0,950,,86,Urban Minor Arterial
4848722,1662510,1662750,1162,0,220,,86,Urban Minor Arterial
4848722,1662510,1662750,1162,220,747,,86,Urban Minor Arterial
4848722,1662510,1662750,1162,747,1162,,86,Urban Minor Arterial
4848723,1662750,1662946,1373,0,575,,86,Urban Minor Arterial
4848723,1662750,1662946,1373,575,1373,,86,Urban Minor Arterial
4848802,1667829,1667899,1742,0,1742,,45,Rural Local
4848803,1667876,1667829,581,0,581,,45,Rural Local
4848804,1667779,1667829,264,0,264,,45,Rural Local
4848805,1667144,1666947,2165,0,2165,,45,Rural Local
4848806,1666947,1666498,2270,0,2270,,45,Rural Local
4848807,1667300,1667783,2587,0,2587,,45,Rural Local
4848808,1667783,1667774,1954,0,1954,,45,Rural Local
4848809,1667771,1667783,2059,0,2059,,45,Rural Local
4848810,1667085,1666947,1742,0,1742,,45,Rural Local
4848811,1666321,1666480,686,0,686,,45,Rural Local
4848812,1666480,1666485,3485,0,3485,CTH,30,Rural Major Collector
4848813,1666349,1666490,475,0,475,,45,Rural Local
4848814,1666490,1666480,1214,0,1214,CTH,30,Rural Major Collector
4848815,1666699,1666494,950,0,950,,45,Rural Local
4848816,1666494,1666490,1320,0,1320,CTH,30,Rural Major Collector
4848817,1666498,1666494,2059,0,2059,CTH,30,Rural Major Collector
4848818,1666295,1666504,739,0,739,,45,Rural Local
4848819,1666504,1666512,4224,0,4224,CTH,30,Rural Major Collector
4848820,1666500,1666504,1690,0,1690,CTH,30,Rural Major Collector
4848821,1667949,1668086,1795,0,1795,,45,Rural Local
4848822,1667949,1668329,2851,0,1267,,45,Rural Local
4848822,1667949,1668329,2851,1267,2851,,45,Rural Local
4848823,1667503,1667949,2693,0,2693,,45,Rural Local
4848824,1668266,1668393,1742,0,1742,,45,Rural Local
4848826,1666485,1666589,5333,0,5333,,45,Rural Local
4848827,1666670,1666589,581,0,581,,45,Rural Local
4848828,1665551,1666471,3802,0,3802,,45,Rural Local
4848829,1664761,1664722,422,0,422,,45,Rural Local
4848830,1665153,1664722,1848,0,1848,CTH,20,Rural Minor Arterial
4848831,1664722,1663343,7022,0,7022,CTH,20,Rural Minor Arterial
4848834,1663921,1664202,1531,0,1531,,45,Rural Local
4848838,1663265,1663086,1003,0,1003,,45,Rural Local
4848839,1663230,1663265,1109,0,1109,,45,Rural Local
4848840,1663289,1663265,158,0,158,,45,Rural Local
4848841,1662487,1662176,1742,0,1742,,45,Rural Local
4848842,1662490,1662487,950,0,950,,45,Rural Local
4848843,1663075,1662487,4594,0,4594,,45,Rural Local
4848844,1663632,1663075,6389,0,2640,,45,Rural Local
4848844,1663632,1663075,6389,2640,6389,,45,Rural Local
4848922,1664174,1663901,4963,0,4857,,45,Rural Local
4848922,1664174,1663901,4963,4857,4963,,45,Rural Local
4849498,1661725,1661719,370,0,370,,97,Urban Local
4849499,1661700,1661725,211,0,211,,97,Urban Local
4849500,1661670,1661719,422,0,422,,97,Urban Local
4849506,1661719,2008373,422,0,105,,97,Urban Local
4849506,1661719,2008373,422,105,422,,97,Urban Local
4849507,1661725,1661742,106,0,106,,97,Urban Local
4849510,1661802,1661838,370,0,106,,97,Urban Local
4849510,1661802,1661838,370,106,270,,97,Urban Local
4849510,1661802,1661838,370,270,370,,97,Urban Local
4849511,1661907,1661668,1795,0,475,CTH,60,Urban Other Connecting Link Principal Arterial
4849511,1661907,1661668,1795,475,528,CTH,60,Urban Other Connecting Link Principal Arterial
4849511,1661907,1661668,1795,528,1662,CTH,60,Urban Other Connecting Link Principal Arterial
4849511,1661907,1661668,1795,1662,1795,CTH,60,Urban Other Connecting Link Principal Arterial
4849515,2024346,1663717,845,0,845,,96,Urban Collector
4849516,1663861,2024347,1373,0,264,,96,Urban Collector
4849516,1663861,2024347,1373,264,1373,,96,Urban Collector
4849517,1663981,1664156,898,0,634,,96,Urban Collector
4849517,1663981,1664156,898,634,898,,96,Urban Collector
4849518,1664213,1664144,845,0,845,,86,Urban Minor Arterial
4849520,1664213,1663583,3168,0,1320,,60,Urban Other Connecting Link Principal Arterial
4849520,1664213,1663583,3168,1320,2746,,60,Urban Other Connecting Link Principal Arterial
4849520,1664213,1663583,3168,2746,3168,,60,Urban Other Connecting Link Principal Arterial
4849521,1663870,1663717,845,0,845,,97,Urban Local
4849522,1663870,1663862,950,0,105,,86,Urban Minor Arterial
4849522,1663870,1663862,950,105,260,,86,Urban Minor Arterial
4849522,1663870,1663862,950,260,950,,86,Urban Minor Arterial
4849523,1664144,1663870,1795,0,1266,,86,Urban Minor Arterial
4849523,1664144,1663870,1795,1266,1795,,86,Urban Minor Arterial
4849526,1663510,1663470,106,0,106,,96,Urban Collector
4849530,1663897,1663973,422,0,422,,97,Urban Local
4849531,1663916,1663897,370,0,370,,97,Urban Local
4849532,1663897,1664021,1162,0,476,,97,Urban Local
4849532,1663897,1664021,1162,476,1162,,97,Urban Local
4849533,1663687,1663741,422,0,422,,97,Urban Local
4849534,1663668,1663687,53,0,53,,97,Urban Local
4849535,1663689,1663687,422,0,422,,97,Urban Local
4849536,1663297,1663344,211,0,211,,96,Urban Collector
4849537,1663228,1663297,475,0,475,,96,Urban Collector
4849538,1663293,1663207,422,0,422,,97,Urban Local
4849539,1663205,1663207,317,0,317,,97,Urban Local
4849540,1663203,1663205,634,0,634,,97,Urban Local
4849541,1663266,1663205,264,0,264,,97,Urban Local
4849544,1662536,1662477,370,0,370,,97,Urban Local
4849545,1662481,1662437,370,0,370,,97,Urban Local
4849546,1662494,1662481,106,0,106,,97,Urban Local
4849547,1662536,1662494,528,0,528,,97,Urban Local
4849548,1662494,1662474,106,0,106,,97,Urban Local
4849549,1662474,1662420,422,0,422,,97,Urban Local
4849550,1662431,1662421,158,0,158,,97,Urban Local
4849551,1662421,1662437,211,0,211,,97,Urban Local
4849552,1662420,1662421,528,0,528,,97,Urban Local
4849553,1662460,1662582,686,0,686,,97,Urban Local
4849554,1662887,1662837,950,0,950,,97,Urban Local
4850615,1661199,1661196,7128,0,468,,97,Urban Local
4850615,1661199,1661196,7128,468,2485,,97,Urban Local
4850615,1661199,1661196,7128,2485,3462,,97,Urban Local
4850615,1661199,1661196,7128,3462,7128,,97,Urban Local
4850616,1661200,1661199,845,0,845,,97,Urban Local
4850718,1661560,1661559,792,0,396,,96,Urban Collector
4850718,1661560,1661559,792,396,607,,96,Urban Collector
4850718,1661560,1661559,792,607,792,,96,Urban Collector
4850719,1661556,1661560,581,0,197,,96,Urban Collector
4850719,1661556,1661560,581,197,393,,96,Urban Collector
4850719,1661556,1661560,581,393,581,,96,Urban Collector
4850723,1662412,1662410,317,0,211,,86,Urban Minor Arterial
4850723,1662412,1662410,317,211,317,,86,Urban Minor Arterial
4850725,1662539,1662412,792,0,792,,45,Rural Local
4850726,1662403,1662247,686,0,686,,97,Urban Local
4850727,1662248,1662247,739,0,739,,97,Urban Local
4850728,1662248,1662248,1690,0,1690,,97,Urban Local
4850732,1662400,1662403,2006,0,422,,86,Urban Minor Arterial
4850732,1662400,1662403,2006,422,1320,,86,Urban Minor Arterial
4850732,1662400,1662403,2006,1320,2006,,86,Urban Minor Arterial
4850733,1661967,1662159,1214,0,1214,,97,Urban Local
4850734,1662168,1662257,1214,0,1214,,97,Urban Local
4850735,1662078,1662190,1003,0,1003,,97,Urban Local
4850736,1662190,1662159,739,0,739,,97,Urban Local
4850737,1662257,1662190,370,0,370,,97,Urban Local
4850738,1662395,1662257,528,0,528,,97,Urban Local
4850739,1662395,1662400,1267,0,264,,86,Urban Minor Arterial
4850739,1662395,1662400,1267,264,633,,86,Urban Minor Arterial
4850739,1662395,1662400,1267,633,1267,,86,Urban Minor Arterial
4850741,1662159,1662200,317,0,317,,97,Urban Local
4850742,1662277,1662400,634,0,634,,97,Urban Local
4850743,1662200,1662277,634,0,634,,97,Urban Local
4850744,1662167,1662200,370,0,370,,97,Urban Local
4850745,1662237,1662277,422,0,422,,97,Urban Local
4850749,1663206,1663394,1056,0,1056,,97,Urban Local
4850751,1664253,1664483,1003,0,1003,,97,Urban Local
4850755,1665971,1665956,106,0,106,,97,Urban Local
4850756,1666240,1665956,1373,0,1373,,97,Urban Local
4850757,1666044,1665971,1003,0,158,,97,Urban Local
4850757,1666044,1665971,1003,158,1003,,97,Urban Local
4850758,1666025,1665735,1162,0,634,,96,Urban Collector
4850758,1666025,1665735,1162,634,1162,,96,Urban Collector
4850759,1666512,1666025,2112,0,2112,,96,Urban Collector
4850760,1665956,1665586,1426,0,1162,,97,Urban Local
4850760,1665956,1665586,1426,1162,1426,,97,Urban Local
4850761,1665218,1665114,317,0,317,,97,Urban Local
4850762,1665297,1665218,370,0,370,,97,Urban Local
4850763,1665956,1665890,475,0,475,,97,Urban Local
4850765,1665472,1665466,317,0,317,,97,Urban Local
4850766,1665615,1665466,528,0,528,,97,Urban Local
4850767,1665890,1665615,1214,0,316,,97,Urban Local
4850767,1665890,1665615,1214,316,1214,,97,Urban Local
4850768,1665685,1665890,792,0,792,,97,Urban Local
4850771,1666026,1666044,845,0,845,,97,Urban Local
4850772,1666025,1666026,370,0,370,,97,Urban Local
4850773,1666113,1666203,1584,0,1584,,97,Urban Local
4850774,1666203,1666112,422,0,422,,97,Urban Local
4850777,1666353,1666203,898,0,898,,97,Urban Local
4850778,1666509,1666353,634,0,634,,97,Urban Local
4850779,1666372,1666353,475,0,475,,97,Urban Local
4850780,1666353,1666294,739,0,739,,97,Urban Local
4850781,1666165,1666026,634,0,634,,97,Urban Local
4850782,1665902,1665971,211,0,211,,97,Urban Local
4850789,1666984,2304262,634,0,634,,45,Rural Local
4850790,1666907,1666984,634,0,634,,45,Rural Local
4850791,1667179,2304263,634,0,634,,45,Rural Local
4850792,1667162,1667179,317,0,317,,45,Rural Local
4850793,1667179,1666984,1267,0,1267,,45,Rural Local
4850794,1668044,1667933,792,0,792,,45,Rural Local
4850795,1668046,1667933,792,0,792,,45,Rural Local
4850796,1667931,1667874,739,0,739,,45,Rural Local
4850797,1668185,1668168,264,0,264,,45,Rural Local
4850798,1668168,1668018,1214,0,1214,,45,Rural Local
4850799,1667877,1668046,1214,0,792,,45,Rural Local
4850799,1667877,1668046,1214,792,1214,,45,Rural Local
4850800,1667874,1667663,1373,0,1373,,45,Rural Local
4850801,1667933,1667874,370,0,370,,45,Rural Local
4850803,1667880,1667877,845,0,845,,45,Rural Local
4850804,1668018,1667880,950,0,950,,45,Rural Local
4850806,1667835,1667877,317,0,317,,45,Rural Local
4850811,1665100,1665046,1584,0,1584,,45,Rural Local
4850812,1662995,1663075,739,0,739,,45,Rural Local
4850813,1661921,10492,1267,0,1267,CTH,40,Rural Minor Collector
4850814,1661874,1661921,264,0,53,CTH,40,Rural Minor Collector
4850814,1661874,1661921,264,53,264,CTH,40,Rural Minor Collector
4850816,10492,1662064,106,0,106,USH,,
4850817,1662172,1662064,475,0,475,,45,Rural Local
4850819,1662321,1662235,422,0,422,,97,Urban Local
4850931,1662121,1662065,211,0,211,,97,Urban Local
4850932,1662083,1662121,264,0,158,,97,Urban Local
4850932,1662083,1662121,264,158,264,,97,Urban Local
4850933,1662120,1662121,211,0,211,,97,Urban Local
4850934,1662177,1662178,370,0,370,USH,,
4850936,1662120,1662177,317,0,317,,97,Urban Local
4850937,1662079,1662120,106,0,106,,97,Urban Local
4850938,1662118,1662120,422,0,422,,97,Urban Local
4850939,1662147,1662175,264,0,264,,97,Urban Local
4850940,1662208,1662236,264,0,264,,97,Urban Local
4850942,1662236,1662280,317,0,317,,97,Urban Local
4850944,1662204,1662236,317,0,317,,97,Urban Local
4850945,1662175,1662204,264,0,264,,97,Urban Local
4850946,1662236,1662258,264,0,264,,97,Urban Local
4850947,1662175,1662203,264,0,264,,97,Urban Local
4850948,1662141,1662173,211,0,211,,97,Urban Local
4850949,1662203,1662173,264,0,264,,97,Urban Local
4850950,1662173,1662098,898,0,898,,97,Urban Local
4850951,1662204,1662228,264,0,264,,97,Urban Local
4850952,1662228,1662203,264,0,264,,97,Urban Local
4850953,1662258,1662228,317,0,317,,97,Urban Local
4850955,1662307,1662258,264,0,264,,97,Urban Local
4850957,1662203,1662244,317,0,317,,97,Urban Local
4851136,1662429,1662303,686,0,686,,97,Urban Local
4851137,1662681,1662673,264,0,264,,97,Urban Local
4851138,1662569,1662460,1162,0,1162,CTH,60,Urban Other Connecting Link Principal Arterial
4851139,1663215,1663212,950,0,633,,96,Urban Collector
4851139,1663215,1663212,950,633,950,,96,Urban Collector
4851141,1662230,2026265,845,0,525,,97,Urban Local
4851141,1662230,2026265,845,525,845,,97,Urban Local
4851144,1662561,1662509,264,0,264,,96,Urban Collector
4851145,1662625,1662561,211,0,211,,96,Urban Collector
4851147,1662803,1662753,370,0,370,,96,Urban Collector
4851148,1662945,1662803,950,0,950,,96,Urban Collector
4851150,1662756,1662804,317,0,317,,97,Urban Local
4851151,1662803,1662804,528,0,528,,97,Urban Local
4851152,1663054,1663076,106,0,106,,97,Urban Local
4851156,1663607,1663611,422,0,422,,97,Urban Local
4851157,1663775,1663590,739,0,739,,97,Urban Local
4851158,1663844,1663775,317,0,317,,97,Urban Local
4851159,1663775,1663770,211,0,211,,97,Urban Local
4851160,1663646,1663762,1056,0,1056,,97,Urban Local
4851161,1663668,1663646,686,0,686,,97,Urban Local
4851162,1663596,1663646,211,0,211,,97,Urban Local
4851163,1664052,1664122,317,0,317,,96,Urban Collector
4851164,1663998,1664052,370,0,370,,96,Urban Collector
4851165,1664056,1664052,475,0,475,,97,Urban Local
4851166,1664383,1664349,211,0,211,,97,Urban Local
4851167,1663710,1663605,475,0,475,,96,Urban Collector
4851168,1663717,1663710,581,0,581,,96,Urban Collector
4851369,1664197,1664144,528,0,53,,97,Urban Local
4851369,1664197,1664144,528,53,528,,97,Urban Local
4851779,1663189,2296035,1056,0,1056,,45,Rural Local
4851781,1665732,1665615,739,0,739,,97,Urban Local
4851782,1666112,1665732,1531,0,1056,,97,Urban Local
4851782,1666112,1665732,1531,1056,1531,,97,Urban Local
4851783,1665652,1665732,686,0,633,,97,Urban Local
4851783,1665652,1665732,686,633,686,,97,Urban Local
4851784,1665603,1665652,792,0,792,,97,Urban Local
4851785,1665455,1665603,581,0,581,,97,Urban Local
4851786,1665354,1665455,581,0,581,,97,Urban Local
4851787,1665653,1665543,370,0,330,,97,Urban Local
4851787,1665653,1665543,370,330,370,,97,Urban Local
4851789,1665543,1665455,581,0,581,,97,Urban Local
4851793,1665127,1665133,792,0,792,,96,Urban Collector
4851794,1665114,1665127,1848,0,1848,,96,Urban Collector
4851795,1665127,1665354,792,0,792,,97,Urban Local
4851796,1665353,1665354,475,0,475,,97,Urban Local
4851797,1665448,1665543,422,0,422,,97,Urban Local
4851814,1662100,1662147,370,0,370,,97,Urban Local
4851815,1662071,1662100,211,0,211,,97,Urban Local
4851817,1662365,1662374,3696,0,1317,CTH,30,Rural Major Collector
4851817,1662365,1662374,3696,1317,1904,CTH,30,Rural Major Collector
4851817,1662365,1662374,3696,1904,2492,CTH,30,Rural Major Collector
4851817,1662365,1662374,3696,2492,2796,CTH,30,Rural Major Collector
4851817,1662365,1662374,3696,2796,3696,CTH,30,Rural Major Collector
4851818,1662810,1662811,211,0,211,,97,Urban Local
4851819,1662375,1662309,898,0,370,CTH,30,Rural Major Collector
4851819,1662375,1662309,898,370,898,CTH,30,Rural Major Collector
4851820,1662374,1662375,792,0,792,CTH,30,Rural Major Collector
4851823,1662538,1662375,1478,0,1478,,97,Urban Local
4851824,1661911,1661921,1162,0,1162,,45,Rural Local
4851826,1662067,1662100,264,0,264,,97,Urban Local
4851827,1662074,1662067,106,0,106,,97,Urban Local
4851828,1662132,1662074,475,0,475,,97,Urban Local
4851829,1662155,1662208,422,0,422,,97,Urban Local
4851830,1662147,1662155,106,0,106,,97,Urban Local
4851831,1662074,1662155,739,0,739,,97,Urban Local
4851860,1662971,1662922,317,0,317,,97,Urban Local
4851867,1664469,1664019,2218,0,845,,96,Urban Collector
4851867,1664469,1664019,2218,845,1901,,96,Urban Collector
4851867,1664469,1664019,2218,1901,2218,,96,Urban Collector
4851869,1662463,1662357,528,0,528,,96,Urban Collector
4851872,1662357,1662372,2059,0,686,,86,Urban Minor Arterial
4851872,1662357,1662372,2059,686,2059,,86,Urban Minor Arterial
4851873,1662462,1662463,2112,0,2112,,97,Urban Local
4851874,1662462,1662372,422,0,422,,96,Urban Collector
4851965,1662319,1662276,158,0,158,,96,Urban Collector
4851966,1662509,1662319,1003,0,1003,,96,Urban Collector
4851982,1661547,1661549,370,0,53,,97,Urban Local
4851982,1661547,1661549,370,53,370,,97,Urban Local
4851984,1661566,1661555,317,0,317,,97,Urban Local
4851985,1661547,1661566,581,0,581,,97,Urban Local
4851986,1661544,1661577,370,0,370,,97,Urban Local
4851987,1661585,1661547,370,0,370,,97,Urban Local
4851988,1661593,1661566,317,0,317,,97,Urban Local
4851989,1661585,1661593,211,0,211,,97,Urban Local
4851990,1661555,1661598,581,0,581,,97,Urban Local
4851991,1661676,1661585,686,0,316,,97,Urban Local
4851991,1661676,1661585,686,316,686,,97,Urban Local
4851992,1661577,1661676,370,0,370,,97,Urban Local
4851993,1661598,1661614,264,0,158,,97,Urban Local
4851993,1661598,1661614,264,158,264,,97,Urban Local
4851994,1661593,1661614,317,0,317,,97,Urban Local
4851995,1661620,1661585,581,0,581,,97,Urban Local
4851996,1661676,1661620,739,0,739,,97,Urban Local
4851998,1661719,1661614,1003,0,317,,97,Urban Local
4851998,1661719,1661614,1003,317,1003,,97,Urban Local
4851999,1661614,1661670,739,0,739,,97,Urban Local
4852000,1661553,1661555,370,0,370,,97,Urban Local
4852001,1661553,1661389,2270,0,178,CTH,60,Urban Other Connecting Link Principal Arterial
4852001,1661553,1661389,2270,178,422,CTH,60,Urban Other Connecting Link Principal Arterial
4852001,1661553,1661389,2270,422,2270,CTH,60,Urban Other Connecting Link Principal Arterial
4852002,1661668,1661553,1267,0,1267,CTH,60,Urban Other Connecting Link Principal Arterial
4852003,1661668,1661670,475,0,475,,97,Urban Local
4852016,1662784,1662813,211,0,211,,97,Urban Local
4852017,1662282,1662286,317,0,317,CTH,60,Urban Other Connecting Link Principal Arterial
4852020,1663344,1663293,686,0,686,,60,Urban Other Connecting Link Principal Arterial
4852021,1661890,1661879,422,0,422,,97,Urban Local
4852029,1662109,1662040,370,0,370,,97,Urban Local
4852035,1662957,1662898,317,0,317,,97,Urban Local
4852044,1662049,1662000,317,0,317,,97,Urban Local
4852048,1662069,1662088,422,0,422,,97,Urban Local
4852049,1662066,1662069,53,0,53,,97,Urban Local
4852050,1662069,1662066,264,0,264,,97,Urban Local
4852055,1663604,1663583,528,0,528,,96,Urban Collector
4852056,1663605,1663604,158,0,158,,96,Urban Collector
4852057,1663604,1663710,845,0,845,,97,Urban Local
4852058,1663531,1663450,317,0,317,,97,Urban Local
4852059,1663584,1663531,317,0,317,,97,Urban Local
4852064,1661558,1661577,475,0,475,,97,Urban Local
4852066,1661558,2013290,264,0,264,,97,Urban Local
4852201,1668383,1668381,1584,0,264,,86,Urban Minor Arterial
4852201,1668383,1668381,1584,264,950,,86,Urban Minor Arterial
4852201,1668383,1668381,1584,950,1427,,86,Urban Minor Arterial
4852201,1668383,1668381,1584,1427,1550,,86,Urban Minor Arterial
4852201,1668383,1668381,1584,1550,1584,,86,Urban Minor Arterial
4852203,1668383,1668391,1056,0,842,,86,Urban Minor Arterial
4852203,1668383,1668391,1056,842,998,,86,Urban Minor Arterial
4852203,1668383,1668391,1056,998,1056,,86,Urban Minor Arterial
4852204,1668437,1667774,4118,0,4118,CTH,45,Rural Local
4852215,1668463,1668437,898,0,370,CTH,45,Rural Local
4852215,1668463,1668437,898,370,634,CTH,45,Rural Local
4852215,1668463,1668437,898,634,898,CTH,45,Rural Local
4852216,1668285,1668463,3168,0,1003,,45,Rural Local
4852216,1668285,1668463,3168,1003,2006,,45,Rural Local
4852216,1668285,1668463,3168,2006,3010,,45,Rural Local
4852216,1668285,1668463,3168,3010,3168,,45,Rural Local
4852235,1668549,1668437,3749,0,898,,45,Rural Local
4852235,1668549,1668437,3749,898,2323,,45,Rural Local
4852235,1668549,1668437,3749,2323,3749,,45,Rural Local
4852236,1668551,1668103,3010,0,634,,45,Rural Local
4852236,1668551,1668103,3010,634,3010,,45,Rural Local
4852252,1668630,1668213,2323,0,1214,CTH,30,Rural Major Collector
4852252,1668630,1668213,2323,1214,2323,CTH,30,Rural Major Collector
4852258,1668636,1668329,1795,0,1267,,45,Rural Local
4852258,1668636,1668329,1795,1267,1795,,45,Rural Local
4852343,1668822,1668327,5174,0,4540,CTH,20,Rural Minor Arterial
4852343,1668822,1668327,5174,4540,5174,CTH,20,Rural Minor Arterial
4852428,1668393,1669042,4118,0,105,,45,Rural Local
4852428,1668393,1669042,4118,105,2270,,45,Rural Local
4852428,1668393,1669042,4118,2270,4118,,45,Rural Local
4857232,1668449,1668046,2218,0,2218,,45,Rural Local
4857235,1668444,1668168,1109,0,1109,,45,Rural Local
4857389,1668388,1668633,1426,0,159,,45,Rural Local
4857389,1668388,1668633,1426,159,1426,,45,Rural Local
4858290,15378,15377,475,0,475,,86,Urban Minor Arterial
4858336,1663298,1663297,211,0,211,,97,Urban Local
4858338,1662481,1662474,158,0,158,,97,Urban Local
4858385,1667663,1667544,581,0,581,,45,Rural Local
4858423,1662458,1662513,1214,0,475,,97,Urban Local
4858423,1662458,1662513,1214,475,1214,,97,Urban Local
4858426,1662417,1662433,158,0,158,,97,Urban Local
4858609,1662290,1661729,5227,0,792,,97,Urban Local
4858609,1662290,1661729,5227,792,1056,,97,Urban Local
4858609,1662290,1661729,5227,1056,2112,,97,Urban Local
4858609,1662290,1661729,5227,2112,2745,,97,Urban Local
4858609,1662290,1661729,5227,2745,3432,,97,Urban Local
4858609,1662290,1661729,5227,3432,5227,,97,Urban Local
4858611,1662386,1661584,5280,0,264,,97,Urban Local
4858611,1662386,1661584,5280,264,1003,,97,Urban Local
4858611,1662386,1661584,5280,1003,1373,,97,Urban Local
4858611,1662386,1661584,5280,1373,2587,,97,Urban Local
4858611,1662386,1661584,5280,2587,5230,,45,Rural Local
4858611,1662386,1661584,5280,5230,5280,,45,Rural Local
4858653,1663308,1663180,1690,0,476,,97,Urban Local
4858653,1663308,1663180,1690,476,1215,,97,Urban Local
4858653,1663308,1663180,1690,1215,1690,,97,Urban Local
4858657,10949,1666471,6442,0,370,,45,Rural Local
4858657,10949,1666471,6442,370,6442,,45,Rural Local
4874602,1676929,1666473,3062,0,792,,45,Rural Local
